# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = total_model
# start_datetime = 2023-07-19 13:16:52 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpk9qze93e/aktflwy5.json
# random
#   seed = 78767
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/together/total-20230719141652.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,M,theta.1,theta.2,theta.3,theta.4,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.000297418
# Diagonal elements of inverse mass matrix:
# 0.000774313, 2.43908e-05, 2.44764e-05, 0.000109547
-1.44365e+07,0.974356,0.000297418,1,1,0,1.44367e+07,0.00711671,87.3227,0.953928,1.28599,0.00711671,87.3227,0.953928,1.28599,0.0141817,0.0197526,0.0270584,0.0339277,0.0410945,0.0496573,0.0590066,0.0679347,0.0771018,0.0874378,0.0965236,0.109778,0.118186,0.133315,0.14361,0.158477,0.174263,0.189421,0.208468,0.225854,0.248176,0.269284,0.296678,0.319363,0.350315,0.383019,0.421928,0.461142,0.50437,0.564133,0.619664,0.691698,0.777113,0.893819,1.01421,1.23088,1.47157,1.82175,2.68794,4.06862,-7.95536,-7.23588,-6.5525,-6.06124,-5.64509,-5.23409,-4.8595,-4.55355,-4.27868,-4.00551,-3.79084,-3.51144,-3.35118,-3.08961,-2.92809,-2.71418,-2.50798,-2.32687,-2.11881,-1.94486,-1.7402,-1.56296,-1.35258,-1.19259,-0.991716,-0.797904,-0.587816,-0.394834,-0.200262,0.0428993,0.246774,0.485575,0.738414,1.04224,1.31663,1.73707,2.1249,2.58843,3.43309,4.33323,87.6731,87.7354,87.8243,87.967,87.9924,88.0488,88.0516,88.2505,88.2793,88.4911,88.576,88.6376,88.6388,88.7157,88.7793,88.86,88.8872,88.8927,89.2801,89.6022,89.8776,90.0044,90.4075,90.4298,90.5196,91.1718,92.6133,92.9976,93.4233,94.0923,95.709,97.4877,0.0191389,0.0236668,0.0281285,0.0291083,0.033182,0.0542876,150,299790
-1.44363e+07,0.973923,0.000297418,1,1,0,1.44365e+07,0.00703869,87.3227,0.953926,1.286,0.00703869,87.3227,0.953926,1.286,0.0141819,0.0197529,0.0270588,0.0339283,0.0410953,0.0496584,0.059008,0.0679365,0.077104,0.0874404,0.0965266,0.109781,0.11819,0.13332,0.143615,0.158483,0.174271,0.18943,0.208478,0.225866,0.24819,0.269299,0.296696,0.319383,0.350338,0.383046,0.42196,0.461179,0.504412,0.564183,0.619723,0.691769,0.777199,0.893927,1.01434,1.23107,1.47182,1.82211,2.68864,4.07008,-7.95533,-7.23585,-6.55246,-6.06119,-5.64504,-5.23404,-4.85945,-4.55348,-4.27862,-4.00544,-3.79076,-3.51136,-3.3511,-3.08952,-2.92799,-2.71408,-2.50788,-2.32676,-2.1187,-1.94475,-1.74008,-1.56282,-1.35244,-1.19244,-0.991563,-0.797744,-0.587645,-0.394654,-0.200073,0.0431018,0.246988,0.485805,0.738661,1.04251,1.31692,1.73741,2.12528,2.58887,3.43367,4.33401,87.6693,87.7309,87.8188,87.96,87.9851,88.0409,88.0437,88.2404,88.2689,88.4784,88.5623,88.6232,88.6245,88.7006,88.7634,88.8433,88.8702,88.8757,89.2589,89.5776,89.85,89.9754,90.3743,90.3963,90.4852,91.1305,92.5569,92.9372,93.3586,94.0207,95.6211,97.382,0.0190323,0.023535,0.0279719,0.0289462,0.0329971,0.0539835,150,299790
-1.44355e+07,0.882264,0.000297418,2,3,0,1.44363e+07,0.00671596,87.3227,0.953925,1.28603,0.00671596,87.3227,0.953925,1.28603,0.0141825,0.019754,0.0270605,0.0339307,0.0410986,0.0496629,0.0590139,0.0679438,0.0771129,0.0874512,0.0965393,0.109797,0.118207,0.133341,0.143639,0.158511,0.174303,0.189466,0.20852,0.225914,0.248246,0.269363,0.296771,0.319467,0.350436,0.383159,0.422091,0.46133,0.504588,0.564394,0.619969,0.692063,0.777555,0.894376,1.01489,1.23183,1.47286,1.82359,2.69156,4.07614,-7.9552,-7.2357,-6.55228,-6.061,-5.64483,-5.23381,-4.8592,-4.55322,-4.27833,-4.00514,-3.79045,-3.51102,-3.35074,-3.08914,-2.9276,-2.71367,-2.50745,-2.32631,-2.11822,-1.94425,-1.73955,-1.56227,-1.35186,-1.19184,-0.990925,-0.797072,-0.586934,-0.393905,-0.199283,0.0439467,0.247883,0.486761,0.739689,1.04363,1.31814,1.73879,2.12684,2.59068,3.43605,4.33728,87.6534,87.7122,87.7961,87.9309,87.9549,88.0081,88.0108,88.1985,88.2257,88.4257,88.5059,88.564,88.5652,88.6379,88.6979,88.7742,88.7998,88.8051,89.1711,89.4754,89.7357,89.8555,90.2366,90.2577,90.3426,90.9593,92.3234,92.6872,93.0904,93.7241,95.2564,96.9436,0.0185852,0.0229821,0.0273146,0.0282659,0.0322213,0.0527077,150,299790
-1.44353e+07,0.947663,0.000297418,2,3,0,1.44355e+07,0.00664353,87.3227,0.953925,1.28604,0.00664353,87.3227,0.953925,1.28604,0.0141827,0.0197542,0.0270609,0.0339313,0.0410994,0.0496639,0.0590152,0.0679454,0.0771149,0.0874536,0.0965421,0.1098,0.118211,0.133346,0.143644,0.158517,0.17431,0.189474,0.20853,0.225925,0.248259,0.269378,0.296788,0.319486,0.350457,0.383184,0.422121,0.461365,0.504627,0.564441,0.620024,0.692129,0.777635,0.894476,1.01502,1.232,1.47309,1.82393,2.69222,4.07751,-7.95517,-7.23566,-6.55224,-6.06096,-5.64478,-5.23375,-4.85914,-4.55316,-4.27827,-4.00507,-3.79037,-3.51094,-3.35066,-3.08906,-2.92752,-2.71358,-2.50735,-2.32621,-2.11811,-1.94413,-1.73944,-1.56215,-1.35173,-1.1917,-0.990781,-0.79692,-0.586774,-0.393737,-0.199105,0.0441367,0.248084,0.486977,0.739921,1.04389,1.31841,1.7391,2.12719,2.59108,3.43659,4.33802,87.6499,87.708,87.791,87.9243,87.9481,88.0007,88.0034,88.1891,88.216,88.4139,88.4932,88.5507,88.5519,88.6238,88.6832,88.7586,88.784,88.7892,89.1513,89.4525,89.71,89.8286,90.2057,90.2265,90.3106,90.9209,92.2709,92.631,93.0301,93.6574,95.1744,96.8449,0.0184834,0.0228562,0.0271649,0.028111,0.0320447,0.0524173,150,299790
-1.44351e+07,0.845144,0.000297418,3,7,0,1.44353e+07,0.00657231,87.3227,0.953925,1.28605,0.00657231,87.3227,0.953925,1.28605,0.0141828,0.0197544,0.0270613,0.0339318,0.0411001,0.0496649,0.0590165,0.067947,0.0771168,0.087456,0.0965449,0.109804,0.118215,0.133351,0.143649,0.158523,0.174317,0.189482,0.208539,0.225936,0.248271,0.269392,0.296804,0.319504,0.350479,0.383209,0.42215,0.461398,0.504666,0.564488,0.620078,0.692194,0.777713,0.894575,1.01514,1.23217,1.47332,1.82426,2.69286,4.07885,-7.95514,-7.23563,-6.55221,-6.06091,-5.64474,-5.2337,-4.85908,-4.5531,-4.27821,-4.005,-3.7903,-3.51087,-3.35059,-3.08898,-2.92743,-2.71349,-2.50725,-2.32611,-2.11801,-1.94402,-1.73932,-1.56203,-1.3516,-1.19157,-0.990641,-0.796773,-0.586618,-0.393572,-0.198932,0.0443225,0.248281,0.487187,0.740147,1.04413,1.31868,1.73941,2.12753,2.59148,3.43712,4.33874,87.6464,87.7039,87.786,87.9179,87.9414,87.9935,87.9961,88.1799,88.2065,88.4023,88.4807,88.5377,88.5388,88.6099,88.6687,88.7434,88.7685,88.7736,89.1319,89.4299,89.6847,89.8021,90.1753,90.1959,90.2791,90.8831,92.2193,92.5757,92.9708,93.5918,95.0936,96.7478,0.0183828,0.0227318,0.027017,0.0279579,0.0318701,0.0521302,150,299790
-1.44332e+07,0.844363,0.000297418,3,7,0,1.44351e+07,0.00580732,87.3227,0.953926,1.28609,0.00580732,87.3227,0.953926,1.28609,0.0141844,0.019757,0.0270655,0.0339377,0.041108,0.0496755,0.0590303,0.0679643,0.0771379,0.0874817,0.0965748,0.10984,0.118256,0.1334,0.143705,0.158589,0.174393,0.189569,0.20864,0.226051,0.248404,0.269544,0.296981,0.319704,0.350711,0.383476,0.422462,0.461759,0.505083,0.564989,0.620662,0.692893,0.77856,0.895643,1.01646,1.23399,1.47578,1.82781,2.69984,4.09342,-7.95486,-7.23531,-6.55183,-6.0605,-5.64428,-5.2332,-4.85854,-4.55251,-4.27757,-4.00433,-3.78959,-3.5101,-3.34979,-3.08813,-2.92654,-2.71255,-2.50627,-2.32507,-2.11692,-1.94288,-1.73811,-1.56077,-1.35026,-1.19017,-0.989167,-0.795219,-0.584972,-0.391835,-0.197097,0.0462875,0.250363,0.489419,0.74255,1.04676,1.32154,1.74265,2.1312,2.59574,3.44278,4.34652,87.6087,87.6596,87.7322,87.8488,87.8696,87.9157,87.918,88.0805,88.1041,88.2773,88.3467,88.3971,88.3981,88.4611,88.5131,88.5792,88.6014,88.606,88.9232,89.1872,89.413,89.517,89.8479,89.8662,89.94,90.4759,91.6628,91.9797,92.3312,92.8838,94.2221,95.6985,0.0172659,0.0213505,0.025375,0.0262587,0.0299324,0.0489454,150,299790
