# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = total_model
# start_datetime = 2023-07-19 13:15:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp2imwo2i2/ow8j9mud.json
# random
#   seed = 70105
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/together/total-20230719141518.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,M,theta.1,theta.2,theta.3,theta.4,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.000261128
# Diagonal elements of inverse mass matrix:
# 0.00138234, 2.4392e-05, 2.46795e-05, 0.000259393
-1.46662e+07,0.276178,0.000261128,5,31,0,1.46684e+07,0.0401166,60.3283,0.975492,1.16805,0.0401166,60.3283,0.975492,1.16805,0.0141145,0.0196411,0.0268776,0.0336717,0.0407506,0.0491969,0.0584054,0.0671871,0.0761923,0.0863322,0.0952347,0.108203,0.11642,0.131185,0.141218,0.155688,0.171029,0.185736,0.204188,0.221003,0.242554,0.262894,0.289239,0.311011,0.340656,0.371904,0.408983,0.44625,0.487215,0.543656,0.595906,0.663416,0.743088,0.851312,0.962219,1.16006,1.37732,1.68903,2.44023,3.5883,-8.08362,-7.36613,-6.685,-6.19563,-5.78128,-5.37227,-4.99969,-4.69552,-4.4224,-4.15109,-3.93798,-3.66075,-3.50181,-3.24253,-3.0825,-2.87068,-2.66661,-2.48747,-2.2818,-2.10996,-1.90791,-1.73305,-1.52567,-1.36807,-1.17037,-0.979796,-0.773424,-0.584061,-0.393349,-0.155331,0.0439369,0.276976,0.523248,0.818492,1.08442,1.49044,1.86322,2.30623,3.1052,3.94249,61.7049,61.9459,62.2887,62.8354,62.9322,63.1465,63.1572,63.908,64.0161,64.8062,65.1204,65.3476,65.3522,65.6351,65.868,66.1629,66.2618,66.2821,67.68,68.8244,69.7907,70.2319,71.6207,71.6967,72.0031,74.1969,78.8786,80.0916,81.4202,83.4763,88.3026,93.4098,0.0417647,0.0516453,0.061397,0.0635413,0.0724711,0.119237,150,299790
-1.4666e+07,0.937169,0.000261128,2,3,0,1.46662e+07,0.0400168,60.3283,0.97549,1.16806,0.0400168,60.3283,0.97549,1.16806,0.0141147,0.0196414,0.0268781,0.0336724,0.0407516,0.0491982,0.0584072,0.0671893,0.0761949,0.0863355,0.0952384,0.108208,0.116425,0.131191,0.141225,0.155696,0.171038,0.185747,0.2042,0.221017,0.24257,0.262912,0.289261,0.311035,0.340684,0.371936,0.40902,0.446293,0.487264,0.543714,0.595973,0.663495,0.743182,0.85143,0.962362,1.16025,1.37757,1.68937,2.44085,3.58944,-8.08358,-7.36608,-6.68495,-6.19557,-5.78122,-5.3722,-4.99961,-4.69544,-4.42231,-4.151,-3.93788,-3.66065,-3.50171,-3.24242,-3.08239,-2.87055,-2.66648,-2.48733,-2.28166,-2.10981,-1.90776,-1.73289,-1.5255,-1.3679,-1.17019,-0.979602,-0.773219,-0.583846,-0.393124,-0.155092,0.0441889,0.277243,0.523533,0.8188,1.08475,1.49081,1.86362,2.30669,3.10576,3.94319,61.7015,61.942,62.2839,62.8292,62.9258,63.1397,63.1504,63.8993,64.0072,64.7954,65.1089,65.3356,65.3402,65.6224,65.8548,66.149,66.2476,66.2679,67.6627,68.8045,69.7687,70.209,71.5948,71.6706,71.9763,74.1656,78.8378,80.0485,81.3745,83.4266,88.244,93.342,0.0417123,0.0515806,0.0613201,0.0634617,0.0723803,0.119087,150,299790
-1.4665e+07,0.547056,0.000261128,4,15,0,1.4666e+07,0.0396099,60.3283,0.975488,1.1681,0.0396099,60.3283,0.975488,1.1681,0.0141156,0.0196428,0.0268803,0.0336756,0.0407558,0.0492038,0.0584145,0.0671984,0.0762059,0.0863488,0.0952539,0.108227,0.116446,0.131217,0.141254,0.155729,0.171076,0.185791,0.204251,0.221075,0.242636,0.262987,0.289348,0.311133,0.340797,0.372066,0.409171,0.446465,0.487462,0.54395,0.596245,0.663817,0.743568,0.851908,0.962943,1.16103,1.37859,1.69079,2.44339,3.59409,-8.08341,-7.36589,-6.68473,-6.19533,-5.78096,-5.37191,-4.9993,-4.69511,-4.42196,-4.15062,-3.93749,-3.66023,-3.50127,-3.24196,-3.08191,-2.87005,-2.66595,-2.48678,-2.28108,-2.10921,-1.90713,-1.73223,-1.5248,-1.36717,-1.16943,-0.978805,-0.772381,-0.582966,-0.392201,-0.154112,0.0452203,0.278338,0.5247,0.82006,1.0861,1.49231,1.86528,2.30855,3.10806,3.94604,61.6877,61.9258,62.2644,62.8043,62.8999,63.1117,63.1223,63.864,63.9708,64.7516,65.0621,65.2866,65.2911,65.5707,65.8009,66.0924,66.1901,66.2102,67.5921,68.7236,69.6792,70.1155,71.4891,71.5644,71.8674,74.0379,78.6715,79.8725,81.1879,83.224,88.0047,93.0653,0.0414982,0.0513159,0.0610054,0.063136,0.0720086,0.118473,150,299790
-1.46648e+07,0.968979,0.000261128,1,1,0,1.4665e+07,0.0395118,60.3283,0.975488,1.16811,0.0395118,60.3283,0.975488,1.16811,0.0141158,0.0196431,0.0268809,0.0336763,0.0407568,0.0492051,0.0584162,0.0672005,0.0762085,0.086352,0.0952577,0.108231,0.116452,0.131223,0.14126,0.155737,0.171086,0.185801,0.204263,0.221089,0.242652,0.263006,0.289369,0.311157,0.340824,0.372097,0.409207,0.446507,0.48751,0.544006,0.596311,0.663895,0.743662,0.852024,0.963083,1.16122,1.37884,1.69114,2.444,3.59521,-8.08337,-7.36584,-6.68468,-6.19527,-5.78089,-5.37184,-4.99923,-4.69503,-4.42187,-4.15053,-3.93739,-3.66013,-3.50117,-3.24184,-3.08179,-2.86993,-2.66582,-2.48665,-2.28094,-2.10906,-1.90697,-1.73207,-1.52463,-1.367,-1.16924,-0.978611,-0.772176,-0.582752,-0.391976,-0.153873,0.0454718,0.278605,0.524984,0.820366,1.08643,1.49268,1.86568,2.309,3.10861,3.94673,61.6843,61.9219,62.2596,62.7983,62.8937,63.105,63.1155,63.8555,63.9621,64.741,65.0508,65.2748,65.2793,65.5583,65.7879,66.0787,66.1762,66.1963,67.5751,68.7041,69.6575,70.093,71.4637,71.5387,71.8411,74.0071,78.6314,79.83,81.1429,83.1751,87.9469,92.9985,0.0414464,0.0512519,0.0609293,0.0630572,0.0719188,0.118325,150,299790
-1.46646e+07,0.969921,0.000261128,1,1,0,1.46648e+07,0.0394167,60.3283,0.975487,1.16812,0.0394167,60.3283,0.975487,1.16812,0.014116,0.0196434,0.0268814,0.033677,0.0407578,0.0492064,0.0584179,0.0672026,0.0762111,0.0863551,0.0952613,0.108236,0.116456,0.131229,0.141267,0.155745,0.171095,0.185812,0.204275,0.221102,0.242668,0.263023,0.28939,0.31118,0.340851,0.372128,0.409243,0.446547,0.487556,0.544062,0.596375,0.663971,0.743752,0.852136,0.963219,1.1614,1.37908,1.69147,2.4446,3.5963,-8.08333,-7.3658,-6.68462,-6.19521,-5.78083,-5.37177,-4.99915,-4.69495,-4.42179,-4.15044,-3.9373,-3.66003,-3.50106,-3.24173,-3.08168,-2.86981,-2.6657,-2.48652,-2.2808,-2.10892,-1.90682,-1.73191,-1.52447,-1.36683,-1.16906,-0.978423,-0.771978,-0.582544,-0.391758,-0.153642,0.0457147,0.278863,0.525258,0.820663,1.08674,1.49303,1.86607,2.30944,3.10915,3.9474,61.6811,61.9181,62.255,62.7925,62.8876,63.0984,63.109,63.8473,63.9536,64.7307,65.0398,65.2633,65.2678,65.5462,65.7753,66.0655,66.1628,66.1828,67.5585,68.6851,69.6366,70.0711,71.4389,71.5138,71.8156,73.9772,78.5924,79.7887,81.0992,83.1276,87.8908,92.9336,0.0413961,0.0511897,0.0608554,0.0629807,0.0718315,0.118181,150,299790
-1.46643e+07,0.970479,0.000261128,1,1,0,1.46646e+07,0.0393235,60.3283,0.975486,1.16813,0.0393235,60.3283,0.975486,1.16813,0.0141161,0.0196437,0.0268819,0.0336777,0.0407587,0.0492077,0.0584196,0.0672047,0.0762136,0.0863582,0.0952648,0.10824,0.116461,0.131235,0.141274,0.155753,0.171104,0.185822,0.204287,0.221115,0.242683,0.26304,0.28941,0.311202,0.340876,0.372157,0.409277,0.446587,0.487602,0.544116,0.596437,0.664045,0.743841,0.852246,0.963353,1.16158,1.37932,1.69179,2.44518,3.59737,-8.08329,-7.36575,-6.68457,-6.19515,-5.78076,-5.3717,-4.99907,-4.69487,-4.4217,-4.15035,-3.9372,-3.65992,-3.50096,-3.24162,-3.08156,-2.86969,-2.66557,-2.48638,-2.28066,-2.10877,-1.90667,-1.73175,-1.5243,-1.36665,-1.16888,-0.978234,-0.771779,-0.582336,-0.39154,-0.15341,0.0459576,0.27912,0.525532,0.820958,1.08706,1.49338,1.86646,2.30987,3.10969,3.94806,61.6779,61.9144,62.2506,62.7868,62.8817,63.092,63.1025,63.8392,63.9452,64.7207,65.0291,65.2521,65.2566,65.5343,65.763,66.0525,66.1496,66.1695,67.5423,68.6666,69.616,70.0496,71.4147,71.4894,71.7906,73.9479,78.5543,79.7483,81.0564,83.0811,87.8359,92.87,0.0413468,0.0511287,0.0607829,0.0629057,0.0717459,0.118039,150,299790
