# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = total_model
# start_datetime = 2023-07-27 14:53:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp7c2hgc8p/87rtwbml.json
# random
#   seed = 64094
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/together/total-20230727155353.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,M,theta.1,theta.2,theta.3,theta.4,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.292999
# Diagonal elements of inverse mass matrix:
# 0.000219741, 1.94089, 0.00529202, 8.73832e-05
-38.0724,0.948824,0.292999,3,15,0,41.5221,0.285701,69.1591,0.12189,-1.18572,69.1591,0.285701,0.12189,-1.18572,0.0141481,0.0196839,0.0269244,0.0337125,0.0407744,0.0491848,0.0583346,0.0670405,0.0759475,0.0859521,0.0947139,0.107441,0.115482,0.129889,0.139646,0.153674,0.168489,0.182639,0.200315,0.216353,0.23681,0.256019,0.280762,0.301094,0.328614,0.357425,0.391354,0.425185,0.462071,0.512395,0.558491,0.617387,0.685983,0.777693,0.870049,1.03111,1.20316,1.44246,1.99041,2.77263,14.5678,15.2848,15.965,16.4532,16.8662,17.2734,17.6439,17.946,18.2168,18.4856,18.6963,18.9701,19.1269,19.3821,19.5394,19.7473,19.9471,20.1222,20.3228,20.4901,20.6863,20.8556,21.056,21.2078,21.3977,21.5802,21.7771,21.9572,22.1378,22.3623,22.5494,22.7671,22.9958,23.2683,23.512,23.8808,24.2159,24.6098,25.309,26.0287,71.5967,72.3333,73.4714,75.4556,75.8243,76.6559,76.698,79.7449,80.1969,83.5711,84.9392,85.9352,85.9553,87.202,88.2327,89.5422,89.9822,90.0726,96.3182,101.431,105.727,107.68,113.782,114.114,115.45,124.908,144.47,149.411,154.768,162.952,181.718,201.006,1251.73,1645.82,2029.81,2112.46,2446.66,3842.43,150,299790
-39.5742,0.84397,0.292999,2,3,0,41.6004,0.285248,70.119,0.109885,-1.18472,70.119,0.285248,0.109885,-1.18472,0.0141487,0.019685,0.0269265,0.0337158,0.040779,0.0491916,0.058344,0.0670527,0.0759631,0.0859719,0.0947376,0.107471,0.115517,0.129932,0.139696,0.153733,0.168559,0.182719,0.200411,0.216463,0.236939,0.256168,0.280937,0.301291,0.328845,0.357691,0.391665,0.425543,0.462482,0.512882,0.559052,0.618045,0.686761,0.778637,0.871169,1.03255,1.20496,1.44477,1.99392,2.77787,14.5689,15.286,15.9662,16.4544,16.8675,17.2747,17.6453,17.9474,18.2183,18.4871,18.6979,18.9717,19.1285,19.3839,19.5412,19.7491,19.949,20.1242,20.3249,20.4922,20.6885,20.8579,21.0583,21.2102,21.4002,21.5828,21.7799,21.96,22.1408,22.3654,22.5525,22.7704,22.9993,23.272,23.5158,23.8848,24.2201,24.6143,25.3138,26.0338,72.5618,73.3006,74.4425,76.4347,76.805,77.6406,77.6828,80.7459,81.2005,84.596,85.9735,86.9766,86.9968,88.2527,89.291,90.6107,91.0541,91.1452,97.443,102.602,106.939,108.91,115.074,115.41,116.759,126.318,146.099,151.097,156.517,164.798,183.789,203.313,1244.03,1636.13,2018.31,2100.59,2433.3,3822.84,150,299790
-35.5583,0.987906,0.292999,3,7,0,40.4535,0.288285,69.6519,0.0243696,-1.18828,69.6519,0.288285,0.0243696,-1.18828,0.0141519,0.019691,0.0269377,0.0337331,0.0408042,0.0492278,0.0583944,0.0671186,0.0760468,0.0860778,0.094865,0.107633,0.115702,0.130162,0.139959,0.154047,0.168931,0.18315,0.200919,0.217046,0.237624,0.256954,0.281861,0.302334,0.330056,0.359088,0.393292,0.427409,0.46462,0.515409,0.561949,0.621433,0.690743,0.783443,0.87683,1.03974,1.21383,1.45599,2.01045,2.80154,14.5658,15.2831,15.9635,16.452,16.8652,17.2728,17.6436,17.9459,18.2171,18.4862,18.6973,18.9714,19.1284,19.3841,19.5417,19.75,19.9503,20.1258,20.3268,20.4945,20.6912,20.861,21.0619,21.2142,21.4047,21.5877,21.7853,21.9659,22.1472,22.3725,22.5602,22.7787,23.0083,23.2818,23.5263,23.8964,24.2325,24.6275,25.3282,26.0487,71.9264,72.6183,73.6909,75.5705,75.9209,76.7128,76.7529,79.6683,80.1024,83.3556,84.6801,85.6462,85.6657,86.8769,87.8797,89.1558,89.585,89.6732,95.7885,100.82,105.062,106.994,113.043,113.373,114.7,124.113,143.663,148.613,153.984,162.197,181.057,200.47,1258.13,1656.73,2045.74,2129.52,2468.31,3879.48,150,299790
-36.1794,0.993526,0.292999,3,7,0,36.4933,0.295353,70.0726,0.0410364,-1.18794,70.0726,0.295353,0.0410364,-1.18794,0.0141501,0.0196876,0.0269312,0.0337231,0.0407896,0.0492067,0.058365,0.0670801,0.0759976,0.0860154,0.0947897,0.107537,0.115592,0.130025,0.139801,0.153858,0.168706,0.182888,0.200609,0.216688,0.237201,0.256466,0.281284,0.301679,0.32929,0.358198,0.392247,0.4262,0.463222,0.513737,0.560013,0.619139,0.688008,0.780081,0.872798,1.03447,1.20713,1.4472,1.99648,2.77967,14.5659,15.283,15.9633,16.4517,16.8648,17.2722,17.6428,17.945,18.2161,18.4849,18.6959,18.9699,19.1267,19.3822,19.5396,19.7477,19.9477,20.123,20.3238,20.4912,20.6876,20.8572,21.0578,21.2098,21.4,21.5827,21.7799,21.9601,22.141,22.3658,22.5531,22.771,23,23.2728,23.5166,23.8856,24.2208,24.6147,25.3134,26.032,72.4517,73.1741,74.2931,76.2512,76.616,77.4397,77.4814,80.5102,80.9607,84.3328,85.704,86.7036,86.7237,87.9763,89.0129,90.3313,90.7745,90.8656,97.1738,102.355,106.718,108.704,114.918,115.256,116.618,126.272,146.291,151.355,156.847,165.243,184.51,204.329,1257.71,1654.43,2040.86,2124,2459.94,3855.81,150,299790
-36.9429,0.979767,0.292999,4,15,0,37.8418,0.288866,67.6671,0.034425,-1.18725,67.6671,0.288866,0.034425,-1.18725,0.0141513,0.01969,0.0269358,0.0337303,0.0408,0.0492218,0.058386,0.0671077,0.0760328,0.0860601,0.0948437,0.107606,0.115671,0.130123,0.139915,0.153994,0.168868,0.183077,0.200833,0.216947,0.237507,0.25682,0.281702,0.302155,0.329847,0.358846,0.393009,0.427083,0.464245,0.514962,0.561435,0.620828,0.690026,0.78257,0.875793,1.03841,1.21215,1.45383,2.00714,2.79656,14.5667,15.284,15.9644,16.4529,16.8661,17.2735,17.6443,17.9466,18.2178,18.4868,18.6978,18.9719,19.1289,19.3845,19.5421,19.7503,19.9505,20.1259,20.3269,20.4945,20.6911,20.8609,21.0617,21.2139,21.4043,21.5873,21.7848,21.9653,22.1465,22.3716,22.5592,22.7776,23.0071,23.2804,23.5248,23.8946,24.2305,24.6253,25.3256,26.0459,69.9015,70.5807,71.6331,73.4763,73.8198,74.5958,74.635,77.4905,77.9155,81.0988,82.3942,83.3389,83.3579,84.542,85.5222,86.7693,87.1886,87.2748,93.2474,98.1582,102.297,104.181,110.08,110.402,111.695,120.87,139.913,144.734,149.963,157.96,176.317,195.21,1275.65,1679.38,2073.26,2158.07,2501.01,3929.39,150,299790
-37.2869,0.99068,0.292999,2,3,0,37.8367,0.294457,67.6608,0.0560145,-1.18943,67.6608,0.294457,0.0560145,-1.18943,0.0141495,0.0196866,0.0269294,0.0337203,0.0407855,0.0492008,0.0583568,0.0670693,0.075984,0.0859982,0.0947691,0.107511,0.115562,0.129987,0.139758,0.153807,0.168646,0.182819,0.200527,0.216594,0.237091,0.25634,0.281135,0.301512,0.329096,0.357974,0.391987,0.425902,0.462882,0.513337,0.559554,0.618605,0.687382,0.779328,0.871916,1.03335,1.20577,1.44549,1.99402,2.77623,14.5643,15.2814,15.9617,16.45,16.8631,17.2704,17.641,17.9432,18.2142,18.483,18.6939,18.9678,19.1246,19.3801,19.5375,19.7455,19.9454,20.1207,20.3214,20.4888,20.6851,20.8546,21.0551,21.2071,21.3972,21.5798,21.7769,21.9571,22.1379,22.3626,22.5498,22.7676,22.9966,23.2692,23.5129,23.8818,24.2169,24.6106,25.3092,26.0278,69.982,70.6861,71.7762,73.6822,74.0371,74.8383,74.8788,77.8225,78.2601,81.5337,82.8641,83.8336,83.8531,85.0677,86.0727,87.3505,87.7801,87.8684,93.9783,98.9929,103.214,105.134,111.142,111.469,112.785,122.114,141.446,146.335,151.636,159.74,178.332,197.452,1277.56,1680.22,2072.39,2156.77,2497.69,3915.18,150,299790
