# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = total_model
# start_datetime = 2023-07-19 10:46:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpziw3_g8o/cocgm0ci.json
# random
#   seed = 7026
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/together/total-20230719114654.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
-10459.4,0.961333,0.349533,3,11,0,10461.7,0.314344,70.6112,-0.107988,0.314344,70.6112,-0.107988,3.25536e+07,1.369e+06,57571.6,23.8063,23.7454,23.7693,23.7671,23.7673,23.7566,23.7257,23.7569,23.7523,23.8586,23.7929,23.8558,23.8314,23.7738,23.7999,23.8539,23.7787,23.7223,23.7951,23.7926,23.7758,23.781,23.7702,23.7694,23.7381,23.7699,23.806,23.7783,23.7729,23.7843,23.7744,23.7952,23.7693,23.7953,23.7543,23.7481,23.7911,23.7946,23.7614,23.669,71.9588,72.5567,73.5199,75.2748,75.6086,76.3689,76.4076,79.2621,79.6928,82.9539,84.2953,85.2777,85.2975,86.5334,87.5598,88.8696,89.311,89.4018,95.7287,100.972,105.412,107.438,113.796,114.143,115.54,125.466,146.14,151.381,157.07,165.772,185.762,206.342,0.124687,0.154621,0.184349,0.190908,0.218288,0.361366,150,299790
-10458.6,0.752424,0.349533,2,7,0,10461.8,0.334839,70.8553,-0.145797,0.334839,70.8553,-0.145797,3.25334e+07,1.36858e+06,57571.6,23.8023,23.7408,23.7641,23.7614,23.7611,23.7501,23.7188,23.7496,23.7447,23.8507,23.7849,23.8475,23.8229,23.765,23.7911,23.8449,23.7696,23.7131,23.7858,23.7832,23.7664,23.7716,23.7608,23.7601,23.7289,23.7608,23.7972,23.7696,23.7645,23.7763,23.7668,23.7881,23.7629,23.7898,23.7496,23.745,23.7896,23.7952,23.7663,23.6787,71.8766,72.4582,73.4116,75.1772,75.5158,76.2891,76.3285,79.2525,79.6957,83.0618,84.4506,85.4687,85.4892,86.7712,87.8367,89.1973,89.6559,89.7503,96.3329,101.795,106.421,108.532,115.158,115.52,116.975,127.318,148.845,154.299,160.218,169.269,190.05,211.432,0.129092,0.160142,0.190993,0.197801,0.226222,0.374622,150,299790
-10458.7,0.983498,0.349533,2,3,0,10458.8,0.329363,70.8375,-0.146493,0.329363,70.8375,-0.146493,3.25286e+07,1.36847e+06,57571.6,23.8024,23.7408,23.7641,23.7614,23.761,23.7499,23.7186,23.7494,23.7444,23.8504,23.7845,23.847,23.8224,23.7644,23.7904,23.8441,23.7688,23.7121,23.7847,23.7821,23.7652,23.7702,23.7593,23.7584,23.7271,23.7588,23.795,23.7673,23.762,23.7735,23.7638,23.7848,23.7593,23.7858,23.7453,23.7402,23.7842,23.7892,23.7591,23.6703,71.8343,72.4053,73.342,75.0777,75.4106,76.1713,76.2101,79.0875,79.5238,82.8389,84.2072,85.2105,85.2308,86.4943,87.5447,88.8862,89.3385,89.4315,95.9255,101.317,105.886,107.971,114.519,114.876,116.315,126.541,147.837,153.235,159.094,168.055,188.633,209.811,0.127999,0.158785,0.189376,0.196127,0.224312,0.371551,150,299790
-10460.9,0.626493,0.349533,2,7,0,10462.9,0.348361,71.2469,-0.131487,0.348361,71.2469,-0.131487,3.25586e+07,1.3691e+06,57571.6,23.8035,23.7423,23.7659,23.7635,23.7635,23.7528,23.7218,23.753,23.7484,23.8547,23.7891,23.8521,23.8278,23.7704,23.7967,23.8509,23.776,23.7198,23.7929,23.7908,23.7744,23.78,23.7698,23.7694,23.7388,23.7713,23.8083,23.7813,23.7768,23.7894,23.7806,23.8027,23.7784,23.8064,23.7673,23.7642,23.8102,23.8175,23.7914,23.7065,72.4808,73.1111,74.1367,76.0215,76.3815,77.2025,77.2443,80.3359,80.8031,84.3435,85.8005,86.8675,86.889,88.2313,89.346,90.7682,91.2473,91.3459,98.2093,103.889,108.692,110.882,117.748,118.122,119.629,130.325,152.542,158.164,164.263,173.585,194.973,216.962,0.131848,0.163543,0.195024,0.201969,0.230952,0.382065,150,299790
-10458.6,1,0.349533,2,7,0,10462.6,0.347476,69.0294,-0.1782,0.347476,69.0294,-0.1782,3.2509e+07,1.36806e+06,57571.6,23.7987,23.7365,23.7592,23.7561,23.7553,23.7438,23.7121,23.7425,23.7373,23.843,23.7769,23.8391,23.8144,23.7562,23.782,23.8356,23.7601,23.7034,23.7759,23.7732,23.7562,23.7612,23.7503,23.7495,23.7182,23.75,23.7864,23.7588,23.7538,23.7656,23.7562,23.7777,23.7527,23.78,23.7403,23.7365,23.782,23.7888,23.7624,23.6778,69.6975,70.2355,71.1338,72.825,73.1518,73.9006,73.9388,76.79,77.2241,80.5321,81.9011,82.9059,82.9262,84.1927,85.2462,86.5924,87.0464,87.1399,93.666,99.0898,103.687,105.786,112.375,112.735,114.183,124.472,145.886,151.312,157.199,166.201,186.864,208.119,0.130882,0.162417,0.193766,0.200686,0.229575,0.380378,150,299790
-10458.6,0.956435,0.349533,3,7,0,10459.1,0.341845,68.9202,-0.165275,0.341845,68.9202,-0.165275,3.25186e+07,1.36826e+06,57571.6,23.8002,23.7383,23.7612,23.7583,23.7577,23.7464,23.7148,23.7454,23.7403,23.8461,23.7801,23.8425,23.8178,23.7598,23.7857,23.8394,23.7639,23.7073,23.7798,23.7772,23.7603,23.7654,23.7545,23.7537,23.7224,23.7543,23.7906,23.7631,23.758,23.7698,23.7603,23.7817,23.7566,23.7837,23.7438,23.7396,23.7847,23.791,23.7634,23.6775,69.7194,70.2675,71.1756,72.8736,73.2008,73.9493,73.9875,76.8294,77.2613,80.5484,81.907,82.9038,82.9239,84.1797,85.2241,86.5582,87.008,87.1006,93.5631,98.9308,103.479,105.556,112.074,112.43,113.862,124.038,145.22,150.588,156.411,165.317,185.762,206.795,0.129664,0.160883,0.191912,0.19876,0.227351,0.376619,150,299790
-10459.9,0.81729,0.349533,2,5,0,10460.2,0.351435,69.6086,-0.140122,0.351435,69.6086,-0.140122,3.2552e+07,1.36896e+06,57571.6,23.8026,23.7412,23.7646,23.7621,23.762,23.7511,23.7201,23.7511,23.7464,23.8526,23.787,23.8499,23.8256,23.768,23.7943,23.8484,23.7734,23.7172,23.7903,23.7881,23.7717,23.7773,23.767,23.7666,23.7359,23.7684,23.8053,23.7784,23.7739,23.7865,23.7777,23.7999,23.7756,23.8036,23.7646,23.7618,23.808,23.8155,23.7901,23.7058,70.7261,71.3339,72.3271,74.1597,74.5103,75.3107,75.3515,78.3706,78.8274,82.2917,83.7184,84.7637,84.7848,86.1,87.1924,88.5865,89.0562,89.1528,95.8842,101.457,106.171,108.32,115.06,115.427,116.906,127.407,149.218,154.738,160.725,169.878,190.874,212.46,0.131713,0.16339,0.194856,0.201798,0.230771,0.381822,150,299790
-10459.4,1,0.349533,2,7,0,10460.2,0.33709,68.6827,-0.173369,0.33709,68.6827,-0.173369,3.2507e+07,1.36802e+06,57571.6,23.7995,23.7374,23.7602,23.7571,23.7564,23.7449,23.7132,23.7437,23.7384,23.8441,23.7779,23.8402,23.8154,23.7571,23.7829,23.8364,23.7608,23.704,23.7764,23.7736,23.7565,23.7614,23.7503,23.7493,23.7178,23.7494,23.7855,23.7577,23.7523,23.7638,23.754,23.7751,23.7497,23.7763,23.736,23.7312,23.7758,23.7814,23.7529,23.666,69.3801,69.9069,70.7838,72.4314,72.7495,73.4781,73.5153,76.288,76.71,79.9259,81.2569,82.2338,82.2536,83.4851,84.5096,85.8189,86.2605,86.3514,92.7016,97.9825,102.461,104.506,110.929,111.28,112.692,122.729,143.639,148.94,154.692,163.491,183.696,204.489,0.128663,0.15965,0.190456,0.197255,0.225648,0.37397,150,299790
-10460.3,0.982962,0.349533,3,15,0,10462.5,0.318312,69.4826,-0.0780055,0.318312,69.4826,-0.0780055,3.25855e+07,1.36967e+06,57571.6,23.8091,23.7487,23.7732,23.7715,23.7721,23.7619,23.7315,23.7631,23.7589,23.8656,23.8003,23.8637,23.8395,23.7823,23.8088,23.8632,23.7884,23.7324,23.8056,23.8035,23.7871,23.7927,23.7824,23.7819,23.7511,23.7834,23.82,23.7927,23.7879,23.7998,23.7904,23.8117,23.7865,23.8131,23.7727,23.7674,23.811,23.8153,23.7831,23.6915,71.1332,71.7705,72.7843,74.6084,74.9532,75.7364,75.7762,78.6986,79.1376,82.4506,83.8086,84.8017,84.8218,86.0697,87.1049,88.4247,88.869,88.9604,95.3163,100.569,105.007,107.031,113.376,113.722,115.115,125.003,145.56,150.767,156.416,165.055,184.89,205.3,0.124837,0.15477,0.184481,0.191034,0.218381,0.361136,150,299790
-10460.1,1,0.349533,1,1,0,10460.4,0.31714,69.4004,-0.0800236,0.31714,69.4004,-0.0800236,3.25825e+07,1.36961e+06,57571.6,23.8089,23.7485,23.7729,23.7712,23.7717,23.7615,23.7311,23.7626,23.7584,23.865,23.7997,23.863,23.8389,23.7816,23.8081,23.8624,23.7876,23.7315,23.8047,23.8025,23.7861,23.7917,23.7813,23.7808,23.7499,23.7821,23.8187,23.7913,23.7864,23.7983,23.7888,23.8101,23.7847,23.8112,23.7707,23.7652,23.8088,23.8128,23.7805,23.6885,71.0225,71.6539,72.6593,74.4698,74.8122,75.5901,75.6296,78.5334,78.9698,82.2636,83.6142,84.602,84.6219,85.8633,86.8932,88.2063,88.6484,88.7394,95.0648,100.294,104.713,106.728,113.047,113.392,114.779,124.628,145.11,150.298,155.928,164.537,184.304,204.647,0.124574,0.154446,0.184099,0.190639,0.217933,0.360435,150,299790
-10460.8,0.83936,0.349533,2,7,0,10462.3,0.313376,69.7971,-0.139637,0.313376,69.7971,-0.139637,3.25228e+07,1.36835e+06,57571.6,23.8033,23.7419,23.7652,23.7626,23.7623,23.7511,23.7198,23.7505,23.7455,23.8514,23.7854,23.8479,23.8232,23.7651,23.791,23.8446,23.769,23.7122,23.7846,23.7818,23.7646,23.7694,23.7582,23.757,23.7253,23.7567,23.7925,23.7643,23.7586,23.7695,23.7592,23.7795,23.7532,23.7787,23.7373,23.7305,23.7731,23.7761,23.7426,23.6502,70.8021,71.3474,72.2393,73.8877,74.2036,74.925,74.9617,77.6891,78.1026,81.2445,82.5416,83.4929,83.5122,84.7104,85.7068,86.9795,87.4086,87.4969,93.663,98.7881,103.134,105.12,111.356,111.697,113.068,122.82,143.161,148.322,153.925,162.5,182.202,202.495,0.124272,0.154146,0.183831,0.190383,0.21774,0.360823,150,299790
-10459.2,0.996897,0.349533,2,7,0,10461.3,0.323277,69.2067,-0.135569,0.323277,69.2067,-0.135569,3.25346e+07,1.3686e+06,57571.6,23.8036,23.7422,23.7656,23.7631,23.7629,23.7519,23.7207,23.7516,23.7467,23.8527,23.7869,23.8495,23.8249,23.767,23.793,23.8468,23.7715,23.7149,23.7875,23.7849,23.768,23.773,23.7621,23.7612,23.7298,23.7615,23.7977,23.7699,23.7645,23.7759,23.766,23.7869,23.7612,23.7875,23.7467,23.7411,23.7847,23.789,23.7576,23.6675,70.277,70.8403,71.7593,73.4537,73.778,74.5181,74.5558,77.3497,77.7728,80.9844,82.3087,83.2795,83.2992,84.5215,85.5374,86.8345,87.2718,87.3618,93.6382,98.8477,103.261,105.276,111.602,111.947,113.337,123.216,143.795,149.013,154.676,163.338,183.233,203.712,0.125979,0.156262,0.18635,0.192989,0.220708,0.365546,150,299790
-10459.6,0.955106,0.349533,3,15,0,10461.3,0.371244,70.7751,-0.195886,0.371244,70.7751,-0.195886,3.25048e+07,1.36797e+06,57571.6,23.796,23.7335,23.7558,23.7524,23.7514,23.7397,23.7078,23.7381,23.7328,23.8384,23.7722,23.8345,23.8097,23.7516,23.7775,23.8311,23.7557,23.699,23.7717,23.7692,23.7524,23.7577,23.7471,23.7464,23.7155,23.7478,23.7846,23.7575,23.753,23.7656,23.7569,23.7792,23.7552,23.7838,23.7454,23.7436,23.7911,23.8004,23.7788,23.6991,71.2881,71.8473,72.7909,74.5841,74.9321,75.7305,75.7713,78.8209,79.286,82.8341,84.3036,85.3824,85.4042,86.764,87.8952,89.3407,89.8283,89.9286,96.9337,102.751,107.679,109.927,116.982,117.367,118.916,129.917,152.777,158.562,164.836,174.427,196.423,219.031,0.136392,0.169295,0.20201,0.20923,0.239372,0.396462,150,299790
-10460.4,0.98438,0.349533,3,7,0,10462.2,0.3403,66.943,-0.132471,0.3403,66.943,-0.132471,3.25512e+07,1.36895e+06,57571.6,23.8036,23.7423,23.7659,23.7634,23.7634,23.7525,23.7215,23.7526,23.7479,23.8541,23.7885,23.8514,23.827,23.7694,23.7956,23.8497,23.7746,23.7183,23.7913,23.789,23.7725,23.7779,23.7674,23.7669,23.736,23.7683,23.805,23.7778,23.773,23.7852,23.7761,23.7978,23.7731,23.8005,23.7609,23.757,23.8023,23.8086,23.7809,23.6943,68.0653,68.6427,69.5829,71.3123,71.6427,72.3966,72.435,75.2759,75.7054,78.9623,80.3035,81.2859,81.3057,82.542,83.5688,84.8793,85.3209,85.4117,91.741,96.9837,101.419,103.442,109.788,110.134,111.528,121.421,141.989,147.197,152.847,161.486,181.312,201.703,0.128238,0.159064,0.189686,0.196441,0.224639,0.371759,150,299790
-10459.3,0.903697,0.349533,4,15,0,10462.5,0.370091,69.1059,-0.195839,0.370091,69.1059,-0.195839,3.25041e+07,1.36796e+06,57571.6,23.796,23.7335,23.7558,23.7524,23.7514,23.7397,23.7078,23.7382,23.7328,23.8384,23.7723,23.8345,23.8097,23.7516,23.7774,23.8311,23.7556,23.699,23.7716,23.7691,23.7523,23.7575,23.7469,23.7462,23.7153,23.7475,23.7843,23.7572,23.7527,23.7652,23.7564,23.7787,23.7547,23.7832,23.7447,23.7428,23.7902,23.7994,23.7775,23.6976,69.6058,70.1502,71.0689,72.8147,73.1535,73.9308,73.9706,76.9399,77.3927,80.8478,82.2788,83.3294,83.3507,84.675,85.7767,87.1846,87.6594,87.7571,94.5804,100.248,105.048,107.239,114.113,114.488,115.997,126.717,148.993,154.631,160.747,170.094,191.533,213.569,0.135351,0.168003,0.200468,0.207633,0.237545,0.393455,150,299790
-10460.5,0.897515,0.349533,3,7,0,10461.4,0.381042,69.1917,-0.242594,0.381042,69.1917,-0.242594,3.24561e+07,1.36695e+06,57571.6,23.7902,23.7267,23.748,23.7437,23.7419,23.7294,23.6967,23.7263,23.7203,23.8253,23.7586,23.8201,23.795,23.7361,23.7616,23.8147,23.7387,23.6816,23.7537,23.7507,23.7334,23.7383,23.7272,23.7262,23.6948,23.7267,23.7631,23.7357,23.7308,23.7431,23.7341,23.7563,23.7322,23.7606,23.7223,23.7207,23.7687,23.7788,23.759,23.6819,69.1241,69.6056,70.4482,72.1003,72.4256,73.1759,73.2144,76.1166,76.5628,79.987,81.4133,82.4627,82.4839,83.809,84.9131,86.3261,86.8031,86.9012,93.7754,99.5039,104.365,106.585,113.557,113.938,115.47,126.356,149,154.733,160.951,170.456,192.259,214.668,0.137754,0.171079,0.204243,0.211566,0.242145,0.401559,150,299790
-10458.7,0.990895,0.349533,3,7,0,10461.2,0.349117,69.0887,-0.15629,0.349117,69.0887,-0.15629,3.25332e+07,1.36857e+06,57571.6,23.8009,23.7392,23.7623,23.7595,23.7592,23.748,23.7167,23.7475,23.7425,23.8485,23.7827,23.8453,23.8208,23.7629,23.789,23.8429,23.7677,23.7112,23.7841,23.7817,23.765,23.7703,23.7598,23.7592,23.7282,23.7604,23.7971,23.7698,23.7651,23.7774,23.7683,23.7901,23.7655,23.7932,23.7539,23.7505,23.7964,23.8036,23.7776,23.693,70.0083,70.583,71.5302,73.2923,73.6309,74.4049,74.4444,77.3754,77.82,81.1989,82.5934,83.6157,83.6364,84.9238,85.9938,87.36,87.8206,87.9153,94.5236,100.004,104.643,106.76,113.401,113.763,115.221,125.578,147.11,152.563,158.477,167.52,188.27,209.609,0.131106,0.162662,0.194018,0.200937,0.229819,0.380482,150,299790
-10459.2,0.94457,0.349533,2,7,0,10460,0.328318,69.955,-0.158324,0.328318,69.955,-0.158324,3.2516e+07,1.36821e+06,57571.6,23.8012,23.7394,23.7625,23.7596,23.7591,23.7478,23.7163,23.7469,23.7417,23.8475,23.7815,23.8439,23.8191,23.761,23.7868,23.8404,23.7649,23.7081,23.7805,23.7777,23.7606,23.7655,23.7545,23.7534,23.7219,23.7535,23.7895,23.7615,23.7561,23.7674,23.7575,23.7783,23.7526,23.7789,23.7382,23.7327,23.7766,23.7813,23.7509,23.6621,70.8091,71.3539,72.2534,73.9303,74.253,74.9909,75.0286,77.8281,78.2533,81.4896,82.8272,83.8087,83.8286,85.0652,86.0937,87.4078,87.851,87.9421,94.3112,99.6054,104.094,106.144,112.583,112.935,114.35,124.412,145.38,150.698,156.469,165.297,185.573,206.446,0.127445,0.158113,0.188595,0.195323,0.223414,0.370219,150,299790
-10459.3,0.972883,0.349533,2,7,0,10460,0.358047,69.4377,-0.163621,0.358047,69.4377,-0.163621,3.25318e+07,1.36854e+06,57571.6,23.7999,23.7381,23.7611,23.7582,23.7577,23.7465,23.7151,23.7458,23.7408,23.8468,23.781,23.8436,23.8191,23.7613,23.7873,23.8413,23.7661,23.7097,23.7825,23.7802,23.7636,23.769,23.7586,23.7581,23.7273,23.7596,23.7965,23.7694,23.7649,23.7774,23.7686,23.7907,23.7665,23.7947,23.7558,23.7532,23.7998,23.808,23.7838,23.7011,70.3,70.8806,71.8411,73.6342,73.9793,74.7685,74.8088,77.8012,78.2555,81.709,83.1347,84.1801,84.2012,85.5177,86.6119,88.009,88.4799,88.5768,95.334,100.937,105.678,107.841,114.626,114.996,116.485,127.061,149.037,154.599,160.631,169.853,191.009,212.758,0.133032,0.165066,0.196899,0.203923,0.233243,0.386101,150,299790
