# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = total_model
# start_datetime = 2023-07-19 10:46:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpziw3_g8o/cocgm0ci.json
# random
#   seed = 7026
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/together/total-20230719114654.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.350387
# Diagonal elements of inverse mass matrix:
# 0.000408392, 2.79179, 0.00156201
-10460,0.975553,0.350387,3,7,0,10460.4,0.335262,73.003,-0.15431,0.335262,73.003,-0.15431,3.25251e+07,1.3684e+06,57571.6,23.8015,23.7398,23.7629,23.7601,23.7597,23.7485,23.7171,23.7478,23.7427,23.8487,23.7827,23.8452,23.8206,23.7626,23.7886,23.8423,23.7669,23.7103,23.7828,23.7802,23.7633,23.7684,23.7576,23.7567,23.7254,23.7572,23.7935,23.7658,23.7607,23.7724,23.7627,23.784,23.7587,23.7855,23.7453,23.7406,23.7851,23.7907,23.7619,23.6745,73.9591,74.5457,75.5119,77.3089,77.6542,78.4435,78.4838,81.4741,81.9279,85.3784,86.8032,87.8483,87.8694,89.1857,90.2801,91.6778,92.1491,92.2461,99.0139,104.634,109.395,111.569,118.392,118.764,120.263,130.918,153.099,158.721,164.821,174.151,195.571,217.613,0.130202,0.161531,0.192666,0.199537,0.228222,0.378031,150,299790
-10460.5,0.897012,0.350387,4,15,0,10462,0.346927,67.834,-0.128968,0.346927,67.834,-0.128968,3.25601e+07,1.36914e+06,57571.6,23.8038,23.7426,23.7663,23.7639,23.764,23.7533,23.7223,23.7535,23.7489,23.8553,23.7897,23.8527,23.8284,23.771,23.7973,23.8515,23.7766,23.7204,23.7936,23.7914,23.7751,23.7807,23.7705,23.7701,23.7395,23.7719,23.8089,23.7819,23.7775,23.79,23.7811,23.8032,23.7789,23.8068,23.7676,23.7645,23.8104,23.8175,23.7912,23.7059,69.0316,69.6331,70.6105,72.4049,72.7474,73.5284,73.5682,76.5078,76.952,80.3167,81.701,82.7148,82.7353,84.0106,85.0695,86.4205,86.8757,86.9693,93.4887,98.8837,103.445,105.525,112.046,112.402,113.833,123.992,145.093,150.434,156.227,165.082,185.398,206.287,0.129928,0.161158,0.192175,0.199018,0.227574,0.376469,150,299790
-10458.6,1,0.350387,3,7,0,10460.9,0.346274,68.9,-0.17144,0.346274,68.9,-0.17144,3.25153e+07,1.36819e+06,57571.6,23.7994,23.7374,23.7602,23.7572,23.7565,23.7451,23.7135,23.7441,23.7389,23.8446,23.7786,23.841,23.8163,23.7582,23.7841,23.8377,23.7623,23.7056,23.7782,23.7756,23.7586,23.7637,23.7529,23.7521,23.7209,23.7528,23.7892,23.7616,23.7566,23.7686,23.7592,23.7807,23.7558,23.783,23.7434,23.7395,23.7849,23.7917,23.7651,23.6801,69.6402,70.1858,71.0928,72.7941,73.1224,73.8738,73.9122,76.7689,77.2034,80.5118,81.8799,82.8837,82.904,84.169,85.221,86.5651,87.0183,87.1116,93.6237,99.0332,103.617,105.71,112.278,112.637,114.079,124.334,145.672,151.078,156.944,165.913,186.5,207.677,0.130549,0.161993,0.193248,0.200146,0.228945,0.379268,150,299790
-10460.9,0.969971,0.350387,4,15,0,10461.4,0.303937,71.0321,-0.0613697,0.303937,71.0321,-0.0613697,3.25868e+07,1.3697e+06,57571.6,23.8106,23.7504,23.7751,23.7735,23.7742,23.7642,23.7338,23.7655,23.7613,23.868,23.8028,23.8661,23.842,23.7848,23.8112,23.8655,23.7907,23.7345,23.8077,23.8055,23.789,23.7944,23.7839,23.7833,23.7523,23.7842,23.8206,23.793,23.7878,23.7993,23.7895,23.8103,23.7844,23.8103,23.7691,23.7625,23.8049,23.8075,23.7723,23.6773,72.8106,73.4558,74.4766,76.3031,76.6474,77.4289,77.4685,80.3777,80.8141,84.1046,85.4523,86.4377,86.4576,87.6955,88.7224,90.0313,90.4721,90.5627,96.8658,102.075,106.479,108.487,114.785,115.129,116.511,126.333,146.77,151.95,157.572,166.171,185.923,206.259,0.122538,0.151897,0.181036,0.187463,0.214284,0.354407,150,299790
-10460.3,0.995754,0.350387,3,15,0,10462.5,0.311519,72.1133,-0.107646,0.311519,72.1133,-0.107646,3.25515e+07,1.36895e+06,57571.6,23.8064,23.7454,23.7694,23.7672,23.7673,23.7566,23.7257,23.7569,23.7522,23.8585,23.7928,23.8557,23.8312,23.7736,23.7997,23.8536,23.7784,23.7219,23.7946,23.7921,23.7753,23.7804,23.7696,23.7687,23.7373,23.769,23.8051,23.7772,23.7718,23.7831,23.773,23.7937,23.7677,23.7934,23.7523,23.7458,23.7885,23.7916,23.7578,23.6648,73.4809,74.0866,75.0624,76.8402,77.1784,77.9486,77.9878,80.8801,81.3166,84.6216,85.9813,86.9771,86.9972,88.2501,89.2907,90.6187,91.0662,91.1582,97.5745,102.894,107.398,109.454,115.906,116.259,117.676,127.753,148.746,154.069,159.848,168.688,188.996,209.907,0.124775,0.154729,0.184477,0.191041,0.218441,0.361658,150,299790
-10459,0.799663,0.350387,2,5,0,10462,0.331775,70.0098,-0.121037,0.331775,70.0098,-0.121037,3.25558e+07,1.36905e+06,57571.6,23.8049,23.7437,23.7675,23.7652,23.7653,23.7546,23.7237,23.7548,23.7502,23.8565,23.7909,23.8538,23.8295,23.7719,23.7981,23.8522,23.7772,23.7209,23.7938,23.7915,23.775,23.7804,23.7698,23.7692,23.7383,23.7704,23.807,23.7796,23.7748,23.7867,23.7774,23.7989,23.7738,23.8008,23.7608,23.7562,23.8008,23.8062,23.7768,23.6883,71.2782,71.884,72.8653,74.6616,75.0041,75.7846,75.8244,78.76,79.2034,82.562,83.9439,84.956,84.9764,86.2497,87.3072,88.6565,89.1111,89.2046,95.7197,101.116,105.681,107.764,114.296,114.653,116.087,126.275,147.462,152.829,158.652,167.556,187.996,209.025,0.127967,0.158711,0.189245,0.195982,0.224099,0.370864,150,299790
