# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = total_model
# start_datetime = 2023-07-19 14:36:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpe2_kqd_7/x7kpeuc8.json
# random
#   seed = 17636
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/together/total-20230719153624.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,M,theta.1,theta.2,theta.3,theta.4,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.156052
# Diagonal elements of inverse mass matrix:
# 0.000710119, 2.70925, 0.0029471, 0.000259938
-10436.9,0.999012,0.156052,5,31,0,10438.4,0.369134,69.5674,-0.222317,-1.25023,0.369134,69.5674,-0.222317,-1.25023,0.0143015,0.0199332,0.0273187,0.0342594,0.0414943,0.0501276,0.0595374,0.0685056,0.0776941,0.0880289,0.0970906,0.110269,0.118604,0.133551,0.143683,0.158261,0.173669,0.188395,0.206802,0.223511,0.244834,0.264862,0.290664,0.311869,0.34057,0.37061,0.405977,0.441222,0.479624,0.531968,0.579857,0.640956,0.711988,0.806722,0.901852,1.0671,1.24274,1.48563,2.03656,2.81347,14.5267,15.2477,15.9321,16.4237,16.8397,17.2502,17.6237,17.9284,18.2017,18.4729,18.6857,18.962,19.1203,19.378,19.5368,19.7466,19.9484,20.1251,20.3275,20.4963,20.6941,20.8649,21.0667,21.2196,21.4108,21.5944,21.7923,21.9731,22.1543,22.3792,22.5664,22.7839,23.0121,23.2834,23.5254,23.8908,24.2217,24.6093,25.2943,25.996,69.7484,70.2512,71.1165,72.7893,73.1165,73.8697,73.9082,76.8063,77.2504,80.6511,82.0646,83.1037,83.1248,84.4363,85.5284,86.9255,87.3969,87.494,94.2835,99.9372,104.733,106.924,113.802,114.177,115.689,126.43,148.777,154.437,160.577,169.963,191.499,213.641,0.135563,0.168312,0.200893,0.208086,0.238122,0.394789,150,299790
-10437.1,0.998845,0.156052,3,11,0,10437.8,0.372967,69.3734,-0.225347,-1.25099,0.372967,69.3734,-0.225347,-1.25099,0.0143049,0.0199386,0.027327,0.0342706,0.0415088,0.0501461,0.0595605,0.0685332,0.0777263,0.0880663,0.0971325,0.110318,0.118656,0.13361,0.143747,0.158332,0.173746,0.188478,0.206892,0.223606,0.244934,0.264968,0.290775,0.311983,0.340686,0.370728,0.406092,0.441333,0.479728,0.532055,0.579925,0.640992,0.711978,0.806637,0.901676,1.06673,1.24213,1.48463,2.03447,2.80957,14.5264,15.2475,15.932,16.4236,16.8397,17.2502,17.6238,17.9285,18.2018,18.4731,18.6858,18.9622,19.1205,19.3782,19.537,19.7469,19.9486,20.1253,20.3277,20.4964,20.6943,20.865,21.0668,21.2197,21.4108,21.5943,21.7921,21.9728,22.154,22.3788,22.5659,22.7833,23.0113,23.2824,23.5243,23.8893,24.2198,24.6071,25.2913,25.9922,69.5187,70.0202,70.8852,72.5608,72.8889,73.6442,73.6828,76.5909,77.0367,80.4511,81.8705,82.9141,82.9352,84.2523,85.3492,86.7523,87.2258,87.3233,94.1421,99.8195,104.635,106.834,113.74,114.117,115.634,126.415,148.841,154.52,160.679,170.096,191.698,213.904,0.136212,0.169127,0.201872,0.209102,0.239289,0.396706,150,299790
-10438.4,0.989352,0.156052,5,31,0,10439.2,0.292622,71.5869,-0.081669,-1.22086,0.292622,71.5869,-0.081669,-1.22086,0.0141985,0.0197676,0.0270599,0.033904,0.0410309,0.0495273,0.05878,0.0675921,0.0766156,0.0867599,0.0956511,0.108578,0.116751,0.131406,0.14134,0.155631,0.170738,0.185176,0.203229,0.219621,0.240547,0.260212,0.285562,0.306409,0.334648,0.364233,0.399103,0.433898,0.47186,0.523691,0.571201,0.631939,0.702725,0.797413,0.892809,1.05922,1.23699,1.48417,2.0495,2.85463,14.5404,15.2589,15.9408,16.4304,16.8447,17.2534,17.6253,17.9286,18.2007,18.4707,18.6826,18.9578,19.1154,19.3722,19.5305,19.7396,19.9408,20.1171,20.3191,20.4875,20.6851,20.8558,21.0576,21.2107,21.4021,21.586,21.7846,21.9661,22.1482,22.3745,22.5631,22.7825,23.0131,23.2876,23.5329,23.9041,24.241,24.6366,25.3374,26.0569,73.1161,73.7161,74.6729,76.3995,76.7264,77.4697,77.5074,80.2872,80.7057,83.8688,85.1681,86.1192,86.1384,87.3345,88.3277,89.5948,90.0217,90.1095,96.2285,101.301,105.596,107.557,113.714,114.05,115.403,125.026,145.094,150.187,155.717,164.18,183.636,203.684,0.120512,0.149407,0.178097,0.184426,0.210849,0.349097,150,299790
-10440,0.973834,0.156052,4,15,0,10441.3,0.286588,73.1778,-0.0510087,-1.21457,0.286588,73.1778,-0.0510087,-1.21457,0.0141814,0.0197398,0.027016,0.0338432,0.040951,0.0494228,0.0586467,0.0674298,0.0764222,0.08653,0.095388,0.108264,0.116405,0.131,0.140892,0.155123,0.170163,0.184537,0.202508,0.218825,0.239653,0.259225,0.284454,0.305202,0.333304,0.362747,0.397449,0.432077,0.469859,0.521446,0.568736,0.6292,0.699676,0.793968,0.888987,1.05479,1.232,1.47851,2.04281,2.84738,14.544,15.2621,15.9435,16.4328,16.8468,17.2551,17.6266,17.9297,18.2015,18.4713,18.6829,18.9579,19.1153,19.3718,19.5299,19.7388,19.9398,20.1159,20.3176,20.4859,20.6833,20.8538,21.0555,21.2084,21.3996,21.5835,21.7818,21.9632,22.1453,22.3715,22.56,22.7794,23.0099,23.2844,23.5299,23.9013,24.2385,24.6346,25.3366,26.0577,75.0072,75.6487,76.6602,78.4655,78.8054,79.5765,79.6156,82.484,82.9142,86.1573,87.4859,88.4573,88.477,89.6976,90.7103,92.0014,92.4362,92.5256,98.7477,103.896,108.251,110.238,116.475,116.815,118.185,127.923,148.221,153.371,158.963,167.52,187.19,207.459,0.11978,0.148465,0.176934,0.183214,0.209424,0.346523,150,299790
-10439.3,0.99992,0.156052,4,15,0,10440.6,0.302118,73.2367,-0.0778282,-1.21263,0.302118,73.2367,-0.0778282,-1.21263,0.0141964,0.0197636,0.0270528,0.0338932,0.0410156,0.0495056,0.05875,0.0675532,0.0765665,0.086698,0.0955769,0.108484,0.116644,0.131272,0.141187,0.155449,0.170521,0.184925,0.202931,0.219277,0.240141,0.259744,0.285008,0.305781,0.333912,0.363377,0.398096,0.432731,0.470509,0.522071,0.569319,0.629703,0.700048,0.794105,0.888824,1.05396,1.23026,1.47525,2.03509,2.83167,14.5483,15.2667,15.9484,16.4379,16.8521,17.2606,17.6324,17.9356,18.2076,18.4774,18.6891,18.9642,19.1217,19.3782,19.5363,19.7453,19.9463,20.1223,20.3241,20.4923,20.6897,20.8601,21.0617,21.2144,21.4055,21.5892,21.7873,21.9685,22.1502,22.376,22.5641,22.783,23.013,23.2868,23.5314,23.9015,24.2374,24.6317,25.3303,26.0476,74.8907,75.5294,76.5459,78.3763,78.7225,79.5093,79.5492,82.4875,82.9294,86.2662,87.6354,88.6373,88.6575,89.9169,90.9622,92.2953,92.7443,92.8367,99.2663,104.589,109.092,111.147,117.594,117.946,119.362,129.426,150.387,155.702,161.472,170.299,190.581,211.468,0.123186,0.152719,0.182039,0.188507,0.215503,0.35662,150,299790
-10438.6,0.685593,0.156052,4,15,0,10443.6,0.336052,72.7899,-0.124411,-1.21924,0.336052,72.7899,-0.124411,-1.21924,0.014227,0.0198123,0.0271278,0.0339951,0.041147,0.0496736,0.0589594,0.0678027,0.0768576,0.0870361,0.0959561,0.108922,0.117119,0.131813,0.14177,0.156092,0.171224,0.185683,0.203753,0.220153,0.241079,0.260733,0.286054,0.306864,0.335033,0.364521,0.399247,0.433865,0.4716,0.52306,0.570171,0.630322,0.700317,0.793781,0.887764,1.05132,1.22555,1.46711,2.0172,2.79675,14.5463,15.2654,15.9478,16.4378,16.8524,17.2614,17.6335,17.937,18.2092,18.4793,18.6911,18.9663,19.1239,19.3805,19.5387,19.7477,19.9486,20.1246,20.3263,20.4944,20.6916,20.8617,21.063,21.2155,21.4062,21.5894,21.787,21.9675,22.1486,22.3735,22.5608,22.7786,23.0072,23.2793,23.5222,23.8894,24.2224,24.6131,25.3045,26.014,74.087,74.7197,75.7458,77.6268,77.9856,78.8036,78.8453,81.9232,82.3882,85.911,87.3607,88.4224,88.4439,89.7796,90.8889,92.3044,92.7813,92.8794,99.7136,105.373,110.16,112.344,119.193,119.567,121.071,131.749,153.951,159.574,165.674,175.001,196.408,218.428,0.130105,0.161368,0.19242,0.19927,0.227862,0.377064,150,299790
