# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = Chrono_model
# start_datetime = 2023-07-22 21:00:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/Cosmic_Chronometers/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpb89sai7z/l6tont0x.json
# random
#   seed = 87191
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/cc/Chrono-20230722220012.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,A
-11.581,1,0.363863,2,3,0,12.0028,67.2813,0.333472,67.2813,0.333472,69.7602,70.5133,71.68,73.722,74.1024,74.9614,75.0048,78.1624,78.6319,82.1451,83.5729,84.6134,84.6344,85.9379,87.0163,88.3875,88.8483,88.9431,95.4963,100.871,105.392,107.448,113.877,114.227,115.634,125.604,146.232,151.443,157.091,165.721,185.503,205.828,14.6357
-11.6701,0.973214,0.363863,3,9,0,12.7884,68.8978,0.298633,68.8978,0.298633,71.1753,71.8689,72.9447,74.8314,75.1834,75.9789,76.0191,78.9498,79.3865,82.6598,83.9931,84.9657,84.9853,86.205,87.215,88.5003,88.9327,89.0215,95.1833,100.255,104.531,106.478,112.578,112.91,114.248,123.738,143.447,148.437,153.851,162.13,181.137,200.699,14.6941
-13.3018,0.692507,0.363863,1,3,0,13.8804,67.4803,0.291483,67.4803,0.291483,69.6584,70.322,71.3516,73.1581,73.4952,74.2572,74.2958,77.1045,77.5231,80.6627,81.9422,82.8758,82.8946,84.0655,85.0353,86.2698,86.685,86.7704,92.6922,97.5697,101.685,103.559,109.433,109.753,111.041,120.187,139.196,144.011,149.236,157.229,175.584,194.483,16.2772
-11.5393,0.98493,0.363863,1,3,0,13.4688,68.7414,0.308819,68.7414,0.308819,71.09,71.8047,72.9129,74.8553,75.2174,76.0358,76.0773,79.0903,79.539,82.9004,84.2687,85.2666,85.2867,86.5376,87.5732,88.8907,89.3338,89.4249,95.7353,100.923,105.295,107.285,113.514,113.853,115.219,124.902,144.987,150.069,155.581,164.007,183.343,203.234,14.5908
-11.4939,0.984867,0.363863,2,7,0,11.6786,68.0407,0.321574,68.0407,0.321574,70.4597,71.1952,72.3351,74.3316,74.7036,75.5441,75.5866,78.6785,79.1385,82.583,83.984,85.0053,85.0259,86.3057,87.3648,88.712,89.1648,89.2579,95.7026,100.994,105.449,107.476,113.817,114.162,115.551,125.395,145.789,150.943,156.533,165.075,184.667,204.808,14.5562
-12.3972,0.801828,0.363863,2,3,0,12.7685,66.9377,0.313627,66.9377,0.313627,69.2597,69.9661,71.0612,72.98,73.3377,74.146,74.1868,77.1616,77.6044,80.9213,82.271,83.2552,83.2751,84.5087,85.5298,86.8288,87.2656,87.3553,93.5742,98.6844,102.989,104.948,111.079,111.413,112.757,122.283,142.032,147.027,152.444,160.725,179.723,199.261,15.4321
-11.5654,0.979267,0.363863,2,3,0,12.5601,67.4869,0.325862,67.4869,0.325862,69.9177,70.6566,71.8015,73.8063,74.1798,75.0235,75.0662,78.1692,78.6308,82.0861,83.4911,84.5152,84.5359,85.819,86.8808,88.2312,88.6851,88.7784,95.2362,100.536,104.997,107.026,113.373,113.719,115.109,124.959,145.354,150.508,156.096,164.636,184.217,204.342,14.6226
-11.8006,0.925623,0.363863,2,7,0,12.1736,67.8539,0.308314,67.8539,0.308314,70.1684,70.8728,71.965,73.8794,74.2363,75.0429,75.0837,78.0536,78.4958,81.8092,83.1579,84.1416,84.1614,85.3945,86.4154,87.7142,88.151,88.2408,94.4618,99.5766,103.886,105.848,111.99,112.325,113.671,123.219,143.024,148.035,153.471,161.78,180.849,200.464,14.8378
-11.6046,0.757241,0.363863,2,3,0,13.8852,68.9801,0.311454,68.9801,0.311454,71.3565,72.0796,73.2007,75.1653,75.5316,76.3592,76.4011,79.4476,79.9012,83.299,84.6818,85.6902,85.7106,86.9746,88.0209,89.3521,89.7997,89.8918,96.2659,101.505,105.919,107.928,114.215,114.558,115.936,125.707,145.971,151.096,156.656,165.154,184.653,204.708,14.6653
-11.7989,0.998039,0.363863,2,7,0,12.0125,69.5657,0.291043,69.5657,0.291043,71.8078,72.4909,73.5508,75.4105,75.7575,76.542,76.5817,79.4733,79.9043,83.1367,84.454,85.4152,85.4346,86.6402,87.6388,88.9098,89.3374,89.4253,95.5229,100.545,104.783,106.713,112.762,113.092,114.419,123.837,143.415,148.374,153.756,161.988,180.894,200.36,14.8028
-12.9852,0.971155,0.363863,2,7,0,13.622,71.6256,0.264687,71.6256,0.264687,73.7279,74.3696,75.3663,77.1178,77.445,78.1851,78.2226,80.9557,81.3637,84.4283,85.6795,86.5933,86.6117,87.7587,88.7095,89.9207,90.3283,90.4121,96.2372,101.049,105.118,106.974,112.798,113.116,114.395,123.49,142.457,147.272,152.502,160.507,178.92,197.907,15.8651
-12.942,0.705899,0.363863,2,3,0,15.3908,69.9288,0.264451,69.9288,0.264451,71.9795,72.6055,73.5777,75.2863,75.6055,76.3275,76.364,79.0302,79.4282,82.4179,83.6386,84.53,84.548,85.667,86.5945,87.7762,88.1738,88.2556,93.9387,98.6337,102.603,104.414,110.096,110.406,111.655,120.528,139.036,143.734,148.837,156.649,174.616,193.144,15.7962
-12.209,0.995727,0.363863,3,15,0,13.5655,69.0853,0.327635,69.0853,0.327635,71.5869,72.3473,73.5254,75.588,75.9723,76.8403,76.8842,80.076,80.5508,84.1043,85.5491,86.6021,86.6234,87.9427,89.0344,90.4228,90.8894,90.9854,97.6237,103.071,107.655,109.74,116.262,116.617,118.045,128.164,149.114,154.407,160.146,168.916,189.023,209.688,15.2903
-13.5736,0.895938,0.363863,2,7,0,14.2273,68.519,0.273102,68.519,0.273102,70.5932,71.2259,72.2083,73.9339,74.2562,74.9849,75.0218,77.7114,78.1127,81.1255,82.3549,83.2524,83.2705,84.3968,85.3302,86.519,86.919,87.0013,92.7137,97.4283,101.412,103.228,108.924,109.235,110.486,119.373,137.887,142.584,147.684,155.488,173.43,191.921,16.4666
-12.2363,1,0.363863,2,3,0,13.3103,70.4207,0.294938,70.4207,0.294938,72.7202,73.4206,74.5073,76.4134,76.769,77.5729,77.6135,80.5758,81.0172,84.3271,85.6757,86.6596,86.6794,87.9133,88.9352,90.2358,90.6733,90.7632,97.0003,102.135,106.467,108.44,114.62,114.957,116.312,125.932,145.918,150.98,156.472,164.871,184.158,204.012,15.2685
-11.8205,0.933265,0.363863,2,7,0,13.7632,68.6217,0.29656,68.6217,0.29656,70.8746,71.5608,72.6252,74.4922,74.8405,75.6277,75.6676,78.5684,79.0006,82.2413,83.5615,84.5246,84.544,85.7519,86.7521,88.0251,88.4533,88.5413,94.6452,99.6698,103.907,105.837,111.883,112.212,113.538,122.947,142.49,147.439,152.809,161.02,179.875,199.282,14.833
-11.629,0.961393,0.363863,2,7,0,12.3598,67.8002,0.314878,67.8002,0.314878,70.1613,70.8796,71.993,73.9438,74.3074,75.129,75.1706,78.1944,78.6444,82.0155,83.3872,84.3874,84.4076,85.6611,86.6987,88.0187,88.4625,88.5537,94.8721,100.064,104.436,106.426,112.653,112.992,114.357,124.031,144.085,149.157,154.657,163.064,182.351,202.185,14.6789
-11.5953,0.971576,0.363863,3,11,0,12.0728,68.7526,0.317155,68.7526,0.317155,71.1638,71.8972,73.034,75.0255,75.3967,76.2354,76.2778,79.3638,79.8231,83.2627,84.662,85.6823,85.7029,86.9816,88.0399,89.3861,89.8387,89.9318,96.3747,101.667,106.124,108.152,114.499,114.844,116.235,126.092,146.52,151.685,157.287,165.848,185.488,205.682,14.6628
-11.7466,0.993037,0.363863,2,7,0,12.1116,69.3566,0.308881,69.3566,0.308881,71.7266,72.4479,73.5662,75.5263,75.8918,76.7177,76.7594,79.8,80.2528,83.6449,85.0256,86.0326,86.0529,87.3152,88.3602,89.6898,90.1369,90.2288,96.5966,101.832,106.243,108.251,114.537,114.88,116.257,126.028,146.296,151.424,156.985,165.488,185,205.07,14.8071
-11.7231,0.985862,0.363863,3,15,0,12.2744,67.009,0.329735,67.009,0.329735,69.4507,70.1927,71.3424,73.3549,73.7298,74.5766,74.6195,77.733,78.1961,81.6616,83.0704,84.0972,84.1179,85.4043,86.4686,87.8221,88.277,88.3705,94.8411,100.15,104.616,106.648,113.001,113.347,114.738,124.595,144.996,150.15,155.738,164.276,183.851,203.967,14.7742
-12.2481,0.878405,0.363863,2,5,0,13.102,66.2203,0.369067,66.2203,0.369067,68.9154,69.7324,70.9962,73.2037,73.6143,74.5409,74.5877,77.9861,78.4905,82.2577,83.7855,84.8977,84.9202,86.3123,87.463,88.9248,89.4159,89.5168,96.4836,102.179,106.96,109.131,115.909,116.278,117.76,128.242,149.859,155.308,161.211,170.222,190.852,212.019,15.2058
-12.6784,0.998521,0.363863,3,7,0,12.71,65.0035,0.370456,65.0035,0.370456,67.6589,68.4637,69.7087,71.8831,72.2875,73.2002,73.2463,76.5933,77.09,80.7996,82.304,83.3991,83.4212,84.7918,85.9247,87.3639,87.8474,87.9467,94.8049,100.411,105.116,107.253,113.923,114.286,115.745,126.059,147.328,152.689,158.496,167.361,187.655,208.476,15.6116
-12.7441,0.944836,0.363863,2,3,0,13.0286,66.2445,0.379608,66.2445,0.379608,69.0161,69.8557,71.154,73.4203,73.8416,74.7923,74.8404,78.3249,78.8418,82.7004,84.2643,85.4025,85.4254,86.8497,88.0266,89.5215,90.0236,90.1267,97.2453,103.06,107.937,110.151,117.062,117.437,118.948,129.625,151.627,157.17,163.174,172.336,193.305,214.813,15.6519
-12.8571,0.960007,0.363863,1,1,0,13,66.3786,0.380056,66.3786,0.380056,69.159,70.0012,71.3036,73.577,73.9996,74.9532,75.0014,78.4966,79.0151,82.8853,84.4538,85.5955,85.6185,87.0469,88.2274,89.7267,90.2302,90.3337,97.4729,103.304,108.195,110.416,117.346,117.722,119.237,129.944,152.007,157.565,163.584,172.772,193.798,215.362,15.7646
-13.5809,0.666431,0.363863,1,3,0,15.8553,65.1056,0.33975,65.1056,0.33975,67.5487,68.2906,69.4397,71.4502,71.8245,72.67,72.7127,75.819,76.2808,79.7346,81.1378,82.1602,82.1808,83.4613,84.5206,85.8672,86.3197,86.4128,92.8452,98.1178,102.551,104.567,110.867,111.21,112.589,122.355,142.55,147.649,153.175,161.617,180.965,200.84,16.5984
-11.9219,0.999098,0.363863,2,3,0,13.5661,66.2908,0.354629,66.2908,0.354629,68.8852,69.6724,70.8908,73.0207,73.4171,74.3119,74.3572,77.642,78.1299,81.7765,83.2566,84.3346,84.3564,85.7061,86.8221,88.2404,88.717,88.8149,95.5818,101.121,105.774,107.888,114.494,114.853,116.298,126.523,147.639,152.965,158.737,167.551,187.739,208.465,14.9301
-12.0076,0.960701,0.363863,2,3,0,12.2202,66.259,0.34151,66.259,0.34151,68.7581,69.5169,70.6921,72.748,73.1308,73.9952,74.0389,77.2148,77.6868,81.2173,82.6514,83.6963,83.7174,85.026,86.1085,87.4846,87.9471,88.0421,94.6144,100.001,104.529,106.588,113.023,113.373,114.781,124.754,145.372,150.578,156.219,164.837,184.586,204.871,15.0406
-12.853,0.964792,0.363863,3,11,0,13.716,71.2252,0.286671,71.2252,0.286671,73.4868,74.1761,75.2457,77.1229,77.4733,78.2654,78.3055,81.2261,81.6615,84.928,86.2596,87.2314,87.251,88.4699,89.4797,90.7652,91.1977,91.2866,97.456,102.54,106.831,108.786,114.914,115.248,116.592,126.138,145.99,151.021,156.481,164.833,184.02,203.78,15.8605
-13.0497,1,0.363863,3,7,0,13.4027,70.1342,0.26147,70.1342,0.26147,72.1681,72.789,73.7535,75.449,75.7657,76.4823,76.5186,79.1653,79.5605,82.5294,83.7418,84.6274,84.6453,85.7569,86.6785,87.8525,88.2477,88.329,93.9776,98.6458,102.594,104.395,110.048,110.356,111.598,120.43,138.856,143.535,148.617,156.398,174.298,192.761,15.8845
-12.0292,0.961608,0.363863,3,7,0,13.561,69.8506,0.305789,69.8506,0.305789,72.214,72.9334,74.049,76.0046,76.3693,77.1935,77.2352,80.27,80.722,84.1088,85.4878,86.4935,86.5138,87.7746,88.8185,90.1467,90.5934,90.6852,97.0485,102.282,106.692,108.7,114.987,115.329,116.707,126.482,146.765,151.898,157.466,165.978,185.514,205.614,15.089
-11.5784,0.979237,0.363863,3,15,0,12.3817,67.4681,0.335912,67.4681,0.335912,69.9717,70.7323,71.9104,73.9719,74.3558,75.2229,75.2668,78.4536,78.9275,82.4723,83.9127,84.9624,84.9836,86.2984,87.3861,88.7691,89.2339,89.3295,95.9377,101.356,105.913,107.986,114.464,114.817,116.235,126.281,147.061,152.308,157.997,166.688,186.608,207.073,14.6347
-11.8582,0.973265,0.363863,3,11,0,13.7931,69.691,0.288457,69.691,0.288457,71.9174,72.5959,73.6487,75.4963,75.8411,76.6205,76.66,79.5337,79.9621,83.1754,84.4852,85.441,85.4602,86.6591,87.6522,88.9164,89.3416,89.4291,95.4951,100.493,104.71,106.632,112.654,112.982,114.303,123.683,143.184,148.125,153.488,161.691,180.533,199.935,14.8524
-12.1491,0.530094,0.363863,2,3,0,16.4733,69.0631,0.28452,69.0631,0.28452,71.2399,71.9034,72.9331,74.7406,75.078,75.8407,75.8793,78.6922,79.1116,82.2583,83.5413,84.4776,84.4965,85.6711,86.6442,87.8831,88.2999,88.3856,94.3324,99.2342,103.372,105.258,111.168,111.49,112.787,121.996,141.153,146.009,151.279,159.341,177.864,196.942,15.1152
-12.827,0.86715,0.363863,2,7,0,15.7795,71.4197,0.276677,71.4197,0.276677,73.6096,74.2775,75.3143,77.1351,77.475,78.2438,78.2827,81.1192,81.5424,84.7185,86.0141,86.96,86.979,88.1659,89.1492,90.4016,90.8229,90.9096,96.9254,101.888,106.08,107.991,113.984,114.311,115.626,124.972,144.431,149.367,154.725,162.923,181.768,201.186,15.7835
-12.7394,0.961342,0.363863,2,5,0,13.6954,70.9792,0.291896,70.9792,0.291896,73.2734,73.9724,75.0568,76.9595,77.3146,78.1171,78.1577,81.1159,81.5567,84.8632,86.2106,87.1937,87.2136,88.4466,89.4679,90.7679,91.2052,91.2951,97.5308,102.667,106.999,108.973,115.158,115.495,116.851,126.48,146.493,151.562,157.063,165.477,184.8,204.694,15.7671
-12.3814,0.98862,0.363863,1,3,0,13.2829,70.7396,0.273726,70.7396,0.273726,72.8858,73.5405,74.557,76.3423,76.6757,77.4297,77.4678,80.2503,80.6654,83.7821,85.0537,85.9822,86.0009,87.1659,88.1314,89.361,89.7747,89.8598,95.768,100.644,104.763,106.642,112.532,112.853,114.147,123.336,142.478,147.334,152.607,160.675,179.223,198.339,15.3103
-12.5745,0.90445,0.363863,2,3,0,12.9652,70.9145,0.289214,70.9145,0.289214,73.1858,73.878,74.952,76.8366,77.1883,77.9833,78.0236,80.9546,81.3915,84.6687,86.0044,86.9791,86.9988,88.2213,89.234,90.5231,90.9568,91.0459,97.2311,102.327,106.627,108.586,114.724,115.059,116.406,125.967,145.844,150.88,156.345,164.705,183.907,203.679,15.5896
-12.6101,0.995542,0.363863,1,1,0,12.7252,70.9586,0.288782,70.9586,0.288782,73.2281,73.9197,74.9928,76.8759,77.2274,78.0218,78.062,80.991,81.4276,84.7025,86.0374,87.0115,87.0312,88.253,89.265,90.5534,90.9868,91.0759,97.2577,102.351,106.648,108.607,114.743,115.077,116.424,125.981,145.851,150.886,156.35,164.707,183.905,203.672,15.6238
-11.6404,0.988786,0.363863,3,11,0,12.679,67.1066,0.34078,67.1066,0.34078,69.6322,70.3992,71.5871,73.6651,74.052,74.9258,74.97,78.1804,78.6576,82.2267,83.6767,84.7331,84.7544,86.0775,87.1719,88.5633,89.0309,89.127,95.7725,101.219,105.799,107.88,114.388,114.742,116.167,126.253,147.107,152.372,158.079,166.796,186.773,207.293,14.687
-11.8847,0.920472,0.363863,3,9,0,12.2098,68.759,0.327199,68.759,0.327199,71.2455,72.0013,73.1724,75.2227,75.6047,76.4675,76.5112,79.6842,80.1562,83.6889,85.1253,86.1722,86.1933,87.505,88.5904,89.9707,90.4347,90.5301,97.1303,102.547,107.105,109.178,115.663,116.016,117.436,127.499,148.332,153.596,159.304,168.025,188.022,208.574,14.9611
-12.1088,0.980399,0.363863,2,3,0,12.2782,66.9885,0.318134,66.9885,0.318134,69.3451,70.0618,71.1726,73.1186,73.4813,74.3008,74.3422,77.3573,77.806,81.1662,82.5332,83.5298,83.5499,84.7989,85.8327,87.1476,87.5897,87.6806,93.9731,99.1417,103.494,105.474,111.671,112.008,113.366,122.99,142.932,147.975,153.442,161.799,180.969,200.679,15.1516
-11.808,0.996782,0.363863,2,7,0,12.8671,69.5202,0.306916,69.5202,0.306916,71.881,72.5995,73.7137,75.6667,76.0309,76.8539,76.8956,79.926,80.3773,83.7588,85.1354,86.1394,86.1597,87.4184,88.4604,89.7863,90.2322,90.3239,96.6752,101.898,106.299,108.303,114.576,114.917,116.293,126.045,146.279,151.399,156.952,165.443,184.929,204.974,14.8661
-13.1945,0.849823,0.363863,2,7,0,13.8572,66.7186,0.306644,66.7186,0.306644,68.9823,69.6712,70.7396,72.6124,72.9617,73.7509,73.7908,76.6968,77.1296,80.3723,81.6925,82.6553,82.6748,83.8818,84.8812,86.1527,86.5803,86.6682,92.7594,97.7683,101.989,103.911,109.928,110.255,111.574,120.928,140.336,145.247,150.574,158.718,177.409,196.637,16.2107
-13.638,0.909239,0.363863,1,1,0,13.9551,66.7336,0.301305,66.7336,0.301305,68.959,69.6366,70.6874,72.5302,72.8739,73.6507,73.69,76.5514,76.9776,80.1725,81.4737,82.4228,82.4419,83.6319,84.6173,85.8713,86.293,86.3797,92.3896,97.3344,101.503,103.401,109.346,109.67,110.973,120.221,139.418,144.278,149.55,157.612,176.117,195.16,16.6389
-11.6441,1,0.363863,2,3,0,13.2609,68.0222,0.333101,68.0222,0.333101,70.5257,71.2863,72.4646,74.5269,74.9111,75.7787,75.8226,79.0117,79.486,83.0345,84.4767,85.5277,85.5489,86.8655,87.9548,89.3399,89.8054,89.9011,96.5209,101.95,106.517,108.594,115.089,115.442,116.864,126.937,147.778,153.042,158.749,167.468,187.455,207.991,14.7098
-12.3,0.942981,0.363863,3,9,0,12.4611,68.8285,0.284525,68.8285,0.284525,70.9979,71.6592,72.6854,74.4868,74.823,75.5832,75.6217,78.425,78.843,81.9791,83.2577,84.1909,84.2097,85.3803,86.3501,87.5848,88.0002,88.0856,94.0123,98.8975,103.021,104.9,110.791,111.112,112.404,121.582,140.675,145.514,150.766,158.801,177.261,196.275,15.2627
-11.628,0.944391,0.363863,4,15,0,13.3105,68.27,0.32845,68.27,0.32845,70.7481,71.5013,72.6682,74.7112,75.0918,75.9515,75.995,79.1562,79.6263,83.1454,84.576,85.6188,85.6398,86.9462,88.0272,89.4019,89.864,89.959,96.5315,101.925,106.463,108.527,114.982,115.334,116.747,126.764,147.498,152.737,158.417,167.095,186.994,207.443,14.6976
-13.4621,0.743969,0.363863,2,3,0,13.8228,69.5834,0.335191,69.5834,0.335191,72.1602,72.9429,74.1555,76.2774,76.6726,77.5652,77.6103,80.8908,81.3786,85.0279,86.5109,87.5915,87.6133,88.967,90.087,91.5109,91.9894,92.0878,98.892,104.472,109.165,111.299,117.971,118.334,119.794,130.14,151.543,156.948,162.808,171.76,192.279,213.36,16.5496
-11.6165,0.999014,0.363863,2,7,0,13.5645,67.2817,0.32796,67.2817,0.32796,69.7203,70.4615,71.6099,73.6205,73.9951,74.8413,74.8841,77.9953,78.4581,81.9218,83.33,84.3563,84.377,85.663,86.7271,88.0802,88.535,88.6286,95.0985,100.408,104.875,106.907,113.263,113.609,115.001,124.862,145.277,150.436,156.028,164.574,184.167,204.304,14.6714
