# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = Chrono_model
# start_datetime = 2023-07-22 21:00:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/Cosmic_Chronometers/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpb89sai7z/l6tont0x.json
# random
#   seed = 87191
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/cc/Chrono-20230722220012.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,A
-11.9239,0.95817,0.350192,3,11,0,12.5209,68.0308,0.34098,68.0308,0.34098,70.5928,71.3708,72.5756,74.6834,75.0759,75.9622,76.007,79.2633,79.7473,83.3674,84.838,85.9095,85.9311,87.2731,88.3831,89.7943,90.2685,90.366,97.1061,102.63,107.275,109.386,115.986,116.345,117.79,128.019,149.168,154.507,160.295,169.135,189.394,210.203,14.984
-11.59,0.999397,0.350192,3,11,0,12.442,68.44,0.306566,68.44,0.306566,70.7615,71.4681,72.5638,74.4845,74.8426,75.652,75.693,78.6733,79.1171,82.4428,83.7968,84.7843,84.8042,86.0421,87.067,88.3711,88.8097,88.8999,95.1469,100.284,104.613,106.584,112.755,113.091,114.444,124.037,143.943,148.979,154.443,162.796,181.966,201.688,14.6315
-11.6941,0.992021,0.350192,2,7,0,11.9735,67.7965,0.338156,67.7965,0.338156,70.3289,71.0981,72.2893,74.3737,74.7619,75.6385,75.6829,78.9042,79.383,82.9653,84.4208,85.4813,85.5027,86.8311,87.93,89.3271,89.7966,89.8931,96.5674,102.039,106.64,108.732,115.272,115.628,117.06,127.198,148.166,153.46,159.199,167.966,188.06,208.701,14.7535
-11.5136,0.999897,0.350192,3,11,0,11.7825,67.9222,0.319602,67.9222,0.319602,70.3224,71.0524,72.1837,74.1652,74.5346,75.3689,75.4111,78.4808,78.9376,82.358,83.7494,84.7637,84.7842,86.0554,87.1074,88.4456,88.8955,88.988,95.391,100.649,105.077,107.091,113.395,113.738,115.119,124.906,145.185,150.312,155.871,164.368,183.856,203.893,14.572
-11.5184,0.998743,0.350192,3,11,0,11.5641,68.5934,0.313592,68.5934,0.313592,70.9725,71.6963,72.8184,74.7845,75.151,75.9791,76.021,79.069,79.5227,82.9213,84.3043,85.3128,85.3331,86.5971,87.6434,88.9744,89.4219,89.5139,95.886,101.122,105.533,107.54,113.822,114.165,115.541,125.302,145.539,150.657,156.208,164.693,184.159,204.179,14.5777
-11.6087,0.980216,0.350192,3,15,0,11.8189,67.303,0.327888,67.303,0.327888,69.7419,70.4832,71.6318,73.6426,74.0172,74.8635,74.9063,78.0179,78.4807,81.9449,83.3532,84.3798,84.4005,85.6866,86.7508,88.1041,88.5591,88.6526,95.1235,100.434,104.902,106.934,113.291,113.637,115.029,124.892,145.311,150.47,156.064,164.611,184.208,204.349,14.664
-11.5071,0.990346,0.350192,3,7,0,11.69,67.9476,0.325798,67.9476,0.325798,70.3944,71.1382,72.2907,74.3088,74.6848,75.5342,75.5772,78.7008,79.1655,82.6438,84.0581,85.089,85.1098,86.4015,87.4704,88.8298,89.2867,89.3807,95.8815,101.217,105.708,107.75,114.14,114.488,115.887,125.803,146.335,151.524,157.149,165.746,185.458,205.719,14.5711
-11.5301,0.960173,0.350192,2,3,0,11.8354,68.2125,0.324268,68.2125,0.324268,70.6575,71.4008,72.5527,74.5698,74.9457,75.7947,75.8376,78.9604,79.425,82.9028,84.3171,85.348,85.3688,86.6606,87.7296,89.0892,89.5462,89.6402,96.1428,101.481,105.973,108.017,114.411,114.759,116.159,126.083,146.635,151.829,157.46,166.066,185.802,206.089,14.5971
-11.8219,0.973892,0.350192,2,7,0,11.9114,68.0379,0.304698,68.0379,0.304698,70.3319,71.0302,72.1132,74.0117,74.3658,75.1659,75.2064,78.153,78.5919,81.8808,83.2199,84.1966,84.2163,85.4408,86.4546,87.7447,88.1786,88.2678,94.4487,99.5325,103.817,105.768,111.877,112.209,113.548,123.047,142.759,147.748,153.159,161.433,180.423,199.962,14.8524
-13.1186,0.975943,0.350192,3,11,0,13.7269,65.8684,0.389642,65.8684,0.389642,68.6956,69.5514,70.8744,73.1825,73.6115,74.5791,74.628,78.1726,78.6982,82.6193,84.2077,85.3634,85.3867,86.8325,88.027,89.5438,90.0531,90.1578,97.3756,103.266,108.205,110.446,117.438,117.818,119.346,130.142,152.37,157.967,164.028,173.277,194.437,216.132,15.962
-12.0272,0.952236,0.350192,3,11,0,14.1523,69.8904,0.304568,69.8904,0.304568,72.2458,72.9629,74.0748,76.0243,76.3878,77.2094,77.251,80.2767,80.7274,84.1045,85.4796,86.4825,86.5028,87.7602,88.8013,90.126,90.5715,90.6631,97.0102,102.231,106.631,108.634,114.907,115.249,116.624,126.378,146.622,151.745,157.302,165.799,185.302,205.367,15.0842
-11.9726,0.961638,0.350192,2,3,0,12.5573,69.4898,0.313562,69.4898,0.313562,71.8998,72.6329,73.7695,75.7612,76.1324,76.9713,77.0138,80.1013,80.561,84.0037,85.4046,86.4262,86.4468,87.7272,88.7871,90.1354,90.5887,90.6819,97.1368,102.441,106.909,108.942,115.306,115.653,117.048,126.935,147.435,152.62,158.243,166.838,186.558,206.839,15.0449
-11.8385,0.994923,0.350192,2,3,0,12.0826,68.6735,0.295486,68.6735,0.295486,70.92,71.6043,72.6658,74.5279,74.8753,75.6605,75.7003,78.5939,79.025,82.258,83.5752,84.5361,84.5555,85.7606,86.7586,88.0289,88.4562,88.544,94.6352,99.6499,103.879,105.806,111.841,112.17,113.493,122.886,142.399,147.341,152.703,160.903,179.732,199.113,14.8478
-11.9701,0.949763,0.350192,3,11,0,13.341,66.3031,0.358496,66.3031,0.358496,68.9258,69.7213,70.9526,73.1043,73.5047,74.4085,74.4542,77.7711,78.2637,81.9445,83.4381,84.5259,84.5478,85.9096,87.0355,88.4662,88.9469,89.0457,95.8697,101.454,106.143,108.274,114.929,115.291,116.747,127.046,148.308,153.67,159.48,168.351,188.668,209.523,14.9674
-11.9089,0.973323,0.350192,3,7,0,12.4687,66.3104,0.346155,66.3104,0.346155,68.8447,69.6141,70.8053,72.8887,73.2765,74.1523,74.1966,77.413,77.891,81.4648,82.9162,83.9735,83.9948,85.3189,86.414,87.8059,88.2737,88.3698,95.0153,100.459,105.035,107.115,113.614,113.968,115.39,125.459,146.267,151.518,157.21,165.903,185.82,206.274,14.9358
-11.7482,0.986818,0.350192,3,15,0,12.1848,68.8792,0.320854,68.8792,0.320854,71.3227,72.0656,73.2171,75.234,75.6099,76.459,76.5019,79.6257,80.0905,83.5708,84.9863,86.0183,86.0391,87.3323,88.4026,89.7639,90.2215,90.3156,96.8284,102.176,106.679,108.728,115.137,115.486,116.89,126.841,147.456,152.667,158.318,166.954,186.762,207.125,14.822
-12.3774,0.993712,0.350192,3,7,0,12.6408,65.6007,0.37302,65.6007,0.37302,68.2986,69.1162,70.3809,72.5893,72.9999,73.9267,73.9736,77.3718,77.876,81.6415,83.1682,84.2796,84.302,85.6928,86.8424,88.3027,88.7932,88.894,95.8512,101.537,106.308,108.475,115.238,115.606,117.084,127.54,149.096,154.528,160.412,169.394,189.955,211.048,15.3083
-12.3774,0.462361,0.350192,1,3,0,16.7693,65.6007,0.37302,65.6007,0.37302,68.2986,69.1162,70.3809,72.5893,72.9999,73.9267,73.9736,77.3718,77.876,81.6415,83.1682,84.2796,84.302,85.6928,86.8424,88.3027,88.7932,88.894,95.8512,101.537,106.308,108.475,115.238,115.606,117.084,127.54,149.096,154.528,160.412,169.394,189.955,211.048,15.3083
-12.4928,0.999436,0.350192,2,3,0,12.5146,65.2767,0.372424,65.2767,0.372424,67.9572,68.7694,70.026,72.2202,72.6283,73.5491,73.5957,76.9724,77.4735,81.2153,82.7325,83.8369,83.8592,85.2414,86.3839,87.8351,88.3226,88.4228,95.3373,100.989,105.731,107.884,114.607,114.972,116.442,126.835,148.264,153.664,159.514,168.443,188.884,209.854,15.4215
-12.2079,0.851047,0.350192,2,3,0,13.7292,65.8176,0.350287,65.8176,0.350287,68.3625,69.1349,70.3306,72.4214,72.8105,73.6891,73.7336,76.9597,77.439,81.0221,82.4768,83.5365,83.5578,84.8847,85.982,87.3766,87.8452,87.9415,94.5975,100.048,104.628,106.709,113.213,113.566,114.989,125.061,145.867,151.116,156.805,165.494,185.398,205.834,15.2194
-12.9324,0.571467,0.350192,3,7,0,19.6908,69.2814,0.270681,69.2814,0.270681,71.3604,71.9947,72.9796,74.7098,75.033,75.7639,75.8009,78.4986,78.9011,81.9239,83.1576,84.0583,84.0765,85.2069,86.1438,87.337,87.7386,87.8212,93.5566,98.2915,102.293,104.118,109.841,110.153,111.41,120.342,138.955,143.678,148.807,156.656,174.702,193.305,15.8208
-13.1798,0.995881,0.350192,2,7,0,14.3635,71.8765,0.265871,71.8765,0.265871,73.9956,74.6423,75.6467,77.4118,77.7415,78.4873,78.5251,81.2788,81.6899,84.7773,86.0377,86.9581,86.9767,88.132,89.0896,90.3095,90.7201,90.8045,96.6708,101.516,105.613,107.481,113.344,113.664,114.952,124.106,143.195,148.04,153.303,161.358,179.884,198.987,16.0718
-14.0726,0.900633,0.350192,3,11,0,15.5404,66.7557,0.3903,66.7557,0.3903,69.6257,70.4944,71.8374,74.1802,74.6156,75.5978,75.6474,79.245,79.7785,83.758,85.37,86.5429,86.5665,88.0337,89.2459,90.7852,91.3021,91.4083,98.7325,104.71,109.721,111.995,119.089,119.474,121.024,131.978,154.529,160.207,166.355,175.738,197.203,219.212,16.9251
-13.0176,1,0.350192,1,1,0,13.892,66.5961,0.379841,66.5961,0.379841,69.3841,70.2285,71.5345,73.8141,74.2379,75.1942,75.2425,78.7474,79.2674,83.1484,84.7213,85.8662,85.8892,87.3217,88.5055,90.0091,90.514,90.6178,97.7774,103.625,108.531,110.758,117.707,118.085,119.604,130.343,152.47,158.044,164.082,173.296,194.384,216.013,15.9295
-11.8072,0.986324,0.350192,2,7,0,13.3447,67.0216,0.350305,67.0216,0.350305,69.6133,70.3998,71.6175,73.7466,74.1429,75.0376,75.0828,78.3682,78.8562,82.505,83.9865,85.0655,85.0873,86.4385,87.5559,88.976,89.4532,89.5513,96.3293,101.88,106.544,108.663,115.286,115.646,117.095,127.351,148.538,153.884,159.677,168.525,188.793,209.605,14.8367
-11.9537,0.999551,0.350192,3,15,0,12.2587,70.0902,0.288874,70.0902,0.288874,72.3326,73.0159,74.0762,75.9368,76.2841,77.0691,77.1088,80.0027,80.4341,83.6698,84.9887,85.9512,85.9706,87.1778,88.1777,89.4506,89.8788,89.9669,96.0745,101.106,105.353,107.287,113.35,113.68,115.01,124.452,144.084,149.058,154.456,162.712,181.678,201.208,14.9555
-11.8416,0.981256,0.350192,2,3,0,12.1377,69.8249,0.291843,69.8249,0.291843,72.0814,72.7689,73.8355,75.707,76.0562,76.8455,76.8855,79.795,80.2287,83.4808,84.8061,85.7732,85.7927,87.0055,88.01,89.2887,89.7188,89.8072,95.9407,100.992,105.254,107.196,113.278,113.61,114.944,124.416,144.1,149.087,154.498,162.774,181.781,201.349,14.8527
-12.8772,0.878781,0.350192,2,7,0,13.7776,69.5238,0.329257,69.5238,0.329257,72.0535,72.8223,74.0135,76.0987,76.4872,77.3647,77.409,80.6352,81.1151,84.7063,86.1662,87.2302,87.2516,88.5847,89.6877,91.0904,91.5619,91.6588,98.3647,103.867,108.496,110.602,117.187,117.546,118.988,129.204,150.352,155.695,161.487,170.338,190.63,211.484,15.9652
-12.4704,0.976691,0.350192,3,9,0,14.1761,65.9201,0.337363,65.9201,0.337363,68.3767,69.1229,70.2786,72.3009,72.6776,73.5281,73.5711,76.6967,77.1614,80.6376,82.0501,83.0792,83.1,84.3892,85.4556,86.8115,87.2672,87.3609,93.8388,99.1498,103.616,105.647,111.996,112.341,113.731,123.574,143.931,149.072,154.644,163.157,182.668,202.712,15.5025
-11.5185,0.937027,0.350192,2,7,0,13.61,68.2886,0.32189,68.2886,0.32189,70.7188,71.4577,72.6028,74.6084,74.9821,75.8264,75.8692,78.975,79.4371,82.8971,84.3043,85.3301,85.3508,86.6363,87.7002,89.0533,89.5081,89.6017,96.0747,101.39,105.864,107.899,114.268,114.614,116.009,125.896,146.376,151.553,157.166,165.744,185.419,205.644,14.5847
-12.2354,0.986127,0.350192,2,7,0,13.0756,65.6607,0.363768,65.6607,0.363768,68.2954,69.0943,70.3305,72.4903,72.8921,73.799,73.8448,77.172,77.666,81.3562,82.8533,83.9433,83.9653,85.3297,86.4577,87.8909,88.3724,88.4713,95.3043,100.893,105.585,107.717,114.372,114.734,116.19,126.487,147.732,153.089,158.892,167.752,188.04,208.861,15.2053
-12.6171,0.991836,0.350192,2,3,0,12.6812,65.1966,0.379069,65.1966,0.379069,67.9206,68.7457,70.0217,72.2493,72.6634,73.5979,73.6451,77.0703,77.5784,81.3714,82.9087,84.0277,84.0502,85.4504,86.6074,88.077,88.5706,88.672,95.6705,101.387,106.183,108.36,115.154,115.524,117.009,127.508,149.143,154.593,160.497,169.507,190.128,211.279,15.5119
-11.8612,0.723886,0.350192,2,5,0,15.0495,67.2281,0.350255,67.2281,0.350255,69.8274,70.6162,71.8375,73.9728,74.3703,75.2677,75.313,78.6081,79.0976,82.7572,84.243,85.3253,85.3471,86.7023,87.823,89.2474,89.726,89.8244,96.6225,102.189,106.867,108.993,115.635,115.997,117.45,127.737,148.987,154.349,160.16,169.034,189.363,210.237,14.894
-11.5621,0.95877,0.350192,4,15,0,12.9242,67.5432,0.32447,67.5432,0.32447,69.9657,70.7022,71.8434,73.8419,74.2143,75.0555,75.098,78.1918,78.6521,82.0977,83.4988,84.5201,84.5407,85.8205,86.8796,88.2264,88.6792,88.7723,95.2142,100.502,104.953,106.978,113.311,113.656,115.043,124.873,145.231,150.376,155.955,164.48,184.029,204.123,14.6194
-12.5153,0.856181,0.350192,2,3,0,12.8259,67.038,0.309633,67.038,0.309633,69.3343,70.0331,71.1165,73.0154,73.3694,74.1695,74.21,77.1553,77.5938,80.8794,82.2167,83.192,83.2116,84.4342,85.4462,86.7339,87.1669,87.2559,93.4225,98.4919,102.763,104.707,110.793,111.125,112.459,121.918,141.539,146.502,151.886,160.116,179.002,198.429,15.5436
-12.6082,0.916175,0.350192,2,7,0,16.163,71.1169,0.270069,71.1169,0.270069,73.2461,73.8958,74.9046,76.6769,77.008,77.7566,77.7945,80.558,80.9704,84.0672,85.3311,86.2539,86.2726,87.4308,88.3906,89.6132,90.0246,90.1093,95.9861,100.838,104.939,106.808,112.674,112.994,114.282,123.437,142.515,147.357,152.614,160.66,179.16,198.23,15.5187
-12.8376,0.988678,0.350192,2,3,0,13.0105,71.3557,0.264302,71.3557,0.264302,73.4471,74.0855,75.077,76.8195,77.1451,77.8814,77.9187,80.6379,81.0438,84.093,85.338,86.2472,86.2656,87.4069,88.3529,89.558,89.9637,90.0471,95.8435,100.632,104.681,106.528,112.324,112.64,113.913,122.965,141.843,146.636,151.841,159.809,178.137,197.037,15.7109
-12.1061,0.966984,0.350192,3,7,0,13.2686,69.9467,0.279453,69.9467,0.279453,72.1126,72.7731,73.7982,75.5982,75.9343,76.6941,76.7326,79.5357,79.9538,83.0915,84.3712,85.3053,85.3242,86.4962,87.4673,88.7038,89.1198,89.2054,95.1437,100.041,104.177,106.062,111.973,112.295,113.592,122.807,141.988,146.851,152.13,160.208,178.772,197.898,15.0578
-12.8583,0.901025,0.350192,3,15,0,16.046,68.5885,0.346822,68.5885,0.346822,71.2149,72.0121,73.2466,75.4053,75.8072,76.7146,76.7605,80.0931,80.5883,84.291,85.7946,86.89,86.9121,88.2837,89.4182,90.8601,91.3447,91.4443,98.3282,103.967,108.706,110.86,117.592,117.958,119.431,129.859,151.408,156.846,162.74,171.741,192.366,213.545,15.9179
-12.7153,1,0.350192,2,7,0,13.115,67.9773,0.290356,67.9773,0.290356,70.163,70.829,71.8624,73.6756,74.014,74.7789,74.8176,77.6372,78.0575,81.2096,82.4943,83.4317,83.4506,84.6264,85.6002,86.8399,87.2569,87.3427,93.29,98.1891,102.323,104.206,110.107,110.428,111.723,120.912,140.014,144.853,150.104,158.137,176.586,195.582,15.6931
-12.0824,1,0.350192,2,7,0,13.211,68.8729,0.287842,68.8729,0.287842,71.0685,71.7377,72.776,74.5982,74.9383,75.7071,75.746,78.5805,79.0031,82.1728,83.4649,84.4078,84.4268,85.6095,86.5892,87.8364,88.2559,88.3422,94.327,99.2582,103.42,105.316,111.258,111.582,112.886,122.142,141.388,146.265,151.557,159.654,178.251,197.403,15.062
-11.5458,0.987304,0.350192,3,9,0,12.9346,68.6992,0.307482,68.6992,0.307482,71.0363,71.7476,72.8506,74.7839,75.1444,75.959,76.0003,78.9998,79.4465,82.7934,84.1559,85.1495,85.1696,86.4153,87.4466,88.7587,89.2,89.2907,95.576,100.744,105.099,107.082,113.289,113.627,114.987,124.636,144.655,149.72,155.214,163.613,182.889,202.719,14.5934
-11.5258,0.987797,0.350192,2,7,0,11.6659,68.3691,0.311424,68.3691,0.311424,70.7243,71.441,72.552,74.499,74.862,75.6823,75.7238,78.7431,79.1926,82.56,83.9305,84.9299,84.95,86.2028,87.2398,88.5591,89.0027,89.0939,95.4111,100.603,104.978,106.969,113.2,113.54,114.906,124.59,144.673,149.753,155.262,163.685,183.01,202.887,14.5776
-12.4572,0.916319,0.350192,3,11,0,12.5165,67.9639,0.351881,67.9639,0.351881,70.6036,71.4046,72.6446,74.8126,75.2161,76.1271,76.1732,79.5179,80.0148,83.7289,85.2368,86.335,86.3571,87.7323,88.8694,90.3147,90.8003,90.9001,97.7969,103.444,108.188,110.344,117.08,117.447,118.921,129.351,150.896,156.332,162.222,171.217,191.824,212.98,15.4972
-12.4572,0.617341,0.350192,2,3,0,17.0356,67.9639,0.351881,67.9639,0.351881,70.6036,71.4046,72.6446,74.8126,75.2161,76.1271,76.1732,79.5179,80.0148,83.7289,85.2368,86.335,86.3571,87.7323,88.8694,90.3147,90.8003,90.9001,97.7969,103.444,108.188,110.344,117.08,117.447,118.921,129.351,150.896,156.332,162.222,171.217,191.824,212.98,15.4972
-12.9307,0.908303,0.350192,1,1,0,13.0111,68.047,0.357113,68.047,0.357113,70.7285,71.5419,72.8009,75.0013,75.4108,76.3351,76.3819,79.7745,80.2783,84.0437,85.5718,86.6846,86.707,88.1003,89.2523,90.7162,91.208,91.3091,98.2921,104.007,108.807,110.988,117.8,118.17,119.661,130.205,151.973,157.464,163.413,172.497,193.303,214.66,15.9581
-12.6016,1,0.350192,3,11,0,13.6063,68.3087,0.286937,68.3087,0.286937,70.4796,71.1412,72.168,73.9699,74.3062,75.0666,75.105,77.9084,78.3263,81.4615,82.7396,83.6723,83.6911,84.8611,85.8302,87.064,87.4791,87.5645,93.4855,98.3647,102.483,104.359,110.239,110.56,111.85,121.011,140.061,144.889,150.128,158.143,176.554,195.515,15.5686
-12.2178,0.986931,0.350192,2,5,0,13.4502,69.8401,0.277001,69.8401,0.277001,71.984,72.6378,73.6528,75.4353,75.7681,76.5207,76.5588,79.3355,79.7497,82.8587,84.1269,85.0528,85.0714,86.2331,87.1957,88.4215,88.8339,88.9188,94.8069,99.6644,103.767,105.638,111.502,111.822,113.11,122.256,141.299,146.129,151.372,159.395,177.835,196.836,15.1539
-12.3531,0.956386,0.350192,3,7,0,12.7292,69.2252,0.279312,69.2252,0.279312,71.3677,72.021,73.0351,74.8157,75.1482,75.8998,75.9379,78.7108,79.1244,82.2284,83.4944,84.4185,84.4371,85.5966,86.5572,87.7805,88.1921,88.2767,94.1514,98.9965,103.088,104.953,110.801,111.119,112.403,121.52,140.496,145.308,150.531,158.523,176.891,195.814,15.2936
-12.0398,0.981796,0.350192,3,7,0,12.5737,69.2608,0.284859,69.2608,0.284859,71.4463,72.1125,73.1464,74.961,75.2998,76.0655,76.1043,78.9282,79.3493,82.5082,83.7962,84.7361,84.7551,85.9343,86.9111,88.1547,88.5731,88.6591,94.6285,99.5487,103.702,105.595,111.527,111.85,113.152,122.395,141.621,146.494,151.783,159.874,178.463,197.609,15.0104
-13.2658,0.989832,0.350192,3,7,0,13.6326,71.1799,0.253524,71.1799,0.253524,73.1823,73.7939,74.7443,76.4156,76.728,77.4348,77.4706,80.0826,80.4728,83.4056,84.604,85.4795,85.4971,86.5965,87.5081,88.6697,89.0608,89.1412,94.7345,99.3614,103.277,105.064,110.676,110.983,112.216,120.992,139.322,143.98,149.041,156.792,174.63,193.038,16.0507
-13.2201,0.99533,0.350192,3,7,0,13.4758,71.6939,0.256206,71.6939,0.256206,73.7317,74.3541,75.321,77.0213,77.339,78.0579,78.0943,80.7504,81.1471,84.1285,85.3465,86.2362,86.2542,87.3713,88.2975,89.4778,89.8751,89.9568,95.6381,100.336,104.311,106.126,111.821,112.132,113.383,122.286,140.875,145.598,150.729,158.585,176.665,195.319,16.0349
-15.8409,0.809849,0.350192,2,3,0,15.8721,73.5866,0.265454,73.5866,0.265454,75.7527,76.4138,77.4406,79.245,79.5821,80.3445,80.3831,83.1984,83.6186,86.7751,88.0638,89.0049,89.0239,90.2051,91.1843,92.4316,92.8513,92.9377,98.936,103.891,108.08,109.991,115.986,116.313,117.63,126.993,146.515,151.472,156.854,165.093,184.042,203.582,18.7534
-13.2899,0.988148,0.350192,3,15,0,18.5992,65.4094,0.335859,65.4094,0.335859,67.8363,68.5735,69.7154,71.7138,72.086,72.9265,72.969,76.0582,76.5175,79.9537,81.35,82.3675,82.388,83.6626,84.717,86.0576,86.5082,86.6008,93.0066,98.2592,102.677,104.686,110.966,111.308,112.683,122.421,142.565,147.652,153.166,161.591,180.901,200.74,16.3153
-11.7876,0.937347,0.350192,3,11,0,14.7914,69.3677,0.310468,69.3677,0.310468,71.7501,72.4751,73.599,75.5689,75.9361,76.766,76.808,79.863,80.3178,83.7254,85.1124,86.1238,86.1442,87.412,88.4615,89.7968,90.2458,90.3381,96.7323,101.988,106.417,108.432,114.742,115.085,116.468,126.274,146.611,151.755,157.335,165.865,185.438,205.569,14.8519
