# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-20 10:21:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpwtf1_yr5/wy6ynda4.json
# random
#   seed = 25896
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230720112126.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,M,theta.1,theta.2,theta.3,theta.4,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40
# Adaptation terminated
# Step size = 0.0496868
# Diagonal elements of inverse mass matrix:
# 0.0938728, 0.0231325, 0.22458, 0.000182967
-20.8919,0.998344,0.0496868,5,63,0,22.2632,0.3853,64.2203,-0.376471,-1.2075,64.2203,0.3853,-0.376471,-1.2075,0.0141599,0.0197064,0.026966,0.033777,0.0408675,0.0493184,0.0585196,0.0672813,0.076252,0.0863358,0.0951732,0.10802,0.116143,0.130705,0.140576,0.154776,0.169783,0.184127,0.202058,0.218338,0.239118,0.258642,0.283807,0.304496,0.332513,0.361857,0.396428,0.430907,0.468505,0.519801,0.566781,0.626784,0.696628,0.789906,0.883706,1.04691,1.22067,1.46132,2.00807,2.77985,14.5478,15.2655,15.9466,16.4356,16.8494,17.2575,17.629,17.932,18.2038,18.4735,18.6851,18.96,19.1175,19.374,19.532,19.741,19.942,20.1181,20.3199,20.4881,20.6856,20.856,21.0576,21.2104,21.4015,21.5852,21.7833,21.9644,22.1461,22.3717,22.5596,22.7781,23.0075,23.2804,23.524,23.892,24.2255,24.6162,25.3064,26.0126
-21.333,0.831221,0.0496868,5,63,0,25.3049,0.545842,77.8522,-0.722698,-1.22496,77.8522,0.545842,-0.722698,-1.22496,0.0141729,0.0197313,0.027012,0.0338483,0.0409704,0.0494659,0.0587238,0.0675468,0.0765874,0.0867579,0.0956779,0.108655,0.116866,0.131598,0.141591,0.155975,0.171189,0.185739,0.20394,0.220474,0.241589,0.261439,0.287032,0.30808,0.336589,0.36645,0.401628,0.436704,0.474937,0.527063,0.574756,0.63559,0.706274,0.80044,0.894842,1.05836,1.23146,1.46956,2.00441,2.74855,14.5323,15.2508,15.9328,16.4227,16.8374,17.2466,17.6191,17.9231,18.1958,18.4666,18.6791,18.9553,19.1135,19.3713,19.5302,19.7403,19.9424,20.1196,20.3226,20.4918,20.6904,20.8619,21.0647,21.2184,21.4105,21.5951,21.7942,21.976,22.1582,22.3844,22.5725,22.7909,23.0199,23.2917,23.5338,23.8982,24.2271,24.611,25.285,25.9706
-20.9782,0.964437,0.0496868,4,31,0,21.9579,0.527042,76.825,-0.695484,-1.22258,76.825,0.527042,-0.695484,-1.22258,0.0141716,0.0197288,0.0270073,0.0338409,0.0409599,0.0494508,0.0587028,0.0675196,0.0765531,0.0867147,0.0956262,0.10859,0.116792,0.131507,0.141487,0.155853,0.171046,0.185575,0.203749,0.220258,0.24134,0.261157,0.286708,0.307721,0.336183,0.365994,0.401115,0.436136,0.474312,0.526365,0.573998,0.634766,0.705391,0.799507,0.893895,1.05748,1.23076,1.46929,2.00578,2.75329,14.5345,15.2529,15.9348,16.4246,16.8392,17.2483,17.6207,17.9246,18.1972,18.4679,18.6803,18.9564,19.1145,19.3722,19.531,19.741,19.943,20.12,20.3229,20.4921,20.6906,20.8619,21.0646,21.2182,21.4103,21.5948,21.7938,21.9755,22.1577,22.3839,22.572,22.7905,23.0196,23.2915,23.5339,23.8988,24.2283,24.613,25.2888,25.9767
-22.4691,0.568877,0.0496868,6,63,0,24.4286,0.339422,58.4111,-0.218278,-1.20342,58.4111,0.339422,-0.218278,-1.20342,0.0141562,0.0196994,0.0269531,0.033757,0.0408386,0.0492771,0.0584626,0.0672072,0.0761585,0.0862182,0.0950327,0.107844,0.115942,0.130458,0.140295,0.154444,0.169395,0.183682,0.20154,0.217751,0.238439,0.257875,0.282923,0.303515,0.3314,0.360603,0.39501,0.429328,0.466754,0.517827,0.564616,0.624396,0.694014,0.787057,0.880703,1.04384,1.21784,1.45931,2.00989,2.79083,14.5513,15.2688,15.9496,16.4384,16.8519,17.2598,17.631,17.9337,18.2052,18.4746,18.6859,18.9606,19.1178,19.3739,19.5318,19.7404,19.9411,20.1169,20.3184,20.4864,20.6835,20.8536,21.0549,21.2075,21.3983,21.5817,21.7796,21.9605,22.142,22.3675,22.5553,22.7739,23.0034,23.2766,23.5207,23.8898,24.2245,24.6173,25.3124,26.0252
-22.1077,0.993139,0.0496868,4,31,0,25.5585,0.427262,64.4709,-0.470237,-1.19901,64.4709,0.427262,-0.470237,-1.19901,0.0141619,0.0197103,0.0269731,0.0337879,0.0408831,0.0493407,0.0585502,0.0673208,0.0763016,0.0863978,0.0952468,0.108112,0.116247,0.130832,0.140719,0.154943,0.169976,0.184346,0.20231,0.21862,0.239438,0.258998,0.284207,0.304932,0.332995,0.362383,0.396999,0.431516,0.469146,0.520468,0.567452,0.627432,0.697205,0.790316,0.883859,1.0464,1.21919,1.45803,1.99902,2.75968,14.5566,15.2745,15.9556,16.4448,16.8587,17.267,17.6386,17.9417,18.2137,18.4835,18.6952,18.9704,19.1279,19.3846,19.5428,19.7518,19.9529,20.1292,20.3311,20.4994,20.697,20.8675,21.0692,21.222,21.4132,21.5968,21.7949,21.976,22.1575,22.383,22.5706,22.7888,23.0178,23.29,23.5329,23.8995,24.2313,24.6198,25.3051,26.0053
-22.0145,0.949149,0.0496868,5,31,0,23.2701,0.400759,64.2103,-0.376594,-1.19484,64.2103,0.400759,-0.376594,-1.19484,0.0141585,0.0197037,0.0269609,0.0337689,0.0408557,0.0493013,0.0584956,0.0672496,0.0762114,0.086284,0.0951104,0.10794,0.11605,0.130588,0.140441,0.154613,0.169589,0.183899,0.201786,0.218022,0.238741,0.258205,0.283284,0.303899,0.331809,0.361031,0.395448,0.429762,0.467169,0.518184,0.564889,0.624515,0.693887,0.786485,0.87955,1.04136,1.2135,1.45174,1.9924,2.7547,14.5602,15.2779,15.9588,16.4477,16.8614,17.2695,17.6408,17.9436,18.2153,18.4848,18.6963,18.9711,19.1284,19.3847,19.5426,19.7514,19.9521,20.1281,20.3296,20.4977,20.6948,20.865,21.0663,21.2188,21.4096,21.5929,21.7906,21.9713,22.1525,22.3776,22.565,22.7829,23.0116,23.2836,23.5265,23.8932,24.2254,24.6146,25.302,26.0055
