# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-27 14:52:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprao0mfyc/zvkp49al.json
# random
#   seed = 8918
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230727155215.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-48.1469,0.877418,0.139447,2,3,0,48.7538,0.426767,-0.442153,0.426767,-0.442153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26039e+07,1.37006e+06,57571.6,23.8147,23.7549,23.7799,23.7786,23.7794,23.7695,23.7392,23.7709,23.7667,23.8734,23.808,23.8713,23.8471,23.7897,23.8161,23.8702,23.7953,23.739,23.8119,23.8096,23.793,23.7983,23.7877,23.7871,23.756,23.788,23.8245,23.7971,23.7921,23.8041,23.7948,23.8164,23.7916,23.8192,23.7799,23.7769,23.8234,23.832,23.8102,23.7322
-47.1871,0.909267,0.139447,1,3,0,49.2263,0.415613,-0.467682,0.415613,-0.467682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25853e+07,1.36967e+06,57571.6,23.8143,23.7543,23.7792,23.7777,23.7784,23.7682,23.7377,23.7691,23.7647,23.8712,23.8056,23.8686,23.8442,23.7865,23.8126,23.8665,23.7912,23.7346,23.8072,23.8045,23.7875,23.7924,23.7814,23.7803,23.7488,23.7803,23.8162,23.7882,23.7827,23.7939,23.7839,23.8048,23.7792,23.8057,23.7654,23.761,23.8062,23.8133,23.789,23.7089
-47.7842,0.976571,0.139447,3,15,0,48.3565,0.382336,-0.361731,0.382336,-0.361731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26004e+07,1.36998e+06,57571.6,23.8148,23.755,23.7802,23.7789,23.7798,23.7699,23.7397,23.7714,23.7672,23.8739,23.8086,23.8719,23.8477,23.7903,23.8167,23.8708,23.7959,23.7395,23.8125,23.8101,23.7934,23.7987,23.7879,23.7871,23.7559,23.7877,23.8239,23.7962,23.7909,23.8024,23.7926,23.8136,23.788,23.8145,23.7741,23.7692,23.8136,23.8195,23.792,23.7074
-47.6508,0.999901,0.139447,2,7,0,47.8407,0.382374,-0.37971,0.382374,-0.37971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25938e+07,1.36984e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7694,23.7391,23.7707,23.7664,23.873,23.8076,23.8708,23.8465,23.7891,23.8153,23.8694,23.7943,23.7379,23.8106,23.8081,23.7913,23.7964,23.7855,23.7846,23.7532,23.7849,23.8209,23.793,23.7875,23.7988,23.7888,23.8095,23.7837,23.8099,23.7692,23.7639,23.8081,23.8136,23.7857,23.7009
-47.6403,0.964468,0.139447,3,7,0,48.0631,0.384127,-0.376853,0.384127,-0.376853,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25963e+07,1.3699e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7795,23.7695,23.7393,23.7709,23.7666,23.8733,23.808,23.8712,23.8469,23.7895,23.8158,23.8699,23.7948,23.7384,23.8113,23.8088,23.792,23.7972,23.7864,23.7855,23.7542,23.7859,23.822,23.7941,23.7888,23.8001,23.7902,23.8111,23.7854,23.8117,23.7712,23.7661,23.8105,23.8162,23.7886,23.7042
-47.8246,0.988253,0.139447,3,7,0,47.8812,0.376123,-0.372721,0.376123,-0.372721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25913e+07,1.36979e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7693,23.7389,23.7705,23.7662,23.8728,23.8074,23.8706,23.8463,23.7888,23.815,23.869,23.7939,23.7374,23.8101,23.8076,23.7907,23.7958,23.7848,23.7839,23.7524,23.7839,23.8199,23.7919,23.7863,23.7974,23.7873,23.8079,23.7819,23.8078,23.7669,23.7612,23.805,23.81,23.7811,23.6952
-47.4257,0.939789,0.139447,3,15,0,49.1641,0.405255,-0.420941,0.405255,-0.420941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25962e+07,1.36989e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7692,23.7389,23.7705,23.7662,23.8728,23.8074,23.8706,23.8463,23.7889,23.8151,23.8692,23.7941,23.7377,23.8105,23.8081,23.7913,23.7964,23.7856,23.7848,23.7535,23.7852,23.8214,23.7937,23.7884,23.8,23.7902,23.8113,23.786,23.8127,23.7726,23.7684,23.8137,23.8206,23.7957,23.7145
-47.2712,1,0.139447,2,7,0,47.488,0.407384,-0.447284,0.407384,-0.447284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25874e+07,1.36971e+06,57571.6,23.8144,23.7545,23.7794,23.7779,23.7786,23.7685,23.738,23.7695,23.7651,23.8716,23.8061,23.8691,23.8447,23.7871,23.8133,23.8672,23.7919,23.7354,23.808,23.8054,23.7884,23.7934,23.7824,23.7814,23.7499,23.7814,23.8173,23.7894,23.7839,23.7951,23.7851,23.806,23.7803,23.8067,23.7664,23.7617,23.8067,23.8133,23.7882,23.7069
-47.7194,0.953048,0.139447,2,7,0,48.0477,0.39929,-0.450005,0.39929,-0.450005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25803e+07,1.36956e+06,57571.6,23.8143,23.7543,23.7791,23.7776,23.7782,23.7681,23.7375,23.7689,23.7645,23.8709,23.8053,23.8682,23.8437,23.786,23.8121,23.8659,23.7905,23.7338,23.8063,23.8036,23.7865,23.7913,23.7801,23.7789,23.7472,23.7785,23.8143,23.7861,23.7803,23.7912,23.781,23.8015,23.7754,23.8013,23.7605,23.7551,23.7994,23.8053,23.7786,23.6959
-47.8177,0.996077,0.139447,2,3,0,47.8766,0.397526,-0.448366,0.397526,-0.448366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25796e+07,1.36955e+06,57571.6,23.8142,23.7543,23.7791,23.7776,23.7782,23.768,23.7375,23.7689,23.7644,23.8708,23.8052,23.8681,23.8437,23.7859,23.812,23.8658,23.7904,23.7337,23.8062,23.8035,23.7863,23.7911,23.7799,23.7787,23.747,23.7783,23.814,23.7858,23.78,23.7909,23.7806,23.801,23.7749,23.8008,23.7599,23.7544,23.7986,23.8043,23.7774,23.6944
-49.2608,0.865685,0.139447,2,3,0,49.6832,0.391874,-0.465558,0.391874,-0.465558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25687e+07,1.36932e+06,57571.6,23.814,23.754,23.7787,23.7771,23.7776,23.7673,23.7366,23.7679,23.7633,23.8695,23.8038,23.8665,23.842,23.784,23.8099,23.8636,23.788,23.7311,23.8034,23.8005,23.7831,23.7877,23.7762,23.7748,23.7427,23.7738,23.8091,23.7806,23.7745,23.7849,23.7742,23.7942,23.7676,23.7929,23.7514,23.7451,23.7885,23.7933,23.765,23.6807
-47.9004,0.999475,0.139447,3,7,0,49.2571,0.404586,-0.400834,0.404586,-0.400834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26035e+07,1.37005e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7797,23.7698,23.7396,23.7713,23.7671,23.8738,23.8085,23.8718,23.8476,23.7903,23.8166,23.8708,23.7959,23.7396,23.8126,23.8102,23.7936,23.7989,23.7883,23.7876,23.7565,23.7884,23.8248,23.7973,23.7922,23.804,23.7945,23.8158,23.7907,23.8178,23.778,23.7741,23.8197,23.8269,23.8024,23.7213
-48.0491,0.664102,0.139447,2,3,0,52.8741,0.422682,-0.435618,0.422682,-0.435618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26035e+07,1.37005e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7795,23.7695,23.7393,23.7709,23.7667,23.8734,23.8081,23.8713,23.8471,23.7898,23.8161,23.8703,23.7953,23.739,23.812,23.8096,23.793,23.7984,23.7877,23.7871,23.756,23.788,23.8244,23.797,23.792,23.8039,23.7945,23.8161,23.7913,23.8187,23.7793,23.7761,23.8225,23.8308,23.8085,23.7299
-47.2004,1,0.139447,3,7,0,47.9597,0.422304,-0.464019,0.422304,-0.464019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25917e+07,1.3698e+06,57571.6,23.8144,23.7545,23.7794,23.778,23.7787,23.7686,23.7382,23.7697,23.7653,23.8718,23.8064,23.8694,23.8451,23.7875,23.8137,23.8677,23.7925,23.736,23.8087,23.8062,23.7893,23.7944,23.7835,23.7825,23.7511,23.7828,23.819,23.7912,23.7859,23.7974,23.7877,23.8088,23.7835,23.8105,23.7706,23.7668,23.8126,23.8203,23.7973,23.7183
-47.1589,0.960145,0.139447,3,7,0,47.6313,0.420167,-0.47994,0.420167,-0.47994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25836e+07,1.36963e+06,57571.6,23.8142,23.7543,23.7791,23.7776,23.7782,23.768,23.7375,23.7689,23.7644,23.8708,23.8053,23.8682,23.8437,23.786,23.8121,23.8659,23.7906,23.734,23.8065,23.8039,23.7868,23.7917,23.7806,23.7795,23.7479,23.7794,23.8153,23.7873,23.7818,23.793,23.783,23.8038,23.7782,23.8047,23.7645,23.7602,23.8055,23.8128,23.789,23.7095
-47.2573,0.995025,0.139447,2,7,0,47.3169,0.41682,-0.478467,0.41682,-0.478467,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25818e+07,1.36959e+06,57571.6,23.8142,23.7542,23.7791,23.7775,23.7781,23.7679,23.7374,23.7688,23.7643,23.8707,23.8051,23.868,23.8435,23.7858,23.8118,23.8657,23.7903,23.7336,23.8062,23.8034,23.7863,23.7912,23.7801,23.779,23.7473,23.7787,23.8145,23.7865,23.7809,23.792,23.7819,23.8027,23.7769,23.8033,23.7629,23.7584,23.8035,23.8104,23.7861,23.7061
-49.5422,0.855527,0.139447,4,23,0,50.1071,0.425354,-0.415548,0.425354,-0.415548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26137e+07,1.37026e+06,57571.6,23.8149,23.7552,23.7804,23.7792,23.7801,23.7703,23.7402,23.772,23.7679,23.8747,23.8095,23.8729,23.8488,23.7917,23.8181,23.8725,23.7977,23.7416,23.8147,23.8126,23.7962,23.8017,23.7913,23.7909,23.76,23.7923,23.8291,23.8019,23.7972,23.8095,23.8004,23.8224,23.798,23.8259,23.7869,23.7844,23.8313,23.8403,23.8189,23.741
-47.291,1,0.139447,2,3,0,49.2735,0.411265,-0.439793,0.411265,-0.439793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25933e+07,1.36983e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.7789,23.7689,23.7385,23.7701,23.7657,23.8723,23.8069,23.87,23.8456,23.7881,23.8143,23.8684,23.7932,23.7368,23.8095,23.807,23.7902,23.7953,23.7844,23.7835,23.7521,23.7838,23.82,23.7922,23.7869,23.7983,23.7886,23.8097,23.7843,23.811,23.771,23.7668,23.8122,23.8194,23.7951,23.7146
-47.4484,0.960273,0.139447,3,11,0,47.9191,0.405302,-0.419693,0.405302,-0.419693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25967e+07,1.36991e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7693,23.7389,23.7705,23.7663,23.8729,23.8075,23.8707,23.8464,23.789,23.8152,23.8693,23.7942,23.7378,23.8107,23.8082,23.7914,23.7966,23.7858,23.785,23.7537,23.7855,23.8217,23.7939,23.7887,23.8002,23.7905,23.8117,23.7863,23.8131,23.773,23.7688,23.8141,23.8211,23.7963,23.715
-50.7956,0.920861,0.139447,5,39,0,52.435,0.289541,-0.0673497,0.289541,-0.0673497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26061e+07,1.3701e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7737,23.7697,23.8767,23.8116,23.8752,23.8511,23.7941,23.8206,23.875,23.8002,23.7441,23.8172,23.8149,23.7984,23.8037,23.793,23.7922,23.761,23.7927,23.8287,23.8007,23.7951,23.806,23.7956,23.8157,23.789,23.8138,23.7715,23.7631,23.8036,23.804,23.7644,23.6648
-50.3505,1,0.139447,2,3,0,50.8028,0.296982,-0.0694556,0.296982,-0.0694556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26137e+07,1.37026e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7744,23.7705,23.8776,23.8126,23.8762,23.8523,23.7953,23.8219,23.8764,23.8018,23.7458,23.819,23.8169,23.8005,23.806,23.7955,23.7949,23.7638,23.7958,23.832,23.8043,23.7989,23.8102,23.8,23.8205,23.7942,23.8195,23.7777,23.77,23.8113,23.8126,23.7747,23.6768
-50.964,0.892623,0.139447,1,3,0,51.5952,0.289966,-0.0817934,0.289966,-0.0817934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26025e+07,1.37003e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7414,23.7733,23.7693,23.8762,23.8111,23.8746,23.8505,23.7934,23.8198,23.8742,23.7993,23.7431,23.8162,23.8139,23.7972,23.8025,23.7917,23.7909,23.7595,23.7911,23.8271,23.799,23.7933,23.8041,23.7935,23.8135,23.7867,23.8113,23.7689,23.7602,23.8007,23.8008,23.761,23.6613
-52.3311,0.847448,0.139447,4,31,0,55.1729,0.354902,-0.193772,0.354902,-0.193772,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2635e+07,1.37071e+06,57571.6,23.8158,23.7563,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7718,23.8791,23.8143,23.8782,23.8544,23.7978,23.8246,23.8794,23.805,23.7493,23.823,23.8212,23.8053,23.8112,23.8013,23.8012,23.7707,23.8034,23.8404,23.8135,23.8091,23.8215,23.8125,23.8344,23.8097,23.8371,23.7974,23.7933,23.8382,23.8441,23.8155,23.728
-49.2109,1,0.139447,2,3,0,52.2279,0.33726,-0.205242,0.33726,-0.205242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26142e+07,1.37027e+06,57571.6,23.8153,23.7558,23.7812,23.7801,23.7812,23.7716,23.7417,23.7736,23.7697,23.8767,23.8117,23.8753,23.8512,23.7943,23.8208,23.8753,23.8006,23.7445,23.8178,23.8157,23.7993,23.8048,23.7943,23.7938,23.7628,23.7948,23.8313,23.8037,23.7986,23.8102,23.8004,23.8214,23.7957,23.8218,23.7809,23.7749,23.8181,23.8218,23.7894,23.6984
