# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-27 14:52:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprao0mfyc/zvkp49al.json
# random
#   seed = 8918
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230727155215.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-47.0494,0.982257,0.144665,4,23,0,47.3311,0.467341,-0.559067,0.467341,-0.559067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25814e+07,1.36958e+06,57571.6,23.814,23.7539,23.7786,23.7769,23.7775,23.7671,23.7365,23.7678,23.7632,23.8695,23.8038,23.8666,23.8421,23.7842,23.8102,23.864,23.7886,23.7319,23.8043,23.8016,23.7845,23.7894,23.7783,23.7772,23.7456,23.7772,23.8132,23.7853,23.78,23.7915,23.7819,23.8032,23.7782,23.8056,23.7664,23.7637,23.811,23.8209,23.8027,23.7297
-47.2111,0.999197,0.144665,4,23,0,48.1111,0.416437,-0.454183,0.416437,-0.454183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25914e+07,1.36979e+06,57571.6,23.8144,23.7545,23.7795,23.778,23.7787,23.7687,23.7383,23.7698,23.7654,23.8719,23.8065,23.8695,23.8452,23.7876,23.8138,23.8678,23.7926,23.7361,23.8088,23.8063,23.7894,23.7945,23.7835,23.7826,23.7512,23.7829,23.819,23.7911,23.7858,23.7973,23.7875,23.8086,23.7832,23.8099,23.7699,23.7659,23.8114,23.8188,23.795,23.7152
-47.3502,0.981143,0.144665,3,11,0,47.6108,0.408804,-0.431615,0.408804,-0.431615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25947e+07,1.36986e+06,57571.6,23.8145,23.7547,23.7797,23.7783,23.7791,23.769,23.7387,23.7703,23.7659,23.8725,23.8071,23.8703,23.846,23.7885,23.8147,23.8687,23.7936,23.7372,23.81,23.8075,23.7907,23.7958,23.785,23.7841,23.7528,23.7845,23.8207,23.7929,23.7876,23.7991,23.7894,23.8105,23.7851,23.8119,23.7718,23.7676,23.813,23.8201,23.7955,23.7147
-47.4139,0.999978,0.144665,3,15,0,48.1587,0.400304,-0.414476,0.400304,-0.414476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25949e+07,1.36987e+06,57571.6,23.8146,23.7547,23.7798,23.7784,23.7792,23.7692,23.7389,23.7704,23.7661,23.8728,23.8074,23.8705,23.8462,23.7887,23.815,23.8691,23.7939,23.7375,23.8103,23.8078,23.791,23.7962,23.7853,23.7844,23.7531,23.7848,23.8209,23.7931,23.7878,23.7993,23.7894,23.8105,23.785,23.8116,23.7713,23.7668,23.8118,23.8184,23.7928,23.7108
-49.1378,0.832608,0.144665,3,15,0,50.5831,0.367959,-0.391773,0.367959,-0.391773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25777e+07,1.36951e+06,57571.6,23.8143,23.7544,23.7793,23.7778,23.7785,23.7683,23.7378,23.7693,23.7648,23.8712,23.8057,23.8686,23.8442,23.7864,23.8125,23.8663,23.7909,23.7342,23.8067,23.8039,23.7867,23.7915,23.7802,23.779,23.7471,23.7783,23.8138,23.7854,23.7794,23.79,23.7794,23.7994,23.7728,23.7979,23.7563,23.7495,23.7922,23.796,23.7651,23.6775
-48.6096,0.988601,0.144665,4,23,0,49.8768,0.411839,-0.400349,0.411839,-0.400349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26094e+07,1.37017e+06,57571.6,23.8149,23.7551,23.7803,23.7791,23.78,23.7702,23.74,23.7718,23.7676,23.8744,23.8092,23.8726,23.8484,23.7912,23.8176,23.8719,23.7971,23.7409,23.814,23.8117,23.7952,23.8007,23.7902,23.7896,23.7587,23.7908,23.8274,23.8,23.7951,23.8072,23.7979,23.8195,23.7947,23.8222,23.7828,23.7795,23.8257,23.8336,23.8104,23.7304
-48.7418,1,0.144665,2,7,0,49.2884,0.375592,-0.407407,0.375592,-0.407407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25782e+07,1.36952e+06,57571.6,23.8143,23.7544,23.7793,23.7777,23.7784,23.7682,23.7377,23.7692,23.7647,23.8711,23.8056,23.8685,23.844,23.7863,23.8123,23.8661,23.7908,23.7341,23.8065,23.8038,23.7866,23.7914,23.7801,23.7789,23.747,23.7783,23.8138,23.7855,23.7795,23.7902,23.7796,23.7998,23.7733,23.7986,23.7572,23.7507,23.7938,23.7981,23.7683,23.6818
-47.7859,0.991139,0.144665,2,3,0,49.0391,0.376404,-0.368982,0.376404,-0.368982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25929e+07,1.36983e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7694,23.7391,23.7707,23.7664,23.873,23.8076,23.8708,23.8465,23.7891,23.8153,23.8694,23.7942,23.7378,23.8106,23.8081,23.7912,23.7963,23.7854,23.7845,23.753,23.7846,23.8206,23.7926,23.7871,23.7983,23.7882,23.8089,23.783,23.809,23.7681,23.7625,23.8064,23.8115,23.7827,23.697
-47.9661,0.975446,0.144665,2,3,0,48.1352,0.374749,-0.338494,0.374749,-0.338494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26026e+07,1.37003e+06,57571.6,23.8149,23.7552,23.7803,23.7791,23.78,23.7702,23.74,23.7717,23.7676,23.8744,23.8091,23.8724,23.8482,23.791,23.8173,23.8716,23.7966,23.7403,23.8133,23.811,23.7943,23.7996,23.7889,23.7882,23.757,23.7888,23.8251,23.7974,23.7921,23.8036,23.7938,23.8148,23.7892,23.8156,23.7751,23.77,23.8143,23.8197,23.7914,23.7058
-47.1214,0.992058,0.144665,4,31,0,49.5724,0.485546,-0.596395,0.485546,-0.596395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25754e+07,1.36946e+06,57571.6,23.8137,23.7536,23.7782,23.7764,23.7768,23.7664,23.7356,23.7668,23.7621,23.8683,23.8025,23.8651,23.8406,23.7826,23.8085,23.8621,23.7865,23.7297,23.8021,23.7992,23.782,23.7867,23.7755,23.7743,23.7426,23.7741,23.81,23.782,23.7766,23.7881,23.7784,23.7998,23.7748,23.8024,23.7633,23.7611,23.8088,23.8195,23.8031,23.7323
-47.0322,0.913032,0.144665,4,17,0,47.9585,0.43733,-0.514135,0.43733,-0.514135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25814e+07,1.36958e+06,57571.6,23.8141,23.7541,23.7789,23.7773,23.7778,23.7676,23.737,23.7683,23.7638,23.8701,23.8045,23.8674,23.8429,23.7851,23.8111,23.8649,23.7895,23.7328,23.8053,23.8026,23.7855,23.7904,23.7792,23.7781,23.7465,23.778,23.8139,23.7859,23.7804,23.7916,23.7817,23.8027,23.7772,23.804,23.7641,23.7603,23.8063,23.8145,23.7926,23.7155
-47.1548,0.980395,0.144665,3,15,0,47.2242,0.446119,-0.543318,0.446119,-0.543318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25747e+07,1.36944e+06,57571.6,23.8139,23.7538,23.7785,23.7768,23.7773,23.7669,23.7362,23.7675,23.7628,23.8691,23.8034,23.8661,23.8415,23.7836,23.8095,23.8632,23.7876,23.7308,23.8032,23.8003,23.7831,23.7878,23.7765,23.7753,23.7435,23.7748,23.8106,23.7824,23.7768,23.7879,23.7779,23.7987,23.7731,23.7998,23.7598,23.756,23.8021,23.8105,23.7893,23.7133
-47.2321,0.999888,0.144665,4,23,0,47.4492,0.480005,-0.603825,0.480005,-0.603825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25686e+07,1.36931e+06,57571.6,23.8136,23.7534,23.7779,23.7761,23.7765,23.766,23.7351,23.7662,23.7614,23.8675,23.8017,23.8642,23.8395,23.7814,23.8072,23.8607,23.7851,23.7282,23.8003,23.7974,23.78,23.7846,23.7732,23.7719,23.74,23.7713,23.8069,23.7788,23.7732,23.7844,23.7744,23.7955,23.7702,23.7973,23.7578,23.7551,23.8023,23.8124,23.7949,23.7233
-47.4311,0.985506,0.144665,2,3,0,47.4628,0.49274,-0.591406,0.49274,-0.591406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25821e+07,1.3696e+06,57571.6,23.8139,23.7537,23.7784,23.7767,23.7772,23.7668,23.7361,23.7674,23.7627,23.869,23.8033,23.866,23.8415,23.7836,23.8096,23.8634,23.7879,23.7312,23.8037,23.8009,23.7839,23.7888,23.7777,23.7767,23.7452,23.7768,23.8129,23.7852,23.78,23.7918,23.7824,23.804,23.7794,23.8074,23.7687,23.7671,23.8155,23.8268,23.8116,23.7419
-47.4311,0.618433,0.144665,1,3,0,48.9881,0.49274,-0.591406,0.49274,-0.591406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25821e+07,1.3696e+06,57571.6,23.8139,23.7537,23.7784,23.7767,23.7772,23.7668,23.7361,23.7674,23.7627,23.869,23.8033,23.866,23.8415,23.7836,23.8096,23.8634,23.7879,23.7312,23.8037,23.8009,23.7839,23.7888,23.7777,23.7767,23.7452,23.7768,23.8129,23.7852,23.78,23.7918,23.7824,23.804,23.7794,23.8074,23.7687,23.7671,23.8155,23.8268,23.8116,23.7419
-48.6174,0.99988,0.144665,4,23,0,49.1014,0.356392,-0.27198,0.356392,-0.27198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26099e+07,1.37018e+06,57571.6,23.8152,23.7555,23.7808,23.7797,23.7807,23.771,23.741,23.7728,23.7688,23.8757,23.8106,23.8741,23.85,23.7929,23.8194,23.8737,23.7989,23.7428,23.8159,23.8138,23.7973,23.8027,23.7922,23.7916,23.7605,23.7925,23.8289,23.8013,23.7961,23.8077,23.798,23.819,23.7934,23.8198,23.7792,23.7737,23.8175,23.8222,23.792,23.7038
-48.4295,0.984719,0.144665,1,3,0,48.8316,0.349547,-0.279235,0.349547,-0.279235,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26012e+07,1.37e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7802,23.7704,23.7403,23.7721,23.7679,23.8747,23.8095,23.8728,23.8487,23.7914,23.8178,23.872,23.7971,23.7408,23.8138,23.8114,23.7948,23.8,23.7893,23.7885,23.7572,23.7889,23.825,23.7972,23.7918,23.803,23.793,23.8136,23.7876,23.8134,23.7723,23.7661,23.8091,23.813,23.7813,23.6916
-48.4487,0.999911,0.144665,3,7,0,48.454,0.35007,-0.273427,0.35007,-0.273427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26037e+07,1.37005e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7723,23.7682,23.875,23.8098,23.8732,23.8491,23.7919,23.8183,23.8726,23.7977,23.7414,23.8144,23.8121,23.7955,23.8008,23.7901,23.7894,23.7582,23.79,23.8262,23.7984,23.793,23.8044,23.7944,23.8151,23.7892,23.8151,23.7741,23.768,23.8113,23.8153,23.7838,23.6944
-49.653,0.968577,0.144665,3,15,0,51.1176,0.315703,-0.141086,0.315703,-0.141086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26126e+07,1.37024e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7739,23.77,23.877,23.812,23.8756,23.8516,23.7946,23.8211,23.8756,23.8009,23.7449,23.8181,23.8159,23.7995,23.805,23.7945,23.7939,23.7628,23.7948,23.8311,23.8034,23.7981,23.8095,23.7995,23.8201,23.7941,23.8197,23.7782,23.7713,23.8134,23.8158,23.7804,23.6857
-47.061,0.988843,0.144665,4,23,0,50.6611,0.462632,-0.568267,0.462632,-0.568267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25743e+07,1.36943e+06,57571.6,23.8138,23.7537,23.7783,23.7766,23.777,23.7667,23.7359,23.7671,23.7624,23.8686,23.8029,23.8656,23.841,23.783,23.8089,23.8625,23.787,23.7302,23.8025,23.7996,23.7824,23.7871,23.7758,23.7746,23.7428,23.7742,23.81,23.7819,23.7764,23.7876,23.7777,23.7987,23.7734,23.8004,23.7608,23.7576,23.8043,23.8136,23.7945,23.7206
-47.1549,0.998976,0.144665,3,15,0,47.339,0.487238,-0.59547,0.487238,-0.59547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25768e+07,1.36949e+06,57571.6,23.8138,23.7536,23.7782,23.7765,23.7769,23.7665,23.7357,23.7669,23.7622,23.8684,23.8027,23.8653,23.8408,23.7828,23.8087,23.8624,23.7868,23.73,23.8024,23.7996,23.7824,23.7872,23.776,23.7748,23.7432,23.7747,23.8106,23.7827,23.7774,23.7889,23.7793,23.8007,23.7758,23.8035,23.7645,23.7624,23.8103,23.8211,23.805,23.7345
-48.4942,0.750029,0.144665,2,3,0,48.7209,0.49167,-0.564962,0.49167,-0.564962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2594e+07,1.36985e+06,57571.6,23.8141,23.7541,23.779,23.7774,23.778,23.7678,23.7373,23.7687,23.7642,23.8706,23.8051,23.868,23.8436,23.786,23.8121,23.866,23.7908,23.7343,23.807,23.8045,23.7877,23.7929,23.7821,23.7813,23.7501,23.782,23.8185,23.7911,23.7862,23.7984,23.7893,23.8114,23.7872,23.8156,23.7773,23.7763,23.8252,23.8369,23.8221,23.7526
-47.7712,1,0.144665,2,3,0,48.4577,0.485466,-0.567357,0.485466,-0.567357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2589e+07,1.36974e+06,57571.6,23.8141,23.754,23.7788,23.7772,23.7777,23.7675,23.7369,23.7682,23.7637,23.8701,23.8045,23.8674,23.8429,23.7852,23.8113,23.8651,23.7898,23.7332,23.8058,23.8032,23.7863,23.7914,23.7804,23.7795,23.7482,23.78,23.8163,23.7887,23.7837,23.7957,23.7864,23.8082,23.7837,23.8118,23.7732,23.7717,23.8201,23.8313,23.8156,23.7451
-47.0989,0.754233,0.144665,3,7,0,49.4779,0.448611,-0.518092,0.448611,-0.518092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25873e+07,1.36971e+06,57571.6,23.8142,23.7542,23.779,23.7775,23.7781,23.7679,23.7373,23.7687,23.7643,23.8707,23.8051,23.868,23.8436,23.7859,23.812,23.8659,23.7906,23.734,23.8066,23.804,23.787,23.792,23.781,23.78,23.7486,23.7803,23.8164,23.7886,23.7833,23.7949,23.7852,23.8066,23.7815,23.8088,23.7693,23.7663,23.813,23.8221,23.802,23.7266
