# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-27 14:52:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprao0mfyc/zvkp49al.json
# random
#   seed = 8918
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230727155215.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-50.1423,0.884967,0.15157,4,17,0,50.6708,0.308147,-0.159575,0.308147,-0.159575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25993e+07,1.36996e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7806,23.7709,23.7408,23.7726,23.7686,23.8754,23.8102,23.8736,23.8495,23.7923,23.8187,23.8729,23.798,23.7417,23.8147,23.8123,23.7956,23.8008,23.79,23.7891,23.7577,23.7892,23.8252,23.7971,23.7914,23.8022,23.7917,23.8118,23.7851,23.81,23.7678,23.7598,23.8009,23.802,23.7645,23.6679
-49.4838,0.997233,0.15157,2,7,0,50.5388,0.33567,-0.191035,0.33567,-0.191035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26172e+07,1.37034e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8772,23.8121,23.8758,23.8518,23.7949,23.8215,23.876,23.8014,23.7454,23.8187,23.8166,23.8003,23.8058,23.7955,23.795,23.7641,23.7962,23.8327,23.8052,23.8002,23.8119,23.8021,23.8232,23.7976,23.8238,23.783,23.7771,23.8204,23.8242,23.7918,23.7006
-47.1179,0.997494,0.15157,4,27,0,49.3769,0.422532,-0.481837,0.422532,-0.481837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25846e+07,1.36965e+06,57571.6,23.8142,23.7543,23.7791,23.7776,23.7782,23.768,23.7375,23.7689,23.7645,23.8709,23.8053,23.8683,23.8438,23.7861,23.8122,23.8661,23.7908,23.7342,23.8067,23.804,23.787,23.792,23.7809,23.7798,23.7482,23.7798,23.8157,23.7877,23.7822,23.7935,23.7835,23.8044,23.7789,23.8055,23.7654,23.7611,23.8066,23.8141,23.7906,23.7115
-47.1179,0.560659,0.15157,1,3,0,49.1847,0.422532,-0.481837,0.422532,-0.481837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25846e+07,1.36965e+06,57571.6,23.8142,23.7543,23.7791,23.7776,23.7782,23.768,23.7375,23.7689,23.7645,23.8709,23.8053,23.8683,23.8438,23.7861,23.8122,23.8661,23.7908,23.7342,23.8067,23.804,23.787,23.792,23.7809,23.7798,23.7482,23.7798,23.8157,23.7877,23.7822,23.7935,23.7835,23.8044,23.7789,23.8055,23.7654,23.7611,23.8066,23.8141,23.7906,23.7115
-47.1159,1,0.15157,2,3,0,47.1221,0.425516,-0.47656,0.425516,-0.47656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25889e+07,1.36974e+06,57571.6,23.8143,23.7544,23.7793,23.7778,23.7785,23.7683,23.7379,23.7693,23.7649,23.8714,23.8059,23.8689,23.8445,23.7869,23.813,23.8669,23.7917,23.7352,23.8078,23.8052,23.7883,23.7933,23.7823,23.7814,23.7499,23.7815,23.8176,23.7897,23.7844,23.7958,23.786,23.8071,23.7818,23.8087,23.7687,23.7649,23.8107,23.8185,23.7957,23.7171
-47.3091,0.940939,0.15157,1,3,0,47.4285,0.420132,-0.490616,0.420132,-0.490616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25792e+07,1.36954e+06,57571.6,23.8141,23.7541,23.7789,23.7773,23.7779,23.7677,23.7371,23.7684,23.7639,23.8703,23.8046,23.8675,23.843,23.7852,23.8112,23.865,23.7896,23.7329,23.8053,23.8026,23.7854,23.7902,23.779,23.7779,23.7461,23.7775,23.8133,23.7851,23.7795,23.7905,23.7804,23.8011,23.7753,23.8017,23.7613,23.7567,23.8018,23.8089,23.7848,23.7052
-47.4495,0.959088,0.15157,3,13,0,48.2645,0.406056,-0.42095,0.406056,-0.42095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25968e+07,1.36991e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7692,23.7389,23.7705,23.7663,23.8729,23.8075,23.8707,23.8464,23.7889,23.8152,23.8693,23.7942,23.7378,23.8107,23.8082,23.7914,23.7966,23.7858,23.785,23.7537,23.7855,23.8217,23.794,23.7887,23.8003,23.7906,23.8117,23.7864,23.8132,23.7731,23.7689,23.8143,23.8213,23.7966,23.7154
-48.3191,0.92221,0.15157,4,23,0,48.8015,0.359135,-0.331546,0.359135,-0.331546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25917e+07,1.3698e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7795,23.7695,23.7393,23.7709,23.7666,23.8733,23.8079,23.8711,23.8468,23.7893,23.8156,23.8696,23.7945,23.7381,23.8108,23.8083,23.7914,23.7965,23.7855,23.7846,23.753,23.7846,23.8205,23.7924,23.7868,23.7978,23.7875,23.8079,23.7817,23.8073,23.766,23.7596,23.8027,23.8066,23.7755,23.687
-48.1092,0.963443,0.15157,2,3,0,48.7194,0.364939,-0.344016,0.364939,-0.344016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25923e+07,1.36981e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7794,23.7695,23.7392,23.7708,23.7666,23.8732,23.8078,23.871,23.8467,23.7893,23.8155,23.8696,23.7945,23.738,23.8108,23.8083,23.7914,23.7965,23.7856,23.7846,23.7531,23.7847,23.8206,23.7926,23.787,23.798,23.7878,23.8083,23.7822,23.808,23.7668,23.7607,23.8041,23.8084,23.7781,23.6906
-48.0522,1,0.15157,2,3,0,48.1132,0.365836,-0.343196,0.365836,-0.343196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25934e+07,1.36983e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7696,23.7393,23.7709,23.7667,23.8733,23.808,23.8712,23.8469,23.7895,23.8157,23.8698,23.7947,23.7383,23.8111,23.8086,23.7917,23.7968,23.7859,23.785,23.7535,23.7851,23.8211,23.7931,23.7875,23.7986,23.7884,23.809,23.7829,23.8087,23.7677,23.7617,23.8051,23.8095,23.7795,23.6921
-50.028,0.998613,0.15157,4,31,0,50.1233,0.309806,-0.106112,0.309806,-0.106112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2617e+07,1.37033e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7818,23.7722,23.7424,23.7745,23.7706,23.8777,23.8127,23.8764,23.8525,23.7956,23.8222,23.8768,23.8021,23.7462,23.8195,23.8174,23.8011,23.8066,23.7963,23.7957,23.7647,23.7968,23.8332,23.8056,23.8004,23.8119,23.8019,23.8227,23.7967,23.8224,23.781,23.774,23.8161,23.8183,23.7825,23.6869
-50.197,0.8804,0.15157,3,7,0,50.9495,0.308309,-0.0937539,0.308309,-0.0937539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2619e+07,1.37037e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7747,23.7709,23.878,23.813,23.8768,23.8529,23.796,23.8227,23.8773,23.8027,23.7467,23.8201,23.8181,23.8018,23.8074,23.797,23.7965,23.7656,23.7977,23.8342,23.8066,23.8015,23.813,23.8031,23.8239,23.798,23.8237,23.7824,23.7755,23.8176,23.8198,23.7839,23.6883
-50.3667,0.842569,0.15157,3,7,0,51.4659,0.304763,-0.0770489,0.304763,-0.0770489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26201e+07,1.3704e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.8771,23.8531,23.7963,23.823,23.8776,23.803,23.7471,23.8205,23.8185,23.8022,23.8079,23.7975,23.7971,23.7662,23.7983,23.8348,23.8072,23.8021,23.8136,23.8037,23.8245,23.7986,23.8243,23.7829,23.7759,23.818,23.82,23.7837,23.6875
-49.4016,0.952748,0.15157,3,11,0,51.5244,0.343712,-0.21448,0.343712,-0.21448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26174e+07,1.37034e+06,57571.6,23.8154,23.7558,23.7813,23.7802,23.7814,23.7718,23.7419,23.7739,23.77,23.877,23.812,23.8756,23.8516,23.7947,23.8213,23.8758,23.8011,23.7452,23.8184,23.8164,23.8001,23.8056,23.7953,23.7948,23.7639,23.796,23.8326,23.8052,23.8001,23.8119,23.8023,23.8234,23.7979,23.8243,23.7837,23.7782,23.8218,23.8261,23.7948,23.7049
-48.1787,0.999175,0.15157,3,11,0,49.865,0.387424,-0.355462,0.387424,-0.355462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2607e+07,1.37012e+06,57571.6,23.8149,23.7552,23.7804,23.7792,23.7801,23.7703,23.7402,23.7719,23.7678,23.8746,23.8094,23.8728,23.8487,23.7914,23.8178,23.8721,23.7973,23.7411,23.8141,23.8118,23.7953,23.8007,23.7901,23.7895,23.7584,23.7904,23.8268,23.7993,23.7942,23.806,23.7964,23.8177,23.7924,23.8193,23.7793,23.7749,23.8199,23.8263,23.7999,23.7163
-47.7669,0.997022,0.15157,2,3,0,48.2842,0.377156,-0.359359,0.377156,-0.359359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2597e+07,1.36991e+06,57571.6,23.8148,23.755,23.7801,23.7787,23.7796,23.7697,23.7394,23.7711,23.7669,23.8736,23.8082,23.8715,23.8472,23.7898,23.8161,23.8703,23.7952,23.7388,23.8117,23.8093,23.7925,23.7977,23.7869,23.786,23.7547,23.7864,23.8225,23.7946,23.7892,23.8006,23.7906,23.8114,23.7857,23.8119,23.7712,23.7659,23.81,23.8153,23.7869,23.7014
-47.3852,0.917211,0.15157,4,23,0,49.0434,0.453806,-0.567072,0.453806,-0.567072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25692e+07,1.36933e+06,57571.6,23.8137,23.7536,23.7782,23.7764,23.7768,23.7664,23.7356,23.7667,23.762,23.8682,23.8024,23.865,23.8403,23.7823,23.8082,23.8617,23.7861,23.7292,23.8014,23.7985,23.7811,23.7857,23.7743,23.773,23.741,23.7723,23.8078,23.7796,23.7738,23.7848,23.7747,23.7954,23.7698,23.7964,23.7564,23.7526,23.7987,23.8073,23.7868,23.7116
-47.0891,0.963314,0.15157,1,3,0,47.5796,0.464189,-0.549324,0.464189,-0.549324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25838e+07,1.36963e+06,57571.6,23.814,23.754,23.7787,23.7771,23.7777,23.7674,23.7368,23.7681,23.7635,23.8699,23.8042,23.8671,23.8426,23.7848,23.8108,23.8646,23.7892,23.7326,23.8051,23.8024,23.7854,23.7903,23.7792,23.7782,23.7467,23.7783,23.8144,23.7865,23.7813,23.7929,23.7832,23.8046,23.7797,23.8071,23.7679,23.7653,23.8125,23.8223,23.8038,23.7305
-47.3018,0.975572,0.15157,4,23,0,47.6834,0.404208,-0.434022,0.404208,-0.434022,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25903e+07,1.36977e+06,57571.6,23.8145,23.7546,23.7795,23.7781,23.7788,23.7688,23.7384,23.7699,23.7655,23.8721,23.8066,23.8697,23.8453,23.7877,23.8139,23.8679,23.7927,23.7362,23.8089,23.8064,23.7894,23.7945,23.7835,23.7826,23.7511,23.7827,23.8187,23.7908,23.7854,23.7967,23.7868,23.8077,23.7821,23.8085,23.7682,23.7636,23.8085,23.8152,23.7898,23.7081
-47.7333,0.99845,0.15157,3,15,0,48.0564,0.37944,-0.363545,0.37944,-0.363545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25974e+07,1.36992e+06,57571.6,23.8147,23.755,23.7801,23.7787,23.7796,23.7697,23.7394,23.7711,23.7669,23.8736,23.8082,23.8714,23.8472,23.7898,23.8161,23.8703,23.7952,23.7389,23.8117,23.8093,23.7925,23.7977,23.7869,23.7861,23.7547,23.7865,23.8226,23.7948,23.7894,23.8008,23.7908,23.8117,23.786,23.8122,23.7716,23.7664,23.8106,23.8161,23.7881,23.7029
-49.1106,0.994046,0.15157,3,15,0,49.4572,0.328063,-0.202249,0.328063,-0.202249,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26061e+07,1.3701e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7808,23.7711,23.7411,23.773,23.769,23.8759,23.8107,23.8742,23.8501,23.793,23.8194,23.8738,23.799,23.7428,23.8159,23.8136,23.7971,23.8024,23.7918,23.791,23.7598,23.7916,23.8278,23.8,23.7946,23.8058,23.7957,23.8163,23.7902,23.8158,23.7743,23.7675,23.8099,23.8127,23.7784,23.6855
-48.7379,0.995079,0.15157,3,11,0,49.2901,0.341248,-0.24025,0.341248,-0.24025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26065e+07,1.37011e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7807,23.771,23.7409,23.7728,23.7687,23.8756,23.8105,23.8739,23.8498,23.7927,23.8191,23.8735,23.7986,23.7425,23.8155,23.8133,23.7967,23.8021,23.7915,23.7908,23.7596,23.7915,23.8277,23.7999,23.7946,23.806,23.796,23.8168,23.7908,23.8167,23.7756,23.7693,23.8123,23.8159,23.7835,23.6927
-49.4902,0.792448,0.15157,2,3,0,49.9431,0.333022,-0.26529,0.333022,-0.26529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25907e+07,1.36978e+06,57571.6,23.8148,23.755,23.7802,23.7789,23.7797,23.7698,23.7396,23.7713,23.767,23.8737,23.8084,23.8716,23.8473,23.7899,23.8162,23.8702,23.7951,23.7387,23.8114,23.8089,23.792,23.7971,23.786,23.785,23.7534,23.7849,23.8206,23.7924,23.7866,23.7973,23.7868,23.8069,23.7802,23.8052,23.7633,23.7558,23.7976,23.7998,23.7652,23.6723
-48.9391,1,0.15157,2,3,0,49.406,0.337842,-0.263495,0.337842,-0.263495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25957e+07,1.36988e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7702,23.74,23.7717,23.7675,23.8743,23.809,23.8723,23.8481,23.7907,23.817,23.8712,23.7962,23.7398,23.8127,23.8102,23.7934,23.7986,23.7877,23.7868,23.7553,23.7869,23.8228,23.7948,23.7891,23.8001,23.7897,23.8101,23.7837,23.809,23.7674,23.7604,23.8026,23.8055,23.7718,23.68
