# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-19 12:50:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpb1__lxuo/bjmm3b8a.json
# random
#   seed = 91110
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230719135016.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.37691
# Diagonal elements of inverse mass matrix:
# 0.00406019, 0.024937, 0.00193821
-43.8509,0.954793,0.37691,3,11,0,44.8219,0.318895,59.3141,-0.0951238,0.318895,59.3141,-0.0951238,3.25698e+07,1.36934e+06,57571.6,23.8075,23.7468,23.771,23.769,23.7694,23.759,23.7283,23.7597,23.7552,23.8618,23.7963,23.8594,23.8352,23.7778,23.8041,23.8583,23.7833,23.7271,23.8001,23.7979,23.7813,23.7867,23.7762,23.7756,23.7446,23.7767,23.8132,23.7857,23.7806,23.7924,23.7828,23.804,23.7785,23.805,23.7644,23.7589,23.8025,23.8066,23.7745,23.6831
-43.6839,0.953105,0.37691,4,15,0,44.923,0.309164,69.6965,-0.112585,0.309164,69.6965,-0.112585,3.25448e+07,1.36881e+06,57571.6,23.8059,23.7449,23.7687,23.7664,23.7665,23.7557,23.7248,23.7558,23.7511,23.8573,23.7915,23.8543,23.8298,23.772,23.7981,23.8519,23.7766,23.72,23.7926,23.79,23.7731,23.7781,23.7671,23.7661,23.7346,23.7662,23.8022,23.7742,23.7686,23.7797,23.7695,23.79,23.7638,23.7893,23.7479,23.7411,23.7835,23.7863,23.752,23.6585
-44.2606,0.928417,0.37691,3,7,0,46.1642,0.31199,82.5859,-0.0782309,0.31199,82.5859,-0.0782309,3.25793e+07,1.36954e+06,57571.6,23.8091,23.7486,23.7731,23.7713,23.7719,23.7617,23.7312,23.7627,23.7584,23.865,23.7997,23.8629,23.8387,23.7815,23.8078,23.8621,23.7872,23.7311,23.8041,23.8019,23.7855,23.7909,23.7804,23.7798,23.7488,23.7809,23.8173,23.7898,23.7847,23.7964,23.7866,23.8077,23.7821,23.8083,23.7674,23.7615,23.8045,23.808,23.7744,23.6814
-43.3305,0.989154,0.37691,3,7,0,44.6608,0.311047,71.8473,-0.108382,0.311047,71.8473,-0.108382,3.25504e+07,1.36893e+06,57571.6,23.8063,23.7453,23.7693,23.767,23.7672,23.7565,23.7256,23.7567,23.752,23.8583,23.7926,23.8555,23.831,23.7733,23.7994,23.8533,23.7781,23.7216,23.7943,23.7918,23.7749,23.78,23.7692,23.7683,23.7369,23.7685,23.8046,23.7767,23.7713,23.7825,23.7724,23.793,23.767,23.7927,23.7515,23.745,23.7876,23.7907,23.7568,23.6637
-43.5908,0.947019,0.37691,3,11,0,45.2833,0.340695,87.3082,-0.137905,0.340695,87.3082,-0.137905,3.2546e+07,1.36884e+06,57571.6,23.803,23.7416,23.7651,23.7626,23.7624,23.7515,23.7204,23.7514,23.7466,23.8528,23.7871,23.8499,23.8255,23.7678,23.794,23.848,23.7729,23.7165,23.7894,23.7871,23.7705,23.7759,23.7654,23.7648,23.7339,23.766,23.8027,23.7754,23.7706,23.7828,23.7735,23.7953,23.7705,23.7978,23.7582,23.7543,23.7995,23.8059,23.7782,23.6918
-43.1432,0.582343,0.37691,2,3,0,48.1037,0.318277,78.6973,-0.126294,0.318277,78.6973,-0.126294,3.25395e+07,1.3687e+06,57571.6,23.8045,23.7433,23.7669,23.7645,23.7644,23.7535,23.7224,23.7533,23.7485,23.8546,23.7889,23.8515,23.827,23.7692,23.7952,23.849,23.7737,23.7171,23.7898,23.7872,23.7703,23.7753,23.7644,23.7635,23.7321,23.7638,23.7998,23.772,23.7666,23.7779,23.7679,23.7887,23.7628,23.7888,23.7479,23.7418,23.785,23.7888,23.7564,23.6651
-42.0516,0.999923,0.37691,3,15,0,44.0846,0.365466,68.3836,-0.201089,0.365466,68.3836,-0.201089,3.24955e+07,1.36778e+06,57571.6,23.7956,23.733,23.7552,23.7517,23.7506,23.7388,23.7068,23.737,23.7315,23.837,23.7708,23.8329,23.808,23.7497,23.7755,23.829,23.7534,23.6966,23.7691,23.7664,23.7495,23.7546,23.7438,23.743,23.7119,23.7439,23.7804,23.7531,23.7484,23.7607,23.7516,23.7737,23.7493,23.7774,23.7386,23.7362,23.7831,23.7918,23.769,23.6882
-42.0029,0.923739,0.37691,2,7,0,42.8862,0.354287,68.3537,-0.170463,0.354287,68.3537,-0.170463,3.25218e+07,1.36833e+06,57571.6,23.7993,23.7373,23.7602,23.7571,23.7565,23.7452,23.7136,23.7443,23.7392,23.845,23.779,23.8415,23.8169,23.7589,23.7849,23.8387,23.7633,23.7068,23.7795,23.777,23.7603,23.7656,23.7549,23.7543,23.7233,23.7554,23.7921,23.7648,23.7601,23.7723,23.7633,23.7852,23.7607,23.7885,23.7493,23.7463,23.7925,23.8001,23.7752,23.6918
-42.1838,0.996642,0.37691,4,15,0,42.3851,0.332899,72.0157,-0.155799,0.332899,72.0157,-0.155799,3.25219e+07,1.36833e+06,57571.6,23.8014,23.7396,23.7627,23.7599,23.7594,23.7482,23.7168,23.7474,23.7424,23.8482,23.7823,23.8447,23.8201,23.762,23.7879,23.8416,23.7661,23.7095,23.782,23.7793,23.7624,23.7674,23.7564,23.7555,23.7241,23.7559,23.7921,23.7643,23.7591,23.7706,23.7609,23.782,23.7566,23.7831,23.7428,23.7379,23.7822,23.7875,23.7581,23.6702
-42.0581,0.999664,0.37691,3,15,0,42.3965,0.353173,74.8758,-0.16684,0.353173,74.8758,-0.16684,3.25249e+07,1.3684e+06,57571.6,23.7997,23.7378,23.7607,23.7578,23.7572,23.7459,23.7144,23.7451,23.74,23.8459,23.78,23.8425,23.8179,23.76,23.786,23.8398,23.7645,23.708,23.7807,23.7783,23.7615,23.7668,23.7562,23.7556,23.7246,23.7568,23.7934,23.7662,23.7615,23.7737,23.7646,23.7866,23.7621,23.7898,23.7507,23.7476,23.7937,23.8012,23.7761,23.6924
-41.9935,0.997812,0.37691,2,7,0,42.1823,0.34888,68.5434,-0.186576,0.34888,68.5434,-0.186576,3.2501e+07,1.36789e+06,57571.6,23.7978,23.7355,23.758,23.7547,23.7538,23.7421,23.7103,23.7406,23.7353,23.8409,23.7747,23.8368,23.812,23.7537,23.7795,23.833,23.7574,23.7005,23.7729,23.7702,23.7531,23.7581,23.7471,23.7462,23.7148,23.7466,23.7828,23.7552,23.7501,23.7619,23.7524,23.7739,23.7489,23.7761,23.7364,23.7326,23.7782,23.7851,23.759,23.6747
