# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-20 10:21:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpwtf1_yr5/wy6ynda4.json
# random
#   seed = 25896
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230720112126.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,M,theta.1,theta.2,theta.3,theta.4,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40
# Adaptation terminated
# Step size = 0.0959368
# Diagonal elements of inverse mass matrix:
# 0.0390032, 0.023803, 0.0433602, 0.000108999
-25.8686,0.686694,0.0959368,4,27,0,30.5608,0.32826,59.7734,-0.237701,-1.19429,59.7734,0.32826,-0.237701,-1.19429,0.0141585,0.0197037,0.0269611,0.0337696,0.0408569,0.0493036,0.0584995,0.0672557,0.0762204,0.086297,0.0951278,0.107965,0.116081,0.130633,0.140496,0.154685,0.169682,0.184016,0.201938,0.218211,0.238983,0.258505,0.28367,0.304364,0.332396,0.361764,0.396377,0.430913,0.468592,0.520032,0.567177,0.62744,0.697655,0.79155,0.886107,1.05095,1.22688,1.47123,2.02887,2.82054,14.5608,15.2785,15.9594,16.4483,16.862,17.2701,17.6415,17.9444,18.2161,18.4857,18.6972,18.9721,19.1295,19.386,19.544,19.7529,19.9539,20.13,20.3318,20.5001,20.6975,20.8681,21.0698,21.2227,21.414,21.5978,21.7962,21.9777,22.1597,22.3859,22.5743,22.7936,23.0239,23.2981,23.5431,23.9136,24.2497,24.6441,25.342,26.0574
-25.7474,0.984844,0.0959368,5,47,0,28.643,0.478894,75.6725,-0.688842,-1.22243,75.6725,0.478894,-0.688842,-1.22243,0.0141733,0.0197322,0.0270138,0.0338511,0.0409749,0.0494728,0.0587341,0.0675612,0.076607,0.0867843,0.0957114,0.108701,0.116921,0.131672,0.141678,0.156087,0.17133,0.185911,0.204157,0.220738,0.24192,0.261841,0.287538,0.308683,0.337337,0.36737,0.402777,0.438108,0.476652,0.529256,0.577439,0.638973,0.710572,0.80612,0.902085,1.06871,1.24556,1.48952,2.03977,2.8087,14.5349,15.2534,15.9355,16.4254,16.8402,17.2494,17.622,17.9261,18.1989,18.4698,18.6824,18.9587,19.117,19.375,19.5341,19.7444,19.9467,20.1241,20.3274,20.497,20.6959,20.8678,21.071,21.2251,21.4179,21.6031,21.8029,21.9855,22.1686,22.3959,22.5851,22.805,23.0356,23.3096,23.5538,23.9219,24.2544,24.6428,25.3255,26.0201
-20.3453,0.998151,0.0959368,5,31,0,25.4879,0.435698,75.4888,-0.486006,-1.20522,75.4888,0.435698,-0.486006,-1.20522,0.0141622,0.0197109,0.0269743,0.0337897,0.0408858,0.0493445,0.0585554,0.0673276,0.0763101,0.0864083,0.0952592,0.108127,0.116264,0.130853,0.140742,0.15497,0.170008,0.184382,0.202351,0.218666,0.239489,0.259055,0.28427,0.305,0.333069,0.362461,0.397082,0.431602,0.469233,0.520552,0.56753,0.627495,0.697242,0.790303,0.883778,1.04616,1.21872,1.45716,1.99692,2.75529,14.5504,15.2683,15.9495,16.4387,16.8526,17.261,17.6326,17.9357,18.2077,18.4776,18.6893,18.9645,19.122,19.3787,19.5369,19.746,19.9471,20.1234,20.3253,20.4937,20.6912,20.8617,21.0634,21.2163,21.4075,21.5911,21.7892,21.9702,22.1517,22.3771,22.5647,22.7828,23.0117,23.2838,23.5265,23.8928,24.2243,24.6123,25.2966,25.9956
-20.7815,0.941744,0.0959368,5,31,0,20.9716,0.401072,76.9165,-0.421019,-1.21003,76.9165,0.401072,-0.421019,-1.21003,0.0141611,0.0197087,0.0269702,0.0337834,0.0408767,0.0493316,0.0585379,0.067305,0.0762819,0.0863734,0.095218,0.108076,0.116207,0.130784,0.140665,0.154881,0.169907,0.184268,0.202222,0.218524,0.239333,0.258885,0.284085,0.304805,0.332864,0.36225,0.396871,0.431399,0.469048,0.52041,0.567445,0.627511,0.697414,0.790748,0.884576,1.04775,1.22138,1.46169,2.007,2.77554,14.5454,15.2633,15.9444,16.4335,16.8473,17.2556,17.6272,17.9302,18.2021,18.4719,18.6836,18.9586,19.1161,19.3727,19.5309,19.74,19.941,20.1172,20.3191,20.4875,20.685,20.8555,21.0572,21.2101,21.4013,21.585,21.7832,21.9644,22.1461,22.3717,22.5596,22.7781,23.0074,23.2802,23.5236,23.8913,24.2242,24.6142,25.3027,26.0067
-20.8271,0.999793,0.0959368,5,31,0,21.1285,0.39657,73.8864,-0.370751,-1.20129,73.8864,0.39657,-0.370751,-1.20129,0.0141585,0.0197037,0.026961,0.0337692,0.0408561,0.049302,0.0584966,0.0672509,0.0762132,0.0862863,0.0951133,0.107944,0.116055,0.130595,0.140448,0.154622,0.1696,0.183912,0.201802,0.218042,0.238766,0.258235,0.283321,0.303942,0.331861,0.361095,0.395527,0.429857,0.467284,0.51833,0.565065,0.624736,0.694165,0.78685,0.880012,1.04201,1.2144,1.45301,1.99468,2.75868,14.5538,15.2715,15.9524,16.4413,16.855,17.263,17.6344,17.9372,18.2089,18.4784,18.6899,18.9647,19.122,19.3783,19.5363,19.7451,19.9458,20.1218,20.3233,20.4914,20.6886,20.8588,21.0601,21.2127,21.4035,21.5868,21.7846,21.9653,22.1466,22.3717,22.5592,22.7772,23.006,23.2782,23.5211,23.8881,24.2205,24.61,25.2981,26.0022
-20.8825,0.93537,0.0959368,4,15,0,21.5465,0.391199,76.1321,-0.380312,-1.20046,76.1321,0.391199,-0.380312,-1.20046,0.0141596,0.0197058,0.0269648,0.0337751,0.0408648,0.0493144,0.058514,0.0672739,0.0762425,0.0863236,0.0951582,0.108001,0.116121,0.130677,0.140543,0.154736,0.169736,0.184071,0.201991,0.21826,0.239024,0.258533,0.283674,0.304344,0.332333,0.361644,0.396173,0.430607,0.468152,0.51937,0.566272,0.626168,0.695875,0.788955,0.882537,1.04532,1.21858,1.45848,2.00329,2.77194,14.5548,15.2725,15.9535,16.4425,16.8563,17.2644,17.6358,17.9388,18.2105,18.4802,18.6918,18.9667,19.1241,19.3805,19.5386,19.7475,19.9484,20.1245,20.3262,20.4944,20.6917,20.8621,21.0636,21.2164,21.4074,21.5909,21.789,21.9699,22.1515,22.3769,22.5647,22.783,23.0122,23.2848,23.5282,23.8958,24.2288,24.619,25.3083,26.0135
-22.1552,0.961829,0.0959368,4,15,0,22.3441,0.351607,78.0443,-0.312336,-1.2128,78.0443,0.351607,-0.312336,-1.2128,0.0141597,0.0197061,0.0269654,0.0337762,0.0408665,0.0493172,0.0585182,0.0672799,0.0762508,0.086335,0.095173,0.108021,0.116145,0.130711,0.140584,0.154788,0.169802,0.184153,0.202095,0.218387,0.239185,0.25873,0.283925,0.304643,0.332706,0.362106,0.396752,0.431319,0.469026,0.520494,0.567655,0.627922,0.69812,0.791949,0.88639,1.05091,1.22633,1.46968,2.02401,2.80899,14.5425,15.2602,15.9412,16.4303,16.844,17.2522,17.6237,17.9266,18.1984,18.4681,18.6798,18.9547,19.1122,19.3688,19.5269,19.7359,19.9369,20.1131,20.315,20.4833,20.6809,20.8514,21.0532,21.2062,21.3975,21.5814,21.7798,21.9612,22.1432,22.3693,22.5576,22.7767,23.0068,23.2807,23.5253,23.895,24.2302,24.6233,25.3183,26.0299
-20.8763,0.99538,0.0959368,5,31,0,22.5206,0.503019,62.8019,-0.631681,-1.21209,62.8019,0.503019,-0.631681,-1.21209,0.0141679,0.0197218,0.0269943,0.0338208,0.0409306,0.0494087,0.0586443,0.0674431,0.0764561,0.0865921,0.095479,0.108404,0.116579,0.131242,0.141185,0.155493,0.170621,0.185085,0.203172,0.219598,0.240568,0.260276,0.28568,0.306567,0.334852,0.364473,0.399363,0.434147,0.472061,0.523753,0.571052,0.631397,0.701535,0.795022,0.888808,1.05144,1.22384,1.4614,1.99664,2.74418,14.5444,15.2626,15.9443,16.4338,16.8482,17.2569,17.629,17.9326,18.205,18.4753,18.6875,18.9631,19.121,19.3783,19.5368,19.7465,19.9481,20.1248,20.3272,20.4961,20.6941,20.8651,21.0673,21.2205,21.4122,21.5962,21.7947,21.9761,22.1579,22.3835,22.5713,22.7894,23.0182,23.2898,23.532,23.8968,24.2265,24.6118,25.2894,25.98
-20.7894,0.755459,0.0959368,4,31,0,25.7393,0.538044,64.0697,-0.677389,-1.21535,64.0697,0.538044,-0.677389,-1.21535,0.0141696,0.019725,0.0270003,0.0338299,0.0409438,0.0494276,0.0586703,0.0674767,0.0764983,0.0866448,0.0955417,0.108482,0.116668,0.131351,0.141307,0.155636,0.170787,0.185273,0.203388,0.219841,0.240845,0.260584,0.286026,0.306945,0.33527,0.364929,0.399859,0.434677,0.47262,0.524335,0.57164,0.631968,0.70205,0.795401,0.888979,1.05108,1.2227,1.45886,1.98976,2.72928,14.5414,15.2597,15.9415,16.4312,16.8456,17.2545,17.6267,17.9304,18.2029,18.4734,18.6856,18.9614,19.1194,19.3768,19.5355,19.7452,19.9469,20.1237,20.3263,20.4952,20.6933,20.8644,21.0667,21.2199,21.4116,21.5957,21.7942,21.9755,22.1572,22.3827,22.5703,22.7881,23.0165,23.2876,23.5291,23.8928,24.2213,24.6047,25.2786,25.9649
-20.8491,0.979454,0.0959368,4,31,0,23.5187,0.45219,59.3342,-0.52733,-1.21012,59.3342,0.45219,-0.52733,-1.21012,0.0141637,0.0197138,0.0269796,0.0337979,0.0408976,0.0493615,0.0585789,0.0673581,0.0763487,0.0864569,0.0953174,0.108201,0.116348,0.130956,0.14086,0.155109,0.170171,0.184568,0.202569,0.218914,0.239777,0.259381,0.284647,0.305419,0.333547,0.363002,0.397697,0.43229,0.47,0.521425,0.568495,0.628571,0.698435,0.791631,0.885214,1.04772,1.22029,1.4586,1.99742,2.75331,14.5458,15.2637,15.9451,16.4343,16.8484,17.2568,17.6286,17.9318,18.2039,18.4739,18.6857,18.961,19.1187,19.3755,19.5338,19.7431,19.9443,20.1207,20.3227,20.4912,20.6889,20.8596,21.0614,21.2144,21.4057,21.5894,21.7876,21.9688,22.1504,22.3758,22.5635,22.7817,23.0105,23.2825,23.5251,23.8911,24.2222,24.6096,25.2922,25.9892
