# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-19 09:58:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpvemhtge4/l7m1rgs5.json
# random
#   seed = 99854
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230719105841.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-47.6698,0.817611,0.255099,3,7,0,48.7069,0.331064,91.3967,-0.200109,0.331064,91.3967,-0.200109,3.24756e+07,1.36736e+06,57571.6,23.797,23.7345,23.7567,23.7531,23.752,23.7401,23.7079,23.738,23.7323,23.8375,23.7711,23.8328,23.8078,23.749,23.7745,23.8276,23.7516,23.6944,23.7663,23.7631,23.7455,23.75,23.7384,23.737,23.705,23.7361,23.7716,23.7433,23.7374,23.7483,23.7379,23.7584,23.7322,23.7581,23.7171,23.7113,23.7549,23.7596,23.7297,23.6418
-43.2625,1,0.255099,2,3,0,47.2125,0.341135,87.8293,-0.153291,0.341135,87.8293,-0.153291,3.25305e+07,1.36851e+06,57571.6,23.8014,23.7398,23.7629,23.7602,23.7598,23.7486,23.7173,23.7481,23.7431,23.8491,23.7832,23.8458,23.8212,23.7633,23.7893,23.8431,23.7678,23.7113,23.784,23.7815,23.7647,23.77,23.7593,23.7585,23.7274,23.7594,23.7959,23.7684,23.7635,23.7754,23.766,23.7876,23.7626,23.7898,23.75,23.7459,23.791,23.7973,23.7697,23.6835
-42.2114,0.977444,0.255099,3,15,0,43.6451,0.360715,63.4489,-0.191093,0.360715,63.4489,-0.191093,3.25036e+07,1.36795e+06,57571.6,23.7969,23.7345,23.7569,23.7535,23.7526,23.7409,23.7091,23.7394,23.7341,23.8397,23.7735,23.8358,23.811,23.7528,23.7786,23.8322,23.7567,23.7,23.7725,23.7699,23.753,23.7581,23.7473,23.7466,23.7154,23.7475,23.784,23.7567,23.7519,23.7642,23.7551,23.777,23.7526,23.7805,23.7415,23.7388,23.7854,23.7936,23.7699,23.6881
-41.9742,0.947842,0.255099,4,15,0,42.9034,0.338666,75.053,-0.151951,0.338666,75.053,-0.151951,3.25301e+07,1.3685e+06,57571.6,23.8016,23.74,23.7632,23.7604,23.76,23.7489,23.7175,23.7483,23.7433,23.8493,23.7834,23.846,23.8214,23.7635,23.7895,23.8433,23.768,23.7115,23.7842,23.7816,23.7648,23.77,23.7593,23.7585,23.7273,23.7593,23.7957,23.7682,23.7631,23.775,23.7655,23.787,23.7619,23.7889,23.749,23.7447,23.7896,23.7956,23.7675,23.6807
-42.4286,0.945683,0.255099,3,11,0,42.8147,0.355482,71.8711,-0.208348,0.355482,71.8711,-0.208348,3.24815e+07,1.36748e+06,57571.6,23.7952,23.7325,23.7545,23.7509,23.7497,23.7376,23.7055,23.7355,23.7299,23.8352,23.7688,23.8307,23.8057,23.7472,23.7728,23.8261,23.7502,23.6933,23.7655,23.7626,23.7453,23.7501,23.739,23.7379,23.7064,23.7381,23.7743,23.7466,23.7414,23.7531,23.7436,23.7651,23.7402,23.7675,23.728,23.7245,23.7704,23.7779,23.7531,23.6705
-41.8492,0.993315,0.255099,2,7,0,43.3549,0.354306,69.5283,-0.189135,0.354306,69.5283,-0.189135,3.25017e+07,1.36791e+06,57571.6,23.7973,23.735,23.7574,23.7541,23.7532,23.7415,23.7096,23.74,23.7346,23.8402,23.774,23.8362,23.8114,23.7531,23.7789,23.8325,23.7569,23.7001,23.7726,23.7699,23.7529,23.7579,23.747,23.7462,23.7149,23.7468,23.7832,23.7557,23.7507,23.7627,23.7534,23.7751,23.7503,23.7779,23.7385,23.7352,23.7812,23.7887,23.7637,23.6806
-43.4095,0.814629,0.255099,2,7,0,44.4619,0.349934,67.1694,-0.212799,0.349934,67.1694,-0.212799,3.24735e+07,1.36731e+06,57571.6,23.795,23.7322,23.7541,23.7504,23.7491,23.737,23.7047,23.7347,23.729,23.8342,23.7677,23.8294,23.8044,23.7457,23.7712,23.8243,23.7484,23.6913,23.7633,23.7603,23.7429,23.7475,23.7362,23.735,23.7033,23.7348,23.7707,23.7428,23.7374,23.7488,23.7391,23.7602,23.7349,23.7618,23.7219,23.7178,23.7632,23.77,23.744,23.6603
-44.397,0.998298,0.255099,3,7,0,44.8491,0.374195,75.7254,-0.253169,0.374195,75.7254,-0.253169,3.24405e+07,1.36662e+06,57571.6,23.7894,23.7257,23.7467,23.7422,23.7403,23.7275,23.6946,23.7241,23.7179,23.8226,23.7558,23.8171,23.7917,23.7327,23.7579,23.8108,23.7346,23.6772,23.7491,23.7459,23.7283,23.7329,23.7215,23.7202,23.6886,23.7201,23.7561,23.7284,23.7232,23.735,23.7256,23.7473,23.7227,23.7506,23.7117,23.7094,23.7566,23.7658,23.7448,23.6665
-43.3088,0.996115,0.255099,3,15,0,46.4248,0.341856,79.2287,-0.12713,0.341856,79.2287,-0.12713,3.25579e+07,1.36909e+06,57571.6,23.8041,23.7429,23.7666,23.7643,23.7643,23.7536,23.7226,23.7538,23.7492,23.8555,23.7899,23.8529,23.8286,23.7711,23.7974,23.8515,23.7766,23.7203,23.7934,23.7912,23.7748,23.7803,23.77,23.7695,23.7388,23.7711,23.8079,23.7808,23.7762,23.7886,23.7795,23.8014,23.7768,23.8044,23.7649,23.7613,23.8068,23.8133,23.7859,23.6996
-42.0641,1,0.255099,3,7,0,43.2166,0.337446,76.5687,-0.150888,0.337446,76.5687,-0.150888,3.25302e+07,1.36851e+06,57571.6,23.8018,23.7401,23.7633,23.7606,23.7602,23.7491,23.7178,23.7485,23.7436,23.8495,23.7837,23.8462,23.8217,23.7638,23.7898,23.8436,23.7682,23.7117,23.7844,23.7818,23.765,23.7702,23.7594,23.7586,23.7274,23.7594,23.7957,23.7682,23.7632,23.775,23.7655,23.7869,23.7617,23.7887,23.7487,23.7443,23.7891,23.795,23.7666,23.6796
-42.723,0.988871,0.255099,3,15,0,42.8077,0.326891,80.4824,-0.129204,0.326891,80.4824,-0.129204,3.25438e+07,1.36879e+06,57571.6,23.8041,23.7428,23.7665,23.764,23.7639,23.7531,23.722,23.753,23.7482,23.8543,23.7886,23.8514,23.8269,23.7691,23.7952,23.8492,23.7739,23.7175,23.7902,23.7878,23.771,23.7762,23.7654,23.7647,23.7335,23.7654,23.8017,23.7741,23.7689,23.7806,23.7709,23.7921,23.7666,23.7932,23.7528,23.7476,23.7916,23.7964,23.7659,23.6764
-42.1672,0.930926,0.255099,2,7,0,43.7137,0.345096,75.6545,-0.150483,0.345096,75.6545,-0.150483,3.25364e+07,1.36864e+06,57571.6,23.8016,23.74,23.7633,23.7605,23.7602,23.7491,23.7179,23.7487,23.7438,23.8499,23.784,23.8467,23.8222,23.7644,23.7905,23.8444,23.7692,23.7128,23.7856,23.7832,23.7665,23.7719,23.7613,23.7607,23.7297,23.7618,23.7984,23.7712,23.7664,23.7785,23.7693,23.7911,23.7664,23.7939,23.7543,23.7507,23.7962,23.803,23.7762,23.6908
-45.5263,0.604014,0.255099,2,3,0,46.325,0.352587,75.317,-0.120833,0.352587,75.317,-0.120833,3.25731e+07,1.36941e+06,57571.6,23.8046,23.7435,23.7674,23.7652,23.7654,23.7549,23.7241,23.7555,23.751,23.8576,23.7922,23.8554,23.8312,23.774,23.8004,23.8548,23.7801,23.7241,23.7974,23.7955,23.7794,23.7852,23.7752,23.7751,23.7447,23.7774,23.8146,23.7879,23.7838,23.7967,23.7881,23.8106,23.7866,23.815,23.7763,23.7738,23.8203,23.8281,23.8029,23.7187
-42.737,0.996019,0.255099,2,7,0,45.3289,0.32714,74.235,-0.154023,0.32714,74.235,-0.154023,3.25194e+07,1.36828e+06,57571.6,23.8017,23.74,23.7631,23.7603,23.7598,23.7486,23.7171,23.7478,23.7427,23.8485,23.7825,23.8449,23.8202,23.7621,23.788,23.8416,23.7661,23.7094,23.7818,23.7791,23.762,23.7669,23.7559,23.7549,23.7234,23.7549,23.791,23.7631,23.7576,23.769,23.759,23.7799,23.7541,23.7804,23.7397,23.7342,23.7779,23.7826,23.752,23.6628
-42.3222,0.974034,0.255099,2,3,0,43.1052,0.33088,72.8237,-0.154332,0.33088,72.8237,-0.154332,3.25219e+07,1.36833e+06,57571.6,23.8016,23.7399,23.763,23.7602,23.7597,23.7485,23.7171,23.7477,23.7427,23.8485,23.7826,23.845,23.8203,23.7623,23.7882,23.8419,23.7664,23.7097,23.7822,23.7796,23.7625,23.7676,23.7566,23.7556,23.7242,23.7559,23.792,23.7643,23.759,23.7705,23.7606,23.7817,23.7561,23.7826,23.7422,23.737,23.7812,23.7862,23.7564,23.6681
-42.5182,0.996846,0.255099,4,15,0,43.3988,0.350407,82.0488,-0.16361,0.350407,82.0488,-0.16361,3.25264e+07,1.36843e+06,57571.6,23.8001,23.7383,23.7613,23.7583,23.7578,23.7466,23.7151,23.7458,23.7408,23.8467,23.7808,23.8433,23.8187,23.7608,23.7868,23.8406,23.7653,23.7088,23.7816,23.7791,23.7624,23.7676,23.757,23.7564,23.7253,23.7575,23.7941,23.7668,23.762,23.7742,23.7651,23.7869,23.7623,23.7899,23.7506,23.7473,23.7932,23.8005,23.7747,23.6905
-42.1196,1,0.255099,4,15,0,42.8599,0.339517,71.715,-0.141346,0.339517,71.715,-0.141346,3.25416e+07,1.36875e+06,57571.6,23.8027,23.7412,23.7646,23.7621,23.7618,23.7509,23.7197,23.7506,23.7458,23.8519,23.7862,23.8489,23.8244,23.7667,23.7928,23.8468,23.7716,23.7152,23.788,23.7856,23.769,23.7743,23.7637,23.7631,23.7321,23.7642,23.8007,23.7734,23.7685,23.7806,23.7712,23.7929,23.768,23.7952,23.7554,23.7514,23.7965,23.8026,23.7747,23.6881
-43.3131,0.995225,0.255099,3,7,0,43.4954,0.311506,69.7328,-0.090435,0.311506,69.7328,-0.090435,3.25675e+07,1.36929e+06,57571.6,23.808,23.7473,23.7715,23.7696,23.77,23.7596,23.7289,23.7603,23.7558,23.8623,23.7968,23.8599,23.8356,23.7782,23.8044,23.8586,23.7835,23.7272,23.8002,23.7978,23.7812,23.7865,23.7758,23.7751,23.7439,23.7758,23.8121,23.7845,23.7792,23.7907,23.7808,23.8017,23.7759,23.8019,23.7609,23.7547,23.7976,23.8009,23.7672,23.6741
-44.282,0.861171,0.255099,4,15,0,45.2281,0.394048,72.892,-0.220939,0.394048,72.892,-0.220939,3.24885e+07,1.36763e+06,57571.6,23.7922,23.7291,23.7508,23.7469,23.7456,23.7335,23.7012,23.7313,23.7257,23.8311,23.7647,23.8268,23.8019,23.7436,23.7694,23.823,23.7475,23.6908,23.7634,23.7609,23.7442,23.7496,23.7391,23.7386,23.7079,23.7404,23.7775,23.7507,23.7466,23.7598,23.7515,23.7746,23.7514,23.781,23.7436,23.7436,23.7929,23.8045,23.7872,23.7121
-42.0994,0.998672,0.255099,4,15,0,44.4318,0.3387,65.1286,-0.153246,0.3387,65.1286,-0.153246,3.25288e+07,1.36848e+06,57571.6,23.8015,23.7398,23.763,23.7602,23.7598,23.7486,23.7173,23.748,23.743,23.849,23.7831,23.8457,23.8211,23.7632,23.7891,23.8429,23.7676,23.711,23.7837,23.7812,23.7643,23.7695,23.7587,23.758,23.7268,23.7587,23.7951,23.7676,23.7625,23.7744,23.7649,23.7863,23.7612,23.7882,23.7483,23.744,23.7889,23.7949,23.7667,23.68
-42.0485,0.976319,0.255099,4,15,0,42.4861,0.338489,76.5266,-0.151017,0.338489,76.5266,-0.151017,3.25309e+07,1.36852e+06,57571.6,23.8017,23.7401,23.7633,23.7606,23.7602,23.7491,23.7177,23.7485,23.7436,23.8495,23.7837,23.8463,23.8217,23.7638,23.7898,23.8436,23.7683,23.7118,23.7845,23.7819,23.7651,23.7703,23.7596,23.7588,23.7277,23.7596,23.796,23.7685,23.7635,23.7754,23.7659,23.7874,23.7623,23.7893,23.7494,23.7451,23.79,23.796,23.7678,23.681
-41.9853,0.965825,0.255099,3,11,0,43.8231,0.346078,72.3553,-0.155013,0.346078,72.3553,-0.155013,3.25324e+07,1.36855e+06,57571.6,23.8011,23.7394,23.7626,23.7598,23.7594,23.7483,23.7169,23.7477,23.7428,23.8488,23.7829,23.8455,23.821,23.7631,23.7892,23.843,23.7678,23.7113,23.7841,23.7817,23.765,23.7703,23.7596,23.759,23.728,23.7601,23.7967,23.7694,23.7646,23.7767,23.7675,23.7892,23.7645,23.792,23.7525,23.7489,23.7944,23.8013,23.7747,23.6895
-41.913,0.965633,0.255099,2,3,0,42.406,0.338934,72.1584,-0.160399,0.338934,72.1584,-0.160399,3.25216e+07,1.36833e+06,57571.6,23.8008,23.7389,23.762,23.7591,23.7586,23.7473,23.7158,23.7465,23.7414,23.8473,23.7813,23.8437,23.8191,23.7611,23.787,23.8407,23.7653,23.7086,23.7812,23.7786,23.7617,23.7668,23.7559,23.7551,23.7238,23.7556,23.7919,23.7643,23.7592,23.771,23.7614,23.7828,23.7576,23.7845,23.7445,23.7401,23.7849,23.7909,23.7628,23.6762
-41.9337,0.994137,0.255099,3,15,0,42.8362,0.33857,68.9402,-0.15272,0.33857,68.9402,-0.15272,3.25292e+07,1.36849e+06,57571.6,23.8015,23.7399,23.7631,23.7603,23.7599,23.7487,23.7174,23.7482,23.7432,23.8491,23.7832,23.8458,23.8212,23.7633,23.7893,23.8431,23.7678,23.7112,23.7839,23.7813,23.7645,23.7697,23.7589,23.7581,23.727,23.7589,23.7953,23.7678,23.7627,23.7746,23.7651,23.7865,23.7614,23.7884,23.7485,23.7442,23.7891,23.795,23.7669,23.6801
-42.9835,0.961525,0.255099,3,15,0,43.7303,0.325789,62.3549,-0.114865,0.325789,62.3549,-0.114865,3.25569e+07,1.36907e+06,57571.6,23.8055,23.7445,23.7684,23.7662,23.7663,23.7556,23.7247,23.7559,23.7513,23.8576,23.792,23.855,23.8306,23.7731,23.7993,23.8534,23.7783,23.722,23.7949,23.7925,23.7759,23.7813,23.7707,23.77,23.739,23.771,23.8075,23.78,23.775,23.7868,23.7772,23.7985,23.7732,23.7999,23.7595,23.7544,23.7985,23.8033,23.7726,23.6828
-43.9033,0.97502,0.255099,4,15,0,44.9082,0.364763,87.5734,-0.221956,0.364763,87.5734,-0.221956,3.24716e+07,1.36727e+06,57571.6,23.7933,23.7303,23.7521,23.7482,23.7467,23.7345,23.7022,23.7321,23.7263,23.8315,23.7649,23.8267,23.8016,23.743,23.7685,23.8217,23.7458,23.6888,23.761,23.758,23.7407,23.7456,23.7344,23.7334,23.7019,23.7337,23.7699,23.7423,23.7373,23.7492,23.7399,23.7616,23.7369,23.7647,23.7255,23.7228,23.7694,23.7779,23.7549,23.6743
-42.4689,0.997885,0.255099,3,7,0,44.5841,0.35359,82.9007,-0.185211,0.35359,82.9007,-0.185211,3.25055e+07,1.36799e+06,57571.6,23.7978,23.7355,23.758,23.7547,23.7539,23.7423,23.7105,23.7409,23.7356,23.8412,23.7751,23.8373,23.8125,23.7543,23.7801,23.8337,23.7582,23.7015,23.774,23.7713,23.7543,23.7594,23.7485,23.7477,23.7165,23.7484,23.7848,23.7574,23.7525,23.7645,23.7552,23.7769,23.7522,23.7797,23.7403,23.737,23.783,23.7904,23.7653,23.682
-44.0875,0.835458,0.255099,2,3,0,44.2307,0.344979,83.7026,-0.204391,0.344979,83.7026,-0.204391,3.24796e+07,1.36744e+06,57571.6,23.796,23.7334,23.7555,23.7519,23.7508,23.7388,23.7066,23.7367,23.7311,23.8364,23.7699,23.8318,23.8068,23.7481,23.7737,23.8269,23.751,23.6939,23.766,23.763,23.7456,23.7503,23.739,23.7378,23.7061,23.7375,23.7734,23.7454,23.74,23.7513,23.7415,23.7625,23.7371,23.7638,23.7237,23.7192,23.7642,23.7705,23.7435,23.6586
-42.805,0.956758,0.255099,3,7,0,44.8905,0.363552,75.7077,-0.223127,0.363552,75.7077,-0.223127,3.24697e+07,1.36723e+06,57571.6,23.7933,23.7302,23.7519,23.748,23.7466,23.7343,23.7019,23.7318,23.726,23.8312,23.7646,23.8264,23.8013,23.7426,23.7681,23.8213,23.7454,23.6883,23.7604,23.7575,23.7401,23.7449,23.7337,23.7327,23.7012,23.7328,23.769,23.7414,23.7363,23.7481,23.7387,23.7604,23.7357,23.7633,23.7241,23.7212,23.7677,23.776,23.7528,23.672
-42.4425,1,0.255099,3,11,0,43.2085,0.329441,69.3957,-0.153464,0.329441,69.3957,-0.153464,3.25217e+07,1.36833e+06,57571.6,23.8017,23.74,23.7631,23.7603,23.7599,23.7487,23.7172,23.7479,23.7428,23.8487,23.7827,23.8452,23.8205,23.7625,23.7884,23.842,23.7665,23.7098,23.7823,23.7796,23.7626,23.7676,23.7566,23.7556,23.7242,23.7559,23.792,23.7641,23.7588,23.7702,23.7604,23.7814,23.7558,23.7822,23.7416,23.7363,23.7803,23.7853,23.7552,23.6665
-42.793,0.996322,0.255099,3,15,0,44.228,0.318449,69.1421,-0.110135,0.318449,69.1421,-0.110135,3.25552e+07,1.36903e+06,57571.6,23.8061,23.7451,23.769,23.7668,23.767,23.7563,23.7255,23.7566,23.752,23.8583,23.7927,23.8556,23.8312,23.7736,23.7998,23.8538,23.7787,23.7223,23.7951,23.7927,23.776,23.7812,23.7705,23.7697,23.7385,23.7704,23.8067,23.779,23.7738,23.7854,23.7756,23.7965,23.7709,23.7971,23.7564,23.7506,23.794,23.7979,23.7656,23.6742
-43.8184,0.946124,0.255099,3,7,0,44.054,0.307919,64.5803,-0.101605,0.307919,64.5803,-0.101605,3.25539e+07,1.36901e+06,57571.6,23.807,23.7461,23.7701,23.768,23.7682,23.7576,23.7267,23.7579,23.7533,23.8596,23.794,23.8569,23.8324,23.7748,23.8009,23.8549,23.7796,23.7232,23.7959,23.7934,23.7765,23.7816,23.7708,23.7699,23.7385,23.7701,23.8062,23.7782,23.7728,23.7839,23.7738,23.7944,23.7682,23.7938,23.7525,23.7457,23.7881,23.7908,23.7563,23.6624
-43.6708,0.981331,0.255099,2,3,0,44.1346,0.308874,65.2098,-0.101823,0.308874,65.2098,-0.101823,3.25546e+07,1.36902e+06,57571.6,23.8069,23.7461,23.7701,23.768,23.7681,23.7576,23.7267,23.7579,23.7533,23.8596,23.794,23.8569,23.8325,23.7748,23.801,23.8549,23.7797,23.7233,23.796,23.7935,23.7767,23.7818,23.7709,23.7701,23.7387,23.7704,23.8064,23.7786,23.7731,23.7843,23.7742,23.7948,23.7687,23.7944,23.7531,23.7465,23.7889,23.7918,23.7575,23.6638
-42.8282,0.79831,0.255099,3,11,0,48.0076,0.360886,76.3479,-0.166736,0.360886,76.3479,-0.166736,3.25304e+07,1.36851e+06,57571.6,23.7995,23.7376,23.7605,23.7576,23.7571,23.7458,23.7144,23.7451,23.7401,23.8461,23.7802,23.8428,23.8183,23.7604,23.7865,23.8404,23.7653,23.7089,23.7817,23.7794,23.7628,23.7683,23.7579,23.7574,23.7266,23.7589,23.7959,23.7688,23.7644,23.777,23.7682,23.7905,23.7664,23.7946,23.7559,23.7536,23.8004,23.8088,23.7852,23.7031
-41.9512,1,0.255099,2,3,0,42.7641,0.355849,76.7062,-0.187493,0.355849,76.7062,-0.187493,3.25045e+07,1.36797e+06,57571.6,23.7974,23.7351,23.7576,23.7543,23.7534,23.7418,23.71,23.7404,23.735,23.8406,23.7745,23.8367,23.8119,23.7537,23.7795,23.8331,23.7576,23.7008,23.7733,23.7707,23.7537,23.7588,23.748,23.7472,23.716,23.7479,23.7844,23.757,23.7521,23.7642,23.7549,23.7767,23.7521,23.7797,23.7405,23.7374,23.7835,23.7912,23.7665,23.6837
-41.9202,0.98608,0.255099,3,15,0,42.5339,0.340572,67.9949,-0.161064,0.340572,67.9949,-0.161064,3.25221e+07,1.36834e+06,57571.6,23.8006,23.7388,23.7618,23.7589,23.7584,23.7472,23.7157,23.7464,23.7413,23.8471,23.7812,23.8436,23.819,23.761,23.7869,23.8406,23.7652,23.7086,23.7812,23.7786,23.7617,23.7668,23.756,23.7552,23.7239,23.7558,23.7922,23.7646,23.7595,23.7713,23.7618,23.7833,23.7582,23.7852,23.7453,23.741,23.786,23.7922,23.7644,23.6782
-42.5174,0.994671,0.255099,3,7,0,42.5954,0.347788,59.5061,-0.176113,0.347788,59.5061,-0.176113,3.25114e+07,1.36811e+06,57571.6,23.7989,23.7368,23.7595,23.7564,23.7557,23.7442,23.7125,23.743,23.7378,23.8435,23.7774,23.8397,23.815,23.7569,23.7827,23.8363,23.7608,23.7041,23.7767,23.774,23.7571,23.7621,23.7513,23.7504,23.7192,23.7511,23.7874,23.7599,23.7549,23.7668,23.7574,23.779,23.754,23.7814,23.7417,23.738,23.7835,23.7904,23.764,23.6794
