# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-19 12:50:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpb1__lxuo/bjmm3b8a.json
# random
#   seed = 91110
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230719135016.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-42.4922,0.999634,0.358449,3,15,0,44.2146,0.325459,69.6061,-0.140923,0.325459,69.6061,-0.140923,3.25311e+07,1.36853e+06,57571.6,23.803,23.7415,23.7649,23.7623,23.762,23.7509,23.7197,23.7505,23.7455,23.8515,23.7857,23.8482,23.8237,23.7657,23.7917,23.8454,23.7701,23.7134,23.786,23.7834,23.7665,23.7715,23.7606,23.7597,23.7283,23.76,23.7961,23.7683,23.763,23.7744,23.7646,23.7855,23.7598,23.7861,23.7455,23.74,23.7837,23.7883,23.7574,23.6677
-42.1629,0.995568,0.358449,2,3,0,42.6024,0.330447,71.0319,-0.135255,0.330447,71.0319,-0.135255,3.25406e+07,1.36873e+06,57571.6,23.8035,23.7421,23.7656,23.7631,23.7629,23.752,23.7208,23.7518,23.7469,23.8531,23.7873,23.85,23.8255,23.7677,23.7938,23.8477,23.7725,23.716,23.7887,23.7863,23.7695,23.7747,23.764,23.7632,23.732,23.7639,23.8003,23.7727,23.7676,23.7794,23.7698,23.791,23.7657,23.7924,23.7522,23.7473,23.7915,23.7967,23.7669,23.6783
-43.2233,0.963894,0.358449,3,15,0,43.7062,0.311824,70.1802,-0.0960656,0.311824,70.1802,-0.0960656,3.25626e+07,1.36919e+06,57571.6,23.8074,23.7467,23.7708,23.7688,23.7691,23.7586,23.7279,23.7592,23.7547,23.8611,23.7955,23.8586,23.8342,23.7767,23.8029,23.857,23.7819,23.7255,23.7984,23.796,23.7793,23.7846,23.7739,23.7731,23.7419,23.7737,23.81,23.7822,23.7769,23.7884,23.7785,23.7993,23.7734,23.7994,23.7584,23.7521,23.7949,23.7982,23.7646,23.6716
-42.7695,0.993655,0.358449,3,7,0,43.5354,0.318617,74.0408,-0.115584,0.318617,74.0408,-0.115584,3.25501e+07,1.36893e+06,57571.6,23.8055,23.7445,23.7683,23.766,23.7661,23.7554,23.7244,23.7555,23.7508,23.8571,23.7914,23.8543,23.8298,23.7721,23.7983,23.8522,23.777,23.7206,23.7934,23.7909,23.7741,23.7793,23.7685,23.7677,23.7364,23.7683,23.8045,23.7768,23.7715,23.783,23.7731,23.794,23.7683,23.7945,23.7537,23.7478,23.7912,23.7951,23.7628,23.6715
-42.4952,0.995021,0.358449,3,7,0,43.0966,0.326613,77.4963,-0.130972,0.326613,77.4963,-0.130972,3.25418e+07,1.36875e+06,57571.6,23.8039,23.7426,23.7662,23.7637,23.7636,23.7527,23.7216,23.7526,23.7478,23.8539,23.7882,23.8509,23.8264,23.7686,23.7947,23.8486,23.7733,23.7168,23.7896,23.7871,23.7703,23.7755,23.7647,23.7639,23.7327,23.7645,23.8008,23.7732,23.768,23.7796,23.7699,23.7911,23.7656,23.7921,23.7516,23.7464,23.7904,23.7951,23.7645,23.675
-45.716,0.785398,0.358449,3,15,0,47.0139,0.348863,91.141,-0.130114,0.348863,91.141,-0.130114,3.25604e+07,1.36914e+06,57571.6,23.8037,23.7424,23.7661,23.7638,23.7638,23.7531,23.7221,23.7533,23.7487,23.8551,23.7895,23.8526,23.8282,23.7708,23.7971,23.8514,23.7765,23.7203,23.7935,23.7914,23.7751,23.7807,23.7705,23.7702,23.7395,23.772,23.8091,23.7821,23.7777,23.7903,23.7815,23.8037,23.7794,23.8074,23.7684,23.7654,23.8115,23.8188,23.7929,23.708
-43.9003,1,0.358449,3,15,0,46.0397,0.323981,86.5235,-0.144841,0.323981,86.5235,-0.144841,3.25261e+07,1.36842e+06,57571.6,23.8026,23.7411,23.7644,23.7617,23.7614,23.7502,23.7189,23.7497,23.7446,23.8506,23.7847,23.8472,23.8225,23.7645,23.7904,23.8441,23.7687,23.712,23.7845,23.7818,23.7648,23.7697,23.7587,23.7577,23.7263,23.7579,23.7939,23.766,23.7606,23.7719,23.7619,23.7828,23.757,23.7831,23.7423,23.7366,23.7802,23.7845,23.7533,23.6633
-43.3914,0.989405,0.358449,3,7,0,44.5277,0.325892,81.9782,-0.153246,0.325892,81.9782,-0.153246,3.25192e+07,1.36828e+06,57571.6,23.8018,23.7401,23.7632,23.7604,23.76,23.7487,23.7173,23.7479,23.7428,23.8487,23.7827,23.8451,23.8204,23.7623,23.7881,23.8417,23.7662,23.7095,23.7819,23.7792,23.7621,23.767,23.7559,23.7549,23.7233,23.7549,23.7909,23.763,23.7575,23.7688,23.7588,23.7796,23.7538,23.78,23.7392,23.7336,23.7772,23.7817,23.7508,23.6614
-43.0184,0.980497,0.358449,4,15,0,44.5976,0.365153,84.25,-0.187903,0.365153,84.25,-0.187903,3.25099e+07,1.36808e+06,57571.6,23.7971,23.7347,23.7572,23.7539,23.7531,23.7415,23.7097,23.7401,23.7349,23.8405,23.7744,23.8368,23.812,23.7539,23.7798,23.8335,23.7581,23.7015,23.7742,23.7717,23.7549,23.7601,23.7495,23.7489,23.7179,23.7501,23.7868,23.7597,23.7551,23.7676,23.7587,23.7809,23.7567,23.785,23.7463,23.744,23.7911,23.7998,23.777,23.696
-43.1141,0.914485,0.358449,3,15,0,45.5725,0.326538,81.6128,-0.148986,0.326538,81.6128,-0.148986,3.2524e+07,1.36838e+06,57571.6,23.8022,23.7406,23.7638,23.761,23.7607,23.7495,23.7181,23.7488,23.7438,23.8497,23.7837,23.8462,23.8216,23.7635,23.7894,23.8431,23.7676,23.7109,23.7834,23.7808,23.7637,23.7687,23.7577,23.7567,23.7253,23.7569,23.793,23.7651,23.7597,23.7711,23.7612,23.7821,23.7564,23.7826,23.742,23.7365,23.7802,23.7848,23.7541,23.6648
-43.0909,0.991833,0.358449,3,7,0,43.6188,0.335609,82.4863,-0.12709,0.335609,82.4863,-0.12709,3.25529e+07,1.36898e+06,57571.6,23.8042,23.743,23.7667,23.7643,23.7643,23.7535,23.7225,23.7536,23.7489,23.8552,23.7896,23.8525,23.8281,23.7705,23.7967,23.8508,23.7758,23.7194,23.7924,23.7901,23.7735,23.7789,23.7684,23.7679,23.7369,23.7691,23.8057,23.7784,23.7736,23.7857,23.7764,23.798,23.773,23.8002,23.7604,23.7561,23.801,23.8068,23.7781,23.6905
-42.6426,0.989089,0.358449,4,15,0,43.6236,0.367261,61.5314,-0.211931,0.367261,61.5314,-0.211931,3.24843e+07,1.36754e+06,57571.6,23.7943,23.7315,23.7535,23.7498,23.7485,23.7365,23.7043,23.7344,23.7288,23.8341,23.7677,23.8297,23.8047,23.7463,23.7719,23.8253,23.7496,23.6927,23.7651,23.7623,23.7452,23.7502,23.7393,23.7384,23.7071,23.7391,23.7755,23.7481,23.7433,23.7555,23.7464,23.7683,23.744,23.772,23.7331,23.7308,23.7778,23.7865,23.7641,23.6839
-43.0857,0.849944,0.358449,4,15,0,44.3207,0.333353,80.2103,-0.1709,0.333353,80.2103,-0.1709,3.25069e+07,1.36802e+06,57571.6,23.7998,23.7378,23.7607,23.7576,23.7569,23.7454,23.7137,23.7442,23.7389,23.8446,23.7785,23.8407,23.8159,23.7577,23.7834,23.8369,23.7613,23.7045,23.7768,23.774,23.7568,23.7617,23.7505,23.7495,23.7179,23.7495,23.7854,23.7575,23.7521,23.7635,23.7536,23.7745,23.7489,23.7753,23.7348,23.7297,23.7739,23.7791,23.7498,23.6621
-44.5446,0.990612,0.358449,4,15,0,46.1151,0.322481,55.2502,-0.0956637,0.322481,55.2502,-0.0956637,3.25726e+07,1.3694e+06,57571.6,23.8074,23.7467,23.7709,23.769,23.7693,23.759,23.7283,23.7597,23.7553,23.8619,23.7964,23.8596,23.8354,23.778,23.8044,23.8586,23.7837,23.7276,23.8006,23.7984,23.782,23.7875,23.777,23.7765,23.7456,23.7778,23.8144,23.787,23.7821,23.794,23.7845,23.8059,23.7806,23.8073,23.767,23.7618,23.8057,23.8103,23.779,23.6883
-44.6999,0.974149,0.358449,3,7,0,46.1551,0.320297,51.7937,-0.129517,0.320297,51.7937,-0.129517,3.25381e+07,1.36867e+06,57571.6,23.8042,23.7429,23.7665,23.764,23.7639,23.7529,23.7218,23.7527,23.7479,23.854,23.7882,23.8509,23.8263,23.7685,23.7945,23.8483,23.773,23.7164,23.789,23.7864,23.7695,23.7746,23.7637,23.7628,23.7314,23.7631,23.7992,23.7714,23.766,23.7774,23.7674,23.7883,23.7625,23.7886,23.7477,23.7418,23.7852,23.7892,23.7572,23.6663
-42.9338,0.885168,0.358449,3,7,0,46.458,0.318221,71.1233,-0.10059,0.318221,71.1233,-0.10059,3.2564e+07,1.36922e+06,57571.6,23.807,23.7462,23.7703,23.7682,23.7685,23.758,23.7273,23.7586,23.754,23.8605,23.795,23.858,23.8337,23.7762,23.8025,23.8566,23.7816,23.7253,23.7982,23.7959,23.7793,23.7846,23.774,23.7733,23.7422,23.7742,23.8106,23.783,23.7779,23.7896,23.7799,23.801,23.7754,23.8018,23.7611,23.7554,23.7989,23.8029,23.7706,23.6791
-42.7818,0.995212,0.358449,3,7,0,43.0857,0.321349,68.2566,-0.108014,0.321349,68.2566,-0.108014,3.25597e+07,1.36913e+06,57571.6,23.8062,23.7453,23.7693,23.7672,23.7673,23.7568,23.7259,23.7572,23.7526,23.859,23.7934,23.8564,23.832,23.7745,23.8007,23.8548,23.7798,23.7234,23.7963,23.794,23.7774,23.7827,23.7721,23.7714,23.7403,23.7723,23.8087,23.7812,23.7761,23.7878,23.7781,23.7993,23.7738,23.8003,23.7597,23.7543,23.7979,23.8023,23.7706,23.6798
-42.876,0.950351,0.358449,2,3,0,43.1539,0.32566,69.9115,-0.106404,0.32566,69.9115,-0.106404,3.2565e+07,1.36924e+06,57571.6,23.8064,23.7455,23.7695,23.7674,23.7676,23.7571,23.7264,23.7577,23.7532,23.8596,23.7941,23.8572,23.8329,23.7754,23.8017,23.8559,23.7809,23.7247,23.7977,23.7954,23.7789,23.7843,23.7739,23.7733,23.7423,23.7745,23.811,23.7836,23.7787,23.7906,23.7812,23.8026,23.7773,23.8041,23.7639,23.7589,23.803,23.8079,23.7772,23.6873
-41.9244,0.963348,0.358449,4,15,0,43.3496,0.342144,75.1442,-0.156908,0.342144,75.1442,-0.156908,3.25275e+07,1.36845e+06,57571.6,23.801,23.7393,23.7624,23.7596,23.7591,23.7479,23.7165,23.7473,23.7423,23.8482,23.7823,23.8448,23.8202,23.7623,23.7883,23.8421,23.7668,23.7102,23.7829,23.7804,23.7635,23.7687,23.758,23.7573,23.7261,23.7581,23.7945,23.7671,23.7621,23.7741,23.7647,23.7862,23.7613,23.7885,23.7487,23.7446,23.7898,23.7962,23.7688,23.6828
-42.3215,0.99035,0.358449,4,15,0,43.0298,0.370999,66.6036,-0.209678,0.370999,66.6036,-0.209678,3.2489e+07,1.36764e+06,57571.6,23.7944,23.7317,23.7537,23.75,23.7488,23.7368,23.7047,23.7348,23.7293,23.8347,23.7683,23.8303,23.8055,23.7471,23.7728,23.8262,23.7506,23.6938,23.7662,23.7636,23.7466,23.7517,23.7408,23.7401,23.7089,23.741,23.7776,23.7503,23.7457,23.758,23.7491,23.7713,23.7471,23.7754,23.7368,23.7348,23.7822,23.7914,23.7697,23.6901
-44.2555,0.845514,0.358449,4,15,0,45.0225,0.320752,69.5572,-0.0768492,0.320752,69.5572,-0.0768492,3.25889e+07,1.36974e+06,57571.6,23.8092,23.7488,23.7734,23.7717,23.7723,23.7622,23.7319,23.7635,23.7593,23.866,23.8008,23.8642,23.8401,23.783,23.8095,23.8639,23.7892,23.7332,23.8065,23.8044,23.7882,23.7938,23.7836,23.7832,23.7524,23.7848,23.8215,23.7943,23.7895,23.8016,23.7923,23.8138,23.7887,23.8155,23.7753,23.7702,23.8141,23.8186,23.7871,23.6959
-43.4895,0.971025,0.358449,4,15,0,45.0242,0.359911,77.3769,-0.156116,0.359911,77.3769,-0.156116,3.25412e+07,1.36874e+06,57571.6,23.8007,23.739,23.7621,23.7594,23.759,23.748,23.7167,23.7476,23.7427,23.8488,23.7831,23.8458,23.8214,23.7637,23.7899,23.8439,23.7689,23.7126,23.7856,23.7834,23.7669,23.7725,23.7622,23.7618,23.7311,23.7636,23.8006,23.7737,23.7694,23.7821,23.7734,23.7957,23.7717,23.8001,23.7614,23.7591,23.806,23.8144,23.7905,23.7081
-41.9499,0.994144,0.358449,3,11,0,44.3366,0.336455,71.0754,-0.152011,0.336455,71.0754,-0.152011,3.25284e+07,1.36847e+06,57571.6,23.8017,23.74,23.7632,23.7604,23.76,23.7489,23.7175,23.7483,23.7433,23.8492,23.7833,23.8459,23.8213,23.7634,23.7893,23.8431,23.7678,23.7112,23.7838,23.7813,23.7644,23.7695,23.7587,23.7579,23.7267,23.7586,23.7949,23.7673,23.7622,23.774,23.7645,23.7858,23.7606,23.7875,23.7474,23.7429,23.7875,23.7933,23.7647,23.6775
-43.4041,0.797018,0.358449,2,7,0,45.0471,0.334678,88.0066,-0.149551,0.334678,88.0066,-0.149551,3.25295e+07,1.36849e+06,57571.6,23.802,23.7403,23.7636,23.7608,23.7605,23.7494,23.718,23.7488,23.7438,23.8498,23.7839,23.8465,23.8219,23.7639,23.7899,23.8437,23.7684,23.7118,23.7844,23.7819,23.765,23.7701,23.7593,23.7585,23.7273,23.7591,23.7954,23.7678,23.7627,23.7744,23.7648,23.7861,23.7608,23.7876,23.7475,23.7428,23.7873,23.7929,23.7639,23.6763
-44.4561,0.886784,0.358449,2,3,0,44.7007,0.332131,90.4578,-0.166127,0.332131,90.4578,-0.166127,3.25109e+07,1.3681e+06,57571.6,23.8004,23.7384,23.7613,23.7583,23.7577,23.7463,23.7147,23.7452,23.74,23.8457,23.7797,23.8419,23.8172,23.759,23.7848,23.8383,23.7627,23.7059,23.7783,23.7755,23.7584,23.7633,23.7522,23.7511,23.7196,23.7512,23.7872,23.7593,23.7539,23.7653,23.7554,23.7763,23.7507,23.7771,23.7366,23.7314,23.7756,23.7807,23.7511,23.6631
-41.8495,0.997953,0.358449,3,9,0,44.6372,0.358015,70.173,-0.186163,0.358015,70.173,-0.186163,3.25073e+07,1.36803e+06,57571.6,23.7975,23.7352,23.7577,23.7544,23.7536,23.742,23.7102,23.7406,23.7353,23.841,23.7749,23.8371,23.8124,23.7542,23.7801,23.8337,23.7582,23.7015,23.7741,23.7715,23.7546,23.7597,23.749,23.7482,23.7171,23.7491,23.7857,23.7583,23.7535,23.7657,23.7566,23.7785,23.754,23.7818,23.7427,23.7398,23.7862,23.7941,23.7699,23.6874
-41.8283,0.982816,0.358449,2,3,0,41.9768,0.355359,71.0499,-0.189797,0.355359,71.0499,-0.189797,3.25017e+07,1.36791e+06,57571.6,23.7972,23.7348,23.7573,23.7539,23.753,23.7413,23.7095,23.7398,23.7345,23.84,23.7739,23.836,23.8112,23.753,23.7788,23.8323,23.7567,23.7,23.7724,23.7697,23.7527,23.7578,23.7469,23.7461,23.7148,23.7467,23.7832,23.7557,23.7508,23.7628,23.7535,23.7752,23.7505,23.7781,23.7388,23.7356,23.7817,23.7893,23.7645,23.6816
-44.502,0.736994,0.358449,3,11,0,47.6196,0.334215,56.0403,-0.182664,0.334215,56.0403,-0.182664,3.24955e+07,1.36778e+06,57571.6,23.7986,23.7364,23.759,23.7557,23.7549,23.7432,23.7113,23.7417,23.7363,23.8418,23.7755,23.8376,23.8127,23.7543,23.7799,23.8333,23.7575,23.7006,23.7728,23.7698,23.7525,23.7573,23.746,23.7448,23.7131,23.7445,23.7804,23.7524,23.7469,23.7581,23.7481,23.7689,23.7432,23.7695,23.7289,23.7237,23.7678,23.7731,23.7439,23.6565
-42.3912,0.986118,0.358449,3,15,0,44.8022,0.339201,80.0562,-0.145085,0.339201,80.0562,-0.145085,3.25375e+07,1.36866e+06,57571.6,23.8023,23.7408,23.7641,23.7615,23.7612,23.7502,23.7189,23.7498,23.7449,23.851,23.7852,23.8479,23.8234,23.7656,23.7917,23.8456,23.7703,23.7139,23.7867,23.7842,23.7675,23.7728,23.7621,23.7614,23.7304,23.7624,23.7989,23.7715,23.7666,23.7786,23.7692,23.7908,23.7658,23.793,23.7532,23.749,23.794,23.8001,23.7722,23.6855
-43.1668,0.88558,0.358449,3,7,0,44.0175,0.344115,82.3154,-0.191944,0.344115,82.3154,-0.191944,3.24922e+07,1.36771e+06,57571.6,23.7974,23.735,23.7574,23.754,23.753,23.7412,23.7093,23.7395,23.734,23.8395,23.7732,23.8352,23.8103,23.7519,23.7776,23.8309,23.7552,23.6982,23.7705,23.7676,23.7504,23.7552,23.744,23.7429,23.7114,23.7429,23.779,23.7511,23.7458,23.7573,23.7476,23.7688,23.7435,23.7703,23.7302,23.7259,23.7709,23.7772,23.7501,23.6649
-43.005,0.9819,0.358449,3,15,0,43.5752,0.348366,64.6148,-0.202946,0.348366,64.6148,-0.202946,3.24832e+07,1.36752e+06,57571.6,23.7961,23.7335,23.7556,23.752,23.7509,23.739,23.7068,23.737,23.7314,23.8367,23.7703,23.8322,23.8072,23.7487,23.7743,23.8275,23.7517,23.6947,23.7669,23.7639,23.7466,23.7514,23.7401,23.739,23.7074,23.739,23.775,23.7471,23.7418,23.7533,23.7436,23.7649,23.7396,23.7666,23.7266,23.7226,23.7679,23.7746,23.7483,23.6641
-42.1894,0.950501,0.358449,2,7,0,43.7863,0.363748,67.1938,-0.209217,0.363748,67.1938,-0.209217,3.24854e+07,1.36756e+06,57571.6,23.7948,23.732,23.7541,23.7504,23.7492,23.7372,23.705,23.7351,23.7295,23.8349,23.7685,23.8305,23.8055,23.7471,23.7727,23.8261,23.7504,23.6935,23.7658,23.763,23.7459,23.7509,23.7399,23.739,23.7077,23.7396,23.776,23.7485,23.7436,23.7557,23.7465,23.7683,23.7438,23.7717,23.7326,23.7299,23.7766,23.785,23.7619,23.6809
-44.0168,0.736272,0.358449,2,3,0,44.2136,0.382151,65.6505,-0.196694,0.382151,65.6505,-0.196694,3.25105e+07,1.36809e+06,57571.6,23.7955,23.733,23.7553,23.7518,23.7509,23.7392,23.7073,23.7377,23.7324,23.8381,23.772,23.8344,23.8097,23.7517,23.7776,23.8314,23.7561,23.6996,23.7724,23.77,23.7535,23.7589,23.7486,23.7481,23.7175,23.75,23.7871,23.7604,23.7562,23.7692,23.7609,23.7837,23.7603,23.7895,23.7517,23.751,23.7994,23.8099,23.7904,23.7127
