lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.133502
# Diagonal elements of inverse mass matrix:
-47.5812,0.889984,0.133502,4,23,0,51.0315,0.507088,-0.649409,0.507088,-0.649409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25621e+07,1.36918e+06,57571.6,23.8133,23.753,23.7774,23.7755,23.7757,23.7651,23.7341,23.765,23.7601,23.8661,23.8001,23.8624,23.8377,23.7794,23.8051,23.8585,23.7827,23.7256,23.7976,23.7946,23.777,23.7815,23.77,23.7686,23.7366,23.7677,23.8033,23.7751,23.7695,23.7807,23.7708,23.7919,23.7668,23.7942,23.7551,23.7531,23.8012,23.8125,23.7979,23.7297
-47.4073,0.944405,0.133502,4,31,0,48.9536,0.41288,-0.47581,0.41288,-0.47581,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25801e+07,1.36956e+06,57571.6,23.8142,23.7542,23.779,23.7774,23.778,23.7678,23.7373,23.7686,23.7641,23.8705,23.8049,23.8678,23.8433,23.7856,23.8116,23.8654,23.79,23.7333,23.8058,23.8031,23.7859,23.7908,23.7796,23.7784,23.7467,23.7781,23.8138,23.7857,23.78,23.791,23.7809,23.8015,23.7757,23.8019,23.7614,23.7565,23.8014,23.808,23.7831,23.7024
-47.351,0.91906,0.133502,1,3,0,48.209,0.421611,-0.454433,0.421611,-0.454433,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25951e+07,1.36987e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.7789,23.7689,23.7385,23.7701,23.7657,23.8723,23.8069,23.87,23.8457,23.7882,23.8144,23.8684,23.7933,23.7369,23.8097,23.8072,23.7904,23.7955,23.7847,23.7839,23.7526,23.7843,23.8206,23.7929,23.7877,23.7993,23.7896,23.8109,23.7857,23.8128,23.773,23.7694,23.8153,23.8232,23.8002,23.7213
-47.1517,0.998113,0.133502,3,13,0,47.4802,0.430546,-0.508276,0.430546,-0.508276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25792e+07,1.36954e+06,57571.6,23.8141,23.754,23.7788,23.7772,23.7778,23.7675,23.7369,23.7682,23.7637,23.87,23.8044,23.8672,23.8427,23.7849,23.8109,23.8646,23.7892,23.7325,23.805,23.8022,23.785,23.7899,23.7787,23.7775,23.7458,23.7772,23.813,23.7849,23.7793,23.7905,23.7804,23.8013,23.7756,23.8022,23.762,23.7578,23.8034,23.8111,23.7883,23.7102
-47.6857,0.943954,0.133502,2,7,0,47.7465,0.445158,-0.490526,0.445158,-0.490526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25969e+07,1.36991e+06,57571.6,23.8144,23.7545,23.7795,23.778,23.7787,23.7687,23.7383,23.7698,23.7655,23.872,23.8066,23.8697,23.8454,23.7878,23.8141,23.8681,23.793,23.7366,23.8094,23.8069,23.7902,23.7954,23.7846,23.7838,23.7526,23.7845,23.8208,23.7933,23.7883,23.8002,23.7908,23.8124,23.7876,23.8152,23.7761,23.7734,23.8204,23.8297,23.8097,23.7341
-47.0113,1,0.133502,2,3,0,47.6418,0.440681,-0.512725,0.440681,-0.512725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25843e+07,1.36964e+06,57571.6,23.8142,23.7541,23.779,23.7774,23.778,23.7678,23.7372,23.7686,23.7641,23.8705,23.8049,23.8677,23.8433,23.7856,23.8116,23.8654,23.7901,23.7335,23.806,23.8033,23.7863,23.7912,23.7802,23.7791,23.7476,23.7791,23.8151,23.7872,23.7818,23.7932,23.7834,23.8045,23.7792,23.8062,23.7665,23.763,23.8092,23.8177,23.7965,23.7199
-47.2008,0.884369,0.133502,3,11,0,48.3054,0.45945,-0.534025,0.45945,-0.534025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25876e+07,1.36971e+06,57571.6,23.8141,23.7541,23.7789,23.7774,23.778,23.7677,23.7372,23.7686,23.7641,23.8705,23.8049,23.8678,23.8434,23.7856,23.8117,23.8656,23.7903,23.7337,23.8063,23.8037,23.7867,23.7917,23.7807,23.7798,23.7484,23.7801,23.8162,23.7885,23.7833,23.795,23.7854,23.8069,23.782,23.8095,23.7703,23.7677,23.8149,23.8246,23.8058,23.7319
-47.0986,0.999276,0.133502,2,3,0,47.2597,0.446814,-0.541619,0.446814,-0.541619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25759e+07,1.36947e+06,57571.6,23.8139,23.7538,23.7785,23.7769,23.7774,23.767,23.7363,23.7676,23.763,23.8692,23.8035,23.8662,23.8417,23.7838,23.8097,23.8634,23.7879,23.7311,23.8035,23.8007,23.7834,23.7882,23.7769,23.7757,23.744,23.7753,23.8111,23.783,23.7774,23.7886,23.7786,23.7995,23.7739,23.8007,23.7608,23.7571,23.8032,23.8117,23.7907,23.7147
-48.5917,0.85514,0.133502,4,19,0,49.2462,0.409337,-0.498686,0.409337,-0.498686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25683e+07,1.36931e+06,57571.6,23.8139,23.7538,23.7785,23.7768,23.7773,23.767,23.7363,23.7675,23.7628,23.8691,23.8033,23.866,23.8414,23.7834,23.8093,23.8629,23.7873,23.7304,23.8027,23.7997,23.7823,23.7869,23.7754,23.774,23.742,23.7731,23.8085,23.78,23.774,23.7846,23.774,23.7942,23.7679,23.7935,23.7524,23.7468,23.7909,23.7968,23.7707,23.6891
-47.4853,0.996713,0.133502,2,7,0,48.7073,0.419288,-0.444471,0.419288,-0.444471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25974e+07,1.36992e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.7691,23.7388,23.7703,23.7661,23.8727,23.8073,23.8704,23.8461,23.7887,23.8149,23.869,23.7939,23.7376,23.8104,23.808,23.7912,23.7964,23.7856,23.7848,23.7536,23.7854,23.8217,23.794,23.7889,23.8006,23.791,23.8123,23.7872,23.8143,23.7746,23.7709,23.8169,23.8247,23.8016,23.7224
-47.2009,0.996249,0.133502,3,15,0,47.794,0.428711,-0.506743,0.428711,-0.506743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25786e+07,1.36952e+06,57571.6,23.8141,23.754,23.7788,23.7772,23.7778,23.7675,23.7369,23.7682,23.7636,23.87,23.8043,23.8671,23.8426,23.7848,23.8108,23.8646,23.7891,23.7324,23.8049,23.8021,23.7849,23.7897,23.7785,23.7773,23.7456,23.777,23.8128,23.7846,23.779,23.7901,23.7801,23.8008,23.7752,23.8016,23.7614,23.7571,23.8026,23.8101,23.7871,23.7087
-47.6812,0.860961,0.133502,4,19,0,49.3557,0.447325,-0.494979,0.447325,-0.494979,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25965e+07,1.3699e+06,57571.6,23.8144,23.7545,23.7794,23.778,23.7787,23.7686,23.7382,23.7697,23.7654,23.8719,23.8065,23.8695,23.8452,23.7877,23.8139,23.868,23.7928,23.7364,23.8092,23.8067,23.7899,23.7951,23.7844,23.7836,23.7524,23.7843,23.8206,23.7931,23.788,23.7999,23.7905,23.8122,23.7874,23.8151,23.7759,23.7733,23.8204,23.8298,23.81,23.7347
-46.9922,0.999811,0.133502,2,7,0,47.7197,0.445827,-0.525578,0.445827,-0.525578,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25822e+07,1.3696e+06,57571.6,23.8141,23.754,23.7788,23.7772,23.7778,23.7675,23.7369,23.7683,23.7637,23.8701,23.8044,23.8673,23.8428,23.785,23.811,23.8648,23.7894,23.7328,23.8053,23.8026,23.7855,23.7904,23.7793,23.7782,23.7466,23.7781,23.814,23.7861,23.7807,23.7921,23.7822,23.8034,23.7781,23.8051,23.7654,23.7619,23.8083,23.817,23.7963,23.7204
-47.0825,0.984991,0.133502,3,15,0,47.369,0.430457,-0.487367,0.430457,-0.487367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25879e+07,1.36972e+06,57571.6,23.8143,23.7543,23.7792,23.7777,23.7783,23.7682,23.7377,23.7691,23.7647,23.8712,23.8056,23.8686,23.8442,23.7865,23.8127,23.8666,23.7913,23.7347,23.8074,23.8048,23.7878,23.7928,23.7818,23.7808,23.7494,23.781,23.817,23.7892,23.7838,23.7953,23.7855,23.8066,23.7813,23.8082,23.7684,23.7647,23.8107,23.8187,23.7964,23.7185
-47.9604,0.998642,0.133502,4,19,0,49.2124,0.541069,-0.681378,0.541069,-0.681378,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25639e+07,1.36922e+06,57571.6,23.8132,23.7528,23.7772,23.7752,23.7754,23.7647,23.7337,23.7646,23.7596,23.8655,23.7995,23.8619,23.8371,23.7788,23.8045,23.8578,23.782,23.725,23.797,23.7939,23.7764,23.781,23.7695,23.7682,23.7363,23.7676,23.8034,23.7754,23.77,23.7816,23.772,23.7936,23.7691,23.7973,23.759,23.7584,23.808,23.8212,23.8105,23.7466
-48.0045,0.941217,0.133502,2,7,0,48.8292,0.526583,-0.680805,0.526583,-0.680805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25567e+07,1.36906e+06,57571.6,23.8131,23.7527,23.777,23.775,23.7751,23.7644,23.7332,23.7641,23.7591,23.8649,23.7988,23.8611,23.8362,23.7778,23.8034,23.8567,23.7807,23.7236,23.7955,23.7923,23.7746,23.779,23.7673,23.7659,23.7338,23.7649,23.8004,23.7721,23.7664,23.7776,23.7677,23.7889,23.7638,23.7915,23.7526,23.751,23.7997,23.8119,23.7992,23.7334
-48.874,0.713658,0.133502,1,3,0,50.1771,0.539225,-0.644419,0.539225,-0.644419,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25824e+07,1.3696e+06,57571.6,23.8136,23.7534,23.778,23.7762,23.7766,23.7662,23.7354,23.7665,23.7618,23.868,23.8023,23.8649,23.8403,23.7824,23.8083,23.862,23.7865,23.7298,23.8022,23.7995,23.7824,23.7873,23.7763,23.7754,23.744,23.7757,23.812,23.7845,23.7796,23.7918,23.7828,23.805,23.7811,23.81,23.7723,23.7726,23.8228,23.8367,23.8266,23.7627
-47.2907,0.999277,0.133502,4,29,0,49.3486,0.450812,-0.513501,0.450812,-0.513501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25908e+07,1.36978e+06,57571.6,23.8143,23.7543,23.7792,23.7776,23.7783,23.7681,23.7376,23.7691,23.7646,23.8711,23.8056,23.8685,23.8442,23.7865,23.8127,23.8666,23.7913,23.7348,23.8075,23.8049,23.788,23.7931,23.7822,23.7813,23.75,23.7817,23.8179,23.7902,23.7851,23.7968,23.7873,23.8087,23.7838,23.8113,23.772,23.7693,23.8163,23.8256,23.806,23.731
-47.5882,0.999852,0.133502,4,31,0,47.6638,0.398003,-0.440356,0.398003,-0.440356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25831e+07,1.36962e+06,57571.6,23.8143,23.7544,23.7793,23.7778,23.7784,23.7683,23.7378,23.7692,23.7648,23.8713,23.8057,23.8687,23.8442,23.7866,23.8127,23.8665,23.7912,23.7346,23.8071,23.8045,23.7874,23.7923,23.7811,23.78,23.7484,23.7798,23.8156,23.7874,23.7818,23.7928,23.7826,23.8032,23.7772,23.8032,23.7625,23.7572,23.8016,23.8075,23.7808,23.698
-47.098,0.999909,0.133502,3,15,0,47.9442,0.436896,-0.51989,0.436896,-0.51989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25786e+07,1.36953e+06,57571.6,23.814,23.754,23.7787,23.7771,23.7777,23.7674,23.7367,23.768,23.7635,23.8698,23.8041,23.8669,23.8424,23.7846,23.8106,23.8643,23.7889,23.7322,23.8046,23.8018,23.7846,23.7895,23.7782,23.7771,23.7454,23.7768,23.8126,23.7845,23.7789,23.7901,23.7801,23.801,23.7754,23.8021,23.7621,23.7581,23.804,23.812,23.7899,23.7127
-50.0966,0.764373,0.133502,3,11,0,50.9699,0.503787,-0.565647,0.503787,-0.565647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26012e+07,1.37e+06,57571.6,23.8143,23.7543,23.7792,23.7776,23.7783,23.7682,23.7377,23.7692,23.7648,23.8713,23.8058,23.8689,23.8446,23.787,23.8132,23.8673,23.7922,23.7358,23.8087,23.8063,23.7896,23.7949,23.7843,23.7837,23.7527,23.7849,23.8216,23.7944,23.7898,23.8023,23.7936,23.816,23.7922,23.8212,23.7835,23.7833,23.8329,23.8456,23.8325,23.7647
-50.3062,0.984225,0.133502,2,3,0,51.0971,0.499963,-0.556426,0.499963,-0.556426,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26033e+07,1.37004e+06,57571.6,23.8143,23.7544,23.7793,23.7778,23.7785,23.7684,23.738,23.7695,23.7651,23.8717,23.8062,23.8693,23.845,23.7875,23.8138,23.8679,23.7928,23.7365,23.8093,23.807,23.7904,23.7957,23.7852,23.7846,23.7536,23.7859,23.8226,23.7955,23.7909,23.8035,23.7947,23.8172,23.7934,23.8225,23.7847,23.7845,23.834,23.8466,23.8332,23.7649
-50.3014,0.966979,0.133502,4,19,0,52.3593,0.422458,-0.398948,0.422458,-0.398948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26182e+07,1.37036e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7804,23.7707,23.7406,23.7725,23.7685,23.8754,23.8102,23.8737,23.8497,23.7926,23.8191,23.8736,23.7988,23.7428,23.8161,23.814,23.7977,23.8033,23.7931,23.7927,23.762,23.7943,23.8312,23.8041,23.7996,23.812,23.803,23.8251,23.8008,23.8288,23.79,23.7876,23.8346,23.8435,23.8221,23.7439
-47.0303,0.99685,0.133502,3,11,0,50.4773,0.434919,-0.505928,0.434919,-0.505928,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25832e+07,1.36962e+06,57571.6,23.8142,23.7541,23.779,23.7774,23.778,23.7678,23.7372,23.7686,23.7641,23.8704,23.8048,23.8677,23.8433,23.7855,23.8116,23.8654,23.79,23.7334,23.8059,23.8032,23.7862,23.7911,23.78,23.7789,23.7473,23.7788,23.8148,23.7868,23.7813,23.7927,23.7828,23.8038,23.7784,23.8052,23.7653,23.7615,23.8075,23.8156,23.7935,23.7161
-47.0937,0.987847,0.133502,4,19,0,47.1745,0.447461,-0.542631,0.447461,-0.542631,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25759e+07,1.36947e+06,57571.6,23.8139,23.7538,23.7785,23.7768,23.7773,23.767,23.7363,23.7676,23.7629,23.8692,23.8035,23.8662,23.8417,23.7838,23.8097,23.8634,23.7879,23.7311,23.8035,23.8006,23.7834,23.7882,23.7769,23.7757,23.744,23.7753,23.8111,23.783,23.7774,23.7886,23.7786,23.7995,23.774,23.8007,23.7608,23.7571,23.8033,23.8118,23.7909,23.715
-47.1744,0.999616,0.133502,4,23,0,47.5351,0.485281,-0.606752,0.485281,-0.606752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25703e+07,1.36935e+06,57571.6,23.8136,23.7534,23.778,23.7761,23.7765,23.766,23.7352,23.7663,23.7615,23.8676,23.8018,23.8643,23.8397,23.7816,23.8074,23.861,23.7853,23.7284,23.8007,23.7977,23.7804,23.785,23.7737,23.7724,23.7406,23.7719,23.8076,23.7796,23.774,23.7853,23.7755,23.7966,23.7715,23.7988,23.7595,23.7571,23.8046,23.815,23.7983,23.7274
