lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.133502
# Diagonal elements of inverse mass matrix:
-49.1737,0.990064,0.133502,2,5,0,49.473,0.334286,-0.200663,0.334286,-0.200663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26127e+07,1.37024e+06,57571.6,23.8153,23.7558,23.7811,23.7801,23.7812,23.7715,23.7416,23.7735,23.7696,23.8766,23.8115,23.8751,23.8511,23.7941,23.8206,23.8751,23.8003,23.7443,23.8175,23.8153,23.7989,23.8044,23.7939,23.7933,23.7623,23.7943,23.8307,23.8031,23.7979,23.8094,23.7996,23.8204,23.7946,23.8207,23.7796,23.7735,23.8164,23.8199,23.787,23.6954
-49.1069,0.999911,0.133502,3,7,0,49.2287,0.330386,-0.199569,0.330386,-0.199569,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26093e+07,1.37017e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7414,23.7733,23.7693,23.8762,23.8111,23.8746,23.8506,23.7935,23.82,23.8744,23.7996,23.7435,23.8166,23.8145,23.798,23.8034,23.7928,23.7921,23.761,23.7929,23.8292,23.8015,23.7962,23.8075,23.7976,23.8183,23.7923,23.818,23.7768,23.7703,23.8129,23.816,23.7823,23.6899
-49.3576,0.982937,0.133502,2,7,0,49.586,0.33053,-0.183843,0.33053,-0.183843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26144e+07,1.37028e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7738,23.7699,23.8769,23.8118,23.8755,23.8515,23.7945,23.821,23.8755,23.8009,23.7448,23.8181,23.816,23.7996,23.8051,23.7947,23.7941,23.7631,23.7951,23.8315,23.804,23.7988,23.8104,23.8005,23.8214,23.7956,23.8216,23.7806,23.7744,23.8172,23.8206,23.7873,23.6952
-49.3922,0.993202,0.133502,2,5,0,49.672,0.320234,-0.171925,0.320234,-0.171925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26078e+07,1.37014e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7714,23.7414,23.7733,23.7693,23.8763,23.8111,23.8747,23.8506,23.7935,23.82,23.8744,23.7996,23.7435,23.8166,23.8144,23.7979,23.8032,23.7926,23.7919,23.7607,23.7926,23.8288,23.801,23.7956,23.8068,23.7967,23.8172,23.7911,23.8165,23.775,23.768,23.8101,23.8124,23.7773,23.6831
-50.154,0.985344,0.133502,3,15,0,50.4597,0.301001,-0.100754,0.301001,-0.100754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26091e+07,1.37017e+06,57571.6,23.8154,23.7558,23.7813,23.7802,23.7814,23.7718,23.7418,23.7738,23.7699,23.8769,23.8118,23.8754,23.8514,23.7943,23.8209,23.8753,23.8005,23.7445,23.8176,23.8154,23.7989,23.8043,23.7937,23.793,23.7618,23.7937,23.8298,23.802,23.7965,23.8076,23.7974,23.8177,23.7913,23.8165,23.7746,23.7668,23.8081,23.8093,23.7716,23.6742
-49.4029,0.958268,0.133502,3,15,0,51.6013,0.333576,-0.264646,0.333576,-0.264646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25914e+07,1.36979e+06,57571.6,23.8148,23.7551,23.7802,23.7789,23.7798,23.7699,23.7397,23.7713,23.7671,23.8738,23.8085,23.8717,23.8474,23.79,23.8163,23.8704,23.7953,23.7389,23.8116,23.8091,23.7922,23.7973,23.7863,23.7853,23.7537,23.7851,23.8209,23.7927,23.787,23.7977,23.7872,23.8073,23.7807,23.8057,23.7639,23.7564,23.7983,23.8006,23.7661,23.6734
-48.8448,0.995889,0.133502,2,3,0,49.4783,0.337847,-0.255866,0.337847,-0.255866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25982e+07,1.36994e+06,57571.6,23.815,23.7553,23.7805,23.7792,23.7802,23.7704,23.7402,23.772,23.7678,23.8746,23.8093,23.8727,23.8485,23.7912,23.8175,23.8717,23.7968,23.7405,23.8134,23.811,23.7942,23.7994,23.7886,23.7877,23.7563,23.788,23.824,23.796,23.7904,23.8014,23.7912,23.8116,23.7853,23.8107,23.7692,23.7623,23.8048,23.8077,23.7743,23.6826
-48.8598,0.994974,0.133502,2,5,0,49.0386,0.335851,-0.242107,0.335851,-0.242107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26009e+07,1.36999e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7723,23.7682,23.875,23.8098,23.8731,23.849,23.7917,23.8181,23.8724,23.7975,23.7412,23.8141,23.8118,23.7951,23.8004,23.7896,23.7888,23.7574,23.7891,23.8252,23.7973,23.7918,23.8029,23.7927,23.8132,23.7869,23.8125,23.771,23.7642,23.8066,23.8096,23.7761,23.6842
-48.4209,0.981146,0.133502,3,11,0,49.243,0.353948,-0.278271,0.353948,-0.278271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26055e+07,1.37009e+06,57571.6,23.8151,23.7554,23.7806,23.7795,23.7805,23.7707,23.7406,23.7724,23.7684,23.8752,23.81,23.8734,23.8493,23.7921,23.8185,23.8729,23.798,23.7418,23.8148,23.8126,23.796,23.8013,23.7907,23.79,23.7588,23.7907,23.8269,23.7992,23.7939,23.8054,23.7955,23.8163,23.7905,23.8166,23.7758,23.77,23.8135,23.8178,23.787,23.6982
-48.4263,1,0.133502,3,7,0,48.4463,0.349639,-0.28389,0.349639,-0.28389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25997e+07,1.36997e+06,57571.6,23.8149,23.7552,23.7804,23.7792,23.7801,23.7703,23.7402,23.7719,23.7678,23.8745,23.8093,23.8726,23.8484,23.7911,23.8175,23.8717,23.7967,23.7404,23.8134,23.811,23.7943,23.7995,23.7887,23.7879,23.7566,23.7883,23.8244,23.7965,23.791,23.8022,23.7921,23.8127,23.7866,23.8124,23.7712,23.7649,23.8079,23.8117,23.7799,23.6902
-48.4306,0.977324,0.133502,3,7,0,48.6829,0.354132,-0.277781,0.354132,-0.277781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26059e+07,1.3701e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7725,23.7684,23.8752,23.8101,23.8735,23.8494,23.7922,23.8186,23.8729,23.7981,23.7419,23.8149,23.8126,23.7961,23.8014,23.7908,23.7901,23.7589,23.7908,23.8271,23.7994,23.7941,23.8055,23.7957,23.8165,23.7908,23.8169,23.776,23.7703,23.8138,23.8181,23.7874,23.6986
-48.0613,0.980462,0.133502,4,31,0,48.904,0.365378,-0.341638,0.365378,-0.341638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25935e+07,1.36984e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7696,23.7393,23.7709,23.7667,23.8734,23.808,23.8712,23.8469,23.7895,23.8158,23.8698,23.7947,23.7383,23.8111,23.8086,23.7918,23.7969,23.786,23.785,23.7536,23.7852,23.8211,23.7931,23.7876,23.7987,23.7885,23.8091,23.783,23.8088,23.7678,23.7617,23.8052,23.8096,23.7794,23.692
-47.0551,0.999342,0.133502,4,27,0,48.3655,0.436863,-0.500262,0.436863,-0.500262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25869e+07,1.3697e+06,57571.6,23.8142,23.7542,23.7791,23.7776,23.7782,23.768,23.7375,23.7689,23.7645,23.8709,23.8053,23.8683,23.8439,23.7862,23.8123,23.8662,23.7909,23.7343,23.8069,23.8043,23.7873,23.7923,23.7813,23.7803,23.7488,23.7804,23.8164,23.7886,23.7832,23.7947,23.785,23.8061,23.7809,23.8079,23.7682,23.7647,23.8109,23.8193,23.7977,23.7207
-47.1938,0.954635,0.133502,1,3,0,47.431,0.431171,-0.512338,0.431171,-0.512338,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25779e+07,1.36951e+06,57571.6,23.814,23.754,23.7788,23.7771,23.7777,23.7674,23.7368,23.7681,23.7635,23.8698,23.8042,23.867,23.8425,23.7846,23.8106,23.8643,23.7889,23.7322,23.8046,23.8018,23.7846,23.7894,23.7782,23.777,23.7453,23.7766,23.8124,23.7843,23.7787,23.7898,23.7797,23.8005,23.7748,23.8013,23.7611,23.7569,23.8025,23.8101,23.7873,23.7092
-47.3452,0.994282,0.133502,4,27,0,47.4837,0.414095,-0.440876,0.414095,-0.440876,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2595e+07,1.36987e+06,57571.6,23.8145,23.7547,23.7797,23.7782,23.779,23.769,23.7386,23.7702,23.7659,23.8725,23.807,23.8702,23.8459,23.7884,23.8146,23.8687,23.7935,23.7371,23.8099,23.8074,23.7906,23.7958,23.7849,23.7841,23.7527,23.7845,23.8207,23.7929,23.7877,23.7993,23.7895,23.8107,23.7854,23.8123,23.7724,23.7684,23.814,23.8215,23.7976,23.7176
-48.8061,0.965133,0.133502,4,25,0,49.6372,0.354467,-0.260391,0.354467,-0.260391,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26121e+07,1.37023e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7809,23.7712,23.7412,23.7731,23.7691,23.8761,23.8109,23.8745,23.8504,23.7934,23.8199,23.8743,23.7995,23.7434,23.8166,23.8145,23.798,23.8035,23.793,23.7925,23.7614,23.7935,23.8299,23.8024,23.7973,23.809,23.7993,23.8204,23.7948,23.8212,23.7806,23.7752,23.819,23.8237,23.7935,23.705
-47.3983,0.997599,0.133502,4,27,0,49.0937,0.407796,-0.426882,0.407796,-0.426882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25958e+07,1.36989e+06,57571.6,23.8146,23.7547,23.7798,23.7784,23.7791,23.7691,23.7388,23.7704,23.7661,23.8727,23.8073,23.8705,23.8462,23.7887,23.815,23.869,23.7939,23.7375,23.8103,23.8079,23.7911,23.7962,23.7854,23.7846,23.7532,23.785,23.8212,23.7934,23.7882,23.7997,23.79,23.8111,23.7858,23.8126,23.7725,23.7684,23.8137,23.8208,23.7962,23.7153
-48.0408,0.972882,0.133502,4,31,0,48.8256,0.521839,-0.677615,0.521839,-0.677615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25558e+07,1.36905e+06,57571.6,23.8131,23.7527,23.777,23.775,23.7751,23.7644,23.7332,23.7641,23.7591,23.8649,23.7988,23.8611,23.8362,23.7778,23.8034,23.8566,23.7807,23.7235,23.7954,23.7922,23.7745,23.7789,23.7672,23.7657,23.7336,23.7646,23.8001,23.7718,23.766,23.7771,23.7672,23.7883,23.7631,23.7906,23.7516,23.7498,23.7983,23.8102,23.7969,23.7305
-48.0408,0.859413,0.133502,1,1,0,48.5889,0.521839,-0.677615,0.521839,-0.677615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25558e+07,1.36905e+06,57571.6,23.8131,23.7527,23.777,23.775,23.7751,23.7644,23.7332,23.7641,23.7591,23.8649,23.7988,23.8611,23.8362,23.7778,23.8034,23.8566,23.7807,23.7235,23.7954,23.7922,23.7745,23.7789,23.7672,23.7657,23.7336,23.7646,23.8001,23.7718,23.766,23.7771,23.7672,23.7883,23.7631,23.7906,23.7516,23.7498,23.7983,23.8102,23.7969,23.7305
-49.2924,0.980075,0.133502,3,11,0,49.456,0.565093,-0.7385,0.565093,-0.7385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25448e+07,1.36881e+06,57571.6,23.8126,23.7521,23.7762,23.7739,23.7739,23.7629,23.7315,23.7621,23.7569,23.8625,23.7962,23.8582,23.8331,23.7744,23.7999,23.8528,23.7766,23.7192,23.7909,23.7875,23.7695,23.7737,23.7618,23.7601,23.7278,23.7586,23.794,23.7655,23.7597,23.7708,23.7609,23.7821,23.7573,23.7852,23.7467,23.7461,23.7959,23.8097,23.8007,23.7395
-47.1858,0.999789,0.133502,4,23,0,49.7714,0.451483,-0.519097,0.451483,-0.519097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25888e+07,1.36974e+06,57571.6,23.8142,23.7542,23.7791,23.7775,23.7781,23.768,23.7374,23.7688,23.7644,23.8708,23.8053,23.8682,23.8438,23.7861,23.8122,23.8661,23.7908,23.7343,23.8069,23.8043,23.7874,23.7924,23.7815,23.7805,23.7491,23.7808,23.817,23.7892,23.784,23.7957,23.7861,23.8075,23.7826,23.81,23.7706,23.7678,23.8147,23.824,23.8043,23.7294
-48.3256,0.87867,0.133502,2,7,0,48.3973,0.432072,-0.545483,0.432072,-0.545483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25645e+07,1.36923e+06,57571.6,23.8137,23.7536,23.7782,23.7764,23.7768,23.7663,23.7355,23.7667,23.7619,23.8681,23.8022,23.8648,23.8401,23.782,23.8079,23.8614,23.7857,23.7287,23.8009,23.7978,23.7803,23.7849,23.7733,23.7719,23.7398,23.7708,23.8062,23.7777,23.7717,23.7823,23.7719,23.7922,23.766,23.792,23.7513,23.7464,23.7914,23.7984,23.7749,23.6966
-47.6748,0.974246,0.133502,4,23,0,49.5821,0.5211,-0.641531,0.5211,-0.641531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25739e+07,1.36942e+06,57571.6,23.8135,23.7533,23.7778,23.776,23.7763,23.7658,23.7349,23.766,23.7612,23.8673,23.8014,23.864,23.8393,23.7813,23.8071,23.8606,23.785,23.7282,23.8004,23.7976,23.7803,23.785,23.7738,23.7726,23.741,23.7725,23.8085,23.7807,23.7754,23.7871,23.7777,23.7994,23.7749,23.8031,23.7648,23.7639,23.8131,23.8256,23.8131,23.7469
-48.1971,0.979477,0.133502,2,7,0,48.5082,0.525754,-0.685101,0.525754,-0.685101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2554e+07,1.36901e+06,57571.6,23.813,23.7526,23.7769,23.7748,23.7749,23.7642,23.733,23.7638,23.7588,23.8646,23.7985,23.8607,23.8358,23.7773,23.8029,23.8561,23.7801,23.7229,23.7948,23.7915,23.7738,23.7782,23.7664,23.7649,23.7327,23.7637,23.7992,23.7708,23.7651,23.7761,23.7661,23.7872,23.7621,23.7896,23.7506,23.7488,23.7974,23.8094,23.7965,23.7305
-48.3683,0.935257,0.133502,4,23,0,50.2463,0.387786,-0.350926,0.387786,-0.350926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2609e+07,1.37016e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7803,23.7705,23.7404,23.7722,23.7681,23.8749,23.8097,23.8731,23.849,23.7918,23.8182,23.8726,23.7977,23.7416,23.8146,23.8124,23.7959,23.8013,23.7908,23.7902,23.7592,23.7912,23.8277,23.8002,23.7952,23.8071,23.7976,23.8189,23.7938,23.8207,23.7807,23.7765,23.8216,23.8281,23.8019,23.7185
