# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-20 10:21:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpwtf1_yr5/wy6ynda4.json
# random
#   seed = 25896
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230720112126.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,M,theta.1,theta.2,theta.3,theta.4,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40
# Adaptation terminated
# Step size = 0.0850789
# Diagonal elements of inverse mass matrix:
# 0.0392218, 0.0252967, 0.044, 0.000114712
-25.2912,0.985745,0.0850789,6,63,0,27.3315,0.224175,70.9562,0.387673,-1.18605,70.9562,0.224175,0.387673,-1.18605,0.0141496,0.0196867,0.0269298,0.0337211,0.040787,0.0492035,0.0583611,0.067076,0.0759936,0.0860119,0.0947872,0.107537,0.115594,0.130032,0.139813,0.153879,0.168739,0.182935,0.200676,0.216779,0.237327,0.256631,0.281508,0.301961,0.329661,0.358678,0.392876,0.427002,0.46424,0.515095,0.561731,0.621386,0.690967,0.784154,0.878181,1.04257,1.21873,1.46461,2.03085,2.84529,14.5677,15.2848,15.9651,16.4535,16.8666,17.2739,17.6446,17.9468,18.2178,18.4867,18.6977,18.9717,19.1286,19.3842,19.5417,19.7499,19.95,20.1254,20.3264,20.494,20.6907,20.8605,21.0614,21.2137,21.4043,21.5875,21.7852,21.9661,22.1477,22.3734,22.5616,22.7808,23.0112,23.286,23.5319,23.9045,24.2435,24.6426,25.3523,26.0846
-24.3708,0.996411,0.0850789,5,63,0,30.3735,0.33145,52.7453,-0.179469,-1.19155,52.7453,0.33145,-0.179469,-1.19155,0.0141553,0.0196976,0.0269497,0.0337517,0.0408309,0.0492661,0.0584472,0.0671872,0.0761332,0.0861864,0.0949946,0.107796,0.115887,0.13039,0.140218,0.154352,0.169287,0.183558,0.201394,0.217585,0.238246,0.257656,0.282668,0.30323,0.331073,0.360232,0.394584,0.428847,0.466213,0.517203,0.563916,0.6236,0.693111,0.786018,0.879537,1.04249,1.21632,1.45766,2.00828,2.79,14.563,15.2805,15.9612,16.4499,16.8634,17.2712,17.6423,17.9449,18.2163,18.4856,18.6969,18.9715,19.1286,19.3847,19.5425,19.751,19.9516,20.1273,20.3287,20.4966,20.6936,20.8637,21.0648,21.2173,21.4081,21.5914,21.7891,21.97,22.1514,22.3768,22.5645,22.783,23.0125,23.2856,23.5297,23.8988,24.2337,24.6267,25.3226,26.0365
-27.3553,0.942943,0.0850789,5,63,0,30.421,0.193434,89.6449,0.625428,-1.19716,89.6449,0.193434,0.625428,-1.19716,0.0141491,0.0196859,0.0269283,0.0337188,0.0407838,0.049199,0.0583553,0.0670687,0.0759848,0.0860015,0.0947754,0.107523,0.115579,0.130016,0.139797,0.153862,0.168722,0.182919,0.200663,0.216769,0.237324,0.256636,0.281527,0.301994,0.329719,0.358767,0.39301,0.42719,0.464498,0.515469,0.56223,0.622074,0.691916,0.785523,0.880056,1.04553,1.22311,1.47143,2.04507,2.87379,14.5565,15.2736,15.9539,16.4422,16.8553,17.2626,17.6332,17.9354,18.2065,18.4754,18.6863,18.9604,19.1172,19.3728,19.5303,19.7385,19.9387,20.1141,20.3152,20.4828,20.6795,20.8494,21.0504,21.2028,21.3936,21.5769,21.7749,21.9559,22.1378,22.3639,22.5524,22.772,23.0031,23.2786,23.5254,23.8995,24.2402,24.6415,25.3564,26.0951
-25.448,0.965969,0.0850789,5,31,0,29.0319,0.199171,64.8344,0.573894,-1.19602,64.8344,0.199171,0.573894,-1.19602,0.0141493,0.0196861,0.0269287,0.0337195,0.0407847,0.0492004,0.0583571,0.067071,0.0759877,0.086005,0.0947795,0.107528,0.115585,0.130022,0.139804,0.15387,0.16873,0.182928,0.200673,0.21678,0.237335,0.256647,0.281538,0.302004,0.329726,0.358772,0.39301,0.427184,0.464483,0.515439,0.562182,0.621998,0.691801,0.785344,0.879796,1.04509,1.22243,1.47033,2.04266,2.8688,14.5577,15.2748,15.9551,16.4434,16.8565,17.2638,17.6345,17.9367,18.2077,18.4766,18.6876,18.9616,19.1185,19.3741,19.5316,19.7398,19.94,20.1154,20.3164,20.4841,20.6808,20.8507,21.0517,21.204,21.3948,21.5781,21.776,21.9571,22.1388,22.3649,22.5534,22.7729,23.0039,23.2793,23.5259,23.8997,24.2401,24.6411,25.355,26.0925
-23.8402,0.998686,0.0850789,5,31,0,25.732,0.233102,72.3487,0.32061,-1.19355,72.3487,0.233102,0.32061,-1.19355,0.0141501,0.0196876,0.0269315,0.0337236,0.0407906,0.0492086,0.0583683,0.0670852,0.0760051,0.0860263,0.0948043,0.107558,0.115618,0.130062,0.139847,0.153918,0.168784,0.182986,0.200735,0.216845,0.237403,0.256716,0.281604,0.302066,0.329777,0.358806,0.393017,0.427153,0.464402,0.515269,0.56191,0.621568,0.691142,0.784306,0.878289,1.04256,1.21851,1.464,2.02886,2.84034,14.5602,15.2774,15.9577,16.4461,16.8593,17.2667,17.6373,17.9396,18.2107,18.4796,18.6906,18.9647,19.1216,19.3772,19.5347,19.7429,19.9431,20.1185,20.3196,20.4872,20.6839,20.8537,21.0546,21.207,21.3976,21.5807,21.7785,21.9594,22.1409,22.3666,22.5548,22.7739,23.0043,23.2789,23.5246,23.8969,24.2356,24.6342,25.3427,26.0733
-23.8219,0.996448,0.0850789,4,25,0,25.5656,0.231713,71.5856,0.287332,-1.19642,71.5856,0.231713,0.287332,-1.19642,0.0141515,0.0196904,0.0269365,0.0337315,0.040802,0.049225,0.0583911,0.067115,0.0760431,0.0860744,0.0948623,0.107632,0.115703,0.130167,0.139967,0.154062,0.168955,0.183185,0.20097,0.217116,0.237721,0.257082,0.282036,0.302554,0.330347,0.359466,0.393789,0.428044,0.465427,0.516489,0.563318,0.623227,0.693109,0.786707,0.88115,1.04626,1.22317,1.47004,2.03824,2.85464,14.5576,15.2748,15.9553,16.4438,16.857,17.2645,17.6353,17.9377,18.2089,18.4779,18.689,18.9633,19.1203,19.3761,19.5337,19.7421,19.9424,20.118,20.3192,20.487,20.6839,20.8539,21.0551,21.2076,21.3984,21.5819,21.7799,21.961,22.1428,22.3689,22.5573,22.7768,23.0076,23.2826,23.5288,23.9018,24.241,24.6402,25.3499,26.0813
