# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-19 12:50:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpb1__lxuo/bjmm3b8a.json
# random
#   seed = 91110
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230719135016.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.293614
# Diagonal elements of inverse mass matrix:
# 0.00453485, 0.0218127, 0.00246202
-43.0162,0.994249,0.293614,3,7,0,43.9375,0.368735,60.0818,-0.220146,0.368735,60.0818,-0.220146,3.24759e+07,1.36736e+06,57571.6,23.7934,23.7304,23.7522,23.7483,23.7469,23.7347,23.7024,23.7324,23.7266,23.8319,23.7654,23.8272,23.8022,23.7436,23.7692,23.8225,23.7467,23.6897,23.762,23.7591,23.7419,23.7468,23.7358,23.7349,23.7035,23.7354,23.7718,23.7443,23.7394,23.7515,23.7424,23.7643,23.7399,23.7679,23.729,23.7267,23.7737,23.7826,23.7605,23.6806
-42.5442,0.98948,0.293614,4,15,0,44.6016,0.329967,75.4657,-0.120963,0.329967,75.4657,-0.120963,3.25544e+07,1.36902e+06,57571.6,23.8049,23.7438,23.7675,23.7652,23.7653,23.7546,23.7236,23.7548,23.7501,23.8564,23.7908,23.8537,23.8293,23.7718,23.798,23.852,23.777,23.7206,23.7935,23.7912,23.7746,23.78,23.7694,23.7688,23.7378,23.7698,23.8064,23.779,23.774,23.7859,23.7765,23.7979,23.7727,23.7996,23.7595,23.7547,23.7991,23.8043,23.7745,23.6856
-43.2015,0.983338,0.293614,3,15,0,44.2129,0.316811,71.9945,-0.0915391,0.316811,71.9945,-0.0915391,3.25713e+07,1.36937e+06,57571.6,23.8078,23.7472,23.7714,23.7695,23.7699,23.7595,23.7289,23.7603,23.7559,23.8624,23.797,23.8601,23.8359,23.7785,23.8048,23.859,23.7841,23.7278,23.8009,23.7986,23.7821,23.7875,23.777,23.7763,23.7453,23.7774,23.8138,23.7863,23.7812,23.793,23.7833,23.8044,23.7789,23.8053,23.7646,23.7589,23.8023,23.8063,23.7737,23.6818
-42.2646,0.997804,0.293614,3,15,0,43.5365,0.328337,74.004,-0.136704,0.328337,74.004,-0.136704,3.25375e+07,1.36866e+06,57571.6,23.8034,23.742,23.7654,23.7629,23.7627,23.7517,23.7205,23.7514,23.7466,23.8526,23.7868,23.8495,23.825,23.7671,23.7932,23.847,23.7717,23.7152,23.7879,23.7854,23.7685,23.7737,23.7629,23.7621,23.7308,23.7627,23.7989,23.7713,23.7661,23.7777,23.768,23.7892,23.7637,23.7903,23.7498,23.7447,23.7888,23.7937,23.7634,23.6744
-41.8319,0.976488,0.293614,3,11,0,42.903,0.350311,68.4407,-0.180168,0.350311,68.4407,-0.180168,3.25088e+07,1.36806e+06,57571.6,23.7984,23.7362,23.7589,23.7557,23.7549,23.7434,23.7116,23.7421,23.7368,23.8425,23.7764,23.8387,23.8139,23.7557,23.7816,23.8352,23.7597,23.703,23.7755,23.7728,23.7558,23.7609,23.7501,23.7492,23.718,23.7499,23.7863,23.7588,23.7538,23.7658,23.7564,23.778,23.7532,23.7806,23.7411,23.7375,23.7832,23.7904,23.7646,23.6805
-42.1932,0.986904,0.293614,2,7,0,42.4445,0.355174,63.3617,-0.176511,0.355174,63.3617,-0.176511,3.25159e+07,1.36821e+06,57571.6,23.7986,23.7365,23.7592,23.7561,23.7554,23.744,23.7123,23.7429,23.7377,23.8435,23.7774,23.8398,23.8151,23.7571,23.783,23.8367,23.7613,23.7047,23.7774,23.7748,23.758,23.7632,23.7525,23.7518,23.7208,23.7529,23.7894,23.7621,23.7574,23.7696,23.7605,23.7824,23.7578,23.7856,23.7464,23.7434,23.7896,23.7973,23.7725,23.6894
