# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-26 21:07:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp7e5i_7u4/2v40dvxq.json
# random
#   seed = 43447
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/cc/cc-20230726220713.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,lambda,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
-7.45513,0.975205,0.246138,3,15,0,9.36724,0.271537,68.4912,0.472856,68.4912,0.271537,0.472856,71.0726,71.8443,73.0304,75.0834,75.463,76.3176,76.3607,79.4731,79.9327,83.3508,84.7313,85.7346,85.7548,87.0089,88.0444,89.3585,89.7996,89.8902,96.1369,101.235,105.513,107.456,113.524,113.854,115.181,124.578,144.012,148.922,154.247,162.384,181.053,200.257
-7.45671,0.983601,0.246138,4,15,0,7.66785,0.335366,67.5628,0.163947,67.5628,0.335366,0.163947,70.1274,70.9046,72.1071,74.2079,74.5987,75.4809,75.5255,78.7631,79.244,82.8376,84.2963,85.3588,85.3802,86.7105,87.8107,89.2089,89.6788,89.7753,96.4493,101.916,106.51,108.599,115.125,115.48,116.909,127.022,147.928,153.206,158.927,167.665,187.692,208.263
-7.8384,0.997692,0.246138,3,15,0,8.17869,0.267398,71.099,-0.129844,71.099,0.267398,-0.129844,73.2475,73.9019,74.9171,76.6986,77.031,77.7826,77.8207,80.5923,81.0056,84.1068,85.3716,86.2949,86.3135,87.4719,88.4317,89.6539,90.0651,90.1497,96.0208,100.865,104.957,106.823,112.675,112.994,114.279,123.41,142.433,147.26,152.501,160.523,178.968,197.982
-8.5289,0.967602,0.246138,2,3,0,8.61174,0.241225,71.3126,-0.134725,71.3126,0.241225,-0.134725,73.2665,73.8624,74.7876,76.4134,76.7171,77.404,77.4388,79.976,80.3549,83.2019,84.365,85.2147,85.2319,86.2988,87.1835,88.3109,88.6904,88.7685,94.1979,98.6909,102.495,104.232,109.687,109.985,111.184,119.721,137.574,142.115,147.049,154.609,172.019,189.997
-9.62541,0.978672,0.246138,3,7,0,10.3054,0.218395,72.8868,-0.0448177,72.8868,0.218395,-0.0448177,74.6614,75.2046,76.0497,77.5388,77.8176,78.4487,78.4807,80.8187,81.1686,83.8046,84.8844,85.6743,85.6902,86.6831,87.5073,88.5587,88.913,88.9859,94.0675,98.2897,101.874,103.514,108.673,108.955,110.092,118.197,135.22,139.562,144.284,151.528,168.241,185.535
-10.5177,0.944467,0.246138,4,15,0,11.4458,0.437564,64.9693,0.0693333,64.9693,0.437564,0.0693333,68.1036,69.0491,70.5081,73.0462,73.5169,74.5778,74.6314,78.5059,79.079,83.3445,85.0677,86.3199,86.3452,87.9099,89.2014,90.8396,91.3892,91.5022,99.2708,105.587,110.869,113.263,120.717,121.122,122.748,134.221,157.761,163.676,170.076,179.833,202.127,224.953
-11.9763,0.83716,0.246138,3,7,0,16.6579,0.470922,60.6553,-0.112573,60.6553,0.470922,-0.112573,63.8144,64.765,66.2298,68.7726,69.2435,70.3041,70.3576,74.2228,74.7936,79.0345,80.7445,81.9862,82.0112,83.5616,84.8402,86.4609,87.0045,87.1161,94.7847,101.005,106.197,108.547,115.861,116.258,117.852,129.085,152.083,157.853,164.094,173.605,195.317,217.528
-7.54263,0.990618,0.246138,3,11,0,13.0051,0.311394,68.7348,0.300893,68.7348,0.311394,0.300893,71.3132,72.0912,73.2927,75.3858,75.7745,76.6512,76.6955,79.9061,80.3822,83.9357,85.3762,86.4249,86.446,87.7585,88.8435,90.222,90.6851,90.7803,97.3544,102.736,107.257,109.313,115.736,116.085,117.491,127.447,148.039,153.24,158.879,167.495,187.251,207.557
-7.3944,0.936173,0.246138,3,11,0,8.35678,0.309348,67.8583,-0.369088,67.8583,0.309348,-0.369088,70.4939,71.2864,72.5081,74.631,75.0245,75.9116,75.9564,79.1972,79.6769,83.2517,84.6984,85.7507,85.7719,87.0882,88.1756,89.5563,90.02,90.1153,96.6884,102.059,106.567,108.615,115.01,115.358,116.757,126.657,147.114,152.278,157.875,166.426,186.027,206.169
-8.98666,0.944268,0.246138,3,15,0,9.55868,0.217339,70.0149,0.463336,70.0149,0.217339,0.463336,72.2168,72.8749,73.8865,75.6383,75.9624,76.6923,76.7291,79.3903,79.7837,82.714,83.8996,84.7621,84.7795,85.8586,86.7503,87.8831,88.2636,88.3418,93.7449,98.1736,101.901,103.598,108.91,109.199,110.364,118.631,135.837,140.203,144.944,152.203,168.909,186.152
-9.04658,0.970505,0.246138,4,15,0,9.82539,0.178401,68.5648,0.897057,68.5648,0.178401,0.897057,71.8191,72.7637,74.1935,76.612,77.0522,78.0357,78.0851,81.5883,82.0965,85.8132,87.2864,88.3484,88.3697,89.6872,90.7674,92.1292,92.5841,92.6774,99.0154,104.074,108.257,110.142,115.977,116.292,117.558,126.449,144.547,149.078,153.977,161.442,178.492,195.958
-10.881,0.0550193,0.246138,1,3,0,12.7593,0.165375,68.1223,1.03027,68.1223,0.165375,1.03027,71.8682,72.9507,74.5853,77.3392,77.8389,78.954,79.0099,82.9637,83.5351,87.6977,89.3401,90.5215,90.5452,92.008,93.2049,94.7109,95.2133,95.3164,102.281,107.798,112.336,114.373,120.657,120.996,122.355,131.858,151.028,155.797,160.944,168.767,186.56,204.702
-9.215,0.291004,0.246138,2,6,1,11.4859,0.170923,69.2611,0.855679,69.2611,0.170923,0.855679,72.317,73.2046,74.5487,76.8239,77.2383,78.1643,78.2108,81.5123,81.9916,85.5004,86.8927,87.8969,87.9171,89.1635,90.1859,91.4754,91.9063,91.9947,98.0066,102.815,106.797,108.593,114.158,114.46,115.669,124.17,141.522,145.875,150.585,157.767,174.195,191.05
-9.11778,0.982574,0.246138,2,3,0,9.23723,0.174645,69.2568,0.843225,69.2568,0.174645,0.843225,72.2901,73.1719,74.508,76.7713,77.1836,78.1055,78.1518,81.4411,81.9189,85.4191,86.809,87.8118,87.8319,89.0769,90.0985,91.3872,91.818,91.9064,97.9202,102.735,106.725,108.525,114.105,114.407,115.621,124.152,141.581,145.955,150.689,157.91,174.43,191.385
-8.74825,0.512545,0.246138,3,15,0,11.8958,0.215648,68.9497,0.568489,68.9497,0.215648,0.568489,71.3605,72.0754,73.1697,75.0529,75.3999,76.1796,76.2189,79.0452,79.4611,82.5448,83.7864,84.6877,84.7058,85.8312,86.7595,87.9366,88.3315,88.4126,93.9959,98.5453,102.36,104.092,109.503,109.798,110.982,119.367,136.742,141.139,145.91,153.209,169.983,187.274
-8.38721,0.957225,0.246138,2,7,0,9.77516,0.263316,68.3348,0.68753,68.3348,0.263316,0.68753,71.4313,72.3445,73.7382,76.1251,76.5633,77.5465,77.596,81.1406,81.6598,85.4926,87.0277,88.1393,88.1616,89.5464,90.6862,92.1284,92.6114,92.7106,99.502,104.99,109.565,111.635,118.076,118.425,119.829,129.731,150.058,155.172,160.709,169.159,188.501,208.353
-8.50521,0.750566,0.246138,3,11,0,9.83818,0.241435,65.7521,0.661351,65.7521,0.241435,0.661351,68.4944,69.3035,70.5389,72.6563,73.0452,73.918,73.9619,77.1116,77.5733,80.9848,82.3526,83.3436,83.3635,84.5986,85.6157,86.9033,87.3347,87.4233,93.4967,98.4147,102.52,104.38,110.171,110.486,111.75,120.673,139.04,143.668,148.684,156.343,173.898,191.939
-7.94008,0.976559,0.246138,3,7,0,8.47605,0.251796,65.0701,0.843104,65.0701,0.251796,0.843104,68.4713,69.4661,70.9779,73.5502,74.0202,75.0724,75.1253,78.894,79.443,83.4751,85.0805,86.24,86.2633,87.7042,88.8875,90.3815,90.8811,90.9837,97.9694,103.571,108.217,110.313,116.812,117.164,118.576,128.505,148.754,153.827,159.313,167.673,186.762,206.305
-8.68315,0.597982,0.246138,3,15,0,10.2111,0.234661,65.8927,0.908436,65.8927,0.234661,0.908436,69.4749,70.5191,72.1031,74.7905,75.2807,76.3768,76.4319,80.3469,80.9159,85.0858,86.7419,87.9366,87.9606,89.4438,90.6606,92.1955,92.7084,92.8137,99.9689,105.688,110.42,112.552,119.154,119.511,120.944,131.003,151.458,156.573,162.102,170.522,189.727,209.37
-8.45645,0.252779,0.246138,3,15,0,9.80786,0.183773,66.9608,0.890902,66.9608,0.183773,0.890902,70.153,71.0802,72.4844,74.8609,75.2936,76.2606,76.3092,79.7557,80.2558,83.9157,85.3672,86.4137,86.4347,87.7333,88.7983,90.141,90.5896,90.6816,96.9348,101.929,106.06,107.922,113.687,113.999,115.251,124.04,141.938,146.42,151.267,158.653,175.523,192.806
-8.70506,0.91898,0.246138,5,31,0,9.34331,0.186354,65.532,0.895788,65.532,0.186354,0.895788,68.6946,69.6134,71.0047,73.3595,73.7883,74.7465,74.7946,78.2098,78.7054,82.332,83.7702,84.8072,84.828,86.1147,87.1698,88.5001,88.9446,89.0358,95.2305,100.177,104.269,106.113,111.822,112.13,113.37,122.071,139.784,144.219,149.014,156.32,173.006,190.096
-11.1601,0.158943,0.246138,3,7,0,11.8485,0.18595,66.576,1.06218,66.576,0.18595,1.06218,70.5439,71.6924,73.4278,76.3548,76.8863,78.0726,78.1321,82.3426,82.9515,87.3901,89.1425,90.4033,90.4286,91.99,93.2679,94.8761,95.4127,95.5227,102.963,108.859,113.709,115.886,122.602,122.964,124.416,134.568,155.033,160.121,165.611,173.951,192.908,212.22
-11.1601,0.00407361,0.246138,2,7,0,15.6583,0.18595,66.576,1.06218,66.576,0.18595,1.06218,70.5439,71.6924,73.4278,76.3548,76.8863,78.0726,78.1321,82.3426,82.9515,87.3901,89.1425,90.4033,90.4286,91.99,93.2679,94.8761,95.4127,95.5227,102.963,108.859,113.709,115.886,122.602,122.964,124.416,134.568,155.033,160.121,165.611,173.951,192.908,212.22
-11.1601,8.27213e-05,0.246138,3,7,0,13.6703,0.18595,66.576,1.06218,66.576,0.18595,1.06218,70.5439,71.6924,73.4278,76.3548,76.8863,78.0726,78.1321,82.3426,82.9515,87.3901,89.1425,90.4033,90.4286,91.99,93.2679,94.8761,95.4127,95.5227,102.963,108.859,113.709,115.886,122.602,122.964,124.416,134.568,155.033,160.121,165.611,173.951,192.908,212.22
-9.14738,0.519779,0.246138,2,7,0,11.4873,0.183196,68.7193,0.744631,68.7193,0.183196,0.744631,71.4222,72.2124,73.4133,75.4574,75.8311,76.6678,76.7099,79.7106,80.1483,83.3678,84.6522,85.5809,85.5996,86.7549,87.7046,88.905,89.3068,89.3893,95.0244,99.5663,103.348,105.059,110.379,110.667,111.827,120.008,136.83,141.069,145.664,152.682,168.778,185.342
-8.70744,0.965755,0.246138,3,7,0,9.39429,0.191675,68.2755,0.757708,68.2755,0.191675,0.757708,71.0709,71.8883,73.1305,75.2448,75.6313,76.4968,76.5403,79.6435,80.0961,83.4244,84.752,85.7117,85.7309,86.9247,87.9059,89.1458,89.5608,89.6459,95.4637,100.149,104.048,105.812,111.292,111.59,112.784,121.204,138.497,142.851,147.568,154.771,171.28,188.255
-8.08212,0.95504,0.246138,4,23,0,10.0612,0.278397,71.6406,-0.0385762,71.6406,0.278397,-0.0385762,73.8543,74.5293,75.5769,77.4163,77.7597,78.5361,78.5754,81.4396,81.8668,85.0728,86.3803,87.3348,87.3541,88.5516,89.5438,90.8072,91.2323,91.3197,97.3874,102.392,106.618,108.545,114.584,114.914,116.24,125.657,145.261,150.232,155.628,163.886,182.862,202.414
-8.23326,0.98912,0.246138,4,15,0,9.32412,0.245587,71.3482,0.374092,71.3482,0.245587,0.374092,73.6318,74.319,75.379,77.2234,77.5657,78.3377,78.3767,81.203,81.6221,84.7521,86.022,86.947,86.9657,88.124,89.0821,90.3001,90.7095,90.7937,96.6167,101.399,105.428,107.263,113.008,113.322,114.582,123.526,142.133,146.851,151.973,159.812,177.837,196.422
-7.70761,0.950248,0.246138,4,15,0,9.04178,0.244414,67.763,0.615246,67.763,0.244414,0.615246,70.4746,71.2771,72.5043,74.6126,75.0005,75.8716,75.9155,79.0666,79.5294,82.9549,84.3309,85.3288,85.3489,86.5936,87.6193,88.9188,89.3544,89.4439,95.5873,100.574,104.743,106.634,112.527,112.847,114.134,123.229,141.987,146.719,151.848,159.685,177.655,196.135
-7.65592,0.997254,0.246138,4,15,0,8.06664,0.253809,66.143,0.75238,66.143,0.253809,0.75238,69.284,70.2066,71.6119,74.0115,74.451,75.4362,75.4858,79.0272,79.5447,83.3561,84.8787,85.98,86.0021,87.3727,88.4996,89.9243,90.4011,90.4991,97.1882,102.577,107.06,109.086,115.381,115.722,117.093,126.749,146.524,151.492,156.869,165.071,183.83,203.068
-8.1112,0.971962,0.246138,4,15,0,8.13605,0.237537,64.699,0.903364,64.699,0.237537,0.903364,68.216,69.2415,70.7975,73.4382,73.9199,74.9973,75.0514,78.9005,79.4601,83.5615,85.1907,86.3662,86.3898,87.8493,89.0468,90.5574,91.0622,91.1658,98.2097,103.841,108.502,110.602,117.106,117.458,118.87,128.781,148.941,153.983,159.433,167.733,186.666,206.032
-7.81288,0.715125,0.246138,4,15,0,8.3651,0.27093,64.508,0.760129,64.508,0.27093,0.760129,67.7182,68.6616,70.0986,72.5528,73.0024,74.0101,74.0608,77.6831,78.2124,82.1103,83.6672,84.7931,84.8158,86.2169,87.3688,88.8248,89.3122,89.4122,96.2455,101.747,106.32,108.387,114.805,115.153,116.55,126.385,146.504,151.553,157.018,165.349,184.392,203.908
-8.36052,0.979105,0.246138,4,15,0,8.76982,0.218111,63.5474,0.93263,63.5474,0.218111,0.93263,66.9852,67.9854,69.5011,72.0689,72.5367,73.5825,73.635,77.3645,77.9059,81.869,83.441,84.5744,84.5972,86.0036,87.1568,88.6108,89.0966,89.1962,95.9646,101.366,105.831,107.841,114.063,114.399,115.749,125.218,144.451,149.258,154.452,162.36,180.393,198.832
-7.32981,0.886139,0.246138,3,15,0,9.99079,0.309459,67.7418,0.271664,67.7418,0.309459,0.271664,70.2302,70.9822,72.1443,74.1711,74.5478,75.3977,75.4407,78.5561,79.0184,82.4717,83.8727,84.893,84.9136,86.191,87.2473,88.5897,89.0407,89.1334,95.5408,100.79,105.204,107.211,113.485,113.827,115.2,124.931,145.071,150.161,155.679,164.111,183.451,203.333
-7.83821,0.700845,0.246138,2,7,0,9.65836,0.260947,67.3451,0.504335,67.3451,0.260947,0.504335,69.876,70.6309,71.79,73.7931,74.1631,74.9957,75.0377,78.0659,78.5126,81.832,83.1713,84.1444,84.164,85.3799,86.3834,87.6567,88.084,88.1718,94.2195,99.152,103.289,105.167,111.033,111.352,112.636,121.718,140.502,145.248,150.395,158.262,176.314,194.888
-7.73024,0.964479,0.246138,2,3,0,8.47606,0.258009,67.2383,0.554552,67.2383,0.258009,0.554552,69.8656,70.6466,71.8436,73.907,74.2874,75.1428,75.186,78.2895,78.7465,82.1359,83.5007,84.4915,84.5114,85.7485,86.7687,88.0623,88.4962,88.5853,94.7162,99.7052,103.883,105.779,111.694,112.015,113.308,122.452,141.333,146.1,151.267,159.163,177.274,195.901
-7.40346,0.975249,0.246138,4,23,0,7.96139,0.3303,67.666,-0.172217,67.666,0.3303,-0.172217,70.2037,70.9728,72.1628,74.2419,74.6287,75.502,75.5461,78.7512,79.2272,82.7857,84.2304,85.2828,85.304,86.6218,87.7117,89.097,89.5625,89.6582,96.2722,101.691,106.247,108.318,114.792,115.145,116.562,126.596,147.35,152.59,158.271,166.95,186.843,207.281
-8.99191,0.854817,0.246138,3,15,0,10.754,0.291693,68.8879,0.590324,68.8879,0.291693,0.590324,71.9295,72.8322,74.2146,76.5935,77.0317,78.0162,78.0658,81.6312,82.1552,86.0361,87.5958,88.7269,88.7497,90.1607,91.3235,92.7964,93.2902,93.3917,100.353,105.998,110.714,112.851,119.507,119.868,121.321,131.574,152.662,157.972,163.723,172.501,192.6,213.23
-7.62444,1,0.246138,2,3,0,8.60973,0.289907,68.3409,0.497791,68.3409,0.289907,0.497791,71.11,71.9366,73.2059,75.3999,75.8052,76.7172,76.7632,80.0795,80.5686,84.2016,85.6667,86.7309,86.7523,88.0816,89.1784,90.5696,91.0363,91.1323,97.7323,103.107,107.609,109.652,116.026,116.372,117.765,127.614,147.933,153.059,158.614,167.099,186.545,206.526
-7.63432,0.301399,0.246138,2,7,0,14.1288,0.302717,67.6274,0.0849649,67.6274,0.302717,0.0849649,69.9095,70.6038,71.6801,73.5663,73.918,74.7127,74.7529,77.6784,78.114,81.3777,82.7063,83.6753,83.6949,84.9096,85.9152,87.1948,87.6251,87.7136,93.8433,98.8842,103.133,105.067,111.123,111.453,112.78,122.197,141.74,146.686,152.052,160.255,179.084,198.457
-7.92755,0.987905,0.246138,4,15,0,8.52496,0.336339,65.5567,-0.231362,65.5567,0.336339,-0.231362,68.1112,68.8836,70.0773,72.1592,72.5461,73.419,73.4631,76.6617,77.1362,80.6789,82.1153,83.161,83.1821,84.4909,85.5728,86.9473,87.4091,87.504,94.0571,99.4181,103.921,105.966,112.357,112.704,114.103,123.997,144.435,149.592,155.182,163.718,183.278,203.366
-7.80592,0.996583,0.246138,3,15,0,9.20746,0.295834,70.6765,-0.0637601,70.6765,0.295834,-0.0637601,73.001,73.7087,74.8063,76.731,77.09,77.9014,77.9425,80.9316,81.3769,84.7152,86.075,87.067,87.087,88.3308,89.3609,90.6718,91.1127,91.2034,97.488,102.661,107.023,109.01,115.233,115.572,116.937,126.621,146.736,151.829,157.356,165.807,185.213,205.188
-7.83201,0.917898,0.246138,3,11,0,10.6074,0.356317,65.74,0.0967191,65.74,0.356317,0.0967191,68.3457,69.1355,70.3576,72.4924,72.8896,73.7859,73.8312,77.1196,77.6078,81.2551,82.7348,83.8123,83.8341,85.1829,86.298,87.7149,88.1909,88.2888,95.0456,100.574,105.216,107.325,113.912,114.27,115.711,125.905,146.947,152.254,158.004,166.784,186.893,207.534
-7.37195,0.999746,0.246138,3,15,0,8.12835,0.330866,67.6826,8.53742e-05,67.6826,0.330866,8.53742e-05,70.1571,70.9091,72.074,74.1133,74.4932,75.3512,75.3946,78.5489,79.0181,82.5287,83.9557,84.9957,85.0167,86.3196,87.3976,88.7684,89.2292,89.3239,95.8767,101.252,105.775,107.832,114.264,114.614,116.023,126.001,146.651,151.868,157.523,166.164,185.975,206.332
-7.43731,0.870547,0.246138,3,7,0,9.93716,0.335446,67.4323,0.150512,67.4323,0.335446,0.150512,69.9829,70.7561,71.9527,74.0437,74.4328,75.3111,75.3555,78.5795,79.0584,82.6381,84.0915,85.1501,85.1714,86.497,87.5933,88.9867,89.455,89.5512,96.2033,101.653,106.233,108.316,114.823,115.178,116.602,126.687,147.537,152.801,158.507,167.223,187.198,207.717
-8.9943,0.904557,0.246138,2,7,0,9.31227,0.305351,65.6289,0.194734,65.6289,0.305351,0.194734,67.9306,68.6286,69.709,71.5981,71.9498,72.7439,72.784,75.7016,76.1353,79.3803,80.6992,81.6604,81.6798,82.8841,83.8806,85.1477,85.5737,85.6613,91.7215,96.6966,100.885,102.791,108.754,109.078,110.385,119.646,138.843,143.698,148.964,157.013,175.481,194.476
-8.05118,0.988578,0.246138,4,19,0,9.56957,0.260824,69.6705,-0.167355,69.6705,0.260824,-0.167355,71.7521,72.3855,73.3678,75.0905,75.4119,76.1384,76.1751,78.853,79.2522,82.2473,83.4686,84.36,84.378,85.4964,86.4231,87.6031,88.0001,88.0818,93.7502,98.4277,102.38,104.182,109.835,110.143,111.384,120.207,138.598,143.266,148.336,156.096,173.944,192.349
-8.42836,0.907952,0.246138,4,15,0,10.4861,0.381507,64.5629,0.0221376,64.5629,0.381507,0.0221376,67.2784,68.1008,69.3726,71.5922,72.0048,72.9358,72.9828,76.3946,76.9007,80.6779,82.2086,83.3226,83.345,84.7389,85.8907,87.3536,87.8449,87.9458,94.9108,100.599,105.37,107.535,114.294,114.661,116.138,126.579,148.09,153.509,159.377,168.334,188.83,209.852
-8.29932,0.967866,0.246138,3,7,0,11.0472,0.375644,64.6666,-0.254356,64.6666,0.375644,-0.254356,67.4861,68.3362,69.6479,71.9301,72.3535,73.3079,73.3561,76.8445,77.3608,81.2078,82.7638,83.8953,83.9181,85.3327,86.501,87.9838,88.4815,88.5838,95.6304,101.375,106.187,108.37,115.179,115.549,117.036,127.544,149.174,154.619,160.516,169.515,190.104,211.216
-7.42999,0.996236,0.246138,4,15,0,9.4809,0.316036,68.7889,0.177739,68.7889,0.316036,0.177739,71.2666,72.018,73.181,75.2142,75.5927,76.4472,76.4904,79.6292,80.0957,83.585,85.0027,86.0358,86.0566,87.3506,88.4212,89.7824,90.2399,90.3339,96.8397,102.177,106.668,108.71,115.099,115.447,116.846,126.761,147.293,152.482,158.11,166.709,186.432,206.708
-7.56011,0.999009,0.246138,3,15,0,8.01107,0.278672,70.033,0.0369054,70.033,0.278672,0.0369054,72.1988,72.8591,73.8841,75.6837,76.0196,76.7793,76.8177,79.6199,80.0378,83.1743,84.4535,85.3872,85.4061,86.5776,87.5483,88.7843,89.2002,89.2857,95.2215,100.117,104.251,106.136,112.044,112.366,113.663,122.875,142.051,146.913,152.191,160.268,178.829,197.952
-7.30617,0.999227,0.246138,3,11,0,7.84741,0.310036,68.6265,0.0876426,68.6265,0.310036,0.0876426,70.9981,71.7192,72.8368,74.7945,75.1593,75.9837,76.0254,79.0587,79.5102,82.8914,84.2672,85.2703,85.2905,86.5478,87.5885,88.9124,89.3575,89.449,95.7867,100.995,105.381,107.378,113.627,113.967,115.337,125.047,145.182,150.275,155.799,164.243,183.618,203.545
-8.33762,0.976058,0.246138,4,31,0,8.66427,0.337646,63.7243,-0.518939,63.7243,0.337646,-0.518939,66.684,67.5661,68.9196,71.2554,71.6864,72.6557,72.7045,76.2222,76.7402,80.5805,82.1259,83.2472,83.2698,84.6692,85.8228,87.2847,87.7748,87.8755,94.7893,100.399,105.085,107.209,113.82,114.179,115.622,125.801,146.712,151.971,157.666,166.354,186.229,206.608
-7.69467,1,0.246138,3,7,0,8.511,0.320446,65.9346,-0.53471,65.9346,0.320446,-0.53471,68.9112,69.7976,71.1573,73.5029,73.9355,74.9084,74.9575,78.4876,79.0073,82.8603,84.4108,85.5359,85.5585,86.9626,88.1201,89.587,90.0789,90.1799,97.1191,102.751,107.458,109.591,116.236,116.596,118.046,128.281,149.325,154.621,160.356,169.108,189.138,209.687
-7.83394,0.989411,0.246138,4,31,0,8.03268,0.24674,67.0753,-0.615857,67.0753,0.24674,-0.615857,69.7781,70.5781,71.8015,73.9032,74.2899,75.1583,75.2021,78.3433,78.8047,82.2194,83.591,84.5857,84.6057,85.8464,86.8688,88.1639,88.5981,88.6873,94.81,99.7791,103.934,105.817,111.688,112.007,113.289,122.349,141.029,145.741,150.848,158.65,176.539,194.934
-7.95155,0.808203,0.246138,4,23,0,9.43686,0.313295,64.3941,0.66273,64.3941,0.313295,0.66273,67.589,68.5337,69.9773,72.4541,72.9093,73.9309,73.9824,77.6704,78.2111,82.2046,83.8049,84.9639,84.9872,86.4312,87.6197,89.1237,89.6275,89.7309,96.8123,102.532,107.297,109.452,116.153,116.516,117.976,128.262,149.336,154.629,160.357,169.093,189.062,209.526
-9.07926,0.439105,0.246138,3,7,0,12.0942,0.274027,61.2056,0.934377,61.2056,0.274027,0.934377,64.8984,65.9764,67.6124,70.3906,70.8975,72.0315,72.0884,76.1405,76.7297,81.0477,82.7628,84.0001,84.025,85.5611,86.8212,88.4106,88.9418,89.0508,96.4576,102.374,107.266,109.469,116.288,116.657,118.136,128.512,149.574,154.834,160.516,169.163,188.866,208.991
-9.07926,0.0745039,0.246138,2,3,0,9.70156,0.274027,61.2056,0.934377,61.2056,0.274027,0.934377,64.8984,65.9764,67.6124,70.3906,70.8975,72.0315,72.0884,76.1405,76.7297,81.0477,82.7628,84.0001,84.025,85.5611,86.8212,88.4106,88.9418,89.0508,96.4576,102.374,107.266,109.469,116.288,116.657,118.136,128.512,149.574,154.834,160.516,169.163,188.866,208.991
-8.76747,0.90166,0.246138,2,7,0,9.70738,0.276147,62.145,0.918739,62.145,0.276147,0.918739,65.8462,66.9272,68.5684,71.3567,71.8657,73.0043,73.0615,77.1324,77.7245,82.0662,83.7914,85.0363,85.0613,86.6072,87.8755,89.4755,90.0103,90.12,97.5807,103.544,108.477,110.699,117.579,117.951,119.444,129.918,151.193,156.509,162.252,170.992,190.914,211.268
-9.18495,0.752723,0.246138,4,15,0,10.452,0.253756,67.5289,-0.346878,67.5289,0.253756,-0.346878,69.7056,70.3618,71.3748,73.1395,73.4673,74.2067,74.244,76.9537,77.3559,80.3607,81.5805,82.4693,82.4872,83.6004,84.5213,85.6923,86.0859,86.1668,91.7672,96.3683,100.245,102.011,107.539,107.841,109.053,117.66,135.557,140.095,145.02,152.557,169.882,187.74
-8.56891,1,0.246138,2,7,0,9.40797,0.263526,67.2474,-0.381939,67.2474,0.263526,-0.381939,69.5452,70.2363,71.3017,73.1543,73.498,74.2727,74.3118,77.1457,77.5656,80.6988,81.9687,82.8932,82.9118,84.069,85.0258,86.2415,86.65,86.734,92.537,97.294,101.297,103.117,108.815,109.125,110.373,119.225,137.596,142.247,147.294,155.013,172.743,191.003
-9.03037,0.837804,0.246138,2,7,0,9.90866,0.308016,69.2361,-0.48953,69.2361,0.308016,-0.48953,72.1588,73.0316,74.3722,76.6897,77.1179,78.0813,78.1299,81.6331,82.1497,85.9865,87.5334,88.6567,88.6794,90.0824,91.2399,92.7078,93.2003,93.3015,100.261,105.924,110.665,112.816,119.521,119.885,121.35,131.701,153.029,158.404,164.228,173.119,193.485,214.396
-7.40717,0.884937,0.246138,2,7,0,10.4083,0.3001,69.2895,-0.209141,69.2895,0.3001,-0.209141,71.6936,72.4225,73.5505,75.5227,75.8898,76.7187,76.7606,79.8059,80.2586,83.6458,85.0225,86.026,86.0462,87.3034,88.3436,89.6666,90.1113,90.2028,96.5307,101.727,106.102,108.093,114.324,114.663,116.029,125.708,145.782,150.86,156.368,164.788,184.112,203.992
-8.26821,0.959078,0.246138,4,15,0,8.84745,0.321774,63.4159,0.646119,63.4159,0.321774,0.646119,66.5734,67.508,68.9368,71.39,71.841,72.8537,72.9047,76.5623,77.0988,81.063,82.6521,83.8033,83.8265,85.261,86.4419,87.9364,88.4371,88.5399,95.5795,101.267,106.007,108.151,114.817,115.179,116.631,126.866,147.835,153.102,158.802,167.493,187.361,207.719
