# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-26 21:07:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp7e5i_7u4/2v40dvxq.json
# random
#   seed = 43447
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/cc/cc-20230726220713.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,lambda,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
-7.59506,1,0.19834,2,7,0,10.7654,0.282508,67.7691,0.570867,67.7691,0.282508,0.570867,70.6411,71.4944,72.8017,75.0536,75.4686,76.4014,76.4484,79.8297,80.3272,84.0135,85.4964,86.5722,86.5939,87.9364,89.0432,90.4457,90.916,91.0126,97.6487,103.038,107.544,109.587,115.953,116.299,117.689,127.509,147.734,152.831,158.353,166.785,186.101,205.941
-7.60864,0.939765,0.19834,3,13,0,9.60902,0.327443,66.5689,0.151601,66.5689,0.327443,0.151601,69.0297,69.7761,70.9314,72.951,73.3269,74.1756,74.2186,77.3354,77.7985,81.2619,82.6687,83.6936,83.7142,84.9979,86.0597,87.4095,87.8631,87.9564,94.4044,99.6905,104.136,106.157,112.477,112.821,114.205,124.005,144.283,149.405,154.958,163.441,182.891,202.877
-8.90506,0.972102,0.19834,3,15,0,10.3539,0.384834,63.7661,0.0778612,63.7661,0.384834,0.0778612,66.4831,67.3054,68.5765,70.794,71.2061,72.1357,72.1827,75.588,76.0929,79.8602,81.3863,82.4968,82.5192,83.9084,85.0562,86.5138,87.0032,87.1038,94.0405,99.7029,104.45,106.605,113.328,113.694,115.163,125.546,146.929,152.314,158.146,167.045,187.409,208.29
-9.81307,0.991732,0.19834,4,15,0,10.4816,0.433767,63.3266,-0.0164387,63.3266,0.433767,-0.0164387,66.3461,67.2575,68.6642,71.1124,71.5665,72.5903,72.642,76.3823,76.9357,81.056,82.7211,83.9313,83.9557,85.4681,86.7165,88.3003,88.8318,88.941,96.4545,102.566,107.678,109.995,117.212,117.603,119.178,130.289,153.094,158.824,165.026,174.482,196.089,218.215
-9.72721,0.996325,0.19834,4,15,0,11.1575,0.403476,62.1867,0.461359,62.1867,0.403476,0.461359,65.3978,66.3564,67.8282,70.3699,70.839,71.8941,71.9473,75.7766,76.3404,80.5188,82.1994,83.4183,83.4429,84.9636,86.2167,87.8041,88.3362,88.4455,95.9421,102.013,107.077,109.369,116.498,116.884,118.438,129.386,151.81,157.439,163.528,172.811,194.013,215.718
-7.93092,0.795296,0.19834,4,19,0,12.2475,0.242132,68.4463,-0.689549,68.4463,0.242132,-0.689549,71.3957,72.2646,73.59,75.8585,76.2748,77.2086,77.2556,80.621,81.1139,84.7512,86.2078,87.2626,87.2838,88.5978,89.6793,91.0478,91.5063,91.6004,98.0465,103.258,107.604,109.571,115.694,116.026,117.362,126.783,146.149,151.026,156.308,164.372,182.845,201.822
-9.97198,0.852196,0.19834,3,15,0,10.5686,0.19932,71.2261,-0.435998,71.2261,0.19932,-0.435998,73.2653,73.8758,74.815,76.4437,76.7454,77.425,77.4593,79.9414,80.3088,83.0496,84.1603,84.9691,84.9854,85.9979,86.8353,87.8997,88.2575,88.331,93.4204,97.6038,101.132,102.74,107.782,108.057,109.164,117.034,133.469,137.649,142.193,149.156,165.204,181.798
-7.34258,0.988757,0.19834,3,11,0,10.8304,0.310985,67.9024,0.164093,67.9024,0.310985,0.164093,70.3002,71.0279,72.1546,74.1255,74.4926,75.3214,75.3633,78.4094,78.8623,82.2517,83.6295,84.6337,84.6539,85.9121,86.9532,88.2772,88.7222,88.8137,95.1456,100.344,104.72,106.71,112.939,113.279,114.643,124.315,144.359,149.427,154.924,163.324,182.596,202.415
-9.13163,0.917821,0.19834,3,13,0,12.9256,0.359238,65.0012,-0.58095,65.0012,0.359238,-0.58095,68.3236,69.3105,70.8218,73.4228,73.9018,74.9779,75.0321,78.9267,79.4988,83.7313,85.4303,86.6617,86.6865,88.2216,89.4859,91.0865,91.6228,91.733,99.2798,105.383,110.47,112.771,119.929,120.317,121.876,132.864,155.37,161.02,167.134,176.455,197.752,219.564
-10.0544,0.909673,0.19834,4,15,0,11.8986,0.196444,64.9933,0.803569,64.9933,0.196444,0.803569,67.8492,68.6827,69.948,72.0983,72.4909,73.3695,73.4137,76.5583,77.0163,80.3788,81.7175,82.6845,82.704,83.9059,84.893,86.1396,86.5566,86.6422,92.4769,97.1633,101.055,102.813,108.27,108.565,109.753,118.114,135.232,139.534,144.19,151.296,167.56,184.258
-8.63511,0.923284,0.19834,3,9,0,9.61977,0.179623,65.464,1.01316,65.464,0.179623,1.01316,69.0864,70.135,71.7196,74.3931,74.8787,75.9627,76.0171,79.8662,80.423,84.4845,86.0891,87.244,87.2671,88.6978,89.8691,91.3435,91.8356,91.9365,98.7662,104.186,108.649,110.655,116.846,117.18,118.52,127.896,146.842,151.562,156.656,164.402,182.033,200.021
-8.75314,0.791453,0.19834,5,31,0,9.22445,0.187421,66.6371,0.836778,66.6371,0.187421,0.836778,69.6245,70.4944,71.8134,74.0505,74.4584,75.3708,75.4166,78.6755,79.1494,82.6233,84.0041,85.0006,85.0206,86.2584,87.2743,88.5564,88.985,89.073,95.0612,99.8598,103.839,105.634,111.203,111.505,112.715,121.232,138.636,143.004,147.732,154.942,171.435,188.359
-8.4664,0.800794,0.19834,4,15,0,10.2463,0.219598,68.0523,0.625899,68.0523,0.219598,0.625899,70.621,71.3798,72.539,74.528,74.8936,75.7145,75.7558,78.7223,79.1577,82.3787,83.6721,84.6098,84.6287,85.7982,86.7619,87.9827,88.392,88.4761,94.2477,98.9338,102.854,104.631,110.175,110.476,111.688,120.253,137.946,142.414,147.261,154.668,171.673,189.179
-9.0382,0.922704,0.19834,4,15,0,9.67701,0.240564,64.7676,0.955555,64.7676,0.240564,0.955555,68.5286,69.6238,71.2841,74.0983,74.6112,75.7578,75.8154,79.9059,80.4999,84.848,86.5728,87.8164,87.8413,89.3844,90.6498,92.245,92.7779,92.8872,100.311,106.233,111.126,113.329,120.142,120.51,121.988,132.348,153.365,158.613,164.281,172.907,192.562,212.64
-9.14393,0.6252,0.19834,2,3,0,10.305,0.242045,64.1618,0.977318,64.1618,0.242045,0.977318,67.9923,69.1072,70.7969,73.6597,74.1812,75.347,75.4056,79.5625,80.1659,84.5808,86.3311,87.5929,87.6182,89.1834,90.4666,92.084,92.6242,92.7351,100.256,106.251,111.201,113.428,120.316,120.687,122.18,132.643,153.847,159.137,164.85,173.542,193.337,213.547
-8.59155,0.729572,0.19834,4,15,0,9.9527,0.267978,63.9128,0.697461,63.9128,0.267978,0.697461,66.8717,67.744,69.075,71.3538,71.772,72.7102,72.7575,76.1389,76.634,80.2879,81.7507,82.8098,82.8311,84.1503,85.2359,86.6092,87.0692,87.1637,93.6275,98.8477,103.197,105.165,111.285,111.617,112.951,122.353,141.642,146.492,151.743,159.756,178.089,196.899
-8.24515,0.882234,0.19834,4,15,0,9.31076,0.254953,69.6363,0.598866,69.6363,0.254953,0.598866,72.4558,73.2914,74.5702,76.7694,77.1743,78.0839,78.1297,81.4229,81.9069,85.4912,86.932,87.9771,87.9981,89.302,90.3766,91.7383,92.1949,92.2887,98.7296,103.96,108.334,110.317,116.5,116.836,118.187,127.73,147.408,152.371,157.751,165.969,184.809,204.178
-8.5115,0.797677,0.19834,2,7,0,11.6289,0.225869,69.6252,0.485386,69.6252,0.225869,0.485386,71.9297,72.6175,73.6739,75.5012,75.839,76.5993,76.6377,79.4066,79.8155,82.8581,84.0876,84.9817,84.9997,86.1177,87.0411,88.2136,88.6073,88.6882,94.2719,98.8406,102.681,104.428,109.892,110.19,111.387,119.878,137.515,141.985,146.837,154.262,171.337,188.946
-7.57857,0.977652,0.19834,2,7,0,9.20206,0.267423,69.5349,0.396498,69.5349,0.267423,0.396498,71.9673,72.6981,73.8243,75.7809,76.1437,76.9613,77.0026,79.9909,80.4334,83.7334,85.07,86.0428,86.0624,87.2797,88.2858,89.5641,89.9935,90.0817,96.178,101.171,105.37,107.279,113.251,113.576,114.884,124.156,143.382,148.247,153.525,161.596,180.13,199.211
-7.61748,0.99346,0.19834,4,15,0,8.48837,0.259906,68.6207,0.568301,68.6207,0.259906,0.568301,71.3525,72.1639,73.4069,75.548,75.9427,76.8297,76.8744,80.0905,80.5638,84.0723,85.4842,86.509,86.5296,87.8087,88.8634,90.2003,90.6487,90.7408,97.0727,102.221,106.531,108.486,114.583,114.914,116.246,125.665,145.101,150.006,155.323,163.445,182.071,201.222
-7.44331,0.956825,0.19834,3,15,0,10.0038,0.338631,67.3043,0.0500184,67.3043,0.338631,0.0500184,69.8275,70.5936,71.7801,73.8557,74.2422,75.115,75.1591,78.3657,78.8423,82.4073,83.8556,84.9108,84.9321,86.2538,87.347,88.7369,89.204,89.3,95.9389,101.381,105.956,108.037,114.54,114.893,116.317,126.397,147.242,152.505,158.21,166.924,186.897,207.413
-7.47722,0.998287,0.19834,2,3,0,7.47984,0.340988,67.4201,0.0562159,67.4201,0.340988,0.0562159,69.9663,70.7393,71.9363,74.0298,74.4196,75.2997,75.3442,78.5773,79.0578,82.6512,84.1107,85.1741,85.1955,86.5273,87.6288,89.0291,89.4997,89.5964,96.2837,101.764,106.371,108.465,115.011,115.367,116.8,126.945,147.919,153.213,158.952,167.719,187.807,208.441
-8.17834,0.981598,0.19834,3,7,0,8.37249,0.353334,68.0452,-0.157528,68.0452,0.353334,-0.157528,70.7559,71.5767,72.8459,75.0615,75.4734,76.403,76.45,79.8582,80.3639,84.1409,85.6726,86.7877,86.8102,88.2059,89.3596,90.8254,91.3178,91.419,98.4061,104.121,108.918,111.098,117.904,118.275,119.763,130.295,152.032,157.515,163.455,172.524,193.297,214.619
-7.6833,1,0.19834,3,7,0,8.18483,0.322355,66.6158,-0.132238,66.6158,0.322355,-0.132238,69.0292,69.7617,70.8961,72.8805,73.25,74.0844,74.1266,77.1928,77.6487,81.0592,82.4453,83.4553,83.4757,84.741,85.7879,87.119,87.5664,87.6584,94.0211,99.2411,103.633,105.631,111.879,112.219,113.587,123.281,143.352,148.424,153.923,162.326,181.595,201.401
-8.62593,0.998389,0.19834,3,7,0,8.82994,0.385124,66.3044,0.171775,66.3044,0.385124,0.171775,69.1841,70.0542,71.3979,73.7391,74.1738,75.1541,75.2036,78.7905,79.3218,83.2835,84.887,86.0534,86.0769,87.5356,88.7404,90.27,90.7835,90.8891,98.1623,104.094,109.065,111.321,118.356,118.738,120.275,131.134,153.486,159.113,165.207,174.505,195.778,217.589
-8.18022,0.772774,0.19834,3,11,0,12.4631,0.223297,66.679,-0.862518,66.679,0.223297,-0.862518,70.0325,71.0109,72.4958,75.0174,75.4776,76.5071,76.5589,80.2399,80.7755,84.7038,86.2657,87.3932,87.4158,88.8163,89.9659,91.4166,91.9016,92.0011,98.7759,104.202,108.698,110.727,117.013,117.353,118.719,128.318,147.889,152.793,158.096,166.177,184.635,203.539
-9.99975,0.844395,0.19834,3,15,0,11.0194,0.168568,63.5668,-0.977673,63.5668,0.168568,-0.977673,66.8496,67.7995,69.2348,71.6557,72.0954,73.0769,73.1262,76.6113,77.1155,80.7937,82.2471,83.2932,83.3142,84.6104,85.6718,87.008,87.454,87.5455,93.7385,98.6573,102.711,104.533,110.161,110.464,111.683,120.218,137.494,141.803,146.456,153.536,169.667,186.148
-8.68968,0.990005,0.19834,4,15,0,12.1226,0.253327,72.7704,-0.166336,72.7704,0.253327,-0.166336,74.8841,75.5275,76.5257,78.2769,78.6037,79.3425,79.3799,82.1047,82.5111,85.5612,86.8055,87.714,87.7324,88.8724,89.8173,91.0206,91.4256,91.5089,97.2939,102.072,106.111,107.954,113.736,114.052,115.322,124.355,143.204,147.992,153.192,161.155,179.477,198.381
-8.62473,0.960383,0.19834,4,31,0,10.7681,0.246494,62.6529,-0.880101,62.6529,0.246494,-0.880101,66.0299,67.016,68.5131,71.0567,71.521,72.5599,72.6121,76.3278,76.8685,80.8346,82.4116,83.5499,83.5727,84.9866,86.147,87.6114,88.1009,88.2014,95.0374,100.509,105.042,107.085,113.416,113.758,115.134,124.791,144.453,149.373,154.693,162.796,181.286,200.205
-7.32569,0.999825,0.19834,4,15,0,8.82668,0.30793,68.1681,-0.282706,68.1681,0.30793,-0.282706,70.6749,71.4322,72.6021,74.6419,75.021,75.876,75.9193,79.0529,79.5178,82.9901,84.3986,85.4242,85.4449,86.7289,87.7905,89.1397,89.593,89.6862,96.125,101.4,105.834,107.85,114.153,114.496,115.876,125.651,145.883,150.996,156.539,165.01,184.438,204.412
-7.43949,0.982005,0.19834,4,15,0,7.81881,0.288035,69.3262,0.305271,69.3262,0.288035,0.305271,71.7566,72.4905,73.6241,75.6005,75.9677,76.7963,76.8381,79.8751,80.3258,83.6928,85.0593,86.0545,86.0746,87.3208,88.3515,89.6616,90.1019,90.1924,96.4506,101.583,105.902,107.867,114.013,114.348,115.694,125.239,145.028,150.034,155.465,163.767,182.822,202.431
-7.93003,0.949169,0.19834,3,11,0,8.47171,0.315596,68.4988,-0.398098,68.4988,0.315596,-0.398098,71.2576,72.0857,73.3611,75.5743,75.9842,76.9076,76.9543,80.3238,80.822,84.5312,86.0305,87.1207,87.1426,88.5055,89.631,91.0595,91.539,91.6376,98.4291,103.97,108.617,110.727,117.312,117.67,119.109,129.292,150.306,155.607,161.352,170.125,190.227,210.875
-8.28774,0.949451,0.19834,4,15,0,9.60812,0.19509,67.3652,0.853712,67.3652,0.19509,0.853712,70.509,71.4244,72.8125,75.1665,75.5957,76.5556,76.6038,80.032,80.5304,84.1832,85.6346,86.6819,86.703,88.0036,89.0711,90.4179,90.8681,90.9605,97.2477,102.282,106.454,108.336,114.171,114.486,115.754,124.669,142.863,147.426,152.362,159.888,177.093,194.733
-8.20359,0.265957,0.19834,4,19,0,11.4752,0.216144,68.0181,0.686231,68.0181,0.216144,0.686231,70.7445,71.5465,72.7693,74.8604,75.2439,76.1041,76.1474,79.2458,79.6994,83.0464,84.3866,85.3571,85.3766,86.5856,87.5808,88.8401,89.262,89.3486,95.2828,100.084,104.09,105.905,111.555,111.862,113.095,121.801,139.731,144.252,149.153,156.639,173.806,191.464
-7.94077,0.998542,0.19834,5,31,0,8.43124,0.302901,64.2989,0.704504,64.2989,0.302901,0.704504,67.5425,68.4993,69.9597,72.4607,72.9198,73.9496,74.0014,77.7126,78.2559,82.2644,83.8685,85.0296,85.0529,86.4987,87.6883,89.1927,89.6965,89.7999,96.8736,102.579,107.327,109.474,116.144,116.506,117.958,128.189,149.129,154.386,160.074,168.747,188.569,208.879
-8.20911,0.779557,0.19834,4,31,0,11.0293,0.302174,70.9409,0.0958361,70.9409,0.302174,0.0958361,73.3354,74.0637,75.1927,77.1711,77.5399,78.3733,78.4154,81.4833,81.94,85.3622,86.7552,87.7711,87.7916,89.0651,90.1194,91.4609,91.9121,92.0048,98.4308,103.715,108.169,110.196,116.544,116.89,118.282,128.153,148.639,153.824,159.448,168.047,187.785,208.094
-8.58922,0.98058,0.19834,4,31,0,8.93865,0.250553,64.5621,-0.917579,64.5621,0.250553,-0.917579,68.2218,69.2894,70.9092,73.6586,74.1602,75.2821,75.3385,79.3465,79.9293,84.1998,85.896,87.1198,87.1444,88.6637,89.9102,91.4824,92.0078,92.1156,99.4446,105.301,110.146,112.329,119.087,119.452,120.919,131.21,152.123,157.351,162.999,171.599,191.206,211.249
-9.04462,0.979563,0.19834,4,31,0,10.0304,0.383705,65.658,0.37237,65.658,0.383705,0.37237,68.7426,69.6679,71.0918,73.5599,74.0166,75.0448,75.0967,78.8417,79.3945,83.5028,85.16,86.3635,86.3877,87.8909,89.1309,90.7034,91.2309,91.3392,98.7896,104.844,109.906,112.2,119.346,119.734,121.293,132.297,154.898,160.581,166.732,176.115,197.567,219.55
-8.00773,0.999948,0.19834,4,15,0,9.42992,0.359052,66.0046,0.336361,66.0046,0.359052,0.336361,68.8724,69.7349,71.0639,73.3724,73.8002,74.764,74.8126,78.3305,78.8507,82.7232,84.2881,85.4257,85.4486,86.8705,88.0444,89.534,90.034,90.1367,97.2113,102.975,107.803,109.993,116.823,117.194,118.686,129.227,150.927,156.392,162.31,171.342,192.012,213.214
-8.0812,0.975273,0.19834,4,15,0,9.06737,0.366662,65.1778,0.0802282,65.1778,0.366662,0.0802282,67.8277,68.6307,69.8727,72.0414,72.4447,73.3549,73.4009,76.7384,77.2337,80.9326,82.4325,83.5244,83.5464,84.913,86.0426,87.4776,87.9596,88.0587,94.8971,100.488,105.18,107.311,113.964,114.325,115.78,126.069,147.289,152.638,158.433,167.279,187.532,208.314
-9.07504,0.988715,0.19834,3,7,0,9.57874,0.370746,66.6383,-0.37821,66.6383,0.370746,-0.37821,69.6856,70.5998,72.007,74.4467,74.8982,75.9149,75.9662,79.6706,80.2176,84.2841,85.925,87.117,87.141,88.63,89.8587,91.4169,91.9396,92.047,99.4345,105.442,110.468,112.746,119.845,120.23,121.78,132.72,155.207,160.864,166.989,176.333,197.705,219.615
-8.22366,0.904956,0.19834,3,15,0,12.0358,0.277805,68.0414,-0.145297,68.0414,0.277805,-0.145297,70.1846,70.8367,71.8478,73.6202,73.9508,74.6979,74.7357,77.4882,77.8983,80.9732,82.2262,83.1403,83.1588,84.3054,85.255,86.4639,86.8705,86.9541,92.7542,97.5331,101.566,103.404,109.165,109.479,110.743,119.719,138.394,143.128,148.266,156.128,174.194,192.805
-8.41119,0.984996,0.19834,2,7,0,9.19038,0.260885,68.8656,-0.189483,68.8656,0.260885,-0.189483,70.9419,71.5732,72.5518,74.2668,74.5866,75.3094,75.3459,78.0087,78.4055,81.3812,82.594,83.4791,83.497,84.6073,85.5271,86.6982,87.0922,87.1732,92.7964,97.4343,101.352,103.138,108.74,109.045,110.275,119.015,137.23,141.852,146.872,154.555,172.226,190.446
-9.04692,0.973287,0.19834,2,7,0,9.39013,0.24878,69.1784,-0.15475,69.1784,0.24878,-0.15475,71.1446,71.7435,72.673,74.3047,74.6093,75.2981,75.3329,77.8746,78.2538,81.1015,82.2639,83.1127,83.1299,84.1953,85.0784,86.2035,86.5822,86.6601,92.0722,96.5454,100.329,102.056,107.476,107.772,108.963,117.436,135.13,139.626,144.511,151.993,169.213,186.985
-7.60617,0.993792,0.19834,3,7,0,9.44315,0.265979,69.1861,-0.363503,69.1861,0.265979,-0.363503,71.5364,72.2441,73.3358,75.2355,75.5881,76.3832,76.4234,79.3337,79.7652,82.9863,84.2926,85.2437,85.2629,86.4537,87.4384,88.6899,89.1105,89.1969,95.1736,100.075,104.201,106.078,111.952,112.272,113.559,122.688,141.638,146.436,151.642,159.605,177.896,196.733
-7.72138,0.992956,0.19834,5,31,0,8.33893,0.290543,64.8621,-0.682177,64.8621,0.290543,-0.682177,67.9777,68.8976,70.3023,72.7098,73.1519,74.1441,74.1941,77.7728,78.2972,82.1685,83.719,84.8419,84.8644,86.2632,87.4144,88.8709,89.3587,89.4589,96.3156,101.853,106.467,108.554,115.044,115.396,116.81,126.776,147.207,152.342,157.899,166.376,185.763,205.642
-7.31774,0.971398,0.19834,4,15,0,7.91923,0.304337,68.0772,-0.277153,68.0772,0.304337,-0.277153,70.5469,71.2933,72.4466,74.4581,74.832,75.6755,75.7182,78.8106,79.2695,82.698,84.0892,85.1024,85.1228,86.3914,87.4404,88.7737,89.2218,89.3138,95.6796,100.897,105.284,107.279,113.518,113.858,115.224,124.903,144.946,150.013,155.506,163.902,183.162,202.966
-9.16066,0.890626,0.19834,2,3,0,9.35591,0.331002,68.6519,-0.434751,68.6519,0.331002,-0.434751,71.603,72.4868,73.8462,76.2006,76.6362,77.6166,77.6661,81.2369,81.7641,85.6828,87.2642,88.4131,88.4362,89.8716,91.0561,92.5586,93.0628,93.1663,100.295,106.098,110.956,113.16,120.032,120.405,121.906,132.512,154.354,159.856,165.817,174.915,195.744,217.121
-7.78415,0.783934,0.19834,4,21,0,10.7543,0.31726,69.4866,0.176665,69.4866,0.31726,0.176665,71.9978,72.7593,73.938,75.9985,76.382,77.248,77.2918,80.4724,80.9451,84.4805,85.9169,86.9635,86.9846,88.2957,89.3802,90.7592,91.2227,91.318,97.9083,103.314,107.862,109.931,116.401,116.753,118.17,128.21,148.999,154.253,159.95,168.656,188.622,209.147
-7.45356,0.991358,0.19834,3,15,0,8.41105,0.30712,67.1155,0.305636,67.1155,0.30712,0.305636,69.6084,70.3607,71.5222,73.5458,73.9216,74.7692,74.812,77.9161,78.3765,81.8125,83.2055,84.2197,84.2401,85.5095,86.5589,87.8923,88.3402,88.4323,94.7922,99.9994,104.376,106.365,112.583,112.922,114.283,123.923,143.87,148.91,154.374,162.723,181.871,201.555
-7.40178,0.99892,0.19834,3,15,0,7.6995,0.327956,67.7484,0.199635,67.7484,0.327956,0.199635,70.2953,71.0667,72.2596,74.3429,74.7304,75.6049,75.6491,78.8576,79.334,82.8943,84.3393,85.3918,85.413,86.7308,87.8205,89.2055,89.6709,89.7666,96.3776,101.793,106.345,108.415,114.883,115.235,116.651,126.675,147.407,152.643,158.318,166.987,186.86,207.279
-7.42847,0.999626,0.19834,5,31,0,7.59381,0.296358,67.0835,0.516733,67.0835,0.296358,0.516733,69.8928,70.7304,72.0158,74.2356,74.6454,75.5672,75.6137,78.9626,79.4561,83.1191,84.595,85.6666,85.6882,87.0263,88.13,89.5295,89.9989,90.0954,96.7276,102.122,106.637,108.685,115.071,115.418,116.813,126.67,146.985,152.106,157.654,166.127,185.536,205.471
-7.5086,0.985437,0.19834,4,31,0,7.79002,0.289929,69.5155,0.30567,69.5155,0.289929,0.30567,71.9674,72.7077,73.8513,75.8448,76.2152,77.0508,77.093,80.1557,80.6102,84.0051,85.3827,86.386,86.4062,87.6625,88.7015,90.0221,90.4658,90.5571,96.8642,102.036,106.387,108.366,114.558,114.895,116.251,125.864,145.791,150.831,156.298,164.656,183.837,203.573
