lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,lambda,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
# Adaptation terminated
# Step size = 0.209891
# Diagonal elements of inverse mass matrix:
# 0.00352967, 7.40013, 0.266703
-8.70138,0.981696,0.209891,3,7,0,10.4389,0.360368,66.525,0.416392,66.525,0.360368,0.416392,69.5611,70.4705,71.8694,74.2921,74.7402,75.7488,75.7997,79.4718,80.0137,84.0401,85.6639,86.8432,86.867,88.3399,89.5551,91.096,91.6129,91.7191,99.0214,104.958,109.923,112.173,119.186,119.567,121.097,131.903,154.117,159.706,165.758,174.99,196.109,217.762
-7.46055,0.974009,0.209891,3,15,0,9.48889,0.310827,67.1108,0.269288,67.1108,0.310827,0.269288,69.5831,70.3303,71.4849,73.4988,73.8731,74.7176,74.7603,77.8558,78.3152,81.7465,83.1386,84.1523,84.1727,85.4419,86.4914,87.8251,88.2733,88.3654,94.7311,99.9463,104.331,106.324,112.557,112.896,114.26,123.925,143.927,148.981,154.461,162.835,182.039,201.78
-8.59077,0.993671,0.209891,3,7,0,9.0477,0.316383,69.306,-0.390126,69.306,0.316383,-0.390126,72.0885,72.9241,74.2112,76.4454,76.8593,77.7918,77.8389,81.2425,81.7458,85.4939,87.0093,88.1112,88.1334,89.5111,90.6489,92.0931,92.5779,92.6776,99.5451,105.15,109.85,111.984,118.646,119.008,120.464,130.767,152.031,157.395,163.209,172.087,192.43,213.326
-7.9747,0.989435,0.209891,4,15,0,9.36609,0.248595,70.4437,0.359242,70.4437,0.248595,0.359242,72.6954,73.3737,74.4204,76.2431,76.5815,77.3449,77.3834,80.1798,80.5947,83.6942,84.9523,85.8688,85.8872,87.0351,87.9847,89.1921,89.5979,89.6813,95.4554,100.199,104.196,106.017,111.718,112.029,113.279,122.155,140.62,145.302,150.385,158.165,176.051,194.491
-9.28236,0.991278,0.209891,5,31,0,9.49282,0.360942,64.2265,-0.627656,64.2265,0.360942,-0.627656,67.6453,68.6584,70.208,72.8699,73.3595,74.4588,74.5141,78.4857,79.0682,83.3728,85.0982,86.3479,86.373,87.9301,89.2117,90.8334,91.3766,91.4882,99.1221,105.285,110.416,112.736,119.945,120.335,121.905,132.959,155.568,161.24,167.375,176.726,198.083,219.946
-9.08342,0.832104,0.209891,5,31,0,10.1958,0.292997,61.2955,-0.884839,61.2955,0.292997,-0.884839,64.9286,65.9916,67.607,70.3555,70.8576,71.9816,72.0381,76.0621,76.6481,80.9489,82.6599,83.8952,83.92,85.4546,86.7143,88.304,88.8355,88.9446,96.3669,102.308,107.227,109.444,116.312,116.683,118.174,128.641,149.922,155.242,160.991,169.743,189.697,210.09
-11.6894,0.133781,0.209891,3,7,0,12.7095,0.282427,59.6844,-0.836047,59.6844,0.282427,-0.836047,62.9794,63.9448,65.4132,67.9146,68.372,69.3964,69.4479,73.1204,73.6558,77.5903,79.1578,80.2902,80.3129,81.7205,82.8766,84.3364,84.8246,84.9248,91.7534,97.2304,101.773,103.822,110.175,110.519,111.9,121.603,141.377,146.329,151.682,159.836,178.446,197.487
-14.9688,0.0769609,0.209891,2,5,0,21.1076,0.31547,61.5188,-1.05373,61.5188,0.31547,-1.05373,66.019,67.3311,69.321,72.6957,73.3108,74.6862,74.7552,79.6612,80.3734,85.585,87.6509,89.1399,89.1698,91.0167,92.5304,94.438,95.0751,95.2059,104.069,111.123,116.94,119.556,127.636,128.072,129.822,142.068,166.809,172.968,179.613,189.711,212.669,236.055
-11.8176,0.33339,0.209891,2,3,0,16.9121,0.299839,62.0774,-1.00306,62.0774,0.299839,-1.00306,66.286,67.5136,69.376,72.5359,73.1121,74.4006,74.4654,79.0648,79.7329,84.6246,86.5651,87.9643,87.9923,89.7283,91.1517,92.9459,93.5453,93.6683,102.014,108.665,114.155,116.626,124.262,124.674,126.329,137.919,161.376,167.222,173.532,183.127,204.959,227.221
-8.86341,0.754143,0.209891,4,15,0,10.2732,0.289542,61.9499,-0.892164,61.9499,0.289542,-0.892164,65.6264,66.7017,68.3355,71.1143,71.6219,72.758,72.8151,76.8812,77.4732,81.8171,83.5449,84.7921,84.8171,86.3664,87.638,89.2426,89.779,89.8891,97.3791,103.372,108.334,110.57,117.495,117.87,119.373,129.925,151.376,156.738,162.532,171.353,191.461,212.009
-8.34472,0.992016,0.209891,4,15,0,9.3197,0.218922,64.2354,-0.971549,64.2354,0.218922,-0.971549,67.8821,68.9421,70.5474,73.2645,73.7592,74.8647,74.9202,78.8585,79.4298,83.6073,85.2626,86.4555,86.4794,87.9589,89.1715,90.6997,91.2101,91.3148,98.418,104.076,108.748,110.85,117.35,117.7,119.109,128.983,148.997,153.992,159.387,167.596,186.298,205.399
-8.01173,0.635285,0.209891,3,11,0,9.12663,0.240436,66.8778,-0.637399,66.8778,0.240436,-0.637399,69.5883,70.3893,71.6131,73.713,74.099,74.9656,75.0093,78.1403,78.5998,81.9975,83.3611,84.3495,84.3694,85.6019,86.6172,87.903,88.334,88.4225,94.4952,99.4191,103.534,105.398,111.208,111.524,112.793,121.754,140.224,144.881,149.93,157.641,175.322,193.502
-7.76906,0.95069,0.209891,4,15,0,8.41632,0.245828,65.5126,-0.759336,65.5126,0.245828,-0.759336,68.5902,69.4935,70.8689,73.2159,73.6457,74.6088,74.6573,78.1177,78.6232,82.3448,83.831,84.9059,84.9275,86.2649,87.3645,88.7544,89.2197,89.3152,95.8394,101.094,105.464,107.44,113.577,113.909,115.246,124.658,143.937,148.78,154.023,162.02,180.314,199.079
-8.18741,0.414329,0.209891,3,11,0,10.3367,0.198265,65.9,-0.919208,65.9,0.198265,-0.919208,69.2642,70.2419,71.7225,74.229,74.6854,75.7054,75.7566,79.3918,79.9193,83.7789,85.3092,86.4124,86.4345,87.8032,88.9255,90.3403,90.8129,90.9099,97.4946,102.749,107.093,109.049,115.104,115.431,116.745,125.963,144.703,149.39,154.455,162.17,179.774,197.787
-7.87013,0.548792,0.209891,4,15,0,9.22902,0.230729,68.3988,-0.651305,68.3988,0.230729,-0.651305,71.1402,71.9492,73.1844,75.3018,75.6907,76.5637,76.6077,79.759,80.2211,83.6365,85.0064,85.9991,86.019,87.2566,88.2758,89.5664,89.9989,90.0877,96.1796,101.117,105.241,107.11,112.933,113.25,114.521,123.502,142.012,146.681,151.742,159.473,177.202,195.437
-7.42579,0.997603,0.209891,4,15,0,8.03952,0.276785,68.2361,-0.433521,68.2361,0.276785,-0.433521,70.7642,71.5219,72.688,74.71,75.0844,75.9277,75.9702,79.0465,79.5013,82.8881,84.2577,85.2536,85.2737,86.5192,87.5479,88.8541,89.2927,89.3828,95.5998,100.68,104.946,106.885,112.941,113.271,114.596,123.983,143.407,148.316,153.64,161.778,180.449,199.657
-8.53676,0.988268,0.209891,3,15,0,8.9598,0.20182,69.4689,-0.712465,69.4689,0.20182,-0.712465,72.2317,73.0423,74.2764,76.3827,76.7685,77.6331,77.6766,80.7853,81.2398,84.5885,85.9273,86.8962,86.9157,88.122,89.1145,90.3697,90.7901,90.8764,96.7824,101.553,105.531,107.332,112.936,113.241,114.463,123.092,140.854,145.332,150.185,157.6,174.604,192.097
-7.69094,0.850106,0.209891,3,15,0,12.1354,0.285695,70.4839,-0.200326,70.4839,0.285695,-0.200326,72.8101,73.5162,74.6095,76.5229,76.8793,77.6843,77.725,80.6856,81.1261,84.4249,85.7671,86.7457,86.7655,87.9922,89.0078,90.2998,90.7342,90.8236,97.0122,102.102,106.393,108.347,114.465,114.799,116.141,125.661,145.439,150.448,155.882,164.195,183.285,202.94
-7.55328,0.99648,0.209891,4,15,0,7.93847,0.272467,68.841,-0.49436,68.841,0.272467,-0.49436,71.4913,72.2825,73.4978,75.5989,75.9871,76.8608,76.9049,80.0835,80.5525,84.0379,85.4444,86.4663,86.4868,87.7637,88.8175,90.1546,90.6033,90.6955,97.0454,102.223,106.564,108.535,114.688,115.023,116.368,125.89,145.567,150.536,155.924,164.157,183.04,202.46
-7.42771,0.94367,0.209891,3,15,0,8.55267,0.3346,67.8524,0.0359752,67.8524,0.3346,0.0359752,70.3637,71.1265,72.3081,74.3757,74.7608,75.6305,75.6745,78.8709,79.3461,82.9016,84.3465,85.3993,85.4206,86.7395,87.8306,89.2178,89.6841,89.7799,96.409,101.845,106.417,108.496,114.997,115.35,116.774,126.853,147.707,152.973,158.682,167.404,187.398,207.939
-8.82521,0.89642,0.209891,3,15,0,10.9846,0.318745,63.081,-0.581888,63.081,0.318745,-0.581888,66.0306,66.9067,68.2487,70.5589,70.9844,71.9407,71.9889,75.4521,75.9611,79.7301,81.2445,82.3425,82.3646,83.7342,84.8626,86.2918,86.7708,86.8692,93.6187,99.0873,103.652,105.72,112.154,112.504,113.907,123.808,144.137,149.25,154.786,163.231,182.55,202.363
-8.69489,0.943009,0.209891,4,15,0,10.2191,0.321624,67.1598,0.574835,67.1598,0.321624,0.574835,70.3024,71.2362,72.6668,75.1304,75.5843,76.6043,76.6557,80.3508,80.894,84.9167,86.5333,87.7056,87.7292,89.1914,90.3962,91.9222,92.4338,92.5388,99.7468,105.588,110.464,112.672,119.546,119.919,121.418,131.995,153.713,159.175,165.089,174.11,194.749,215.913
-9.35079,0.957626,0.209891,3,15,0,10.0071,0.337977,64.3183,0.104261,64.3183,0.337977,0.104261,66.7431,67.4789,68.6179,70.6096,70.9803,71.8174,71.8597,74.9339,75.3907,78.8063,80.1935,81.2041,81.2245,82.4901,83.5369,84.8675,85.3147,85.4066,91.7608,96.9676,101.345,103.335,109.555,109.893,111.255,120.894,140.825,145.857,151.311,159.643,178.737,198.351
-9.17565,0.992411,0.209891,3,15,0,10.6743,0.334167,69.0955,-0.363025,69.0955,0.334167,-0.363025,71.955,72.8146,74.1391,76.4396,76.8659,77.8264,77.8749,81.3817,81.9004,85.7629,87.3245,88.46,88.4828,89.9024,91.0747,92.5627,93.0622,93.1648,100.238,106.007,110.843,113.039,119.889,120.261,121.758,132.344,154.171,159.673,165.634,174.736,195.58,216.978
-7.86235,1,0.209891,3,7,0,9.52866,0.249028,69.835,0.512347,69.835,0.249028,0.512347,72.3878,73.1487,74.3165,76.3338,76.7063,77.5444,77.5867,80.6343,81.0838,84.4235,85.7709,86.7499,86.7696,87.9929,89.0026,90.2837,90.7136,90.802,96.8882,101.854,106.02,107.912,113.822,114.144,115.437,124.594,143.549,148.341,153.539,161.487,179.733,198.518
-8.12547,0.817389,0.209891,2,7,0,10.9494,0.25614,69.4035,0.263624,69.4035,0.25614,0.263624,71.539,72.1861,73.1874,74.938,75.2639,76,76.0372,78.7434,79.146,82.1613,83.3884,84.2833,84.3014,85.4234,86.3525,87.5348,87.9324,88.0142,93.6831,98.3523,102.293,104.089,109.719,110.026,111.262,120.04,138.322,142.961,147.998,155.707,173.436,191.716
-8.86907,0.963361,0.209891,3,9,0,11.0602,0.255863,67.9905,0.762822,67.9905,0.255863,0.762822,71.2716,72.2351,73.7021,76.2061,76.6647,77.6924,77.7441,81.4368,81.9763,85.9479,87.5339,88.6808,88.7039,90.131,91.3044,92.7874,93.2837,93.3856,100.345,105.949,110.608,112.714,119.255,119.609,121.033,131.059,151.582,156.735,162.313,170.818,190.268,210.211
-8.90035,0.670861,0.209891,2,7,0,12.177,0.268796,69.1024,0.652254,69.1024,0.268796,0.652254,72.1629,73.0675,74.4497,76.821,77.2568,78.2352,78.2845,81.8178,82.3361,86.1665,87.7027,88.8157,88.8381,90.2255,91.368,92.8143,93.299,93.3985,100.22,105.741,110.348,112.434,118.928,119.281,120.697,130.692,151.233,156.404,162.004,170.553,190.126,210.22
-7.48736,0.972876,0.209891,2,3,0,9.58123,0.273898,69.0552,0.423059,69.0552,0.273898,0.423059,71.5708,72.3252,73.4868,75.5021,75.8753,76.7163,76.7587,79.828,80.2821,83.6642,85.0325,86.0278,86.0478,87.2927,88.3212,89.6272,90.0657,90.1559,96.3757,101.462,105.734,107.676,113.745,114.075,115.404,124.814,144.301,149.227,154.571,162.739,181.485,200.775
-8.00132,0.978957,0.209891,4,15,0,8.59818,0.276042,71.0917,-0.258978,71.0917,0.276042,-0.258978,73.428,74.1355,75.23,77.1423,77.4982,78.3017,78.3424,81.294,81.7328,85.0162,86.3512,87.3244,87.344,88.5635,89.5728,90.8566,91.2883,91.377,97.5232,102.576,106.835,108.774,114.847,115.178,116.51,125.96,145.595,150.569,155.967,164.224,183.192,202.727
-8.24738,0.776844,0.209891,4,15,0,11.5713,0.263198,63.9652,-0.87894,63.9652,0.263198,-0.87894,67.5253,68.5658,70.1463,72.8334,73.3241,74.4223,74.4775,78.4074,78.9795,83.1773,84.8471,86.0525,86.0767,87.5741,88.8032,90.3544,90.873,90.9794,98.2225,104.021,108.824,110.99,117.699,118.061,119.518,129.75,150.575,155.786,161.418,169.994,189.562,209.574
-8.34184,0.996393,0.209891,2,3,0,8.38149,0.260691,63.5536,-0.78404,63.5536,0.260691,-0.78404,66.7261,67.6569,69.0737,71.4902,71.9325,72.9235,72.9734,76.5317,77.0512,80.8734,82.3985,83.5011,83.5233,84.8948,86.0221,87.4464,87.9231,88.0209,94.6988,100.069,104.532,106.547,112.804,113.143,114.505,124.087,143.676,148.591,153.909,162.017,180.547,199.536
-8.66254,0.752415,0.209891,4,31,0,9.83944,0.389461,64.42,-0.304948,64.42,0.389461,-0.304948,67.3866,68.2788,69.6536,72.0409,72.4831,73.4795,73.5298,77.1645,77.7017,81.6983,83.3122,84.4849,84.5086,85.9739,87.1833,88.7174,89.2321,89.3379,96.6148,102.535,107.488,109.734,116.731,117.111,118.638,129.42,151.577,157.15,163.183,172.386,193.429,214.994
-7.67545,0.999891,0.209891,4,23,0,8.8853,0.278685,70.3123,0.282088,70.3123,0.278685,0.282088,72.6731,73.387,74.4908,76.4176,76.7759,77.5847,77.6256,80.5938,81.0347,84.3321,85.6717,86.6479,86.6676,87.8906,88.9025,90.1893,90.6219,90.7108,96.8661,101.922,106.181,108.119,114.188,114.519,115.849,125.286,144.88,149.842,155.225,163.459,182.369,201.838
-7.70589,0.978851,0.209891,4,31,0,8.31254,0.304261,66.3833,0.593997,66.3833,0.304261,0.593997,69.415,70.3148,71.6925,74.0631,74.4997,75.4805,75.53,79.0811,79.6029,83.4662,85.0182,86.1435,86.1662,87.5697,88.7261,90.1908,90.6817,90.7826,97.7002,103.306,107.987,110.107,116.707,117.065,118.505,128.664,149.537,154.789,160.477,169.155,189.015,209.39
-9.36962,0.774709,0.209891,4,15,0,11.1792,0.193334,71.2433,0.685781,71.2433,0.193334,0.685781,73.9186,74.7043,75.9011,77.9454,78.3201,79.1601,79.2024,82.2254,82.6677,85.9297,87.2353,88.1806,88.1996,89.377,90.3461,91.5724,91.9832,92.0676,97.8459,102.522,106.426,108.194,113.703,114.003,115.205,123.703,141.232,145.658,150.457,157.793,174.633,191.977
-7.65868,0.830151,0.209891,4,15,0,10.5143,0.302802,68.5221,-0.421107,68.5221,0.302802,-0.421107,71.2304,72.0425,73.2925,75.4603,75.8616,76.7656,76.8112,80.1082,80.5955,84.2228,85.6887,86.7545,86.776,88.1084,89.2086,90.6051,91.0739,91.1702,97.8096,103.228,107.772,109.835,116.277,116.627,118.036,128.001,148.58,153.774,159.403,168.001,187.71,207.962
-8.95651,0.919486,0.209891,3,15,0,10.0261,0.305098,64.6806,-0.398411,64.6806,0.305098,-0.398411,67.2123,67.9724,69.1432,71.1754,71.5519,72.4001,72.443,75.5391,75.997,79.4075,80.7868,81.7897,81.81,83.0641,84.1,85.4151,85.8566,85.9473,92.2035,97.312,101.598,103.545,109.623,109.954,111.283,120.69,140.122,145.027,150.344,158.465,177.082,196.212
-9.92297,0.991407,0.209891,4,15,0,10.5414,0.368991,63.2464,-0.686727,63.2464,0.368991,-0.686727,66.8367,67.8975,69.5178,72.2949,72.8048,73.949,74.0066,78.1311,78.7351,83.1899,84.9721,86.2618,86.2877,87.8934,89.2142,90.8841,91.4432,91.558,99.4014,105.718,110.968,113.34,120.702,121.101,122.703,133.97,156.968,162.73,168.96,178.452,200.113,222.27
-7.86793,0.894883,0.209891,3,13,0,12.6769,0.28931,71.0134,-0.0311747,71.0134,0.28931,-0.0311747,73.291,73.985,75.0617,76.951,77.3036,78.1006,78.1409,81.0788,81.5167,84.8012,86.1399,87.1167,87.1364,88.3616,89.3764,90.6682,91.1028,91.1921,97.39,102.496,106.804,108.767,114.917,115.252,116.602,126.18,146.093,151.139,156.614,164.988,184.224,204.031
-8.33237,0.984633,0.209891,4,15,0,9.21368,0.261098,70.9919,0.437972,70.9919,0.261098,0.437972,73.5097,74.2642,75.4252,77.4383,77.8111,78.6507,78.6931,81.7566,82.2096,85.5841,86.9492,87.9421,87.9621,89.204,90.23,91.533,91.9706,92.0605,98.267,103.344,107.61,109.55,115.613,115.943,117.271,126.679,146.177,151.11,156.462,164.645,183.434,202.779
-8.51052,0.941706,0.209891,3,7,0,9.11469,0.25688,71.4381,0.421813,71.4381,0.25688,0.421813,73.905,74.645,75.7844,77.7619,78.1283,78.9537,78.9954,82.0099,82.456,85.7809,87.127,88.1065,88.1262,89.3516,90.3643,91.6507,92.0828,92.1717,98.305,103.327,107.55,109.471,115.478,115.805,117.121,126.45,145.803,150.702,156.018,164.148,182.823,202.058
-8.44738,0.977927,0.209891,3,7,0,11.053,0.280341,72.0805,-0.0291099,72.0805,0.280341,-0.0291099,74.3215,75.0048,76.0652,77.927,78.2745,79.0604,79.1002,81.9988,82.431,85.675,86.9979,87.9635,87.983,89.1945,90.1982,91.4762,91.9062,91.9947,98.1316,103.192,107.465,109.413,115.519,115.852,117.192,126.71,146.52,151.542,156.994,165.335,184.504,204.252
-8.45875,0.972191,0.209891,4,15,0,10.1863,0.244731,72.1318,0.249857,72.1318,0.244731,0.249857,74.244,74.8846,75.8767,77.613,77.9365,78.6673,78.7043,81.394,81.7945,84.7967,86.0198,86.9122,86.9303,88.0496,88.9769,90.1573,90.5545,90.6362,96.3044,100.981,104.932,106.734,112.387,112.695,113.937,122.765,141.184,145.862,150.945,158.728,176.639,195.122
-8.8683,0.929668,0.209891,3,15,0,11.7357,0.220623,67.6944,0.865575,67.6944,0.220623,0.865575,71.0915,72.0823,73.5857,76.1383,76.6041,77.646,77.6984,81.4229,81.9647,85.9379,87.5175,88.6575,88.6804,90.0965,91.2587,92.7253,93.2156,93.3162,100.164,105.647,110.191,112.24,118.59,118.934,120.314,130.01,149.778,154.73,160.086,168.248,186.889,205.982
-7.81021,0.971419,0.209891,2,7,0,11.9955,0.262392,70.6674,0.234406,70.6674,0.262392,0.234406,72.8553,73.5191,74.5469,76.3454,76.6804,77.4372,77.4755,80.2598,80.6742,83.7792,85.0433,85.9654,85.984,87.1402,88.0977,89.3162,89.7261,89.8104,95.6546,100.469,104.532,106.384,112.189,112.506,113.78,122.829,141.672,146.452,151.641,159.583,177.842,196.665
-8.39214,0.81847,0.209891,3,11,0,12.2202,0.218296,69.1285,0.592478,69.1285,0.218296,0.592478,71.6315,72.3725,73.506,75.4541,75.8127,76.6182,76.6588,79.5749,80.0036,83.1788,84.4558,85.3823,85.4009,86.5572,87.5106,88.719,89.1243,89.2075,94.9312,99.5879,103.488,105.259,110.784,111.085,112.293,120.845,138.54,143.014,147.868,155.291,172.339,189.903
-9.0501,0.649485,0.209891,4,15,0,10.375,0.217156,65.3512,0.754133,65.3512,0.217156,0.754133,68.1979,69.0322,70.3015,72.4655,72.8615,73.7487,73.7933,76.9788,77.4439,80.867,82.2337,83.2219,83.2418,84.4715,85.4825,86.7604,87.1882,87.276,93.2756,98.1098,102.133,103.952,109.606,109.912,111.144,119.826,137.638,142.119,146.972,154.378,171.339,188.759
-7.99678,1,0.209891,1,1,0,8.62385,0.221269,65.5225,0.828897,65.5225,0.221269,0.828897,68.6742,69.5948,70.993,73.3699,73.804,74.7757,74.8245,78.3025,78.809,82.528,84.0084,85.0776,85.0991,86.4278,87.519,88.8967,89.3574,89.452,95.8958,101.066,105.356,107.292,113.299,113.624,114.93,124.118,142.886,147.595,152.689,160.455,178.209,196.408
-8.714,0.230239,0.209891,3,15,0,12.3871,0.239708,69.5409,0.695723,69.5409,0.239708,0.695723,72.5395,73.4224,74.7689,77.0727,77.4953,78.4433,78.491,81.9063,82.4063,86.0956,87.5727,88.6421,88.6636,89.9957,91.092,92.4792,92.9438,93.0392,99.5711,104.85,109.252,111.245,117.445,117.781,119.133,128.672,148.277,153.214,158.561,166.724,185.423,204.631
-7.39338,0.663562,0.209891,3,15,0,11.9834,0.288981,68.7251,0.251802,68.7251,0.288981,0.251802,71.0721,71.7827,72.8818,74.8018,75.159,75.9654,76.0062,78.9671,79.4071,82.6981,84.0354,85.01,85.0296,86.2506,87.2609,88.5456,88.9775,89.0663,95.2114,100.258,104.508,106.442,112.497,112.827,114.153,123.564,143.089,148.031,153.392,161.59,180.41,199.779
-7.60357,0.972365,0.209891,3,7,0,7.92621,0.295533,69.909,0.22891,69.909,0.295533,0.22891,72.3203,73.0509,74.1814,76.157,76.5246,77.3547,77.3967,80.4455,80.8987,84.2887,85.6664,86.6705,86.6907,87.9487,88.9896,90.3133,90.7583,90.8498,97.1812,102.38,106.758,108.751,114.986,115.326,116.692,126.381,146.477,151.562,157.077,165.51,184.865,204.781
-7.4422,0.990525,0.209891,4,21,0,8.29571,0.279964,66.8307,0.588947,66.8307,0.279964,0.588947,69.6923,70.5415,71.8418,74.0797,74.4919,75.4181,75.4648,78.8194,79.3126,82.9654,84.4337,85.4988,85.5202,86.8489,87.9441,89.3316,89.7967,89.8923,96.4526,101.776,106.226,108.243,114.526,114.867,116.239,125.926,145.869,150.893,156.337,164.647,183.684,203.235
-7.86212,0.898304,0.209891,4,15,0,9.13379,0.264015,70.3979,-0.402154,70.3979,0.264015,-0.402154,72.845,73.58,74.7125,76.6796,77.0442,77.866,77.9075,80.9108,81.3555,84.6714,86.0145,86.9918,87.0115,88.2346,89.2455,90.5298,90.9612,91.0498,97.1749,102.192,106.411,108.329,114.331,114.658,115.972,125.291,144.619,149.511,154.819,162.935,181.575,200.769
-7.32071,0.998669,0.209891,3,15,0,8.08699,0.312256,67.9334,-0.254415,67.9334,0.312256,-0.254415,70.4286,71.1832,72.3496,74.3849,74.7632,75.617,75.6602,78.791,79.2557,82.7278,84.1368,85.163,85.1837,86.4685,87.5311,88.8815,89.3353,89.4285,95.8755,101.158,105.6,107.62,113.935,114.279,115.661,125.455,145.726,150.848,156.401,164.888,184.35,204.357
-8.1807,0.977508,0.209891,3,15,0,9.01543,0.269486,71.084,0.354159,71.084,0.269486,0.354159,73.5099,74.2407,75.3683,77.3313,77.6957,78.5175,78.559,81.568,82.0142,85.3456,86.6968,87.6808,87.7006,88.9325,89.9512,91.246,91.6811,91.7705,97.9544,103.026,107.295,109.237,115.315,115.646,116.977,126.422,146.022,150.984,156.368,164.603,183.515,202.99
-8.02318,0.906631,0.209891,3,7,0,11.2703,0.252403,67.7847,-0.49057,67.7847,0.252403,-0.49057,70.2371,70.9692,72.0938,74.0386,74.398,75.207,75.2478,78.1924,78.627,81.8591,83.1641,84.1127,84.1318,85.3173,86.2962,87.5385,87.9556,88.0413,93.9483,98.7718,102.821,104.66,110.408,110.72,111.978,120.888,139.338,144.004,149.065,156.804,174.572,192.864
-8.25006,0.991163,0.209891,4,31,0,9.72972,0.252066,71.6246,0.318923,71.6246,0.252066,0.318923,73.8748,74.5544,75.6044,77.4362,77.7768,78.5453,78.5842,81.4042,81.8231,84.9562,86.2294,87.1575,87.1762,88.3391,89.3014,90.5255,90.9371,91.0217,96.883,101.704,105.769,107.621,113.424,113.74,115.014,124.054,142.872,147.644,152.826,160.758,178.995,197.798
-8.03763,0.974397,0.209891,3,7,0,8.95123,0.255119,70.2103,0.212684,70.2103,0.255119,0.212684,72.3051,72.9415,73.9276,75.6551,75.9771,76.7048,76.7417,79.4218,79.8211,82.815,84.0351,84.9255,84.9434,86.0603,86.9855,88.1635,88.5598,88.6413,94.2976,98.9633,102.905,104.702,110.339,110.647,111.885,120.683,139.026,143.683,148.741,156.483,174.294,192.663
-9.43659,0.940535,0.209891,4,15,0,10.8123,0.332704,63.4372,0.383571,63.4372,0.332704,0.383571,66.0855,66.8808,68.1056,70.2314,70.6251,71.5121,71.5569,74.7929,75.2713,78.8322,80.2712,81.3173,81.3384,82.646,83.7256,85.0957,85.5556,85.6501,92.1597,97.4669,101.914,103.933,110.23,110.573,111.949,121.677,141.732,146.786,152.263,160.623,179.769,199.423
-9.68089,0.987464,0.209891,4,15,0,10.5922,0.402594,62.9392,0.493788,62.9392,0.402594,0.493788,66.2496,67.2364,68.7503,71.3619,71.8436,72.9265,72.9811,76.9076,77.4852,81.7633,83.4825,84.7291,84.7542,86.309,87.5898,89.2118,89.7555,89.8671,97.5209,103.714,108.877,111.213,118.477,118.871,120.453,131.603,154.426,160.153,166.348,175.791,197.356,219.428
-8.96584,0.994963,0.209891,3,7,0,9.90193,0.386559,63.4528,0.243776,63.4528,0.386559,0.243776,66.2829,67.136,68.4522,70.7417,71.1663,72.1235,72.1718,75.6691,76.1866,80.0412,81.5997,82.7327,82.7556,84.172,85.3415,86.8257,87.3239,87.4262,94.4756,100.218,105.027,107.208,114.009,114.378,115.863,126.351,147.924,153.352,159.23,168.198,188.71,209.737
-7.54532,0.984478,0.209891,3,15,0,10.2895,0.286814,66.374,0.519419,66.374,0.286814,0.519419,69.0909,69.9007,71.1435,73.2895,73.6857,74.5768,74.6218,77.8594,78.3365,81.8785,83.3059,84.3423,84.3632,85.6575,86.7252,88.0791,88.5333,88.6267,95.0453,100.269,104.642,106.626,112.814,113.15,114.502,124.06,143.772,148.743,154.13,162.358,181.215,200.589
-7.54959,0.931167,0.209891,4,27,0,8.68656,0.264505,66.327,-0.653762,66.327,0.264505,-0.653762,69.238,70.0982,71.4124,73.6667,74.081,75.011,75.0579,78.4162,78.9087,82.549,84.0088,85.0666,85.0879,86.4064,87.4921,88.8666,89.3271,89.4217,95.9044,101.152,105.531,107.514,113.687,114.022,115.369,124.871,144.406,149.325,154.652,162.784,181.406,200.528
-9.44279,0.720427,0.209891,2,3,0,9.71893,0.278728,66.5323,-0.804591,66.5323,0.278728,-0.804591,70.0597,71.0944,72.6692,75.3546,75.846,76.9469,77.0023,80.9533,81.5299,85.7703,87.4613,88.6835,88.7081,90.2279,91.4767,93.0543,93.582,93.6904,101.079,107.014,111.941,114.166,121.066,121.44,122.941,133.493,155.031,160.429,166.267,175.163,195.479,216.278
-9.44279,0.637085,0.209891,1,1,0,10.732,0.278728,66.5323,-0.804591,66.5323,0.278728,-0.804591,70.0597,71.0944,72.6692,75.3546,75.846,76.9469,77.0023,80.9533,81.5299,85.7703,87.4613,88.6835,88.7081,90.2279,91.4767,93.0543,93.582,93.6904,101.079,107.014,111.941,114.166,121.066,121.44,122.941,133.493,155.031,160.429,166.267,175.163,195.479,216.278
-8.27517,0.625444,0.209891,2,3,0,10.8084,0.268095,65.8679,-0.542813,65.8679,0.268095,-0.542813,68.4853,69.2642,70.4585,72.5184,72.8984,73.7529,73.796,76.8978,77.3547,80.7444,82.1099,83.1011,83.1211,84.3588,85.3798,86.6743,87.1085,87.1977,93.3337,98.327,102.508,104.406,110.324,110.646,111.939,121.086,139.965,144.729,149.894,157.784,175.875,194.474
