lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.447001
# Diagonal elements of inverse mass matrix:
# 0.000213518, 0.033302
-50.2911,0.952874,0.447001,3,7,0,51.5318,0.272726,0.219212,0.272726,0.219212,3.26198e+07,1.37039e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7825,23.7731,23.7434,23.7755,23.7718,23.879,23.8141,23.8779,23.854,23.7973,23.824,23.8786,23.8041,23.7482,23.8216,23.8196,23.8033,23.8089,23.7986,23.798,23.767,23.799,23.8354,23.8077,23.8024,23.8136,23.8034,23.8238,23.7973,23.8223,23.7802,23.7719,23.8124,23.8124,23.7716,23.67
-50.3372,0.902453,0.447001,3,7,0,52.2295,0.273735,0.0902463,0.273735,0.0902463,3.26088e+07,1.37016e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7423,23.7743,23.7704,23.8775,23.8124,23.8761,23.8521,23.7951,23.8216,23.8761,23.8014,23.7453,23.8185,23.8163,23.7998,23.8051,23.7945,23.7938,23.7625,23.7943,23.8303,23.8024,23.7967,23.8076,23.7971,23.8172,23.7903,23.8148,23.7723,23.7634,23.8034,23.8028,23.7612,23.6589
-51.3485,0.991508,0.447001,2,7,0,51.5634,0.270682,0.320973,0.270682,0.320973,3.26342e+07,1.37069e+06,57571.6,23.8162,23.7569,23.7827,23.782,23.7835,23.7743,23.7448,23.7771,23.7736,23.881,23.8163,23.8804,23.8567,23.8002,23.827,23.8819,23.8077,23.752,23.8257,23.8239,23.808,23.8139,23.8038,23.8036,23.7729,23.8053,23.842,23.8147,23.8097,23.8214,23.8117,23.8325,23.8065,23.8321,23.7905,23.7829,23.8241,23.8248,23.785,23.6842
-51.8116,0.480892,0.447001,3,7,0,53.0478,0.26612,0.0478269,0.26612,0.0478269,3.25979e+07,1.36993e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7414,23.7733,23.7693,23.8762,23.811,23.8745,23.8504,23.7932,23.8197,23.874,23.7991,23.7428,23.8157,23.8134,23.7966,23.8018,23.7909,23.79,23.7584,23.7899,23.8256,23.7973,23.7913,23.8018,23.7909,23.8104,23.7831,23.8069,23.7638,23.7538,23.7929,23.7912,23.7475,23.6432
-50.1382,0.79916,0.447001,2,7,0,53.3365,0.28143,0.171565,0.28143,0.171565,3.26243e+07,1.37048e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7978,23.8246,23.8793,23.8049,23.749,23.8225,23.8206,23.8044,23.8101,23.7999,23.7994,23.7686,23.8007,23.8372,23.8097,23.8045,23.816,23.8061,23.8267,23.8006,23.826,23.7842,23.7765,23.8177,23.8185,23.7793,23.6795
-49.8211,0.999928,0.447001,2,7,0,50.1492,0.281817,0.0763885,0.281817,0.0763885,3.26176e+07,1.37034e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.7429,23.775,23.7713,23.8784,23.8135,23.8773,23.8533,23.7965,23.8232,23.8778,23.8032,23.7473,23.8206,23.8186,23.8022,23.8078,23.7974,23.7968,23.7658,23.7978,23.8341,23.8064,23.8011,23.8124,23.8022,23.8227,23.7963,23.8214,23.7794,23.7713,23.8122,23.8126,23.7729,23.6726
-49.9259,0.997541,0.447001,2,7,0,50.0254,0.287637,-0.0702562,0.287637,-0.0702562,3.26241e+07,1.37048e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7435,23.7756,23.7719,23.8792,23.8143,23.8782,23.8543,23.7976,23.8243,23.879,23.8046,23.7487,23.8222,23.8203,23.8041,23.8098,23.7996,23.7991,23.7683,23.8005,23.837,23.8095,23.8044,23.8159,23.806,23.8267,23.8007,23.8262,23.7846,23.7772,23.8186,23.8198,23.7814,23.6825
-50.8659,0.874825,0.447001,2,7,0,51.4268,0.27052,0.0648549,0.27052,0.0648549,3.26038e+07,1.37005e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7738,23.7699,23.8769,23.8118,23.8753,23.8513,23.7942,23.8207,23.8751,23.8003,23.7441,23.8172,23.8149,23.7983,23.8036,23.7928,23.792,23.7606,23.7922,23.8281,23.8,23.7942,23.8049,23.7942,23.8141,23.787,23.8112,23.7684,23.759,23.7986,23.7975,23.755,23.6519
-49.9815,1,0.447001,2,3,0,50.9637,0.278064,0.050397,0.278064,0.050397,3.26121e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8222,23.8767,23.802,23.746,23.8192,23.8171,23.8007,23.8061,23.7956,23.7949,23.7638,23.7956,23.8318,23.8039,23.7984,23.8094,23.7991,23.8193,23.7927,23.8174,23.7751,23.7666,23.807,23.8069,23.7662,23.6649
-50.3049,0.939084,0.447001,2,7,0,50.9274,0.274026,-0.090058,0.274026,-0.090058,3.26091e+07,1.37017e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7704,23.8775,23.8125,23.8761,23.8521,23.7951,23.8217,23.8762,23.8014,23.7454,23.8185,23.8164,23.7999,23.8052,23.7946,23.7939,23.7627,23.7944,23.8305,23.8025,23.7969,23.8078,23.7973,23.8174,23.7905,23.8151,23.7726,23.7637,23.8037,23.8032,23.7616,23.6595
-50.5101,0.984906,0.447001,2,7,0,50.7982,0.273271,-0.0310025,0.273271,-0.0310025,3.2606e+07,1.3701e+06,57571.6,23.8155,23.7559,23.7814,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8771,23.812,23.8756,23.8516,23.7946,23.8211,23.8755,23.8007,23.7446,23.8177,23.8155,23.7989,23.8042,23.7936,23.7928,23.7614,23.7931,23.8291,23.801,23.7953,23.8061,23.7956,23.8155,23.7885,23.8129,23.7703,23.7612,23.801,23.8002,23.7583,23.6558
-49.9807,0.989284,0.447001,3,7,0,50.8163,0.280308,-0.146235,0.280308,-0.146235,3.26205e+07,1.37041e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7971,23.8238,23.8785,23.804,23.7481,23.8215,23.8195,23.8033,23.8089,23.7985,23.798,23.7671,23.7991,23.8355,23.8079,23.8026,23.814,23.8039,23.8244,23.7981,23.8233,23.7814,23.7734,23.8144,23.8149,23.7752,23.6749
-50.048,0.997052,0.447001,2,3,0,50.0535,0.279991,-0.163334,0.279991,-0.163334,3.26218e+07,1.37043e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7718,23.8791,23.8142,23.878,23.8542,23.7974,23.8241,23.8788,23.8043,23.7484,23.8218,23.8199,23.8037,23.8093,23.799,23.7985,23.7676,23.7997,23.8361,23.8085,23.8033,23.8147,23.8046,23.8252,23.7989,23.8242,23.7823,23.7744,23.8153,23.8159,23.7763,23.676
-50.0668,0.993511,0.447001,3,15,0,50.3481,0.282911,0.150594,0.282911,0.150594,3.2624e+07,1.37048e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7435,23.7757,23.772,23.8793,23.8144,23.8783,23.8544,23.7977,23.8245,23.8792,23.8047,23.7489,23.8223,23.8204,23.8042,23.8099,23.7997,23.7992,23.7684,23.8005,23.8371,23.8095,23.8044,23.8158,23.8059,23.8266,23.8004,23.8258,23.7841,23.7765,23.8177,23.8186,23.7796,23.6799
-51.0807,0.949592,0.447001,2,7,0,52.845,0.258077,0.321419,0.258077,0.321419,3.26195e+07,1.37038e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8783,23.8545,23.7977,23.8244,23.8791,23.8046,23.7487,23.8221,23.8201,23.8038,23.8094,23.799,23.7984,23.7674,23.7993,23.8356,23.8078,23.8024,23.8135,23.8031,23.8233,23.7966,23.8212,23.7787,23.7697,23.8094,23.8084,23.7656,23.6615
-50.287,0.962101,0.447001,3,11,0,51.3861,0.292942,-0.0432918,0.292942,-0.0432918,3.26293e+07,1.37059e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7438,23.7761,23.7724,23.8797,23.8149,23.8789,23.8551,23.7984,23.8252,23.88,23.8056,23.7499,23.8234,23.8216,23.8056,23.8114,23.8013,23.8009,23.7702,23.8026,23.8393,23.8119,23.807,23.8187,23.809,23.83,23.8042,23.8301,23.7888,23.7819,23.8239,23.8257,23.7885,23.6907
-50.3301,0.995419,0.447001,1,1,0,50.3933,0.293467,-0.0370224,0.293467,-0.0370224,3.26298e+07,1.3706e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8551,23.7985,23.8253,23.8801,23.8057,23.75,23.8236,23.8217,23.8057,23.8115,23.8014,23.8011,23.7704,23.8027,23.8395,23.8121,23.8072,23.819,23.8093,23.8303,23.8045,23.8305,23.7892,23.7824,23.8244,23.8262,23.7891,23.6915
-50.8842,0.961577,0.447001,3,7,0,51.4324,0.294351,0.11096,0.294351,0.11096,3.26341e+07,1.37069e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7738,23.7443,23.7766,23.773,23.8804,23.8156,23.8796,23.8559,23.7993,23.8262,23.8811,23.8068,23.7511,23.8247,23.823,23.807,23.8129,23.803,23.8027,23.7721,23.8046,23.8414,23.8142,23.8094,23.8213,23.8118,23.833,23.8074,23.8335,23.7924,23.7859,23.8281,23.8303,23.7936,23.6964
-51.6182,0.803137,0.447001,1,1,0,51.7686,0.295035,0.158173,0.295035,0.158173,3.26388e+07,1.37079e+06,57571.6,23.8161,23.7569,23.7826,23.7819,23.7834,23.7742,23.7447,23.7771,23.7735,23.881,23.8163,23.8804,23.8567,23.8002,23.8271,23.8821,23.8079,23.7523,23.826,23.8243,23.8085,23.8145,23.8046,23.8045,23.774,23.8066,23.8435,23.8164,23.8118,23.8239,23.8144,23.8358,23.8104,23.8367,23.7958,23.7895,23.8321,23.8345,23.7984,23.7016
-51.0597,1,0.447001,2,3,0,52.3971,0.270042,0.00590025,0.270042,0.00590025,3.26019e+07,1.37001e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7716,23.7417,23.7736,23.7697,23.8766,23.8115,23.875,23.851,23.7939,23.8203,23.8747,23.7999,23.7437,23.8167,23.8144,23.7977,23.803,23.7922,23.7913,23.7599,23.7915,23.8273,23.7991,23.7933,23.8039,23.7932,23.8129,23.7858,23.8099,23.767,23.7575,23.797,23.7958,23.753,23.6497
-51.3907,0.950663,0.447001,1,1,0,51.5248,0.268273,0.0258416,0.268273,0.0258416,3.26e+07,1.36997e+06,57571.6,23.8153,23.7558,23.7812,23.7801,23.7812,23.7715,23.7416,23.7735,23.7695,23.8764,23.8113,23.8748,23.8507,23.7936,23.82,23.8743,23.7995,23.7432,23.8162,23.8139,23.7972,23.8024,23.7916,23.7907,23.7592,23.7907,23.8265,23.7982,23.7923,23.8029,23.7921,23.8117,23.7845,23.8085,23.7655,23.7558,23.795,23.7936,23.7504,23.6466
-49.7541,0.895914,0.447001,2,5,0,52.6871,0.284045,0.0186899,0.284045,0.0186899,3.26185e+07,1.37036e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8785,23.8136,23.8773,23.8534,23.7966,23.8233,23.8779,23.8033,23.7474,23.8208,23.8187,23.8025,23.808,23.7977,23.7971,23.7661,23.7982,23.8345,23.8069,23.8016,23.8129,23.8028,23.8233,23.797,23.8222,23.7803,23.7723,23.8133,23.814,23.7747,23.6748
-50.0116,0.969971,0.447001,2,7,0,50.306,0.288031,0.0869048,0.288031,0.0869048,3.26253e+07,1.37051e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7978,23.8246,23.8793,23.8049,23.749,23.8225,23.8206,23.8045,23.8102,23.8,23.7996,23.7688,23.801,23.8376,23.8101,23.805,23.8166,23.8067,23.8275,23.8015,23.8271,23.7856,23.7782,23.8197,23.821,23.7828,23.684
-49.756,1,0.447001,2,7,0,50.0772,0.284798,-0.0175115,0.284798,-0.0175115,3.26194e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.7809,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8234,23.8781,23.8035,23.7476,23.821,23.819,23.8027,23.8083,23.7979,23.7974,23.7665,23.7985,23.8349,23.8073,23.802,23.8133,23.8033,23.8238,23.7975,23.8228,23.781,23.7731,23.8142,23.8149,23.7758,23.6761
-49.7759,0.989374,0.447001,2,7,0,50.0364,0.282696,0.0389498,0.282696,0.0389498,3.26173e+07,1.37034e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8784,23.8134,23.8772,23.8533,23.7964,23.8231,23.8777,23.8031,23.7471,23.8205,23.8184,23.8021,23.8077,23.7973,23.7967,23.7657,23.7977,23.834,23.8063,23.801,23.8122,23.8021,23.8225,23.7961,23.8212,23.7793,23.7712,23.8121,23.8126,23.773,23.6728
-49.8231,0.997657,0.447001,3,7,0,49.835,0.285134,0.069051,0.285134,0.069051,3.26211e+07,1.37042e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7754,23.7716,23.8788,23.8139,23.8777,23.8539,23.7971,23.8238,23.8785,23.8039,23.7481,23.8214,23.8195,23.8032,23.8089,23.7986,23.7981,23.7672,23.7993,23.8357,23.8081,23.8029,23.8143,23.8043,23.8249,23.7987,23.824,23.7822,23.7745,23.8157,23.8166,23.7776,23.6781
-49.9102,0.961967,0.447001,2,7,0,50.3166,0.279103,-0.0754052,0.279103,-0.0754052,3.26143e+07,1.37028e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7748,23.7709,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8771,23.8025,23.7465,23.8198,23.8177,23.8013,23.8068,23.7963,23.7957,23.7646,23.7965,23.8327,23.8049,23.7995,23.8106,23.8004,23.8206,23.7941,23.819,23.7768,23.7684,23.809,23.8091,23.7687,23.6677
-50.5128,0.921859,0.447001,2,7,0,51.6652,0.270328,-0.157367,0.270328,-0.157367,3.26098e+07,1.37018e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7706,23.8777,23.8127,23.8763,23.8524,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8167,23.8002,23.8056,23.795,23.7943,23.7631,23.7948,23.8309,23.8029,23.7973,23.8082,23.7977,23.8177,23.7909,23.8154,23.7728,23.7637,23.8036,23.8029,23.7609,23.6582
-50.7125,0.925294,0.447001,3,7,0,51.5942,0.281116,0.228619,0.281116,0.228619,3.26309e+07,1.37062e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7738,23.7442,23.7765,23.7729,23.8803,23.8155,23.8795,23.8557,23.7991,23.826,23.8808,23.8065,23.7507,23.8243,23.8225,23.8065,23.8123,23.8023,23.8019,23.7713,23.8036,23.8403,23.8129,23.8079,23.8196,23.8098,23.8307,23.8048,23.8305,23.789,23.7816,23.8231,23.8243,23.7857,23.6862
-50.2913,1,0.447001,3,7,0,50.7699,0.283202,-0.178142,0.283202,-0.178142,3.26271e+07,1.37054e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7438,23.7761,23.7724,23.8797,23.8149,23.8788,23.855,23.7983,23.8251,23.8799,23.8055,23.7497,23.8232,23.8213,23.8052,23.811,23.8008,23.8004,23.7696,23.8019,23.8385,23.811,23.8059,23.8175,23.8077,23.8285,23.8024,23.828,23.7864,23.7789,23.8203,23.8214,23.7827,23.6833
-50.6295,0.870647,0.447001,2,3,0,51.2707,0.27258,-0.00574935,0.27258,-0.00574935,3.26049e+07,1.37008e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7739,23.77,23.877,23.8119,23.8755,23.8514,23.7944,23.8209,23.8753,23.8005,23.7443,23.8174,23.8152,23.7986,23.8039,23.7932,23.7924,23.761,23.7927,23.8286,23.8005,23.7948,23.8055,23.7949,23.8148,23.7878,23.8121,23.7694,23.7602,23.7999,23.7991,23.757,23.6543
-50.9206,1,0.447001,2,3,0,51.7164,0.26964,-0.302155,0.26964,-0.302155,3.26294e+07,1.37059e+06,57571.6,23.8161,23.7568,23.7825,23.7817,23.7832,23.7739,23.7443,23.7766,23.773,23.8804,23.8156,23.8796,23.8558,23.7993,23.8261,23.8809,23.8065,23.7508,23.8244,23.8226,23.8065,23.8123,23.8021,23.8018,23.771,23.8033,23.8399,23.8124,23.8073,23.8188,23.8089,23.8296,23.8034,23.8288,23.7869,23.779,23.8199,23.8202,23.7799,23.6785
-50.5736,1,0.447001,2,3,0,50.8367,0.270129,-0.269759,0.270129,-0.269759,3.26243e+07,1.37048e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7438,23.7761,23.7724,23.8797,23.8148,23.8787,23.8549,23.7982,23.825,23.8797,23.8053,23.7495,23.8229,23.821,23.8049,23.8105,23.8003,23.7998,23.7689,23.8011,23.8375,23.8099,23.8047,23.8161,23.806,23.8265,23.8001,23.8253,23.7833,23.7751,23.8157,23.8158,23.7751,23.6734
-50.6615,0.905953,0.447001,1,3,0,51.0845,0.275528,-0.257698,0.275528,-0.257698,3.26287e+07,1.37058e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7728,23.8801,23.8153,23.8793,23.8555,23.7989,23.8257,23.8805,23.8061,23.7504,23.8239,23.8221,23.806,23.8118,23.8017,23.8013,23.7705,23.8028,23.8394,23.8119,23.8068,23.8184,23.8085,23.8293,23.8032,23.8286,23.7869,23.7792,23.8203,23.821,23.7814,23.6809
-52.0911,0.402943,0.447001,2,7,0,54.0951,0.245559,-0.367998,0.245559,-0.367998,3.26145e+07,1.37028e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7825,23.7731,23.7434,23.7756,23.7718,23.879,23.8141,23.8779,23.854,23.7972,23.8239,23.8785,23.8039,23.7479,23.8212,23.8191,23.8027,23.8082,23.7977,23.797,23.7658,23.7976,23.8337,23.8057,23.8,23.8108,23.8002,23.82,23.7929,23.817,23.774,23.764,23.8029,23.8008,23.7556,23.6489
-51.0154,0.924156,0.447001,3,15,0,52.1885,0.296936,0.0765294,0.296936,0.0765294,3.26351e+07,1.37071e+06,57571.6,23.816,23.7567,23.7825,23.7817,23.7831,23.7739,23.7443,23.7766,23.773,23.8804,23.8157,23.8797,23.856,23.7994,23.8263,23.8812,23.8069,23.7513,23.8249,23.8232,23.8073,23.8132,23.8032,23.803,23.7725,23.805,23.8418,23.8147,23.8099,23.8219,23.8124,23.8336,23.8081,23.8343,23.7934,23.787,23.8294,23.8318,23.7956,23.6988
-49.8046,1,0.447001,2,3,0,50.9158,0.286837,-0.0257581,0.286837,-0.0257581,3.26218e+07,1.37043e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7972,23.8239,23.8786,23.8041,23.7482,23.8216,23.8196,23.8034,23.8091,23.7988,23.7983,23.7674,23.7995,23.836,23.8084,23.8032,23.8147,23.8047,23.8254,23.7992,23.8246,23.7829,23.7753,23.8166,23.8176,23.779,23.6798
-50.3289,0.85104,0.447001,2,3,0,51.5674,0.293626,-0.0284094,0.293626,-0.0284094,3.26298e+07,1.3706e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8551,23.7985,23.8253,23.8801,23.8057,23.75,23.8235,23.8217,23.8057,23.8115,23.8014,23.8011,23.7704,23.8027,23.8395,23.8121,23.8072,23.819,23.8093,23.8303,23.8046,23.8305,23.7892,23.7824,23.8244,23.8263,23.7892,23.6916
-49.7906,1,0.447001,2,3,0,50.3101,0.285313,-0.0485496,0.285313,-0.0485496,3.26206e+07,1.37041e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7715,23.8787,23.8138,23.8776,23.8538,23.797,23.8237,23.8783,23.8038,23.7479,23.8213,23.8193,23.8031,23.8087,23.7984,23.7979,23.7669,23.799,23.8354,23.8078,23.8026,23.814,23.804,23.8246,23.7983,23.8237,23.7819,23.7741,23.8153,23.8162,23.7772,23.6776
-50.0568,0.98386,0.447001,2,7,0,50.1786,0.29042,0.0493647,0.29042,0.0493647,3.26266e+07,1.37053e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8146,23.8785,23.8547,23.798,23.8247,23.8795,23.8051,23.7493,23.8228,23.8209,23.8048,23.8105,23.8004,23.8,23.7692,23.8014,23.8381,23.8106,23.8056,23.8172,23.8074,23.8283,23.8024,23.8281,23.7866,23.7795,23.8212,23.8227,23.7849,23.6866
-50.4587,0.949605,0.447001,3,7,0,50.7611,0.273228,-0.0648698,0.273228,-0.0648698,3.2607e+07,1.37012e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8518,23.7947,23.8213,23.8757,23.801,23.7448,23.818,23.8158,23.7992,23.8046,23.7939,23.7931,23.7618,23.7935,23.8295,23.8015,23.7958,23.8066,23.7961,23.8161,23.7891,23.8136,23.771,23.7619,23.8018,23.8011,23.7592,23.6568
-50.0154,1,0.447001,2,3,0,50.4524,0.277164,-0.101065,0.277164,-0.101065,3.26134e+07,1.37026e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.7819,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.877,23.8024,23.7464,23.8196,23.8175,23.8011,23.8066,23.7961,23.7954,23.7643,23.7962,23.8324,23.8045,23.7991,23.8101,23.7998,23.8201,23.7934,23.8183,23.776,23.7675,23.8079,23.8078,23.7671,23.6657
-50.8924,0.969366,0.447001,3,7,0,51.0414,0.268028,-0.144191,0.268028,-0.144191,3.26059e+07,1.3701e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8517,23.7947,23.8212,23.8757,23.8009,23.7448,23.8179,23.8156,23.7991,23.8044,23.7937,23.7929,23.7616,23.7932,23.8292,23.8011,23.7953,23.8061,23.7954,23.8153,23.7882,23.8125,23.7697,23.7603,23.7999,23.7988,23.7561,23.6527
-50.9295,0.437816,0.447001,2,3,0,56.885,0.294948,-0.105794,0.294948,-0.105794,3.26345e+07,1.3707e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7739,23.7443,23.7766,23.773,23.8804,23.8156,23.8797,23.8559,23.7994,23.8262,23.8811,23.8068,23.7512,23.8248,23.8231,23.8071,23.813,23.8031,23.8028,23.7723,23.8047,23.8416,23.8144,23.8096,23.8215,23.812,23.8332,23.8076,23.8338,23.7927,23.7862,23.8285,23.8307,23.7942,23.6971
-51.0648,0.977599,0.447001,3,7,0,51.3926,0.29317,-0.143522,0.29317,-0.143522,3.26353e+07,1.37072e+06,57571.6,23.8161,23.7568,23.7825,23.7818,23.7832,23.774,23.7444,23.7767,23.7731,23.8805,23.8158,23.8799,23.8561,23.7996,23.8265,23.8814,23.8071,23.7514,23.8251,23.8234,23.8075,23.8134,23.8034,23.8032,23.7727,23.8051,23.842,23.8148,23.81,23.822,23.8124,23.8336,23.8081,23.8342,23.7932,23.7866,23.8288,23.831,23.7943,23.697
-52.3326,0.813012,0.447001,2,5,0,52.7572,0.258904,-0.183817,0.258904,-0.183817,3.2599e+07,1.36995e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7813,23.7716,23.7417,23.7736,23.7696,23.8766,23.8114,23.8749,23.8509,23.7937,23.8202,23.8745,23.7996,23.7434,23.8164,23.814,23.7973,23.8025,23.7916,23.7906,23.7591,23.7906,23.8263,23.798,23.792,23.8024,23.7915,23.8109,23.7835,23.8072,23.7639,23.7537,23.7924,23.7903,23.7457,23.6402
-51.8766,1,0.447001,3,7,0,52.8118,0.302796,0.0116681,0.302796,0.0116681,3.26402e+07,1.37082e+06,57571.6,23.8161,23.7569,23.7826,23.7819,23.7834,23.7742,23.7447,23.777,23.7735,23.881,23.8163,23.8804,23.8567,23.8002,23.8271,23.8821,23.8079,23.7523,23.8261,23.8245,23.8087,23.8147,23.8049,23.8047,23.7743,23.807,23.844,23.817,23.8124,23.8246,23.8153,23.8368,23.8116,23.8381,23.7975,23.7916,23.8345,23.8376,23.8025,23.707
-49.9597,0.987698,0.447001,2,3,0,52.0161,0.278496,0.0208467,0.278496,0.0208467,3.2612e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8128,23.8764,23.8525,23.7955,23.8221,23.8767,23.802,23.7459,23.8192,23.817,23.8006,23.8061,23.7955,23.7948,23.7637,23.7955,23.8317,23.8038,23.7983,23.8094,23.799,23.8192,23.7926,23.8174,23.7751,23.7665,23.8069,23.8069,23.7662,23.665
-49.9487,0.991204,0.447001,2,3,0,50.1307,0.278672,-0.00828289,0.278672,-0.00828289,3.26121e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8221,23.8767,23.802,23.746,23.8192,23.8171,23.8006,23.8061,23.7956,23.7949,23.7637,23.7956,23.8317,23.8039,23.7984,23.8094,23.7991,23.8193,23.7926,23.8175,23.7752,23.7666,23.8071,23.807,23.7664,23.6652
-49.81,1,0.447001,2,7,0,50.0255,0.284885,0.0652309,0.284885,0.0652309,3.26207e+07,1.37041e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.797,23.8237,23.8784,23.8038,23.7479,23.8213,23.8194,23.8031,23.8087,23.7984,23.7979,23.767,23.7991,23.8355,23.8079,23.8027,23.8141,23.804,23.8246,23.7984,23.8237,23.7819,23.7742,23.8153,23.8161,23.7771,23.6775
-49.7506,0.999774,0.447001,3,7,0,49.8491,0.284046,-0.000109209,0.284046,-0.000109209,3.26184e+07,1.37036e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8785,23.8135,23.8773,23.8534,23.7966,23.8233,23.8779,23.8033,23.7474,23.8207,23.8187,23.8024,23.808,23.7976,23.7971,23.7661,23.7981,23.8345,23.8068,23.8015,23.8128,23.8027,23.8232,23.7969,23.8221,23.7802,23.7723,23.8132,23.8139,23.7746,23.6747
