lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.447001
# Diagonal elements of inverse mass matrix:
# 0.000213518, 0.033302
-51.3,0.208564,0.447001,1,3,0,52.1241,0.256052,0.361749,0.256052,0.361749,3.26256e+07,1.37051e+06,57571.6,23.816,23.7567,23.7825,23.7817,23.7831,23.7738,23.7443,23.7765,23.7729,23.8802,23.8154,23.8794,23.8556,23.799,23.8258,23.8805,23.8061,23.7503,23.8238,23.822,23.8058,23.8115,23.8013,23.8008,23.7699,23.802,23.8384,23.8108,23.8055,23.8168,23.8066,23.827,23.8004,23.8253,23.783,23.7742,23.8142,23.8134,23.7708,23.6669
-50.8126,0.66667,0.447001,2,3,0,51.9653,0.266378,0.194274,0.266378,0.194274,3.26091e+07,1.37017e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8167,23.8002,23.8056,23.7949,23.7942,23.7629,23.7947,23.8307,23.8027,23.797,23.8078,23.7973,23.8172,23.7903,23.8146,23.7719,23.7627,23.8023,23.8013,23.7586,23.6552
-52.6558,0.9253,0.447001,2,7,0,52.9806,0.244008,0.349704,0.244008,0.349704,3.26086e+07,1.37015e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.7429,23.775,23.7712,23.8783,23.8133,23.877,23.853,23.7961,23.8227,23.8772,23.8025,23.7465,23.8196,23.8174,23.8009,23.8063,23.7956,23.7948,23.7635,23.7951,23.831,23.8029,23.797,23.8076,23.7968,23.8164,23.789,23.8128,23.7695,23.7591,23.7976,23.795,23.749,23.6416
-51.8169,0.928671,0.447001,2,7,0,53.5793,0.26673,0.357849,0.26673,0.357849,3.26373e+07,1.37076e+06,57571.6,23.8163,23.757,23.7829,23.7822,23.7837,23.7746,23.7451,23.7775,23.774,23.8815,23.8168,23.881,23.8573,23.8009,23.8278,23.8828,23.8086,23.753,23.8267,23.825,23.8091,23.815,23.8051,23.8049,23.7743,23.8067,23.8435,23.8162,23.8113,23.8231,23.8134,23.8343,23.8084,23.834,23.7924,23.7848,23.8259,23.8266,23.7866,23.6853
-51.0239,1,0.447001,2,3,0,51.7916,0.268991,0.311386,0.268991,0.311386,3.26304e+07,1.37061e+06,57571.6,23.8161,23.7568,23.7825,23.7818,23.7832,23.774,23.7444,23.7767,23.7732,23.8805,23.8158,23.8798,23.856,23.7995,23.8263,23.8811,23.8068,23.7511,23.8247,23.8229,23.8068,23.8126,23.8025,23.8022,23.7714,23.8037,23.8403,23.8129,23.8078,23.8194,23.8095,23.8302,23.804,23.8294,23.7876,23.7797,23.8206,23.8209,23.7806,23.6792
-50.2505,1,0.447001,2,5,0,51.2753,0.274076,0.112252,0.274076,0.112252,3.26105e+07,1.3702e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8763,23.8524,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8168,23.8003,23.8057,23.7952,23.7944,23.7632,23.795,23.8311,23.8032,23.7976,23.8086,23.7981,23.8182,23.7915,23.8161,23.7736,23.7648,23.8049,23.8045,23.763,23.661
-50.0496,1,0.447001,2,3,0,50.2384,0.276608,0.10527,0.276608,0.10527,3.2613e+07,1.37025e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7709,23.878,23.813,23.8767,23.8527,23.7958,23.8224,23.877,23.8023,23.7463,23.8195,23.8174,23.801,23.8065,23.796,23.7953,23.7642,23.796,23.8322,23.8044,23.7989,23.8099,23.7996,23.8198,23.7932,23.818,23.7757,23.7671,23.8075,23.8073,23.7665,23.665
-50.1461,0.850509,0.447001,3,7,0,52.1406,0.278949,0.185586,0.278949,0.185586,3.26229e+07,1.37046e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7435,23.7757,23.772,23.8792,23.8144,23.8782,23.8544,23.7977,23.8244,23.8791,23.8046,23.7488,23.8222,23.8203,23.8041,23.8097,23.7995,23.799,23.7681,23.8002,23.8367,23.8091,23.8039,23.8153,23.8053,23.8259,23.7996,23.8249,23.783,23.7751,23.8161,23.8167,23.7771,23.6767
-49.7521,0.994306,0.447001,2,7,0,50.5327,0.284579,0.00927894,0.284579,0.00927894,3.2619e+07,1.37037e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7728,23.743,23.7751,23.7714,23.8786,23.8136,23.8774,23.8535,23.7967,23.8234,23.878,23.8035,23.7475,23.8209,23.8189,23.8026,23.8082,23.7978,23.7973,23.7663,23.7984,23.8348,23.8071,23.8018,23.8132,23.8031,23.8236,23.7973,23.8226,23.7807,23.7728,23.8139,23.8146,23.7754,23.6756
-50.0501,0.957026,0.447001,2,3,0,50.4093,0.288793,0.0832711,0.288793,0.0832711,3.2626e+07,1.37052e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7979,23.8247,23.8794,23.805,23.7492,23.8227,23.8208,23.8047,23.8104,23.8002,23.7998,23.769,23.8013,23.8379,23.8104,23.8053,23.817,23.8071,23.8279,23.802,23.8276,23.7861,23.7788,23.8204,23.8218,23.7838,23.6852
-49.9312,0.97281,0.447001,2,7,0,50.927,0.279812,0.128015,0.279812,0.128015,3.26184e+07,1.37036e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8234,23.878,23.8035,23.7476,23.8209,23.8189,23.8026,23.8082,23.7978,23.7972,23.7662,23.7983,23.8346,23.8069,23.8016,23.8128,23.8027,23.8231,23.7967,23.8219,23.7798,23.7717,23.8125,23.8129,23.773,23.6724
-49.9887,0.984623,0.447001,2,3,0,50.035,0.277672,0.0897265,0.277672,0.0897265,3.26134e+07,1.37026e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7709,23.878,23.813,23.8767,23.8527,23.7958,23.8224,23.877,23.8023,23.7463,23.8196,23.8175,23.8011,23.8065,23.796,23.7954,23.7643,23.7961,23.8323,23.8045,23.799,23.8101,23.7998,23.82,23.7934,23.8183,23.776,23.7675,23.8079,23.8079,23.7672,23.666
-50.0516,0.999354,0.447001,2,3,0,50.0969,0.280521,0.161948,0.280521,0.161948,3.26223e+07,1.37044e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7719,23.8791,23.8142,23.8781,23.8542,23.7975,23.8242,23.8789,23.8044,23.7485,23.8219,23.82,23.8038,23.8094,23.7992,23.7987,23.7678,23.7999,23.8363,23.8087,23.8035,23.8149,23.8049,23.8255,23.7992,23.8245,23.7827,23.7748,23.8158,23.8165,23.777,23.6768
-50.8746,0.786459,0.447001,3,7,0,52.1467,0.270751,-0.0474267,0.270751,-0.0474267,3.26034e+07,1.37005e+06,57571.6,23.8154,23.7559,23.7813,23.7802,23.7814,23.7718,23.7418,23.7738,23.7698,23.8768,23.8117,23.8753,23.8512,23.7941,23.8206,23.875,23.8002,23.744,23.8171,23.8148,23.7982,23.8035,23.7927,23.7919,23.7605,23.7921,23.828,23.7998,23.7941,23.8047,23.7941,23.8139,23.7868,23.811,23.7682,23.7588,23.7984,23.7973,23.7548,23.6517
-51.5145,0.972019,0.447001,2,3,0,52.5311,0.296269,0.135746,0.296269,0.135746,3.26382e+07,1.37078e+06,57571.6,23.8161,23.7568,23.7826,23.7819,23.7834,23.7741,23.7446,23.777,23.7734,23.8809,23.8161,23.8802,23.8565,23.8001,23.827,23.8819,23.8077,23.7521,23.8258,23.8241,23.8083,23.8142,23.8044,23.8042,23.7737,23.8063,23.8432,23.8161,23.8114,23.8235,23.8141,23.8355,23.81,23.8364,23.7955,23.7893,23.8318,23.8343,23.7983,23.7016
-50.73,1,0.447001,1,1,0,51.3744,0.293766,0.103765,0.293766,0.103765,3.2633e+07,1.37067e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7738,23.7442,23.7765,23.7729,23.8802,23.8154,23.8794,23.8557,23.7991,23.826,23.8808,23.8065,23.7508,23.8244,23.8227,23.8067,23.8126,23.8026,23.8023,23.7717,23.8041,23.8409,23.8137,23.8088,23.8207,23.8111,23.8322,23.8066,23.8327,23.7916,23.7849,23.827,23.8291,23.7923,23.6949
-50.3396,1,0.447001,2,3,0,50.6892,0.291217,0.0952357,0.291217,0.0952357,3.26295e+07,1.37059e+06,57571.6,23.8159,23.7566,23.7823,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8552,23.7985,23.8253,23.8801,23.8058,23.75,23.8236,23.8217,23.8057,23.8115,23.8014,23.8011,23.7704,23.8027,23.8394,23.812,23.8071,23.8188,23.8091,23.8301,23.8043,23.8301,23.7888,23.7819,23.8237,23.8255,23.788,23.69
-49.7937,0.984864,0.447001,2,3,0,50.7123,0.285301,-0.0508201,0.285301,-0.0508201,3.26206e+07,1.37041e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8138,23.8777,23.8538,23.797,23.8237,23.8783,23.8038,23.7479,23.8213,23.8193,23.8031,23.8087,23.7984,23.7979,23.767,23.799,23.8355,23.8079,23.8026,23.814,23.804,23.8246,23.7984,23.8237,23.7819,23.7742,23.8153,23.8162,23.7772,23.6777
-50.0648,0.949243,0.447001,2,7,0,50.4184,0.276423,0.102633,0.276423,0.102633,3.26127e+07,1.37024e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8766,23.8527,23.7957,23.8223,23.8769,23.8022,23.7462,23.8194,23.8173,23.8009,23.8064,23.7958,23.7952,23.764,23.7959,23.832,23.8042,23.7987,23.8097,23.7994,23.8196,23.7929,23.8177,23.7754,23.7668,23.8071,23.8069,23.766,23.6645
-50.214,0.988834,0.447001,3,7,0,50.4735,0.291925,-0.0546415,0.291925,-0.0546415,3.26285e+07,1.37057e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8788,23.855,23.7983,23.8251,23.8799,23.8055,23.7497,23.8232,23.8214,23.8053,23.8111,23.801,23.8007,23.7699,23.8022,23.8389,23.8115,23.8065,23.8183,23.8085,23.8295,23.8037,23.8295,23.7882,23.7812,23.823,23.8247,23.7873,23.6893
-51.0044,0.957039,0.447001,3,7,0,51.1575,0.273715,-0.288976,0.273715,-0.288976,3.26318e+07,1.37064e+06,57571.6,23.8161,23.7568,23.7826,23.7818,23.7833,23.774,23.7445,23.7768,23.7732,23.8806,23.8158,23.8799,23.8561,23.7996,23.8264,23.8813,23.807,23.7513,23.8249,23.8231,23.8071,23.8129,23.8029,23.8025,23.7719,23.8042,23.8408,23.8135,23.8085,23.8201,23.8103,23.8311,23.8051,23.8306,23.789,23.7814,23.8226,23.8233,23.7838,23.6832
-51.1605,0.943135,0.447001,2,3,0,51.4794,0.267538,-0.114906,0.267538,-0.114906,3.2603e+07,1.37004e+06,57571.6,23.8154,23.7559,23.7813,23.7802,23.7814,23.7718,23.7419,23.7738,23.7699,23.8768,23.8117,23.8753,23.8513,23.7942,23.8207,23.875,23.8002,23.744,23.8171,23.8148,23.7982,23.8034,23.7927,23.7918,23.7604,23.792,23.8278,23.7997,23.7939,23.8045,23.7938,23.8135,23.7863,23.8105,23.7676,23.758,23.7974,23.7961,23.7531,23.6494
-49.9982,0.985658,0.447001,2,3,0,51.4736,0.288457,-0.0764641,0.288457,-0.0764641,3.26253e+07,1.37051e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7436,23.7757,23.772,23.8793,23.8144,23.8783,23.8545,23.7978,23.8245,23.8793,23.8048,23.749,23.8225,23.8206,23.8045,23.8102,23.8,23.7996,23.7688,23.801,23.8375,23.8101,23.805,23.8166,23.8067,23.8275,23.8015,23.8271,23.7856,23.7782,23.8198,23.8211,23.7829,23.6842
-51.8403,0.739311,0.447001,2,3,0,53.617,0.301368,0.0708162,0.301368,0.0708162,3.264e+07,1.37081e+06,57571.6,23.8161,23.7569,23.7826,23.7819,23.7834,23.7742,23.7447,23.7771,23.7735,23.881,23.8163,23.8804,23.8567,23.8003,23.8272,23.8821,23.8079,23.7524,23.8261,23.8245,23.8087,23.8147,23.8048,23.8047,23.7743,23.8069,23.844,23.8169,23.8123,23.8245,23.8152,23.8367,23.8114,23.8379,23.7973,23.7913,23.8342,23.8371,23.8018,23.7061
-50.1897,0.837957,0.447001,2,3,0,53.2769,0.278725,-0.193372,0.278725,-0.193372,3.26236e+07,1.37047e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7978,23.8245,23.8792,23.8048,23.7489,23.8224,23.8205,23.8043,23.81,23.7997,23.7992,23.7684,23.8005,23.837,23.8094,23.8042,23.8156,23.8056,23.8262,23.8,23.8253,23.7835,23.7756,23.8166,23.8172,23.7776,23.6772
-51.3974,0.796223,0.447001,3,7,0,53.3858,0.268232,-0.0269418,0.268232,-0.0269418,3.26e+07,1.36997e+06,57571.6,23.8153,23.7558,23.7812,23.7801,23.7812,23.7715,23.7416,23.7735,23.7695,23.8764,23.8113,23.8748,23.8507,23.7936,23.82,23.8743,23.7995,23.7432,23.8162,23.8139,23.7972,23.8024,23.7916,23.7906,23.7592,23.7907,23.8265,23.7982,23.7923,23.8029,23.7921,23.8117,23.7844,23.8085,23.7654,23.7557,23.795,23.7936,23.7504,23.6466
-50.0293,0.989854,0.447001,2,7,0,51.5201,0.284203,0.134054,0.284203,0.134054,3.2624e+07,1.37048e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7435,23.7757,23.772,23.8792,23.8144,23.8783,23.8544,23.7977,23.8244,23.8792,23.8047,23.7489,23.8223,23.8204,23.8042,23.8099,23.7997,23.7992,23.7684,23.8005,23.8371,23.8095,23.8044,23.8159,23.8059,23.8266,23.8005,23.826,23.7843,23.7767,23.818,23.819,23.7801,23.6807
-50.3913,0.973522,0.447001,2,3,0,50.5078,0.272235,0.131462,0.272235,0.131462,3.26098e+07,1.37018e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7722,23.7424,23.7744,23.7706,23.8776,23.8126,23.8763,23.8523,23.7953,23.8219,23.8764,23.8017,23.7456,23.8188,23.8166,23.8002,23.8056,23.795,23.7942,23.763,23.7948,23.8308,23.8029,23.7973,23.8082,23.7977,23.8177,23.7909,23.8155,23.7729,23.764,23.8039,23.8033,23.7616,23.6592
-49.931,0.976797,0.447001,2,3,0,50.6612,0.283359,0.119766,0.283359,0.119766,3.26219e+07,1.37044e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7718,23.879,23.8141,23.8779,23.8541,23.7973,23.824,23.8787,23.8042,23.7483,23.8218,23.8198,23.8036,23.8092,23.7989,23.7985,23.7676,23.7997,23.8361,23.8085,23.8033,23.8148,23.8047,23.8254,23.7991,23.8245,23.7827,23.775,23.8161,23.8169,23.7778,23.678
-50.6683,0.967555,0.447001,2,7,0,51.6942,0.267548,0.285011,0.267548,0.285011,3.26239e+07,1.37048e+06,57571.6,23.8159,23.7566,23.7823,23.7814,23.7828,23.7735,23.7439,23.7761,23.7724,23.8797,23.8148,23.8788,23.8549,23.7982,23.825,23.8797,23.8053,23.7495,23.8229,23.821,23.8048,23.8105,23.8002,23.7997,23.7689,23.8009,23.8374,23.8098,23.8045,23.8158,23.8057,23.8262,23.7998,23.8248,23.7827,23.7744,23.8148,23.8147,23.7736,23.6715
-50.4939,0.709704,0.447001,2,3,0,51.3845,0.268647,0.211664,0.268647,0.211664,3.2614e+07,1.37027e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8783,23.8133,23.8771,23.8532,23.7963,23.8229,23.8775,23.8028,23.7469,23.8201,23.818,23.8016,23.8071,23.7966,23.796,23.7648,23.7967,23.8328,23.805,23.7995,23.8105,23.8001,23.8202,23.7935,23.8181,23.7756,23.7668,23.8068,23.8062,23.7643,23.6616
-49.8206,0.829378,0.447001,3,7,0,52.196,0.285552,0.0627737,0.285552,0.0627737,3.26213e+07,1.37042e+06,57571.6,23.8158,23.7564,23.7819,23.7811,23.7824,23.7729,23.7432,23.7754,23.7716,23.8788,23.8139,23.8778,23.8539,23.7971,23.8238,23.8785,23.804,23.7481,23.8215,23.8195,23.8033,23.8089,23.7986,23.7982,23.7672,23.7993,23.8358,23.8082,23.803,23.8144,23.8044,23.825,23.7988,23.8242,23.7825,23.7748,23.816,23.8169,23.778,23.6786
-49.9958,0.939575,0.447001,2,7,0,50.7447,0.279381,-0.151413,0.279381,-0.151413,3.26199e+07,1.37039e+06,57571.6,23.8158,23.7564,23.7819,23.7811,23.7824,23.7729,23.7432,23.7754,23.7716,23.8788,23.8139,23.8777,23.8538,23.7971,23.8237,23.8784,23.8039,23.748,23.8213,23.8194,23.8031,23.8087,23.7984,23.7978,23.7669,23.7989,23.8353,23.8076,23.8023,23.8137,23.8036,23.824,23.7977,23.8228,23.7809,23.7728,23.8137,23.8141,23.7743,23.6738
-50.0281,0.543737,0.447001,2,3,0,53.4602,0.278178,-0.15989,0.278178,-0.15989,3.26193e+07,1.37038e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.797,23.8237,23.8783,23.8038,23.7479,23.8212,23.8192,23.8029,23.8085,23.7982,23.7976,23.7667,23.7987,23.835,23.8074,23.802,23.8133,23.8032,23.8236,23.7973,23.8224,23.7803,23.7722,23.813,23.8133,23.7732,23.6725
-50.4194,0.990675,0.447001,3,7,0,50.7652,0.292161,0.0907948,0.292161,0.0907948,3.26303e+07,1.37061e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7726,23.8799,23.8151,23.8791,23.8553,23.7987,23.8255,23.8803,23.8059,23.7502,23.8238,23.822,23.8059,23.8117,23.8017,23.8014,23.7707,23.803,23.8397,23.8124,23.8075,23.8193,23.8096,23.8306,23.8049,23.8308,23.7895,23.7826,23.8246,23.8264,23.7892,23.6914
-50.4981,0.958265,0.447001,3,7,0,51.159,0.268095,-0.240381,0.268095,-0.240381,3.26173e+07,1.37034e+06,57571.6,23.8158,23.7564,23.7819,23.7811,23.7824,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.7969,23.8236,23.8782,23.8037,23.7477,23.8211,23.819,23.8027,23.8083,23.7978,23.7972,23.7662,23.7981,23.8344,23.8066,23.8012,23.8123,23.802,23.8222,23.7956,23.8204,23.778,23.7693,23.8095,23.809,23.7674,23.6648
-50.3056,0.997421,0.447001,3,7,0,50.5736,0.287073,0.145136,0.287073,0.145136,3.26283e+07,1.37057e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.8149,23.8789,23.8551,23.7984,23.8252,23.88,23.8056,23.7499,23.8234,23.8215,23.8055,23.8112,23.8011,23.8008,23.77,23.8023,23.8389,23.8115,23.8065,23.8182,23.8084,23.8293,23.8034,23.8291,23.7876,23.7804,23.822,23.8234,23.7854,23.6867
-50.2356,1,0.447001,1,1,0,50.3613,0.286684,0.140777,0.286684,0.140777,3.26275e+07,1.37055e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7734,23.7438,23.776,23.7724,23.8797,23.8148,23.8788,23.8549,23.7983,23.8251,23.8798,23.8054,23.7497,23.8232,23.8213,23.8052,23.811,23.8008,23.8005,23.7697,23.802,23.8386,23.8112,23.8061,23.8178,23.8079,23.8288,23.8028,23.8285,23.787,23.7797,23.8213,23.8226,23.7844,23.6856
-50.6188,0.983386,0.447001,2,7,0,51.4345,0.267138,0.215121,0.267138,0.215121,3.26126e+07,1.37024e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.771,23.8782,23.8132,23.8769,23.853,23.7961,23.8227,23.8772,23.8026,23.7466,23.8198,23.8177,23.8013,23.8067,23.7962,23.7955,23.7643,23.7962,23.8323,23.8044,23.7988,23.8097,23.7993,23.8194,23.7925,23.8171,23.7745,23.7655,23.8054,23.8046,23.7624,23.6593
-50.7097,0.879092,0.447001,3,7,0,52.4586,0.296461,-0.0270495,0.296461,-0.0270495,3.2633e+07,1.37067e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7728,23.8801,23.8154,23.8794,23.8556,23.799,23.8259,23.8807,23.8064,23.7507,23.8244,23.8226,23.8066,23.8125,23.8025,23.8022,23.7716,23.8041,23.8409,23.8137,23.8088,23.8208,23.8112,23.8324,23.8068,23.8329,23.7918,23.7853,23.8276,23.8298,23.7934,23.6964
-50.6353,0.867255,0.447001,3,9,0,52.3342,0.266377,0.23058,0.266377,0.23058,3.26139e+07,1.37027e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8784,23.8134,23.8771,23.8532,23.7963,23.823,23.8775,23.8029,23.7469,23.8202,23.8181,23.8017,23.8072,23.7967,23.796,23.7649,23.7967,23.8328,23.805,23.7994,23.8104,23.8,23.8201,23.7933,23.8179,23.7754,23.7664,23.8063,23.8055,23.7633,23.6602
-54.4679,0.143345,0.447001,2,3,0,55.1918,0.25591,0.0981459,0.25591,0.0981459,3.2588e+07,1.36972e+06,57571.6,23.8151,23.7555,23.7807,23.7796,23.7806,23.7708,23.7407,23.7725,23.7684,23.8752,23.8099,23.8732,23.849,23.7917,23.818,23.8721,23.7971,23.7407,23.8134,23.8109,23.7939,23.7989,23.7877,23.7866,23.7548,23.7859,23.8213,23.7927,23.7864,23.7964,23.7851,23.8042,23.7763,23.7994,23.7556,23.7446,23.7826,23.7796,23.7335,23.6267
-51.9595,1,0.447001,2,3,0,54.2437,0.26473,0.0839745,0.26473,0.0839745,3.25978e+07,1.36993e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7414,23.7733,23.7693,23.8762,23.8111,23.8745,23.8504,23.7933,23.8197,23.874,23.7991,23.7428,23.8158,23.8134,23.7966,23.8018,23.7909,23.7899,23.7584,23.7898,23.8255,23.7972,23.7912,23.8017,23.7908,23.8103,23.7829,23.8067,23.7635,23.7535,23.7925,23.7907,23.7468,23.6422
-51.7934,1,0.447001,1,3,0,53.199,0.261449,0.180249,0.261449,0.180249,3.26017e+07,1.37001e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7738,23.7699,23.8768,23.8117,23.8753,23.8512,23.7941,23.8206,23.875,23.8001,23.744,23.817,23.8147,23.798,23.8032,23.7924,23.7915,23.7601,23.7916,23.8274,23.7992,23.7933,23.8038,23.793,23.8126,23.7853,23.8092,23.766,23.7561,23.7951,23.7933,23.7493,23.6445
-51.0519,1,0.447001,2,3,0,51.8128,0.265945,0.169295,0.265945,0.169295,3.26058e+07,1.3701e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7422,23.7742,23.7703,23.8773,23.8122,23.8758,23.8518,23.7948,23.8213,23.8757,23.801,23.7449,23.818,23.8157,23.7992,23.8045,23.7938,23.793,23.7616,23.7933,23.8292,23.8011,23.7953,23.806,23.7954,23.8152,23.7881,23.8123,23.7695,23.76,23.7995,23.7982,23.7552,23.6515
-51.7612,0.773044,0.447001,1,3,0,53.1385,0.280062,0.286797,0.280062,0.286797,3.26388e+07,1.37079e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7836,23.7745,23.745,23.7774,23.7739,23.8814,23.8167,23.8808,23.8572,23.8007,23.8276,23.8826,23.8084,23.7528,23.8266,23.8249,23.8091,23.8151,23.8052,23.805,23.7745,23.807,23.8439,23.8167,23.8119,23.8239,23.8144,23.8355,23.8098,23.8358,23.7946,23.7877,23.8295,23.8311,23.793,23.694
-51.7612,0.455811,0.447001,1,1,0,53.1375,0.280062,0.286797,0.280062,0.286797,3.26388e+07,1.37079e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7836,23.7745,23.745,23.7774,23.7739,23.8814,23.8167,23.8808,23.8572,23.8007,23.8276,23.8826,23.8084,23.7528,23.8266,23.8249,23.8091,23.8151,23.8052,23.805,23.7745,23.807,23.8439,23.8167,23.8119,23.8239,23.8144,23.8355,23.8098,23.8358,23.7946,23.7877,23.8295,23.8311,23.793,23.694
-50.167,0.867054,0.447001,2,3,0,52.6,0.27528,0.0959129,0.27528,0.0959129,3.26109e+07,1.3702e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7954,23.822,23.8765,23.8018,23.7458,23.819,23.8168,23.8004,23.8058,23.7952,23.7945,23.7634,23.7952,23.8313,23.8034,23.7978,23.8088,23.7984,23.8185,23.7917,23.8164,23.774,23.7653,23.8054,23.8051,23.7639,23.6621
-50.7292,0.875752,0.447001,2,5,0,53.7553,0.264511,0.252722,0.264511,0.252722,3.26149e+07,1.37029e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7714,23.8786,23.8136,23.8774,23.8535,23.7966,23.8232,23.8778,23.8032,23.7473,23.8206,23.8185,23.8021,23.8076,23.7971,23.7965,23.7653,23.7972,23.8334,23.8055,23.8,23.811,23.8006,23.8207,23.7939,23.8185,23.776,23.767,23.8068,23.806,23.7636,23.6603
-50.9599,1,0.447001,2,3,0,51.0453,0.260636,0.285029,0.260636,0.285029,3.26157e+07,1.3703e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.7729,23.7432,23.7753,23.7716,23.8788,23.8138,23.8776,23.8537,23.7969,23.8235,23.8782,23.8036,23.7476,23.8209,23.8189,23.8025,23.808,23.7975,23.7969,23.7658,23.7977,23.8338,23.806,23.8004,23.8114,23.801,23.8211,23.7943,23.8188,23.7762,23.767,23.8067,23.8057,23.7629,23.6589
-50.9599,0.323672,0.447001,1,3,0,53.9076,0.260636,0.285029,0.260636,0.285029,3.26157e+07,1.3703e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.7729,23.7432,23.7753,23.7716,23.8788,23.8138,23.8776,23.8537,23.7969,23.8235,23.8782,23.8036,23.7476,23.8209,23.8189,23.8025,23.808,23.7975,23.7969,23.7658,23.7977,23.8338,23.806,23.8004,23.8114,23.801,23.8211,23.7943,23.8188,23.7762,23.767,23.8067,23.8057,23.7629,23.6589
