# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-26 21:07:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpqyqz0r3g/up79hxi8.json
# random
#   seed = 4883
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/snia/snia-20230726220732.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-51.8459,0.616962,0.480519,2,3,0,52.7174,0.289941,0.219721,0.289941,0.219721,3.26399e+07,1.37081e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7836,23.7744,23.7449,23.7773,23.7738,23.8813,23.8166,23.8807,23.857,23.8006,23.8275,23.8825,23.8083,23.7528,23.8265,23.8249,23.8091,23.8151,23.8052,23.8051,23.7746,23.8072,23.8442,23.8171,23.8124,23.8245,23.8151,23.8364,23.8109,23.8372,23.7963,23.7898,23.8322,23.8344,23.7977,23.7003
-50.0773,1,0.480519,2,3,0,51.2556,0.284001,0.143887,0.284001,0.143887,3.26246e+07,1.37049e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7978,23.8246,23.8793,23.8048,23.749,23.8225,23.8206,23.8044,23.8101,23.7999,23.7995,23.7686,23.8008,23.8373,23.8098,23.8047,23.8162,23.8063,23.827,23.8009,23.8264,23.7847,23.7771,23.8184,23.8194,23.7806,23.6812
-50.3325,0.925345,0.480519,1,1,0,50.3639,0.284384,0.173041,0.284384,0.173041,3.26279e+07,1.37056e+06,57571.6,23.8159,23.7566,23.7823,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.8149,23.8789,23.8551,23.7985,23.8252,23.88,23.8056,23.7498,23.8234,23.8215,23.8054,23.8112,23.8011,23.8007,23.7699,23.8022,23.8388,23.8114,23.8063,23.818,23.8082,23.829,23.803,23.8286,23.7871,23.7797,23.8212,23.8224,23.784,23.6848
-50.3686,0.954209,0.480519,2,3,0,50.7003,0.274405,0.0191565,0.274405,0.0191565,3.26072e+07,1.37013e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8518,23.7947,23.8213,23.8757,23.801,23.7449,23.818,23.8158,23.7992,23.8046,23.7939,23.7932,23.7619,23.7936,23.8296,23.8016,23.7959,23.8067,23.7962,23.8162,23.7893,23.8138,23.7712,23.7622,23.8022,23.8016,23.7599,23.6576
-50.0076,1,0.480519,3,7,0,50.9094,0.27774,-0.0469403,0.27774,-0.0469403,3.26117e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8777,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.8019,23.7459,23.8191,23.817,23.8005,23.806,23.7954,23.7947,23.7636,23.7954,23.8316,23.8037,23.7982,23.8092,23.7988,23.819,23.7923,23.8171,23.7748,23.7662,23.8065,23.8064,23.7656,23.6642
-50.6741,0.935318,0.480519,2,5,0,51.7406,0.269622,-0.141333,0.269622,-0.141333,3.26075e+07,1.37013e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7422,23.7742,23.7704,23.8774,23.8124,23.876,23.852,23.795,23.8215,23.876,23.8012,23.7451,23.8183,23.8161,23.7995,23.8049,23.7942,23.7935,23.7622,23.7939,23.8299,23.8018,23.7962,23.807,23.7964,23.8163,23.7894,23.8137,23.771,23.7618,23.8016,23.8007,23.7584,23.6553
-50.7342,0.991338,0.480519,2,3,0,50.8144,0.275114,-0.265058,0.275114,-0.265058,3.26294e+07,1.37059e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7738,23.7442,23.7765,23.7729,23.8802,23.8154,23.8794,23.8557,23.7991,23.8259,23.8807,23.8063,23.7506,23.8242,23.8223,23.8063,23.8121,23.8019,23.8016,23.7708,23.8031,23.8397,23.8123,23.8072,23.8188,23.8089,23.8297,23.8036,23.8291,23.7874,23.7797,23.8208,23.8215,23.7819,23.6814
-50.4436,1,0.480519,1,1,0,50.6888,0.274825,-0.241382,0.274825,-0.241382,3.26254e+07,1.37051e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7438,23.7761,23.7724,23.8797,23.8149,23.8788,23.855,23.7983,23.825,23.8798,23.8054,23.7496,23.823,23.8212,23.805,23.8107,23.8005,23.8001,23.7692,23.8014,23.8379,23.8103,23.8052,23.8166,23.8066,23.8272,23.801,23.8263,23.7844,23.7765,23.8174,23.8179,23.7779,23.677
-49.9216,0.985695,0.480519,2,5,0,50.6781,0.287355,0.0737419,0.287355,0.0737419,3.26239e+07,1.37048e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7719,23.8791,23.8143,23.8781,23.8543,23.7976,23.8243,23.879,23.8045,23.7487,23.8221,23.8202,23.8041,23.8097,23.7995,23.7991,23.7682,23.8004,23.8369,23.8094,23.8043,23.8158,23.8059,23.8266,23.8006,23.8261,23.7845,23.777,23.8184,23.8196,23.7812,23.6822
-50.2138,0.955062,0.480519,2,7,0,50.7752,0.279095,-0.1951,0.279095,-0.1951,3.26242e+07,1.37048e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7827,23.7733,23.7436,23.7758,23.7721,23.8794,23.8146,23.8784,23.8546,23.7979,23.8246,23.8794,23.8049,23.7491,23.8225,23.8206,23.8045,23.8102,23.7999,23.7995,23.7686,23.8008,23.8372,23.8097,23.8045,23.816,23.806,23.8266,23.8004,23.8258,23.784,23.7762,23.8172,23.8179,23.7784,23.6781
-50.981,0.967338,0.480519,2,7,0,51.4355,0.293128,0.137421,0.293128,0.137421,3.26347e+07,1.3707e+06,57571.6,23.816,23.7567,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7731,23.8805,23.8157,23.8798,23.856,23.7995,23.8263,23.8812,23.8069,23.7513,23.8249,23.8232,23.8073,23.8132,23.8032,23.803,23.7724,23.8049,23.8417,23.8145,23.8097,23.8217,23.8121,23.8333,23.8077,23.8338,23.7927,23.7861,23.8284,23.8305,23.7938,23.6964
-49.7951,0.951331,0.480519,2,3,0,51.3998,0.285169,0.0534168,0.285169,0.0534168,3.26206e+07,1.37041e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7715,23.8787,23.8138,23.8777,23.8538,23.797,23.8237,23.8783,23.8038,23.7479,23.8213,23.8193,23.8031,23.8087,23.7984,23.7979,23.7669,23.799,23.8354,23.8078,23.8026,23.814,23.804,23.8246,23.7983,23.8237,23.7819,23.7741,23.8153,23.8161,23.7771,23.6775
-51.2677,0.926473,0.480519,2,3,0,51.4303,0.289659,-0.193999,0.289659,-0.193999,3.26364e+07,1.37074e+06,57571.6,23.8161,23.7568,23.7826,23.7819,23.7833,23.7741,23.7446,23.7769,23.7734,23.8808,23.8161,23.8801,23.8564,23.7999,23.8268,23.8817,23.8075,23.7518,23.8255,23.8238,23.8079,23.8139,23.8039,23.8037,23.7732,23.8057,23.8426,23.8154,23.8106,23.8226,23.813,23.8342,23.8086,23.8347,23.7937,23.787,23.8292,23.8312,23.7941,23.6964
-49.8846,1,0.480519,2,3,0,51.3177,0.280188,-0.103324,0.280188,-0.103324,3.26171e+07,1.37033e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.7429,23.775,23.7713,23.8784,23.8135,23.8772,23.8533,23.7965,23.8231,23.8777,23.8032,23.7472,23.8205,23.8185,23.8022,23.8077,23.7973,23.7967,23.7657,23.7977,23.834,23.8063,23.8009,23.8121,23.802,23.8224,23.7959,23.821,23.7789,23.7708,23.8115,23.8118,23.7719,23.6713
-50.9731,0.823176,0.480519,3,7,0,51.7456,0.262592,0.243544,0.262592,0.243544,3.26113e+07,1.37021e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.782,23.7726,23.7428,23.7748,23.771,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8771,23.8024,23.7464,23.8196,23.8175,23.801,23.8064,23.7959,23.7951,23.7639,23.7957,23.8318,23.8038,23.7982,23.809,23.7985,23.8184,23.7915,23.8159,23.7731,23.7638,23.8034,23.8022,23.7593,23.6553
-50.823,0.984761,0.480519,2,3,0,50.9627,0.263148,0.260617,0.263148,0.260617,3.26146e+07,1.37028e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.7431,23.7752,23.7714,23.8785,23.8136,23.8774,23.8534,23.7966,23.8232,23.8778,23.8032,23.7472,23.8205,23.8184,23.802,23.8075,23.797,23.7964,23.7652,23.7971,23.8333,23.8054,23.7998,23.8108,23.8004,23.8205,23.7936,23.8182,23.7756,23.7665,23.8063,23.8053,23.7627,23.6591
-50.823,0.031684,0.480519,1,1,0,52.2018,0.263148,0.260617,0.263148,0.260617,3.26146e+07,1.37028e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.7431,23.7752,23.7714,23.8785,23.8136,23.8774,23.8534,23.7966,23.8232,23.8778,23.8032,23.7472,23.8205,23.8184,23.802,23.8075,23.797,23.7964,23.7652,23.7971,23.8333,23.8054,23.7998,23.8108,23.8004,23.8205,23.7936,23.8182,23.7756,23.7665,23.8063,23.8053,23.7627,23.6591
-50.1951,0.954726,0.480519,2,7,0,51.2119,0.277514,0.198832,0.277514,0.198832,3.26228e+07,1.37045e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7435,23.7757,23.772,23.8793,23.8144,23.8783,23.8544,23.7977,23.8244,23.8791,23.8046,23.7488,23.8222,23.8203,23.8041,23.8097,23.7995,23.799,23.7681,23.8002,23.8366,23.8091,23.8038,23.8152,23.8052,23.8257,23.7995,23.8247,23.7828,23.7748,23.8157,23.8162,23.7764,23.6758
-50.0682,0.901265,0.480519,3,7,0,51.1153,0.27636,-0.161224,0.27636,-0.161224,3.26173e+07,1.37034e+06,57571.6,23.8157,23.7563,23.7819,23.7809,23.7822,23.7728,23.743,23.7752,23.7714,23.8785,23.8136,23.8774,23.8535,23.7967,23.8233,23.8779,23.8033,23.7474,23.8207,23.8187,23.8024,23.8079,23.7975,23.7969,23.7659,23.7979,23.8342,23.8064,23.801,23.8122,23.802,23.8224,23.7959,23.8209,23.7787,23.7704,23.811,23.8111,23.7706,23.6694
-50.8862,0.83993,0.480519,2,7,0,51.4518,0.263086,-0.248343,0.263086,-0.248343,3.26126e+07,1.37024e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7726,23.7429,23.775,23.7711,23.8783,23.8133,23.877,23.8531,23.7962,23.8228,23.8774,23.8027,23.7467,23.82,23.8178,23.8014,23.8069,23.7963,23.7956,23.7644,23.7962,23.8323,23.8044,23.7988,23.8097,23.7992,23.8192,23.7923,23.8168,23.7741,23.7649,23.8046,23.8035,23.7607,23.657
-50.1799,0.927086,0.480519,2,7,0,51.7081,0.282049,-0.173293,0.282049,-0.173293,3.26252e+07,1.3705e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7733,23.7437,23.7759,23.7722,23.8795,23.8146,23.8785,23.8547,23.798,23.8247,23.8795,23.805,23.7492,23.8227,23.8208,23.8047,23.8104,23.8002,23.7997,23.7689,23.8011,23.8376,23.8101,23.805,23.8165,23.8066,23.8273,23.8012,23.8266,23.7849,23.7773,23.8186,23.8195,23.7805,23.6807
-50.5518,0.999923,0.480519,2,7,0,50.7964,0.268338,-0.201582,0.268338,-0.201582,3.26123e+07,1.37023e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7427,23.7748,23.771,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8771,23.8025,23.7464,23.8197,23.8175,23.8011,23.8066,23.796,23.7953,23.7642,23.796,23.8321,23.8042,23.7986,23.8096,23.7991,23.8192,23.7924,23.817,23.7744,23.7654,23.8053,23.8046,23.7626,23.6597
-50.4956,0.994662,0.480519,2,3,0,50.5953,0.273176,-0.252926,0.273176,-0.252926,3.26252e+07,1.3705e+06,57571.6,23.8159,23.7566,23.7823,23.7814,23.7828,23.7735,23.7439,23.7761,23.7724,23.8797,23.8149,23.8788,23.855,23.7983,23.8251,23.8798,23.8054,23.7496,23.8231,23.8212,23.805,23.8107,23.8005,23.8001,23.7692,23.8013,23.8378,23.8103,23.8051,23.8165,23.8065,23.8271,23.8008,23.8261,23.7842,23.7761,23.817,23.8173,23.7771,23.6759
-50.0942,0.997069,0.480519,2,7,0,50.748,0.275654,-0.16171,0.275654,-0.16171,3.26165e+07,1.37032e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8785,23.8135,23.8773,23.8534,23.7965,23.8232,23.8778,23.8032,23.7472,23.8205,23.8185,23.8022,23.8077,23.7973,23.7967,23.7656,23.7976,23.8338,23.8061,23.8007,23.8118,23.8016,23.8219,23.7954,23.8203,23.7781,23.7697,23.8102,23.8102,23.7695,23.6682
-50.6708,0.801847,0.480519,2,5,0,51.9442,0.288503,-0.165354,0.288503,-0.165354,3.26319e+07,1.37064e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7738,23.7442,23.7765,23.7729,23.8802,23.8154,23.8794,23.8557,23.7991,23.8259,23.8808,23.8064,23.7507,23.8243,23.8226,23.8066,23.8124,23.8024,23.8021,23.7714,23.8038,23.8405,23.8132,23.8083,23.8201,23.8105,23.8315,23.8057,23.8316,23.7903,23.7834,23.8252,23.8269,23.7894,23.6911
-49.9236,1,0.480519,2,3,0,50.6634,0.287602,-0.0701422,0.287602,-0.0701422,3.2624e+07,1.37048e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7719,23.8792,23.8143,23.8782,23.8543,23.7976,23.8243,23.879,23.8046,23.7487,23.8222,23.8203,23.8041,23.8098,23.7995,23.7991,23.7683,23.8004,23.837,23.8095,23.8043,23.8159,23.806,23.8267,23.8006,23.8262,23.7846,23.7771,23.8186,23.8198,23.7814,23.6824
-51.3055,0.784277,0.480519,2,3,0,52.2551,0.268199,0.0619074,0.268199,0.0619074,3.26009e+07,1.36999e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8765,23.8114,23.8749,23.8509,23.7937,23.8202,23.8745,23.7997,23.7435,23.8165,23.8142,23.7975,23.8027,23.7919,23.791,23.7595,23.7911,23.8269,23.7987,23.7928,23.8034,23.7926,23.8123,23.785,23.8091,23.7661,23.7564,23.7958,23.7944,23.7513,23.6475
-50.9847,0.87599,0.480519,1,3,0,53.5237,0.268549,-0.11428,0.268549,-0.11428,3.26041e+07,1.37006e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7719,23.7419,23.7739,23.77,23.877,23.8119,23.8755,23.8514,23.7944,23.8209,23.8753,23.8005,23.7443,23.8174,23.8151,23.7985,23.8038,23.7931,23.7922,23.7608,23.7925,23.8283,23.8002,23.7944,23.8051,23.7944,23.8142,23.7871,23.8113,23.7685,23.759,23.7985,23.7974,23.7546,23.6511
-50.0517,0.705391,0.480519,2,5,0,52.8071,0.285507,-0.125935,0.285507,-0.125935,3.26249e+07,1.3705e+06,57571.6,23.8158,23.7565,23.7821,23.7813,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7978,23.8246,23.8793,23.8048,23.749,23.8225,23.8206,23.8044,23.8102,23.7999,23.7995,23.7687,23.8009,23.8374,23.8099,23.8048,23.8164,23.8065,23.8272,23.8011,23.8267,23.785,23.7776,23.8189,23.82,23.7815,23.6823
-49.775,0.811238,0.480519,2,3,0,51.2074,0.283254,0.0466503,0.283254,0.0466503,3.26181e+07,1.37036e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8785,23.8135,23.8773,23.8534,23.7966,23.8232,23.8778,23.8033,23.7473,23.8207,23.8187,23.8024,23.8079,23.7976,23.797,23.766,23.798,23.8344,23.8067,23.8014,23.8127,23.8026,23.823,23.7967,23.8219,23.7799,23.772,23.8129,23.8135,23.774,23.674
-49.8612,0.995109,0.480519,2,7,0,50.0175,0.281503,0.101343,0.281503,0.101343,3.26185e+07,1.37036e+06,57571.6,23.8157,23.7563,23.7819,23.7809,23.7822,23.7728,23.743,23.7752,23.7714,23.8786,23.8136,23.8774,23.8535,23.7967,23.8234,23.878,23.8034,23.7475,23.8209,23.8189,23.8026,23.8081,23.7978,23.7972,23.7662,23.7983,23.8346,23.8069,23.8016,23.8129,23.8028,23.8233,23.7969,23.822,23.7801,23.772,23.8129,23.8134,23.7737,23.6735
-49.8104,0.998604,0.480519,2,3,0,49.8826,0.282289,0.0725019,0.282289,0.0725019,3.26179e+07,1.37035e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8785,23.8135,23.8773,23.8534,23.7966,23.8232,23.8778,23.8033,23.7473,23.8207,23.8186,23.8023,23.8079,23.7975,23.797,23.766,23.798,23.8343,23.8066,23.8013,23.8126,23.8024,23.8229,23.7965,23.8217,23.7797,23.7717,23.8126,23.8131,23.7734,23.6732
-50.1744,0.974325,0.480519,3,7,0,50.232,0.274858,0.114442,0.274858,0.114442,3.26116e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7819,23.7723,23.7425,23.7746,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8222,23.8767,23.802,23.746,23.8192,23.8171,23.8006,23.8061,23.7955,23.7948,23.7636,23.7955,23.8316,23.8037,23.7982,23.8092,23.7988,23.8189,23.7922,23.8169,23.7745,23.7657,23.8059,23.8056,23.7644,23.6625
-51.6087,0.973818,0.480519,2,7,0,52.346,0.263858,0.36157,0.263858,0.36157,3.26347e+07,1.3707e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7836,23.7744,23.745,23.7773,23.7738,23.8813,23.8166,23.8807,23.857,23.8005,23.8274,23.8823,23.808,23.7524,23.8261,23.8244,23.8084,23.8143,23.8043,23.804,23.7734,23.8057,23.8424,23.8151,23.8101,23.8217,23.8119,23.8327,23.8066,23.8321,23.7903,23.7824,23.8233,23.8236,23.783,23.681
-51.6087,0.0519069,0.480519,2,3,0,53.3835,0.263858,0.36157,0.263858,0.36157,3.26347e+07,1.3707e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7836,23.7744,23.745,23.7773,23.7738,23.8813,23.8166,23.8807,23.857,23.8005,23.8274,23.8823,23.808,23.7524,23.8261,23.8244,23.8084,23.8143,23.8043,23.804,23.7734,23.8057,23.8424,23.8151,23.8101,23.8217,23.8119,23.8327,23.8066,23.8321,23.7903,23.7824,23.8233,23.8236,23.783,23.681
-51.6087,0.498974,0.480519,2,3,0,52.1648,0.263858,0.36157,0.263858,0.36157,3.26347e+07,1.3707e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7836,23.7744,23.745,23.7773,23.7738,23.8813,23.8166,23.8807,23.857,23.8005,23.8274,23.8823,23.808,23.7524,23.8261,23.8244,23.8084,23.8143,23.8043,23.804,23.7734,23.8057,23.8424,23.8151,23.8101,23.8217,23.8119,23.8327,23.8066,23.8321,23.7903,23.7824,23.8233,23.8236,23.783,23.681
-50.5542,0.99859,0.480519,3,7,0,51.354,0.278399,0.23398,0.278399,0.23398,3.26285e+07,1.37057e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7763,23.7727,23.88,23.8152,23.8792,23.8554,23.7988,23.8256,23.8804,23.806,23.7502,23.8238,23.8219,23.8059,23.8116,23.8015,23.8011,23.7704,23.8026,23.8392,23.8118,23.8067,23.8183,23.8084,23.8292,23.8031,23.8287,23.787,23.7794,23.8206,23.8215,23.7823,23.6822
-50.3697,0.990749,0.480519,2,7,0,50.8349,0.271857,0.236233,0.271857,0.236233,3.26211e+07,1.37042e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7435,23.7757,23.772,23.8792,23.8143,23.8782,23.8543,23.7976,23.8243,23.879,23.8045,23.7486,23.822,23.82,23.8038,23.8094,23.7991,23.7986,23.7676,23.7997,23.836,23.8084,23.8031,23.8143,23.8042,23.8246,23.7982,23.8232,23.7811,23.7728,23.8133,23.8134,23.7726,23.6709
-51.2362,0.624319,0.480519,2,7,0,52.072,0.268834,0.0441878,0.268834,0.0441878,3.26011e+07,1.37e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8765,23.8114,23.8749,23.8509,23.7938,23.8202,23.8746,23.7997,23.7435,23.8165,23.8142,23.7975,23.8027,23.7919,23.791,23.7596,23.7911,23.8269,23.7987,23.7929,23.8034,23.7927,23.8124,23.7852,23.8093,23.7663,23.7567,23.796,23.7947,23.7517,23.6481
-51.2293,0.998372,0.480519,2,3,0,51.6552,0.284637,0.233359,0.284637,0.233359,3.26357e+07,1.37072e+06,57571.6,23.8161,23.7568,23.7826,23.7819,23.7834,23.7741,23.7446,23.777,23.7734,23.8808,23.8161,23.8802,23.8565,23.8,23.8268,23.8818,23.8075,23.7519,23.8255,23.8238,23.8079,23.8138,23.8039,23.8036,23.7731,23.8055,23.8424,23.8151,23.8103,23.8222,23.8126,23.8337,23.808,23.834,23.7927,23.7858,23.8277,23.8294,23.7916,23.6931
-58.5359,0.144809,0.480519,2,3,0,61.7849,0.315675,-0.17025,0.315675,-0.17025,3.26636e+07,1.37131e+06,57571.6,23.8166,23.7576,23.7836,23.7831,23.7848,23.7759,23.7467,23.7793,23.7761,23.8838,23.8194,23.8839,23.8605,23.8044,23.8316,23.887,23.8132,23.758,23.8322,23.831,23.8157,23.8222,23.8129,23.8133,23.7835,23.8167,23.8544,23.8281,23.8242,23.8373,23.8288,23.8512,23.827,23.8548,23.8154,23.8113,23.8559,23.861,23.8294,23.7373
-50.9741,1,0.480519,2,3,0,57.51,0.291874,0.152305,0.291874,0.152305,3.26345e+07,1.3707e+06,57571.6,23.8161,23.7568,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7731,23.8805,23.8157,23.8798,23.856,23.7995,23.8263,23.8812,23.807,23.7513,23.825,23.8232,23.8073,23.8132,23.8032,23.803,23.7724,23.8048,23.8417,23.8145,23.8096,23.8216,23.812,23.8332,23.8075,23.8336,23.7925,23.7859,23.828,23.8301,23.7932,23.6956
-51.6873,0.989377,0.480519,2,3,0,51.7405,0.26502,0.112488,0.26502,0.112488,3.25998e+07,1.36997e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7735,23.7695,23.8765,23.8114,23.8749,23.8508,23.7936,23.8201,23.8744,23.7996,23.7433,23.8163,23.814,23.7973,23.8025,23.7916,23.7907,23.7592,23.7907,23.8265,23.7982,23.7923,23.8028,23.7919,23.8115,23.7842,23.8082,23.765,23.7552,23.7943,23.7926,23.7489,23.6446
-50.5716,1,0.480519,2,3,0,51.4115,0.276276,0.24684,0.276276,0.24684,3.26279e+07,1.37056e+06,57571.6,23.816,23.7567,23.7823,23.7815,23.783,23.7737,23.7441,23.7763,23.7727,23.88,23.8152,23.8791,23.8554,23.7987,23.8255,23.8803,23.8059,23.7502,23.8237,23.8218,23.8057,23.8115,23.8013,23.801,23.7702,23.8024,23.839,23.8115,23.8064,23.818,23.8081,23.8288,23.8027,23.8281,23.7864,23.7787,23.8198,23.8205,23.7809,23.6805
-50.4361,1,0.480519,2,3,0,50.56,0.271336,0.147721,0.271336,0.147721,3.26101e+07,1.37019e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8168,23.8003,23.8057,23.7951,23.7944,23.7632,23.7949,23.831,23.803,23.7974,23.8084,23.7979,23.8179,23.7911,23.8156,23.7731,23.7641,23.804,23.8034,23.7616,23.659
-50.048,0.987722,0.480519,2,3,0,50.5485,0.276428,0.136032,0.276428,0.136032,3.26151e+07,1.37029e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.877,23.8531,23.7962,23.8228,23.8774,23.8028,23.7468,23.8201,23.818,23.8017,23.8072,23.7967,23.7961,23.765,23.7969,23.8332,23.8054,23.7999,23.811,23.8008,23.8211,23.7945,23.8194,23.7771,23.7687,23.8091,23.8091,23.7684,23.6671
-50.6567,0.998072,0.480519,3,7,0,52.4758,0.266203,0.281126,0.266203,0.281126,3.26216e+07,1.37043e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7733,23.7437,23.7759,23.7722,23.8794,23.8145,23.8784,23.8546,23.7979,23.8246,23.8793,23.8048,23.7489,23.8223,23.8204,23.8041,23.8098,23.7995,23.7989,23.768,23.8,23.8364,23.8087,23.8034,23.8146,23.8044,23.8248,23.7983,23.8232,23.781,23.7724,23.8127,23.8124,23.7709,23.6683
-50.5278,1,0.480519,2,3,0,50.665,0.267565,0.241582,0.267565,0.241582,3.26169e+07,1.37033e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.7969,23.8235,23.8782,23.8036,23.7476,23.821,23.8189,23.8026,23.8081,23.7977,23.7971,23.766,23.7979,23.8342,23.8064,23.8009,23.812,23.8017,23.8219,23.7953,23.82,23.7776,23.7689,23.809,23.8085,23.7667,23.664
-51.8916,0.922253,0.480519,3,13,0,51.8941,0.248475,0.417661,0.248475,0.417661,3.26301e+07,1.37061e+06,57571.6,23.8162,23.757,23.7827,23.782,23.7835,23.7743,23.7448,23.7772,23.7736,23.881,23.8163,23.8804,23.8566,23.8001,23.827,23.8818,23.8075,23.7518,23.8254,23.8236,23.8075,23.8133,23.8032,23.8028,23.772,23.8042,23.8407,23.8131,23.8079,23.8193,23.8091,23.8295,23.803,23.8279,23.7856,23.7767,23.8166,23.8156,23.7724,23.6674
