# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-26 21:07:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpqyqz0r3g/up79hxi8.json
# random
#   seed = 4883
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/snia/snia-20230726220732.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-51.1205,1,0.458548,2,3,0,52.7634,0.276515,0.2803,0.276515,0.2803,3.26335e+07,1.37068e+06,57571.6,23.8161,23.7568,23.7826,23.7819,23.7833,23.7741,23.7446,23.7769,23.7734,23.8808,23.816,23.8801,23.8563,23.7998,23.8267,23.8816,23.8073,23.7516,23.8253,23.8235,23.8075,23.8134,23.8034,23.8031,23.7725,23.8048,23.8416,23.8143,23.8093,23.8211,23.8113,23.8322,23.8063,23.832,23.7905,23.7831,23.8245,23.8256,23.7866,23.6866
-49.9504,0.86958,0.458548,2,5,0,51.8131,0.27867,-0.124774,0.27867,-0.124774,3.26168e+07,1.37033e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.7429,23.775,23.7713,23.8784,23.8135,23.8772,23.8533,23.7965,23.8231,23.8777,23.8031,23.7472,23.8205,23.8185,23.8021,23.8077,23.7973,23.7967,23.7656,23.7976,23.8339,23.8062,23.8008,23.812,23.8018,23.8222,23.7957,23.8207,23.7786,23.7703,23.811,23.8112,23.771,23.6701
-50.0243,0.996648,0.458548,3,7,0,50.3297,0.290317,0.0396077,0.290317,0.0396077,3.26262e+07,1.37052e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7979,23.8247,23.8794,23.805,23.7492,23.8227,23.8208,23.8047,23.8104,23.8002,23.7998,23.7691,23.8013,23.8379,23.8104,23.8054,23.817,23.8072,23.8281,23.8021,23.8278,23.7864,23.7792,23.8208,23.8223,23.7845,23.6861
-51.2278,0.908708,0.458548,2,3,0,52.0398,0.299545,-0.0239018,0.299545,-0.0239018,3.26366e+07,1.37074e+06,57571.6,23.8161,23.7568,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7732,23.8805,23.8158,23.8799,23.8561,23.7996,23.8265,23.8814,23.8072,23.7515,23.8252,23.8235,23.8076,23.8136,23.8037,23.8035,23.773,23.8055,23.8424,23.8153,23.8106,23.8227,23.8132,23.8345,23.8091,23.8355,23.7946,23.7884,23.831,23.8336,23.7979,23.7016
-50.1804,1,0.458548,3,7,0,51.2994,0.291966,0.0424568,0.291966,0.0424568,3.26282e+07,1.37057e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8787,23.8549,23.7982,23.825,23.8798,23.8054,23.7496,23.8232,23.8213,23.8052,23.811,23.8009,23.8005,23.7698,23.8021,23.8388,23.8114,23.8064,23.8181,23.8084,23.8293,23.8035,23.8293,23.7879,23.7809,23.8228,23.8245,23.787,23.689
-50.0453,0.984851,0.458548,3,7,0,50.7146,0.277397,-0.162469,0.277397,-0.162469,3.26186e+07,1.37037e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.7969,23.8235,23.8782,23.8036,23.7477,23.8211,23.8191,23.8028,23.8083,23.798,23.7974,23.7664,23.7984,23.8348,23.8071,23.8017,23.813,23.8028,23.8232,23.7968,23.8219,23.7798,23.7716,23.8123,23.8125,23.7723,23.6713
-50.2811,0.983899,0.458548,2,7,0,50.3985,0.276568,-0.214988,0.276568,-0.214988,3.26237e+07,1.37047e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7733,23.7437,23.7758,23.7722,23.8794,23.8146,23.8784,23.8546,23.7979,23.8246,23.8794,23.8049,23.7491,23.8225,23.8206,23.8044,23.8101,23.7998,23.7994,23.7685,23.8006,23.8371,23.8095,23.8043,23.8157,23.8057,23.8263,23.8,23.8253,23.7834,23.7755,23.8164,23.8168,23.7769,23.6762
-50.1455,0.959303,0.458548,3,7,0,50.6912,0.274571,-0.163628,0.274571,-0.163628,3.26154e+07,1.3703e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8783,23.8134,23.8771,23.8532,23.7964,23.823,23.8776,23.803,23.747,23.8203,23.8182,23.8019,23.8074,23.7969,23.7963,23.7652,23.7971,23.8334,23.8056,23.8001,23.8112,23.801,23.8212,23.7946,23.8195,23.7772,23.7687,23.8091,23.809,23.7681,23.6664
-51.353,0.910352,0.458548,2,7,0,53.1702,0.254572,-0.32582,0.254572,-0.32582,3.26162e+07,1.37031e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7755,23.7718,23.879,23.8141,23.8779,23.854,23.7972,23.8239,23.8785,23.8039,23.748,23.8213,23.8192,23.8029,23.8084,23.7979,23.7973,23.7662,23.798,23.8342,23.8063,23.8008,23.8117,23.8012,23.8213,23.7943,23.8187,23.776,23.7666,23.806,23.8046,23.7609,23.656
-51.3946,0.952528,0.458548,2,3,0,51.5533,0.253245,-0.365258,0.253245,-0.365258,3.2623e+07,1.37046e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7763,23.7727,23.88,23.8151,23.8791,23.8553,23.7986,23.8253,23.8801,23.8056,23.7498,23.8233,23.8213,23.8051,23.8108,23.8005,23.8,23.769,23.801,23.8374,23.8096,23.8043,23.8154,23.8051,23.8254,23.7987,23.8234,23.7809,23.7718,23.8115,23.8104,23.7672,23.6626
-50.2675,0.966244,0.458548,4,15,0,51.5476,0.272867,-0.212138,0.272867,-0.212138,3.2619e+07,1.37037e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7971,23.8238,23.8784,23.8039,23.748,23.8213,23.8193,23.8031,23.8086,23.7983,23.7977,23.7667,23.7987,23.835,23.8073,23.802,23.8132,23.803,23.8234,23.7969,23.8218,23.7797,23.7713,23.8118,23.8117,23.7709,23.6693
-50.1874,0.88264,0.458548,3,7,0,50.9393,0.274181,-0.141533,0.274181,-0.141533,3.26129e+07,1.37025e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.877,23.8024,23.7464,23.8196,23.8175,23.8011,23.8065,23.796,23.7954,23.7642,23.7961,23.8322,23.8043,23.7988,23.8099,23.7995,23.8197,23.793,23.8177,23.7754,23.7667,23.8069,23.8066,23.7654,23.6636
-50.7729,0.964231,0.458548,2,3,0,50.7997,0.279639,-0.242152,0.279639,-0.242152,3.26311e+07,1.37063e+06,57571.6,23.816,23.7567,23.7825,23.7817,23.7831,23.7739,23.7443,23.7766,23.773,23.8803,23.8156,23.8796,23.8558,23.7992,23.8261,23.8809,23.8066,23.7509,23.8245,23.8227,23.8066,23.8125,23.8024,23.8021,23.7714,23.8037,23.8404,23.813,23.808,23.8197,23.81,23.8308,23.8049,23.8305,23.789,23.7816,23.823,23.8241,23.7853,23.6857
-50.254,0.651084,0.458548,2,3,0,52.3134,0.27254,-0.191097,0.27254,-0.191097,3.2616e+07,1.37031e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7728,23.743,23.7751,23.7713,23.8785,23.8135,23.8773,23.8534,23.7965,23.8232,23.8778,23.8032,23.7472,23.8205,23.8185,23.8021,23.8076,23.7972,23.7966,23.7655,23.7974,23.8337,23.8059,23.8004,23.8116,23.8013,23.8215,23.7949,23.8198,23.7775,23.7689,23.8092,23.809,23.7678,23.6659
-50.1684,0.979885,0.458548,3,7,0,50.4122,0.275214,-0.194249,0.275214,-0.194249,3.26195e+07,1.37038e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7971,23.8238,23.8785,23.8039,23.748,23.8214,23.8194,23.8031,23.8087,23.7984,23.7978,23.7669,23.7989,23.8352,23.8075,23.8022,23.8135,23.8033,23.8237,23.7973,23.8223,23.7803,23.772,23.8126,23.8128,23.7723,23.6711
-49.9393,0.832826,0.458548,3,7,0,51.5878,0.285086,0.107327,0.285086,0.107327,3.26231e+07,1.37046e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7719,23.8791,23.8142,23.8781,23.8542,23.7975,23.8242,23.8789,23.8044,23.7486,23.822,23.8201,23.8039,23.8096,23.7993,23.7988,23.768,23.8001,23.8366,23.8091,23.8039,23.8154,23.8054,23.8261,23.8,23.8254,23.7837,23.7761,23.8174,23.8183,23.7795,23.6801
-50.2523,0.991405,0.458548,3,7,0,50.3964,0.273165,-0.151106,0.273165,-0.151106,3.26126e+07,1.37024e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7958,23.8224,23.877,23.8023,23.7463,23.8195,23.8174,23.801,23.8065,23.7959,23.7953,23.7641,23.7959,23.8321,23.8042,23.7987,23.8097,23.7993,23.8195,23.7927,23.8174,23.775,23.7663,23.8064,23.8061,23.7647,23.6626
-50.07,1,0.458548,3,7,0,50.331,0.289937,0.0658912,0.289937,0.0658912,3.26266e+07,1.37053e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7722,23.8794,23.8146,23.8785,23.8547,23.798,23.8248,23.8795,23.8051,23.7493,23.8228,23.8209,23.8048,23.8105,23.8004,23.8,23.7692,23.8015,23.8381,23.8106,23.8056,23.8173,23.8074,23.8283,23.8024,23.8281,23.7866,23.7794,23.8211,23.8226,23.7847,23.6863
-49.7948,0.979312,0.458548,3,7,0,50.7036,0.283687,-0.0645345,0.283687,-0.0645345,3.26192e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8234,23.8781,23.8035,23.7476,23.821,23.819,23.8027,23.8083,23.7979,23.7974,23.7665,23.7985,23.8349,23.8072,23.8019,23.8133,23.8032,23.8237,23.7974,23.8227,23.7808,23.7729,23.8139,23.8146,23.7752,23.6754
-50.7184,0.953699,0.458548,2,7,0,51.5024,0.283999,0.208355,0.283999,0.208355,3.26315e+07,1.37064e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7738,23.7442,23.7765,23.7729,23.8803,23.8155,23.8795,23.8558,23.7992,23.826,23.8809,23.8065,23.7508,23.8244,23.8226,23.8066,23.8125,23.8024,23.8021,23.7714,23.8038,23.8405,23.8132,23.8082,23.82,23.8102,23.8312,23.8053,23.8311,23.7897,23.7825,23.8242,23.8256,23.7874,23.6884
-52.3732,0.785887,0.458548,2,5,0,53.5635,0.294729,0.198883,0.294729,0.198883,3.26428e+07,1.37087e+06,57571.6,23.8162,23.757,23.7828,23.7822,23.7837,23.7745,23.7451,23.7775,23.774,23.8815,23.8169,23.8811,23.8574,23.801,23.828,23.883,23.8089,23.7533,23.8272,23.8256,23.8098,23.8159,23.8061,23.806,23.7757,23.8083,23.8454,23.8184,23.8138,23.8261,23.8168,23.8382,23.8129,23.8394,23.7987,23.7927,23.8354,23.838,23.8022,23.7057
-49.8953,1,0.458548,3,7,0,52.499,0.279591,0.0959453,0.279591,0.0959453,3.2616e+07,1.37031e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8783,23.8133,23.8771,23.8531,23.7963,23.8229,23.8775,23.8029,23.7469,23.8202,23.8182,23.8018,23.8074,23.7969,23.7963,23.7653,23.7972,23.8335,23.8057,23.8003,23.8115,23.8013,23.8217,23.7952,23.8202,23.778,23.7698,23.8104,23.8107,23.7705,23.6697
-49.9959,0.997578,0.458548,2,7,0,50.1847,0.277969,0.143857,0.277969,0.143857,3.26176e+07,1.37034e+06,57571.6,23.8157,23.7563,23.7819,23.7809,23.7822,23.7728,23.743,23.7751,23.7714,23.8785,23.8136,23.8774,23.8535,23.7967,23.8233,23.8779,23.8034,23.7474,23.8207,23.8187,23.8024,23.808,23.7976,23.797,23.766,23.7979,23.8343,23.8065,23.8012,23.8124,23.8022,23.8226,23.7961,23.8212,23.7791,23.7708,23.8115,23.8117,23.7715,23.6705
-49.8309,0.995396,0.458548,3,11,0,50.2432,0.285795,0.0643635,0.285795,0.0643635,3.26217e+07,1.37043e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7972,23.8239,23.8786,23.8041,23.7482,23.8216,23.8196,23.8034,23.809,23.7988,23.7983,23.7674,23.7995,23.8359,23.8084,23.8032,23.8146,23.8046,23.8253,23.7991,23.8245,23.7827,23.7751,23.8163,23.8173,23.7784,23.679
-50.5494,0.945698,0.458548,2,3,0,50.745,0.272149,0.0858797,0.272149,0.0858797,3.26067e+07,1.37011e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8517,23.7947,23.8212,23.8757,23.8009,23.7448,23.8179,23.8157,23.7992,23.8045,23.7938,23.793,23.7617,23.7934,23.8294,23.8014,23.7957,23.8065,23.7959,23.8158,23.7889,23.8133,23.7706,23.7615,23.8013,23.8005,23.7585,23.6558
-50.0124,0.920693,0.458548,3,7,0,52.0695,0.277115,-0.125081,0.277115,-0.125081,3.2615e+07,1.37029e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8132,23.877,23.8531,23.7962,23.8228,23.8774,23.8028,23.7468,23.8201,23.818,23.8016,23.8071,23.7967,23.796,23.765,23.7969,23.8331,23.8053,23.7999,23.811,23.8007,23.821,23.7945,23.8194,23.7771,23.7687,23.8092,23.8092,23.7686,23.6674
-50.3604,0.995498,0.458548,2,7,0,50.5118,0.272777,-0.235166,0.272777,-0.235166,3.26221e+07,1.37044e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7732,23.7436,23.7758,23.772,23.8793,23.8144,23.8783,23.8544,23.7977,23.8244,23.8791,23.8046,23.7488,23.8222,23.8203,23.804,23.8097,23.7994,23.7989,23.768,23.8,23.8364,23.8088,23.8035,23.8148,23.8047,23.8252,23.7988,23.8239,23.7819,23.7737,23.8143,23.8144,23.7739,23.6724
-49.9039,0.996157,0.458548,2,7,0,50.712,0.281434,-0.120146,0.281434,-0.120146,3.26197e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.797,23.8236,23.8783,23.8037,23.7478,23.8212,23.8192,23.803,23.8086,23.7982,23.7977,23.7667,23.7988,23.8352,23.8075,23.8022,23.8136,23.8035,23.824,23.7976,23.8228,23.7809,23.773,23.8139,23.8145,23.7749,23.6747
-50.1488,0.94613,0.458548,3,11,0,50.8387,0.290063,0.0818953,0.290063,0.0818953,3.26274e+07,1.37055e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7734,23.7437,23.7759,23.7723,23.8796,23.8147,23.8786,23.8548,23.7982,23.8249,23.8797,23.8053,23.7495,23.823,23.8212,23.8051,23.8108,23.8007,23.8003,23.7696,23.8018,23.8385,23.8111,23.806,23.8177,23.8079,23.8288,23.8029,23.8287,23.7872,23.7801,23.8218,23.8234,23.7856,23.6873
-50.7601,0.967322,0.458548,2,7,0,51.1155,0.296283,0.0504339,0.296283,0.0504339,3.26334e+07,1.37068e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7442,23.7764,23.7728,23.8802,23.8154,23.8794,23.8557,23.7991,23.826,23.8808,23.8065,23.7508,23.8245,23.8227,23.8067,23.8126,23.8026,23.8024,23.7718,23.8042,23.841,23.8138,23.809,23.8209,23.8114,23.8326,23.807,23.8331,23.7921,23.7855,23.8278,23.8301,23.7936,23.6967
-51.9608,0.88722,0.458548,2,3,0,53.004,0.301383,-0.0838837,0.301383,-0.0838837,3.26406e+07,1.37083e+06,57571.6,23.8161,23.7569,23.7827,23.782,23.7834,23.7742,23.7448,23.7771,23.7736,23.8811,23.8164,23.8805,23.8568,23.8004,23.8273,23.8823,23.8081,23.7525,23.8263,23.8247,23.8089,23.8149,23.8051,23.805,23.7746,23.8072,23.8442,23.8172,23.8126,23.8249,23.8156,23.837,23.8118,23.8384,23.7977,23.7918,23.8347,23.8376,23.8025,23.7067
-51.943,0.975631,0.458548,3,7,0,52.3078,0.285105,0.260563,0.285105,0.260563,3.26403e+07,1.37082e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7837,23.7745,23.7451,23.7775,23.774,23.8814,23.8168,23.8809,23.8573,23.8009,23.8278,23.8828,23.8086,23.753,23.8268,23.8252,23.8094,23.8154,23.8055,23.8054,23.7749,23.8075,23.8445,23.8174,23.8126,23.8247,23.8152,23.8365,23.811,23.8372,23.7961,23.7895,23.8316,23.8336,23.7963,23.6982
-49.9856,1,0.458548,2,3,0,52.4232,0.277633,0.114707,0.277633,0.114707,3.26149e+07,1.37029e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7726,23.7428,23.7749,23.771,23.8782,23.8132,23.8769,23.853,23.7961,23.8228,23.8773,23.8027,23.7467,23.82,23.8179,23.8016,23.8071,23.7966,23.796,23.7649,23.7968,23.833,23.8052,23.7998,23.8109,23.8007,23.821,23.7944,23.8193,23.7771,23.7687,23.8092,23.8092,23.7687,23.6675
-50.1372,0.995817,0.458548,3,7,0,50.4584,0.27637,-0.0333636,0.27637,-0.0333636,3.26097e+07,1.37018e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8775,23.8125,23.8761,23.8521,23.7952,23.8217,23.8762,23.8015,23.7454,23.8186,23.8164,23.8,23.8054,23.7948,23.7941,23.7628,23.7946,23.8307,23.8028,23.7972,23.8081,23.7977,23.8178,23.791,23.8157,23.7732,23.7645,23.8046,23.8043,23.7632,23.6614
-49.8861,0.993203,0.458548,2,7,0,50.3964,0.283221,0.107819,0.283221,0.107819,3.2621e+07,1.37041e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7432,23.7754,23.7716,23.8789,23.8139,23.8778,23.8539,23.7971,23.8238,23.8785,23.804,23.7481,23.8215,23.8195,23.8033,23.8089,23.7986,23.7981,23.7672,23.7992,23.8357,23.8081,23.8028,23.8142,23.8042,23.8248,23.7985,23.8238,23.782,23.7742,23.8152,23.816,23.7768,23.6769
-50.3121,0.765477,0.458548,2,7,0,52.654,0.274799,-0.0297657,0.274799,-0.0297657,3.26078e+07,1.37014e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7422,23.7742,23.7703,23.8773,23.8122,23.8759,23.8519,23.7949,23.8214,23.8758,23.8011,23.745,23.8181,23.8159,23.7994,23.8048,23.7941,23.7934,23.7621,23.7938,23.8299,23.8019,23.7962,23.8071,23.7966,23.8166,23.7897,23.8143,23.7717,23.7628,23.8028,23.8022,23.7607,23.6585
-49.856,1,0.458548,3,7,0,50.2737,0.288321,-0.00596374,0.288321,-0.00596374,3.26234e+07,1.37047e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7825,23.7731,23.7434,23.7755,23.7718,23.879,23.8142,23.878,23.8542,23.7974,23.8241,23.8789,23.8044,23.7485,23.822,23.82,23.8038,23.8095,23.7993,23.7988,23.768,23.8001,23.8367,23.8091,23.804,23.8155,23.8056,23.8263,23.8003,23.8258,23.7842,23.7767,23.8182,23.8194,23.781,23.6821
-49.7996,0.997926,0.458548,3,7,0,49.9484,0.281724,0.0451174,0.281724,0.0451174,3.26163e+07,1.37032e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8783,23.8133,23.877,23.8531,23.7963,23.8229,23.8775,23.8029,23.7469,23.8202,23.8182,23.8018,23.8074,23.797,23.7964,23.7653,23.7973,23.8336,23.8058,23.8005,23.8117,23.8015,23.8219,23.7955,23.8205,23.7785,23.7703,23.8111,23.8115,23.7716,23.6712
-50.4595,0.964966,0.458548,2,7,0,50.5919,0.272601,0.0957506,0.272601,0.0957506,3.26077e+07,1.37014e+06,57571.6,23.8155,23.756,23.7815,23.7804,23.7816,23.7721,23.7422,23.7742,23.7703,23.8773,23.8123,23.8759,23.8519,23.7949,23.8215,23.8759,23.8012,23.7451,23.8182,23.816,23.7995,23.8048,23.7942,23.7934,23.7622,23.7939,23.8299,23.8019,23.7962,23.8071,23.7965,23.8165,23.7896,23.8141,23.7715,23.7624,23.8023,23.8016,23.7597,23.6572
-49.9878,0.962405,0.458548,3,7,0,51.5919,0.277875,0.135965,0.277875,0.135965,3.26168e+07,1.37033e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8784,23.8135,23.8773,23.8533,23.7965,23.8231,23.8778,23.8032,23.7472,23.8205,23.8185,23.8022,23.8077,23.7973,23.7967,23.7657,23.7976,23.8339,23.8061,23.8008,23.812,23.8018,23.8221,23.7956,23.8206,23.7785,23.7702,23.8108,23.811,23.7707,23.6697
-50.1211,0.965594,0.458548,3,7,0,50.3162,0.282254,0.163698,0.282254,0.163698,3.26245e+07,1.37049e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7978,23.8246,23.8793,23.8049,23.749,23.8225,23.8206,23.8044,23.8101,23.7999,23.7995,23.7686,23.8008,23.8373,23.8098,23.8046,23.8161,23.8062,23.8269,23.8007,23.8261,23.7844,23.7768,23.818,23.8188,23.7798,23.6801
-52.4486,0.532951,0.458548,4,15,0,53.4796,0.237507,0.456281,0.237507,0.456281,3.26275e+07,1.37055e+06,57571.6,23.8162,23.757,23.7828,23.782,23.7835,23.7743,23.7448,23.7772,23.7736,23.881,23.8163,23.8803,23.8566,23.8,23.8268,23.8817,23.8073,23.7516,23.8251,23.8233,23.8072,23.8129,23.8027,23.8022,23.7713,23.8034,23.8398,23.8121,23.8067,23.8179,23.8076,23.8278,23.801,23.8255,23.7827,23.7733,23.8124,23.8105,23.7654,23.6583
-53.8012,0.361835,0.458548,2,3,0,53.9635,0.231824,0.412988,0.231824,0.412988,3.26089e+07,1.37016e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.7729,23.7432,23.7753,23.7715,23.8787,23.8137,23.8775,23.8535,23.7966,23.8232,23.8778,23.8031,23.7471,23.8202,23.8181,23.8016,23.8069,23.7962,23.7954,23.7641,23.7957,23.8315,23.8033,23.7974,23.8079,23.797,23.8164,23.7888,23.8123,23.7687,23.7578,23.7956,23.7921,23.7443,23.6345
-53.0457,1,0.458548,2,3,0,53.1504,0.233598,0.500659,0.233598,0.500659,3.26361e+07,1.37073e+06,57571.6,23.8164,23.7573,23.7832,23.7826,23.7842,23.7751,23.7457,23.7782,23.7747,23.8823,23.8176,23.8818,23.8582,23.8018,23.8287,23.8837,23.8095,23.7539,23.8276,23.8259,23.81,23.8159,23.8059,23.8056,23.7749,23.8072,23.8438,23.8163,23.8112,23.8226,23.8125,23.8329,23.8064,23.8312,23.7887,23.7795,23.819,23.8173,23.7725,23.6654
-52.6031,0.999033,0.458548,1,3,0,53.1936,0.236774,0.427533,0.236774,0.427533,3.26187e+07,1.37037e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7736,23.744,23.7762,23.7726,23.8798,23.815,23.8789,23.8551,23.7983,23.825,23.8797,23.8052,23.7494,23.8227,23.8207,23.8044,23.81,23.7995,23.7989,23.7678,23.7997,23.8358,23.8079,23.8023,23.8131,23.8026,23.8224,23.7953,23.8194,23.7763,23.7662,23.8048,23.8023,23.7562,23.6482
-50.6353,0.471741,0.458548,4,15,0,53.154,0.280778,0.22546,0.280778,0.22546,3.26301e+07,1.37061e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7442,23.7764,23.7728,23.8802,23.8154,23.8794,23.8556,23.799,23.8258,23.8806,23.8063,23.7505,23.8241,23.8223,23.8063,23.8121,23.802,23.8016,23.7709,23.8032,23.8399,23.8125,23.8075,23.8192,23.8094,23.8302,23.8043,23.8299,23.7883,23.781,23.8224,23.8235,23.7847,23.6852
-50.3221,0.743378,0.458548,2,7,0,52.2369,0.272327,-0.152536,0.272327,-0.152536,3.26117e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8766,23.8526,23.7957,23.8223,23.8768,23.8021,23.7461,23.8193,23.8172,23.8008,23.8062,23.7957,23.795,23.7638,23.7956,23.8317,23.8038,23.7983,23.8092,23.7988,23.8189,23.7922,23.8168,23.7743,23.7655,23.8056,23.8051,23.7635,23.6613
-50.8436,0.958231,0.458548,2,7,0,51.4375,0.265989,-0.197509,0.265989,-0.197509,3.26091e+07,1.37016e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8167,23.8002,23.8056,23.7949,23.7942,23.7629,23.7946,23.8307,23.8026,23.797,23.8078,23.7972,23.8172,23.7902,23.8146,23.7718,23.7625,23.8022,23.8011,23.7584,23.6549
-50.6447,0.992885,0.458548,2,3,0,50.8678,0.268681,-0.280855,0.268681,-0.280855,3.26245e+07,1.37049e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7828,23.7735,23.7439,23.7761,23.7724,23.8797,23.8149,23.8788,23.855,23.7983,23.8251,23.8798,23.8054,23.7496,23.823,23.8211,23.805,23.8106,23.8004,23.7999,23.7691,23.8012,23.8376,23.81,23.8048,23.8162,23.8061,23.8266,23.8002,23.8253,23.7833,23.775,23.8156,23.8156,23.7747,23.6727
