# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-26 21:07:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpqyqz0r3g/up79hxi8.json
# random
#   seed = 4883
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/snia/snia-20230726220732.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-50.5169,0.993144,0.418132,2,7,0,51.0494,0.269488,-0.179746,0.269488,-0.179746,3.26111e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8766,23.8526,23.7957,23.8223,23.8768,23.8021,23.7461,23.8193,23.8171,23.8007,23.8061,23.7956,23.7948,23.7636,23.7954,23.8315,23.8036,23.798,23.8089,23.7985,23.8185,23.7917,23.8162,23.7737,23.7647,23.8046,23.8038,23.7619,23.6591
-50.1424,0.997011,0.418132,3,11,0,50.9137,0.291713,-0.0372387,0.291713,-0.0372387,3.26277e+07,1.37056e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7734,23.7437,23.7759,23.7723,23.8795,23.8147,23.8786,23.8548,23.7982,23.8249,23.8797,23.8053,23.7495,23.823,23.8212,23.8051,23.8109,23.8007,23.8004,23.7696,23.8019,23.8386,23.8112,23.8062,23.8179,23.8081,23.829,23.8032,23.829,23.7876,23.7806,23.8224,23.824,23.7865,23.6885
-50.0522,0.995757,0.418132,3,7,0,50.4013,0.287605,-0.101685,0.287605,-0.101685,3.26257e+07,1.37051e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7979,23.8246,23.8794,23.805,23.7491,23.8226,23.8207,23.8046,23.8103,23.8001,23.7997,23.7689,23.8011,23.8377,23.8103,23.8052,23.8168,23.8069,23.8277,23.8017,23.8273,23.7858,23.7784,23.8199,23.8212,23.783,23.6842
-50.022,1,0.418132,2,3,0,50.0826,0.286737,-0.106905,0.286737,-0.106905,3.2625e+07,1.3705e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7436,23.7757,23.7721,23.8793,23.8144,23.8783,23.8545,23.7978,23.8245,23.8793,23.8048,23.749,23.8225,23.8206,23.8044,23.8101,23.7999,23.7995,23.7687,23.8009,23.8374,23.8099,23.8048,23.8164,23.8065,23.8273,23.8012,23.8268,23.7852,23.7778,23.8192,23.8204,23.782,23.683
-50.7376,0.909597,0.418132,1,3,0,54.005,0.296412,0.0394436,0.296412,0.0394436,3.26332e+07,1.37067e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7442,23.7764,23.7728,23.8802,23.8154,23.8794,23.8557,23.7991,23.8259,23.8808,23.8065,23.7508,23.8244,23.8227,23.8067,23.8126,23.8026,23.8023,23.7717,23.8042,23.841,23.8137,23.8089,23.8209,23.8113,23.8325,23.8069,23.833,23.792,23.7854,23.8277,23.83,23.7935,23.6966
-49.7869,0.988321,0.418132,2,3,0,51.0024,0.285259,-0.0466061,0.285259,-0.0466061,3.26205e+07,1.3704e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.797,23.8236,23.8783,23.8038,23.7479,23.8213,23.8193,23.803,23.8087,23.7983,23.7978,23.7669,23.799,23.8354,23.8078,23.8025,23.8139,23.8039,23.8245,23.7983,23.8236,23.7818,23.774,23.8152,23.816,23.777,23.6775
-49.9794,0.985327,0.418132,2,3,0,50.0898,0.285603,-0.111097,0.285603,-0.111097,3.2624e+07,1.37048e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7732,23.7435,23.7757,23.772,23.8792,23.8143,23.8782,23.8544,23.7976,23.8244,23.8791,23.8046,23.7488,23.8222,23.8203,23.8041,23.8098,23.7996,23.7991,23.7683,23.8005,23.837,23.8095,23.8043,23.8158,23.8059,23.8266,23.8005,23.826,23.7843,23.7768,23.8182,23.8192,23.7806,23.6813
-50.1237,0.924573,0.418132,3,7,0,51.3112,0.278656,0.182743,0.278656,0.182743,3.26223e+07,1.37044e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7731,23.7435,23.7756,23.7719,23.8792,23.8143,23.8781,23.8543,23.7975,23.8243,23.879,23.8045,23.7486,23.822,23.8201,23.8039,23.8095,23.7992,23.7987,23.7678,23.7999,23.8364,23.8088,23.8035,23.8149,23.8049,23.8254,23.7992,23.8244,23.7825,23.7746,23.8155,23.816,23.7763,23.6758
-50.13,0.995904,0.418132,3,7,0,50.2207,0.275242,0.123811,0.275242,0.123811,3.26127e+07,1.37024e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7708,23.878,23.813,23.8767,23.8527,23.7958,23.8224,23.8769,23.8023,23.7463,23.8195,23.8174,23.801,23.8064,23.7959,23.7952,23.7641,23.7959,23.8321,23.8042,23.7987,23.8098,23.7994,23.8196,23.7929,23.8177,23.7753,23.7667,23.8069,23.8067,23.7657,23.664
-49.9274,0.998657,0.418132,3,7,0,50.2092,0.283242,0.119609,0.283242,0.119609,3.26218e+07,1.37043e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7717,23.879,23.8141,23.8779,23.8541,23.7973,23.824,23.8787,23.8042,23.7483,23.8217,23.8198,23.8035,23.8092,23.7989,23.7984,23.7675,23.7996,23.8361,23.8085,23.8033,23.8147,23.8047,23.8253,23.799,23.8244,23.7826,23.7748,23.8159,23.8167,23.7776,23.6778
-50.135,0.945899,0.418132,3,7,0,50.7833,0.291309,0.0490465,0.291309,0.0490465,3.26276e+07,1.37055e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7734,23.7437,23.7759,23.7723,23.8795,23.8147,23.8786,23.8548,23.7982,23.8249,23.8797,23.8053,23.7495,23.823,23.8212,23.8051,23.8108,23.8007,23.8003,23.7696,23.8019,23.8385,23.8111,23.8061,23.8178,23.808,23.8289,23.8031,23.8288,23.7875,23.7804,23.8222,23.8238,23.7862,23.6881
-49.7616,0.946654,0.418132,1,3,0,51.02,0.285341,-0.0162101,0.285341,-0.0162101,3.262e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7715,23.8787,23.8137,23.8775,23.8537,23.7969,23.8235,23.8782,23.8037,23.7477,23.8211,23.8191,23.8029,23.8085,23.7982,23.7976,23.7667,23.7988,23.8352,23.8075,23.8023,23.8137,23.8036,23.8242,23.798,23.8233,23.7814,23.7737,23.8148,23.8156,23.7766,23.677
-50.1478,0.99091,0.418132,3,7,0,50.3811,0.286525,0.130595,0.286525,0.130595,3.26265e+07,1.37053e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7733,23.7437,23.7759,23.7722,23.8795,23.8147,23.8786,23.8548,23.7981,23.8248,23.8796,23.8052,23.7494,23.8229,23.821,23.8049,23.8106,23.8005,23.8001,23.7693,23.8015,23.8381,23.8107,23.8056,23.8172,23.8074,23.8282,23.8022,23.8278,23.7862,23.7789,23.8204,23.8217,23.7834,23.6844
-50.2461,0.884777,0.418132,3,7,0,51.5889,0.280722,-0.190178,0.280722,-0.190178,3.26255e+07,1.37051e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7437,23.7759,23.7723,23.8795,23.8147,23.8786,23.8548,23.7981,23.8249,23.8796,23.8052,23.7494,23.8229,23.821,23.8048,23.8105,23.8003,23.7999,23.7691,23.8013,23.8378,23.8103,23.8052,23.8167,23.8068,23.8275,23.8013,23.8268,23.7851,23.7774,23.8186,23.8194,23.7803,23.6804
-50.7876,0.78786,0.418132,3,7,0,52.1142,0.289664,-0.162601,0.289664,-0.162601,3.2633e+07,1.37067e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7738,23.7443,23.7766,23.773,23.8803,23.8156,23.8796,23.8558,23.7993,23.8261,23.881,23.8067,23.751,23.8246,23.8228,23.8069,23.8127,23.8027,23.8024,23.7718,23.8042,23.841,23.8137,23.8089,23.8207,23.8111,23.8322,23.8065,23.8324,23.7912,23.7844,23.8263,23.8282,23.7908,23.6928
-50.3672,0.978216,0.418132,3,7,0,51.3518,0.29208,-0.0838831,0.29208,-0.0838831,3.26299e+07,1.3706e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7828,23.7735,23.7439,23.7762,23.7725,23.8798,23.815,23.879,23.8552,23.7986,23.8254,23.8802,23.8058,23.7501,23.8236,23.8218,23.8058,23.8116,23.8015,23.8012,23.7705,23.8028,23.8395,23.8122,23.8073,23.819,23.8094,23.8303,23.8046,23.8305,23.7892,23.7823,23.8242,23.826,23.7887,23.6909
-51.3872,0.868998,0.418132,3,11,0,52.7577,0.261735,0.358424,0.261735,0.358424,3.26315e+07,1.37064e+06,57571.6,23.8162,23.7569,23.7827,23.7819,23.7834,23.7742,23.7447,23.777,23.7735,23.8809,23.8161,23.8802,23.8565,23.7999,23.8268,23.8817,23.8074,23.7517,23.8253,23.8235,23.8075,23.8133,23.8032,23.8029,23.7721,23.8044,23.841,23.8136,23.8085,23.82,23.8101,23.8307,23.8045,23.8297,23.7878,23.7796,23.8202,23.8202,23.779,23.6765
-50.9495,0.467042,0.418132,2,5,0,53.2794,0.269644,0.0829637,0.269644,0.0829637,3.26035e+07,1.37005e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7738,23.7699,23.8769,23.8118,23.8753,23.8513,23.7942,23.8207,23.8751,23.8003,23.7441,23.8172,23.8149,23.7983,23.8035,23.7928,23.7919,23.7606,23.7922,23.828,23.7999,23.7941,23.8048,23.7941,23.8139,23.7868,23.811,23.7682,23.7587,23.7982,23.7971,23.7544,23.6511
-51.0269,0.989879,0.418132,3,7,0,51.843,0.295518,-0.106187,0.295518,-0.106187,3.26352e+07,1.37071e+06,57571.6,23.816,23.7567,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7731,23.8805,23.8157,23.8798,23.856,23.7995,23.8263,23.8812,23.807,23.7513,23.825,23.8233,23.8073,23.8132,23.8033,23.8031,23.7725,23.805,23.8419,23.8147,23.8099,23.8219,23.8124,23.8336,23.8081,23.8343,23.7933,23.7868,23.8292,23.8315,23.7951,23.6981
-52.0339,0.886906,0.418132,3,7,0,53.0365,0.263072,0.124255,0.263072,0.124255,3.25984e+07,1.36994e+06,57571.6,23.8153,23.7558,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7694,23.8763,23.8112,23.8747,23.8506,23.7934,23.8199,23.8742,23.7993,23.743,23.816,23.8136,23.7969,23.8021,23.7912,23.7902,23.7587,23.7901,23.8259,23.7975,23.7916,23.802,23.7911,23.8106,23.7832,23.807,23.7638,23.7537,23.7927,23.7908,23.7467,23.6419
-50.8504,0.978055,0.418132,3,7,0,51.9861,0.281313,0.236139,0.281313,0.236139,3.26322e+07,1.37065e+06,57571.6,23.8161,23.7568,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7731,23.8804,23.8157,23.8797,23.856,23.7994,23.8262,23.8811,23.8068,23.7511,23.8247,23.8229,23.8069,23.8128,23.8027,23.8024,23.7718,23.8041,23.8408,23.8135,23.8086,23.8203,23.8106,23.8315,23.8056,23.8314,23.7899,23.7827,23.8242,23.8255,23.787,23.6877
-50.4663,1,0.418132,1,1,0,50.7933,0.280163,0.216027,0.280163,0.216027,3.26281e+07,1.37056e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7726,23.8799,23.8151,23.8791,23.8553,23.7986,23.8254,23.8802,23.8058,23.7501,23.8236,23.8217,23.8057,23.8114,23.8013,23.8009,23.7701,23.8024,23.839,23.8115,23.8065,23.8181,23.8082,23.829,23.803,23.8285,23.7869,23.7793,23.8206,23.8216,23.7826,23.6827
-50.2696,1,0.418132,1,1,0,50.4401,0.279307,0.201155,0.279307,0.201155,3.26252e+07,1.3705e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7437,23.7759,23.7723,23.8795,23.8147,23.8786,23.8548,23.7981,23.8248,23.8796,23.8051,23.7493,23.8228,23.8209,23.8048,23.8105,23.8003,23.7998,23.769,23.8012,23.8377,23.8102,23.805,23.8165,23.8066,23.8272,23.8011,23.8265,23.7847,23.7769,23.818,23.8188,23.7794,23.6792
-50.3421,0.854216,0.418132,3,7,0,51.6381,0.271223,-0.186422,0.271223,-0.186422,3.26139e+07,1.37027e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.877,23.8531,23.7962,23.8228,23.8774,23.8027,23.7467,23.82,23.8179,23.8015,23.807,23.7965,23.7958,23.7647,23.7966,23.8328,23.8049,23.7994,23.8104,23.8001,23.8202,23.7935,23.8182,23.7758,23.7671,23.8072,23.8068,23.7653,23.663
-49.9259,0.993168,0.418132,2,7,0,51.1519,0.289517,0.00400986,0.289517,0.00400986,3.26248e+07,1.37049e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7732,23.7435,23.7757,23.772,23.8792,23.8143,23.8782,23.8544,23.7977,23.8244,23.8791,23.8047,23.7488,23.8223,23.8204,23.8042,23.8099,23.7997,23.7993,23.7685,23.8007,23.8373,23.8098,23.8047,23.8163,23.8064,23.8272,23.8012,23.8268,23.7853,23.778,23.8195,23.8209,23.7828,23.6842
-50.2321,0.957657,0.418132,3,7,0,51.107,0.282095,-0.179526,0.282095,-0.179526,3.26259e+07,1.37052e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7437,23.776,23.7723,23.8796,23.8147,23.8786,23.8548,23.7981,23.8249,23.8797,23.8052,23.7494,23.8229,23.821,23.8049,23.8106,23.8004,23.8,23.7692,23.8014,23.838,23.8105,23.8054,23.8169,23.807,23.8277,23.8016,23.8271,23.7855,23.7779,23.8192,23.8201,23.7812,23.6815
-49.9716,1,0.418132,2,3,0,50.2585,0.277913,-0.0986884,0.277913,-0.0986884,3.26142e+07,1.37027e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7748,23.771,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8772,23.8025,23.7465,23.8198,23.8177,23.8013,23.8068,23.7963,23.7957,23.7646,23.7965,23.8327,23.8049,23.7994,23.8105,23.8003,23.8205,23.7939,23.8188,23.7766,23.7682,23.8086,23.8086,23.7681,23.6669
-50.0776,0.983056,0.418132,2,7,0,50.4072,0.27709,0.0115602,0.27709,0.0115602,3.26103e+07,1.37019e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7744,23.7705,23.8776,23.8125,23.8762,23.8522,23.7953,23.8218,23.8763,23.8016,23.7456,23.8187,23.8166,23.8001,23.8055,23.7949,23.7942,23.763,23.7948,23.8309,23.803,23.7975,23.8084,23.798,23.8181,23.7914,23.8161,23.7737,23.765,23.8052,23.805,23.764,23.6624
-50.0173,0.990189,0.418132,2,5,0,51.2978,0.277116,-0.10338,0.277116,-0.10338,3.26135e+07,1.37026e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.877,23.8024,23.7464,23.8196,23.8175,23.8011,23.8066,23.7961,23.7955,23.7644,23.7962,23.8324,23.8046,23.7991,23.8102,23.7999,23.8201,23.7935,23.8183,23.7761,23.7675,23.8079,23.8079,23.7672,23.6658
-50.3706,0.843854,0.418132,3,7,0,52.8728,0.291213,-0.09996,0.291213,-0.09996,3.26298e+07,1.3706e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7828,23.7735,23.7439,23.7762,23.7725,23.8798,23.815,23.879,23.8552,23.7986,23.8254,23.8802,23.8058,23.7501,23.8236,23.8218,23.8058,23.8116,23.8015,23.8012,23.7705,23.8028,23.8395,23.8122,23.8072,23.819,23.8093,23.8303,23.8045,23.8303,23.789,23.7821,23.824,23.8257,23.7883,23.6903
-51.4713,0.925533,0.418132,3,7,0,52.5732,0.289337,0.20761,0.289337,0.20761,3.26377e+07,1.37077e+06,57571.6,23.8161,23.7569,23.7827,23.7819,23.7834,23.7742,23.7447,23.7771,23.7735,23.881,23.8163,23.8804,23.8567,23.8002,23.8271,23.882,23.8078,23.7522,23.8259,23.8242,23.8084,23.8143,23.8044,23.8042,23.7737,23.8062,23.8432,23.816,23.8113,23.8233,23.8138,23.835,23.8094,23.8356,23.7946,23.788,23.8302,23.8322,23.7953,23.6976
-50.0178,0.897308,0.418132,2,3,0,52.3321,0.282924,0.1418,0.282924,0.1418,3.26232e+07,1.37046e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7731,23.7435,23.7756,23.7719,23.8792,23.8143,23.8782,23.8543,23.7976,23.8243,23.879,23.8045,23.7487,23.8221,23.8202,23.804,23.8097,23.7994,23.799,23.7681,23.8002,23.8367,23.8091,23.804,23.8154,23.8055,23.8261,23.7999,23.8253,23.7836,23.7759,23.817,23.8179,23.7788,23.6791
-50.2956,0.959054,0.418132,3,7,0,50.5041,0.285197,0.162117,0.285197,0.162117,3.26277e+07,1.37056e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7724,23.8797,23.8149,23.8788,23.855,23.7984,23.8252,23.8799,23.8055,23.7498,23.8233,23.8214,23.8054,23.8111,23.801,23.8006,23.7698,23.8021,23.8387,23.8113,23.8062,23.8179,23.8081,23.8289,23.8029,23.8286,23.787,23.7797,23.8212,23.8225,23.7841,23.685
-50.0608,1,0.418132,1,1,0,50.2572,0.284517,0.136791,0.284517,0.136791,3.26246e+07,1.37049e+06,57571.6,23.8158,23.7565,23.7821,23.7813,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8783,23.8545,23.7978,23.8245,23.8793,23.8048,23.749,23.8225,23.8206,23.8044,23.8101,23.7999,23.7994,23.7686,23.8008,23.8373,23.8098,23.8047,23.8162,23.8063,23.827,23.8009,23.8264,23.7847,23.7772,23.8185,23.8196,23.7808,23.6814
-50.3186,0.978727,0.418132,3,15,0,50.9385,0.276805,0.219002,0.276805,0.219002,3.26245e+07,1.37049e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7437,23.7759,23.7722,23.8795,23.8147,23.8786,23.8547,23.7981,23.8248,23.8795,23.8051,23.7493,23.8227,23.8208,23.8047,23.8104,23.8001,23.7997,23.7688,23.801,23.8375,23.8099,23.8047,23.8162,23.8062,23.8268,23.8006,23.8259,23.784,23.7761,23.8171,23.8176,23.7778,23.6772
-51.1778,0.879752,0.418132,3,7,0,51.2286,0.279549,0.265269,0.279549,0.265269,3.26346e+07,1.3707e+06,57571.6,23.8161,23.7569,23.7826,23.7819,23.7834,23.7741,23.7446,23.777,23.7734,23.8808,23.8161,23.8802,23.8564,23.7999,23.8268,23.8817,23.8074,23.7518,23.8254,23.8237,23.8078,23.8136,23.8037,23.8034,23.7728,23.8052,23.842,23.8147,23.8098,23.8216,23.8119,23.8329,23.8071,23.8329,23.7915,23.7843,23.8259,23.8272,23.7887,23.6893
-49.8398,0.704793,0.418132,3,7,0,53.2352,0.285497,-0.0721073,0.285497,-0.0721073,3.26217e+07,1.37043e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.854,23.7972,23.8239,23.8786,23.8041,23.7482,23.8216,23.8196,23.8034,23.809,23.7988,23.7983,23.7674,23.7995,23.8359,23.8084,23.8032,23.8146,23.8046,23.8252,23.799,23.8244,23.7827,23.775,23.8162,23.8172,23.7783,23.6789
-49.8433,0.999159,0.418132,3,11,0,49.97,0.288025,-0.0113775,0.288025,-0.0113775,3.26231e+07,1.37046e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7718,23.879,23.8141,23.878,23.8541,23.7974,23.8241,23.8788,23.8043,23.7484,23.8219,23.8199,23.8038,23.8094,23.7992,23.7987,23.7679,23.8,23.8365,23.809,23.8038,23.8154,23.8054,23.8261,23.8,23.8255,23.7839,23.7764,23.8178,23.819,23.7806,23.6817
-50.2861,0.979833,0.418132,2,3,0,50.3647,0.289438,-0.114606,0.289438,-0.114606,3.26287e+07,1.37058e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7724,23.8797,23.8149,23.8789,23.8551,23.7984,23.8252,23.88,23.8056,23.7499,23.8234,23.8216,23.8055,23.8113,23.8012,23.8008,23.7701,23.8024,23.839,23.8117,23.8067,23.8184,23.8086,23.8296,23.8037,23.8295,23.7881,23.781,23.8227,23.8243,23.7866,23.6882
-49.7581,0.999351,0.418132,3,7,0,50.3259,0.283808,-0.026206,0.283808,-0.026206,3.26183e+07,1.37036e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8785,23.8135,23.8773,23.8534,23.7966,23.8232,23.8779,23.8033,23.7474,23.8207,23.8187,23.8024,23.808,23.7976,23.7971,23.7661,23.7981,23.8344,23.8068,23.8015,23.8128,23.8027,23.8232,23.7968,23.822,23.7801,23.7722,23.8131,23.8138,23.7744,23.6745
-50.1303,0.928085,0.418132,2,5,0,53.1915,0.274897,-0.150173,0.274897,-0.150173,3.26145e+07,1.37028e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8132,23.877,23.853,23.7962,23.8228,23.8774,23.8027,23.7467,23.82,23.8179,23.8016,23.8071,23.7966,23.7959,23.7648,23.7967,23.8329,23.8051,23.7997,23.8107,23.8004,23.8207,23.7941,23.8189,23.7766,23.768,23.8084,23.8082,23.7673,23.6657
-51.2953,0.886356,0.418132,2,7,0,52.3769,0.273869,0.302877,0.273869,0.302877,3.26345e+07,1.3707e+06,57571.6,23.8162,23.7569,23.7827,23.782,23.7834,23.7742,23.7447,23.7771,23.7735,23.881,23.8162,23.8803,23.8566,23.8001,23.827,23.8819,23.8076,23.752,23.8256,23.8239,23.8079,23.8138,23.8038,23.8036,23.7729,23.8053,23.8421,23.8148,23.8098,23.8216,23.8118,23.8327,23.8068,23.8325,23.791,23.7835,23.8249,23.8258,23.7865,23.6862
-51.2953,0.458566,0.418132,1,1,0,52.5393,0.273869,0.302877,0.273869,0.302877,3.26345e+07,1.3707e+06,57571.6,23.8162,23.7569,23.7827,23.782,23.7834,23.7742,23.7447,23.7771,23.7735,23.881,23.8162,23.8803,23.8566,23.8001,23.827,23.8819,23.8076,23.752,23.8256,23.8239,23.8079,23.8138,23.8038,23.8036,23.7729,23.8053,23.8421,23.8148,23.8098,23.8216,23.8118,23.8327,23.8068,23.8325,23.791,23.7835,23.8249,23.8258,23.7865,23.6862
-51.7979,0.798051,0.418132,1,1,0,52.1866,0.27274,0.328847,0.27274,0.328847,3.26382e+07,1.37078e+06,57571.6,23.8163,23.757,23.7829,23.7822,23.7837,23.7746,23.7451,23.7775,23.774,23.8815,23.8168,23.881,23.8573,23.8009,23.8278,23.8828,23.8086,23.753,23.8267,23.825,23.8092,23.8151,23.8052,23.805,23.7745,23.8069,23.8438,23.8166,23.8117,23.8236,23.8139,23.835,23.8092,23.835,23.7936,23.7863,23.8278,23.8288,23.7897,23.6895
-51.3537,0.827579,0.418132,2,5,0,53.0211,0.261173,0.223553,0.261173,0.223553,3.26067e+07,1.37012e+06,57571.6,23.8156,23.7561,23.7815,23.7805,23.7817,23.7722,23.7424,23.7744,23.7705,23.8775,23.8125,23.8761,23.8521,23.7951,23.8217,23.8761,23.8014,23.7453,23.8184,23.8162,23.7996,23.805,23.7943,23.7935,23.7621,23.7938,23.8297,23.8016,23.7959,23.8065,23.7959,23.8156,23.7885,23.8126,23.7697,23.76,23.7993,23.7978,23.7542,23.6497
-51.656,0.854306,0.418132,2,7,0,52.454,0.253186,0.395516,0.253186,0.395516,3.26301e+07,1.37061e+06,57571.6,23.8162,23.7569,23.7827,23.782,23.7835,23.7742,23.7447,23.7771,23.7735,23.8809,23.8162,23.8802,23.8565,23.8,23.8268,23.8817,23.8073,23.7516,23.8252,23.8234,23.8073,23.8131,23.803,23.8026,23.7718,23.804,23.8406,23.813,23.8078,23.8192,23.8092,23.8296,23.8032,23.8282,23.786,23.7774,23.8175,23.8168,23.7742,23.6701
-51.8738,0.994247,0.418132,3,7,0,51.9707,0.250654,0.413696,0.250654,0.413696,3.26316e+07,1.37064e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7836,23.7744,23.7449,23.7773,23.7738,23.8812,23.8165,23.8806,23.8569,23.8003,23.8272,23.8821,23.8078,23.7521,23.8257,23.824,23.8079,23.8137,23.8036,23.8033,23.7725,23.8048,23.8413,23.8138,23.8087,23.8201,23.81,23.8305,23.8041,23.8291,23.7869,23.7783,23.8183,23.8175,23.7748,23.6704
-52.653,0.371504,0.418132,2,5,0,53.9416,0.235262,0.44169,0.235262,0.44169,3.26207e+07,1.37041e+06,57571.6,23.8161,23.7567,23.7825,23.7817,23.7831,23.7738,23.7442,23.7765,23.7729,23.8802,23.8153,23.8793,23.8555,23.7988,23.8255,23.8803,23.8058,23.7499,23.8233,23.8214,23.8051,23.8107,23.8003,23.7997,23.7687,23.8006,23.8368,23.8089,23.8033,23.8142,23.8037,23.8236,23.7965,23.8207,23.7776,23.7676,23.8063,23.8038,23.7576,23.6495
-52.653,0.213414,0.418132,1,1,0,53.0982,0.235262,0.44169,0.235262,0.44169,3.26207e+07,1.37041e+06,57571.6,23.8161,23.7567,23.7825,23.7817,23.7831,23.7738,23.7442,23.7765,23.7729,23.8802,23.8153,23.8793,23.8555,23.7988,23.8255,23.8803,23.8058,23.7499,23.8233,23.8214,23.8051,23.8107,23.8003,23.7997,23.7687,23.8006,23.8368,23.8089,23.8033,23.8142,23.8037,23.8236,23.7965,23.8207,23.7776,23.7676,23.8063,23.8038,23.7576,23.6495
