# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-21 15:11:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprjh8q11q/s816ob2p.json
# random
#   seed = 50981
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/snia/snia-20230721161155.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.33.1,S.34.1,S.35.1,S.36.1,S.37.1,S.38.1,S.39.1,S.40.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,S.33.2,S.34.2,S.35.2,S.36.2,S.37.2,S.38.2,S.39.2,S.40.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.998676
# Diagonal elements of inverse mass matrix:
# 0.000648703
-49.2675,0.784531,0.998676,1,3,0,49.4809,0.322094,0.39108,1,0,0.357191,1,1.00507,1.00707,1.00969,1.01216,1.01474,1.01782,1.0212,1.02442,1.02774,1.03149,1.03479,1.03961,1.04268,1.0482,1.05197,1.05743,1.06324,1.06884,1.07589,1.08234,1.09066,1.09855,1.10882,1.11736,1.12906,1.14146,1.15628,1.17127,1.18785,1.21087,1.23232,1.26024,1.29341,1.33878,1.38556,1.46941,1.56172,1.69402,2.01003,2.48424,0.0139648,0.0193322,0.026274,0.0327038,0.0393149,0.0470884,0.0554258,0.0632474,0.0711416,0.0798828,0.0874327,0.0982311,0.104955,0.116816,0.12472,0.135908,0.147508,0.15839,0.171725,0.183587,0.198405,0.212018,0.229143,0.242888,0.261051,0.27955,0.300702,0.321154,0.342773,0.371208,0.396259,0.426994,0.461147,0.504315,0.545215,0.611177,0.67522,0.755222,0.908381,1.07787,3.25849e+07,1.36966e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.739,23.7705,23.7662,23.8728,23.8073,23.8704,23.8461,23.7885,23.8147,23.8686,23.7933,23.7368,23.8094,23.8067,23.7896,23.7945,23.7833,23.7822,23.7504,23.7817,23.8173,23.7889,23.783,23.7936,23.783,23.8031,23.7765,23.8016,23.76,23.7531,23.7958,23.7994,23.7676,23.678
-48.2065,1,0.998676,2,3,0,49.0389,0.339076,0.38459,1,0,0.379958,1,1.0054,1.00752,1.01031,1.01293,1.01567,1.01895,1.02254,1.02597,1.02949,1.03348,1.03698,1.04211,1.04536,1.05123,1.05524,1.06103,1.0672,1.07314,1.08061,1.08746,1.09627,1.10463,1.11551,1.12455,1.13692,1.15003,1.16568,1.1815,1.19899,1.22324,1.24581,1.27515,1.30996,1.35749,1.40639,1.49384,1.58988,1.72714,2.05387,2.54257,0.0139625,0.0193279,0.0262661,0.0326914,0.039297,0.0470625,0.0553898,0.0632004,0.0710819,0.0798073,0.0873419,0.0981159,0.104823,0.116651,0.124532,0.135684,0.147243,0.158082,0.171362,0.18317,0.197915,0.211456,0.228482,0.242143,0.260185,0.278551,0.299539,0.319819,0.341245,0.369404,0.394192,0.424581,0.458318,0.500917,0.541232,0.606165,0.669116,0.747641,0.897687,1.06341,3.26043e+07,1.37006e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7803,23.7705,23.7404,23.7721,23.768,23.8748,23.8096,23.873,23.8488,23.7916,23.8179,23.8722,23.7973,23.741,23.814,23.8116,23.795,23.8003,23.7896,23.7888,23.7576,23.7894,23.8257,23.798,23.7927,23.8042,23.7944,23.8154,23.7898,23.8163,23.7759,23.771,23.8155,23.8213,23.7933,23.7074
-48.1913,1,0.998676,1,1,0,48.2157,0.338733,0.384723,1,0,0.379493,1,1.00539,1.00751,1.0103,1.01292,1.01566,1.01893,1.02251,1.02594,1.02946,1.03344,1.03694,1.04206,1.04531,1.05117,1.05517,1.06096,1.06712,1.07305,1.08052,1.08735,1.09616,1.10451,1.11538,1.1244,1.13676,1.14986,1.16549,1.18129,1.19876,1.22298,1.24554,1.27485,1.30962,1.35711,1.40597,1.49335,1.58931,1.72647,2.05299,2.5414,0.0139626,0.019328,0.0262662,0.0326917,0.0392973,0.0470631,0.0553906,0.0632014,0.0710831,0.0798088,0.0873437,0.0981183,0.104825,0.116655,0.124536,0.135688,0.147248,0.158089,0.171369,0.183178,0.197925,0.211467,0.228496,0.242158,0.260202,0.278571,0.299562,0.319846,0.341276,0.36944,0.394234,0.42463,0.458375,0.500985,0.541312,0.606265,0.669238,0.747792,0.897899,1.06369,3.26039e+07,1.37006e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7803,23.7705,23.7403,23.7721,23.768,23.8748,23.8096,23.8729,23.8488,23.7915,23.8179,23.8721,23.7972,23.7409,23.8139,23.8115,23.7949,23.8002,23.7895,23.7887,23.7575,23.7893,23.8255,23.7978,23.7925,23.804,23.7941,23.8151,23.7896,23.816,23.7756,23.7706,23.8151,23.8208,23.7928,23.7068
-48.3344,0.868489,0.998676,2,3,0,49.1415,0.329654,0.388202,1,0,0.367273,1,1.00522,1.00727,1.00997,1.0125,1.01515,1.01832,1.02179,1.02511,1.02852,1.03237,1.03576,1.04072,1.04387,1.04955,1.05342,1.05903,1.065,1.07074,1.07798,1.08461,1.09315,1.10125,1.11179,1.12055,1.13255,1.14527,1.16045,1.17581,1.1928,1.21637,1.23833,1.26688,1.30078,1.34712,1.39485,1.48031,1.5743,1.70883,2.02965,2.51037,0.0139638,0.0193303,0.0262705,0.0326983,0.039307,0.0470769,0.0554098,0.0632266,0.0711151,0.0798493,0.0873924,0.09818,0.104896,0.116743,0.124636,0.135808,0.14739,0.158253,0.171564,0.183401,0.198188,0.211768,0.228849,0.242557,0.260666,0.279105,0.300184,0.32056,0.342092,0.370404,0.395338,0.425918,0.459884,0.502797,0.543434,0.608933,0.672483,0.751819,0.903569,1.07135,3.25935e+07,1.36984e+06,57571.6,23.8148,23.755,23.7802,23.7789,23.7797,23.7698,23.7396,23.7712,23.767,23.8737,23.8083,23.8715,23.8473,23.7899,23.8161,23.8702,23.7951,23.7387,23.8114,23.8089,23.792,23.7971,23.7861,23.7851,23.7536,23.7851,23.821,23.7929,23.7873,23.7983,23.7881,23.8086,23.7824,23.8082,23.7671,23.7611,23.8046,23.8092,23.7792,23.6912
-48.149,0.590513,0.998676,2,3,0,52.5584,0.33335,0.386789,1,0,0.372233,1,1.00529,1.00737,1.0101,1.01267,1.01536,1.01857,1.02208,1.02544,1.0289,1.0328,1.03624,1.04126,1.04445,1.05021,1.05413,1.05981,1.06586,1.07168,1.07901,1.08573,1.09437,1.10257,1.11325,1.12212,1.13426,1.14713,1.1625,1.17804,1.19523,1.21906,1.24126,1.27012,1.30438,1.35119,1.39938,1.48563,1.58042,1.71603,2.03918,2.52305,0.0139633,0.0193293,0.0262688,0.0326956,0.039303,0.0470713,0.055402,0.0632164,0.0711021,0.0798329,0.0873726,0.0981549,0.104867,0.116707,0.124596,0.13576,0.147333,0.158186,0.171485,0.183311,0.198081,0.211646,0.228705,0.242395,0.260477,0.278888,0.299931,0.320269,0.34176,0.370011,0.394888,0.425393,0.459269,0.502058,0.542568,0.607843,0.671157,0.750171,0.901247,1.06821,3.25977e+07,1.36993e+06,57571.6,23.8149,23.7552,23.7803,23.779,23.78,23.7701,23.7399,23.7716,23.7674,23.8741,23.8088,23.8721,23.8479,23.7905,23.8168,23.871,23.7959,23.7396,23.8124,23.81,23.7932,23.7983,23.7875,23.7866,23.7552,23.7868,23.8228,23.7949,23.7894,23.8006,23.7905,23.8112,23.7853,23.8114,23.7706,23.765,23.8089,23.8139,23.7847,23.6976
-48.149,0.906631,0.998676,1,3,0,48.5835,0.33335,0.386789,1,0,0.372233,1,1.00529,1.00737,1.0101,1.01267,1.01536,1.01857,1.02208,1.02544,1.0289,1.0328,1.03624,1.04126,1.04445,1.05021,1.05413,1.05981,1.06586,1.07168,1.07901,1.08573,1.09437,1.10257,1.11325,1.12212,1.13426,1.14713,1.1625,1.17804,1.19523,1.21906,1.24126,1.27012,1.30438,1.35119,1.39938,1.48563,1.58042,1.71603,2.03918,2.52305,0.0139633,0.0193293,0.0262688,0.0326956,0.039303,0.0470713,0.055402,0.0632164,0.0711021,0.0798329,0.0873726,0.0981549,0.104867,0.116707,0.124596,0.13576,0.147333,0.158186,0.171485,0.183311,0.198081,0.211646,0.228705,0.242395,0.260477,0.278888,0.299931,0.320269,0.34176,0.370011,0.394888,0.425393,0.459269,0.502058,0.542568,0.607843,0.671157,0.750171,0.901247,1.06821,3.25977e+07,1.36993e+06,57571.6,23.8149,23.7552,23.7803,23.779,23.78,23.7701,23.7399,23.7716,23.7674,23.8741,23.8088,23.8721,23.8479,23.7905,23.8168,23.871,23.7959,23.7396,23.8124,23.81,23.7932,23.7983,23.7875,23.7866,23.7552,23.7868,23.8228,23.7949,23.7894,23.8006,23.7905,23.8112,23.7853,23.8114,23.7706,23.765,23.8089,23.8139,23.7847,23.6976
