# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-21 15:11:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprjh8q11q/s816ob2p.json
# random
#   seed = 50981
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/snia/snia-20230721161155.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.33.1,S.34.1,S.35.1,S.36.1,S.37.1,S.38.1,S.39.1,S.40.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,S.33.2,S.34.2,S.35.2,S.36.2,S.37.2,S.38.2,S.39.2,S.40.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 1.02705
# Diagonal elements of inverse mass matrix:
# 0.000560663
-48.5216,1,1.02705,1,1,0,48.819,0.343381,0.382931,1,0,0.385797,1,1.00548,1.00764,1.01047,1.01313,1.01591,1.01924,1.02288,1.02636,1.02994,1.03399,1.03754,1.04275,1.04605,1.05201,1.05607,1.06195,1.06821,1.07423,1.08182,1.08877,1.0977,1.10618,1.11722,1.12638,1.13892,1.15221,1.16807,1.18411,1.20182,1.22638,1.24924,1.27893,1.31415,1.36222,1.41165,1.5,1.59696,1.73545,2.06485,2.55715,0.013962,0.0193268,0.026264,0.0326882,0.0392924,0.0470559,0.0553806,0.0631884,0.0710667,0.0797879,0.0873186,0.0980865,0.104789,0.11661,0.124484,0.135627,0.147175,0.158004,0.171269,0.183063,0.197791,0.211313,0.228314,0.241953,0.259965,0.278297,0.299244,0.319481,0.340858,0.368947,0.393671,0.423973,0.457606,0.500063,0.540233,0.604912,0.667593,0.745756,0.895041,1.05985,3.26092e+07,1.37017e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7708,23.7407,23.7726,23.7685,23.8754,23.8102,23.8736,23.8495,23.7923,23.8188,23.8731,23.7983,23.7421,23.8151,23.8129,23.7964,23.8018,23.7912,23.7905,23.7594,23.7914,23.8278,23.8003,23.7952,23.8069,23.7972,23.8185,23.7932,23.82,23.7799,23.7755,23.8204,23.8268,23.7998,23.7146
-48.2747,1,1.02705,1,1,0,48.4689,0.340335,0.384106,1,0,0.381662,1,1.00542,1.00755,1.01036,1.01299,1.01574,1.01904,1.02264,1.02608,1.02963,1.03363,1.03715,1.04229,1.04556,1.05146,1.05548,1.0613,1.06749,1.07346,1.08097,1.08784,1.09669,1.10508,1.11601,1.12508,1.1375,1.15067,1.16638,1.18226,1.19982,1.22415,1.24681,1.27625,1.31118,1.35887,1.40793,1.49564,1.59195,1.72957,2.05709,2.54684,0.0139624,0.0193276,0.0262655,0.0326905,0.0392956,0.0470606,0.0553871,0.0631969,0.0710775,0.0798016,0.0873351,0.0981073,0.104813,0.116639,0.124518,0.135667,0.147223,0.15806,0.171335,0.183139,0.197879,0.211414,0.228433,0.242087,0.26012,0.278476,0.299453,0.319721,0.341132,0.36927,0.39404,0.424403,0.45811,0.500667,0.54094,0.605798,0.66867,0.747088,0.896911,1.06236,3.26057e+07,1.37009e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7723,23.7682,23.875,23.8098,23.8732,23.849,23.7918,23.8182,23.8725,23.7975,23.7413,23.8143,23.812,23.7954,23.8007,23.7901,23.7893,23.7581,23.79,23.8263,23.7986,23.7934,23.805,23.7952,23.8163,23.7908,23.8174,23.7771,23.7723,23.8169,23.8229,23.7952,23.7095
-48.5645,0.938498,1.02705,1,1,0,48.5648,0.3438,0.38277,1,0,0.386366,1,1.00549,1.00765,1.01048,1.01315,1.01594,1.01927,1.02292,1.0264,1.02999,1.03404,1.0376,1.04281,1.04612,1.05209,1.05615,1.06204,1.06831,1.07434,1.08194,1.08889,1.09784,1.10633,1.11738,1.12656,1.13912,1.15243,1.16831,1.18436,1.2021,1.22668,1.24957,1.2793,1.31456,1.36267,1.41216,1.5006,1.59765,1.73626,2.06591,2.55856,0.0139619,0.0193267,0.0262638,0.0326879,0.0392919,0.0470553,0.0553797,0.0631872,0.0710652,0.0797861,0.0873164,0.0980836,0.104786,0.116605,0.124479,0.135621,0.147169,0.157996,0.17126,0.183053,0.197779,0.211299,0.228298,0.241935,0.259943,0.278272,0.299215,0.319448,0.34082,0.368903,0.39362,0.423914,0.457537,0.49998,0.540136,0.60479,0.667446,0.745574,0.894785,1.0595,3.26097e+07,1.37018e+06,57571.6,23.8151,23.7555,23.7807,23.7796,23.7806,23.7708,23.7408,23.7726,23.7685,23.8754,23.8102,23.8737,23.8496,23.7924,23.8189,23.8732,23.7984,23.7422,23.8153,23.813,23.7965,23.8019,23.7914,23.7907,23.7596,23.7916,23.828,23.8005,23.7954,23.8071,23.7975,23.8188,23.7935,23.8204,23.7803,23.7759,23.8209,23.8273,23.8004,23.7153
-49.218,0.863934,1.02705,1,1,0,49.2256,0.34864,0.380896,1,0,0.392967,1,1.00558,1.00778,1.01066,1.01337,1.01621,1.0196,1.02331,1.02685,1.0305,1.03461,1.03824,1.04353,1.0469,1.05296,1.0571,1.06308,1.06945,1.07558,1.0833,1.09037,1.09946,1.10808,1.11931,1.12863,1.14138,1.15489,1.171,1.18729,1.20529,1.23022,1.25342,1.28355,1.31926,1.36798,1.41806,1.5075,1.60558,1.74557,2.07819,2.57485,0.0139613,0.0193254,0.0262615,0.0326844,0.0392867,0.0470478,0.0553693,0.0631737,0.0710479,0.0797642,0.0872902,0.0980504,0.104748,0.116558,0.124425,0.135556,0.147092,0.157908,0.171156,0.182933,0.197638,0.211137,0.228109,0.241721,0.259696,0.277987,0.298883,0.319068,0.340386,0.368391,0.393034,0.423231,0.456739,0.499024,0.539018,0.60339,0.665747,0.743473,0.891844,1.05555,3.26152e+07,1.37029e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7809,23.7712,23.7412,23.7731,23.7691,23.876,23.8109,23.8744,23.8504,23.7933,23.8198,23.8742,23.7995,23.7434,23.8166,23.8145,23.7981,23.8036,23.7932,23.7926,23.7617,23.7938,23.8304,23.8031,23.7982,23.8101,23.8008,23.8223,23.7973,23.8245,23.7848,23.781,23.8265,23.8334,23.8075,23.7235
-48.6133,0.789558,1.02705,2,3,0,51.7566,0.326669,0.38934,1,0,0.363282,1,1.00516,1.00719,1.00986,1.01237,1.01499,1.01813,1.02155,1.02484,1.02821,1.03202,1.03537,1.04028,1.0434,1.04902,1.05285,1.0584,1.0643,1.06999,1.07716,1.08372,1.09216,1.10018,1.11062,1.11929,1.13117,1.14376,1.1588,1.17402,1.19085,1.21419,1.23596,1.26425,1.29787,1.34383,1.39118,1.47601,1.56934,1.70299,2.02193,2.50008,0.0139642,0.019331,0.0262719,0.0327005,0.0393101,0.0470815,0.0554162,0.0632348,0.0711256,0.0798626,0.0874083,0.0982002,0.104919,0.116772,0.124669,0.135848,0.147437,0.158307,0.171627,0.183475,0.198274,0.211867,0.228965,0.242688,0.260818,0.279281,0.300389,0.320794,0.342361,0.370721,0.395701,0.426342,0.460382,0.503395,0.544136,0.609817,0.67356,0.753157,0.905459,1.07391,3.25901e+07,1.36977e+06,57571.6,23.8148,23.755,23.7801,23.7787,23.7796,23.7696,23.7393,23.771,23.7667,23.8733,23.808,23.8711,23.8468,23.7893,23.8155,23.8696,23.7944,23.7379,23.8106,23.808,23.7911,23.7961,23.785,23.784,23.7523,23.7838,23.8195,23.7913,23.7856,23.7965,23.7861,23.8064,23.7801,23.8056,23.7643,23.7579,23.8011,23.8053,23.7746,23.686
-49.321,0.86868,1.02705,1,1,0,49.3238,0.321789,0.391196,1,0,0.356786,1,1.00507,1.00706,1.00968,1.01215,1.01472,1.0178,1.02117,1.02439,1.02771,1.03145,1.03475,1.03956,1.04263,1.04815,1.05192,1.05737,1.06317,1.06876,1.0758,1.08225,1.09056,1.09844,1.10871,1.11724,1.12892,1.14131,1.15611,1.17108,1.18765,1.21064,1.23208,1.25997,1.29311,1.33845,1.38518,1.46896,1.56121,1.69342,2.00924,2.48318,0.0139648,0.0193323,0.0262742,0.032704,0.0393152,0.0470888,0.0554264,0.0632483,0.0711426,0.0798841,0.0874343,0.0982331,0.104957,0.116819,0.124723,0.135912,0.147513,0.158395,0.171731,0.183594,0.198414,0.212028,0.229154,0.242902,0.261067,0.279568,0.300723,0.321178,0.342801,0.37124,0.396296,0.427038,0.461198,0.504377,0.545288,0.611268,0.675331,0.75536,0.908577,1.07813,3.25846e+07,1.36965e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.7389,23.7705,23.7662,23.8728,23.8073,23.8704,23.846,23.7884,23.8146,23.8685,23.7933,23.7367,23.8093,23.8066,23.7895,23.7944,23.7832,23.782,23.7503,23.7815,23.8171,23.7888,23.7828,23.7934,23.7828,23.8029,23.7762,23.8014,23.7597,23.7528,23.7954,23.799,23.7672,23.6775
