# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-21 15:11:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprjh8q11q/s816ob2p.json
# random
#   seed = 50981
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/snia/snia-20230721161155.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.33.1,S.34.1,S.35.1,S.36.1,S.37.1,S.38.1,S.39.1,S.40.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,S.33.2,S.34.2,S.35.2,S.36.2,S.37.2,S.38.2,S.39.2,S.40.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-49.4107,0.994222,1.02705,2,3,0,49.6252,0.321292,0.391384,1,0,0.356126,1,1.00506,1.00705,1.00966,1.01212,1.01469,1.01777,1.02113,1.02435,1.02766,1.03139,1.03468,1.03949,1.04255,1.04806,1.05182,1.05726,1.06306,1.06864,1.07567,1.0821,1.0904,1.09826,1.10851,1.11703,1.12869,1.14106,1.15583,1.17078,1.18733,1.21028,1.23169,1.25953,1.29263,1.3379,1.38457,1.46825,1.56038,1.69244,2.00794,2.48145,0.0139649,0.0193324,0.0262744,0.0327044,0.0393157,0.0470896,0.0554275,0.0632496,0.0711444,0.0798863,0.0874369,0.0982365,0.104961,0.116823,0.124729,0.135918,0.147521,0.158404,0.171742,0.183606,0.198428,0.212044,0.229174,0.242923,0.261092,0.279597,0.300757,0.321217,0.342846,0.371293,0.396357,0.427109,0.461281,0.504477,0.545405,0.611417,0.675512,0.755586,0.908897,1.07857,3.2584e+07,1.36964e+06,57571.6,23.8146,23.7548,23.7799,23.7785,23.7793,23.7692,23.7389,23.7705,23.7661,23.8727,23.8072,23.8703,23.846,23.7884,23.8145,23.8684,23.7932,23.7366,23.8092,23.8065,23.7894,23.7943,23.783,23.7818,23.7501,23.7813,23.8169,23.7885,23.7825,23.7931,23.7825,23.8025,23.7758,23.8009,23.7592,23.7523,23.7948,23.7983,23.7664,23.6766
-49.2432,1,1.02705,1,1,0,49.5568,0.322235,0.391026,1,0,0.357378,1,1.00508,1.00707,1.0097,1.01217,1.01475,1.01783,1.02121,1.02443,1.02775,1.0315,1.0348,1.03963,1.0427,1.04823,1.052,1.05746,1.06328,1.06887,1.07593,1.08239,1.09071,1.0986,1.10888,1.11742,1.12912,1.14153,1.15635,1.17135,1.18794,1.21097,1.23244,1.26036,1.29355,1.33894,1.38573,1.46961,1.56196,1.6943,2.0104,2.48473,0.0139648,0.0193322,0.026274,0.0327037,0.0393148,0.0470882,0.0554255,0.063247,0.0711411,0.0798822,0.0874319,0.0982301,0.104953,0.116814,0.124718,0.135906,0.147506,0.158387,0.171722,0.183583,0.198401,0.212013,0.229137,0.242882,0.261044,0.279542,0.300692,0.321143,0.342761,0.371193,0.396242,0.426974,0.461123,0.504287,0.545182,0.611135,0.675168,0.755158,0.90829,1.07774,3.25851e+07,1.36966e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.739,23.7705,23.7662,23.8728,23.8074,23.8704,23.8461,23.7885,23.8147,23.8686,23.7934,23.7368,23.8094,23.8068,23.7897,23.7946,23.7834,23.7822,23.7505,23.7817,23.8173,23.789,23.7831,23.7937,23.7831,23.8032,23.7766,23.8017,23.7601,23.7533,23.7959,23.7995,23.7678,23.6783
-49.3259,0.996343,1.02705,2,7,0,49.3263,0.34928,0.380648,1,0,0.393842,1,1.00559,1.0078,1.01068,1.0134,1.01624,1.01964,1.02336,1.02691,1.03056,1.03469,1.03832,1.04363,1.047,1.05308,1.05722,1.06322,1.0696,1.07574,1.08348,1.09056,1.09968,1.10832,1.11956,1.1289,1.14167,1.15521,1.17136,1.18768,1.20571,1.23069,1.25393,1.28411,1.31989,1.36869,1.41884,1.50841,1.60663,1.74679,2.0798,2.577,0.0139612,0.0193253,0.0262612,0.0326839,0.039286,0.0470468,0.055368,0.0631719,0.0710456,0.0797614,0.0872867,0.098046,0.104743,0.116552,0.124418,0.135548,0.147082,0.157896,0.171142,0.182918,0.197619,0.211116,0.228084,0.241693,0.259663,0.277949,0.298839,0.319018,0.340328,0.368323,0.392957,0.423141,0.456634,0.498898,0.538871,0.603205,0.665523,0.743196,0.891457,1.05503,3.26159e+07,1.37031e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7809,23.7712,23.7412,23.7731,23.7691,23.8761,23.811,23.8745,23.8505,23.7934,23.8199,23.8744,23.7996,23.7436,23.8168,23.8146,23.7983,23.8038,23.7934,23.7929,23.762,23.7941,23.8308,23.8034,23.7985,23.8105,23.8012,23.8228,23.7978,23.8251,23.7854,23.7816,23.8272,23.8342,23.8085,23.7245
-48.1219,0.973144,1.02705,1,3,0,49.5297,0.335239,0.386065,1,0,0.374776,1,1.00532,1.00742,1.01017,1.01276,1.01546,1.0187,1.02223,1.02562,1.02909,1.03302,1.03648,1.04154,1.04475,1.05055,1.0545,1.06021,1.0663,1.07216,1.07954,1.0863,1.095,1.10325,1.11399,1.12292,1.13514,1.14809,1.16355,1.17918,1.19647,1.22044,1.24276,1.27178,1.30622,1.35327,1.40169,1.48834,1.58355,1.7197,2.04404,2.5295,0.013963,0.0193289,0.0262679,0.0326942,0.039301,0.0470684,0.055398,0.0632111,0.0710955,0.0798244,0.0873625,0.0981421,0.104853,0.116689,0.124575,0.135735,0.147303,0.158152,0.171444,0.183264,0.198026,0.211583,0.228632,0.242312,0.260381,0.278777,0.299802,0.320121,0.34159,0.369811,0.394658,0.425125,0.458955,0.501681,0.542126,0.607288,0.670482,0.749334,0.900067,1.06662,3.25999e+07,1.36997e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.7801,23.7702,23.7401,23.7718,23.7676,23.8744,23.8091,23.8724,23.8482,23.7909,23.8172,23.8714,23.7964,23.74,23.8129,23.8105,23.7938,23.799,23.7882,23.7873,23.756,23.7877,23.8238,23.7959,23.7905,23.8018,23.7918,23.8126,23.7868,23.813,23.7723,23.767,23.8111,23.8164,23.7876,23.7008
-49.1415,0.877788,1.02705,2,3,0,49.2298,0.322843,0.390796,1,0,0.358186,1,1.00509,1.00709,1.00972,1.01219,1.01478,1.01787,1.02125,1.02449,1.02782,1.03157,1.03488,1.03972,1.04279,1.04834,1.05212,1.05759,1.06342,1.06903,1.0761,1.08257,1.09091,1.09882,1.10912,1.11768,1.1294,1.14184,1.15669,1.17172,1.18834,1.21141,1.23292,1.2609,1.29414,1.33961,1.38648,1.47049,1.56297,1.69549,2.01198,2.48684,0.0139647,0.019332,0.0262737,0.0327033,0.0393141,0.0470873,0.0554242,0.0632454,0.071139,0.0798795,0.0874287,0.098226,0.104949,0.116808,0.124712,0.135898,0.147497,0.158376,0.171709,0.183568,0.198384,0.211993,0.229113,0.242855,0.261013,0.279506,0.300651,0.321095,0.342706,0.371128,0.396168,0.426887,0.461021,0.504164,0.545038,0.610954,0.674947,0.754883,0.907901,1.07721,3.25858e+07,1.36968e+06,57571.6,23.8147,23.7549,23.7799,23.7785,23.7793,23.7694,23.739,23.7706,23.7663,23.8729,23.8074,23.8705,23.8462,23.7886,23.8148,23.8688,23.7935,23.737,23.8096,23.8069,23.7899,23.7948,23.7836,23.7825,23.7507,23.782,23.8176,23.7893,23.7834,23.7941,23.7835,23.8036,23.7771,23.8023,23.7607,23.7539,23.7967,23.8003,23.7688,23.6793
-49.0672,0.702081,1.02705,2,7,0,51.9518,0.347691,0.381264,1,0,0.391669,1,1.00556,1.00775,1.01063,1.01333,1.01616,1.01953,1.02323,1.02676,1.0304,1.0345,1.03811,1.04339,1.04674,1.05279,1.05691,1.06288,1.06923,1.07534,1.08303,1.09008,1.09914,1.10774,1.11893,1.12822,1.14093,1.1544,1.17047,1.18672,1.20466,1.22952,1.25267,1.28271,1.31834,1.36694,1.4169,1.50615,1.60403,1.74374,2.07578,2.57167,0.0139614,0.0193257,0.026262,0.0326851,0.0392877,0.0470493,0.0553714,0.0631763,0.0710513,0.0797685,0.0872953,0.0980569,0.104755,0.116567,0.124436,0.135569,0.147107,0.157925,0.171176,0.182957,0.197666,0.211169,0.228146,0.241763,0.259744,0.278043,0.298948,0.319143,0.340471,0.368491,0.393149,0.423365,0.456895,0.499211,0.539237,0.603664,0.666079,0.743883,0.892418,1.05632,3.26141e+07,1.37027e+06,57571.6,23.8152,23.7556,23.7809,23.7797,23.7808,23.7711,23.7411,23.773,23.769,23.8759,23.8108,23.8743,23.8502,23.7931,23.8196,23.874,23.7993,23.7432,23.8163,23.8142,23.7977,23.8032,23.7928,23.7922,23.7613,23.7934,23.83,23.8026,23.7976,23.8096,23.8001,23.8216,23.7966,23.8237,23.7839,23.78,23.8254,23.8322,23.8061,23.7219
-49.0672,0.778021,1.02705,1,1,0,49.9508,0.347691,0.381264,1,0,0.391669,1,1.00556,1.00775,1.01063,1.01333,1.01616,1.01953,1.02323,1.02676,1.0304,1.0345,1.03811,1.04339,1.04674,1.05279,1.05691,1.06288,1.06923,1.07534,1.08303,1.09008,1.09914,1.10774,1.11893,1.12822,1.14093,1.1544,1.17047,1.18672,1.20466,1.22952,1.25267,1.28271,1.31834,1.36694,1.4169,1.50615,1.60403,1.74374,2.07578,2.57167,0.0139614,0.0193257,0.026262,0.0326851,0.0392877,0.0470493,0.0553714,0.0631763,0.0710513,0.0797685,0.0872953,0.0980569,0.104755,0.116567,0.124436,0.135569,0.147107,0.157925,0.171176,0.182957,0.197666,0.211169,0.228146,0.241763,0.259744,0.278043,0.298948,0.319143,0.340471,0.368491,0.393149,0.423365,0.456895,0.499211,0.539237,0.603664,0.666079,0.743883,0.892418,1.05632,3.26141e+07,1.37027e+06,57571.6,23.8152,23.7556,23.7809,23.7797,23.7808,23.7711,23.7411,23.773,23.769,23.8759,23.8108,23.8743,23.8502,23.7931,23.8196,23.874,23.7993,23.7432,23.8163,23.8142,23.7977,23.8032,23.7928,23.7922,23.7613,23.7934,23.83,23.8026,23.7976,23.8096,23.8001,23.8216,23.7966,23.8237,23.7839,23.78,23.8254,23.8322,23.8061,23.7219
-48.8439,1,1.02705,2,3,0,49.1239,0.346135,0.381866,1,0,0.389547,1,1.00553,1.00771,1.01057,1.01326,1.01607,1.01943,1.0231,1.02662,1.03023,1.03431,1.03791,1.04316,1.04649,1.05251,1.05661,1.06254,1.06886,1.07494,1.0826,1.0896,1.09862,1.10718,1.11831,1.12756,1.14021,1.15361,1.16961,1.18577,1.20364,1.22839,1.25143,1.28135,1.31683,1.36524,1.41501,1.50393,1.60148,1.74076,2.07184,2.56644,0.0139616,0.0193261,0.0262627,0.0326862,0.0392894,0.0470517,0.0553747,0.0631807,0.0710569,0.0797755,0.0873037,0.0980676,0.104767,0.116583,0.124453,0.13559,0.147132,0.157954,0.17121,0.182995,0.197711,0.211221,0.228207,0.241832,0.259824,0.278135,0.299055,0.319265,0.34061,0.368656,0.393337,0.423584,0.457152,0.499518,0.539596,0.604113,0.666625,0.744558,0.893362,1.05759,3.26123e+07,1.37023e+06,57571.6,23.8152,23.7555,23.7808,23.7797,23.7807,23.771,23.741,23.7728,23.7688,23.8757,23.8106,23.874,23.85,23.7928,23.8193,23.8737,23.7989,23.7428,23.8159,23.8137,23.7973,23.8027,23.7922,23.7916,23.7606,23.7927,23.8292,23.8017,23.7967,23.8086,23.7991,23.8205,23.7954,23.8224,23.7825,23.7784,23.8236,23.8302,23.8038,23.7193
-48.8439,0.89089,1.02705,1,1,0,49.3004,0.346135,0.381866,1,0,0.389547,1,1.00553,1.00771,1.01057,1.01326,1.01607,1.01943,1.0231,1.02662,1.03023,1.03431,1.03791,1.04316,1.04649,1.05251,1.05661,1.06254,1.06886,1.07494,1.0826,1.0896,1.09862,1.10718,1.11831,1.12756,1.14021,1.15361,1.16961,1.18577,1.20364,1.22839,1.25143,1.28135,1.31683,1.36524,1.41501,1.50393,1.60148,1.74076,2.07184,2.56644,0.0139616,0.0193261,0.0262627,0.0326862,0.0392894,0.0470517,0.0553747,0.0631807,0.0710569,0.0797755,0.0873037,0.0980676,0.104767,0.116583,0.124453,0.13559,0.147132,0.157954,0.17121,0.182995,0.197711,0.211221,0.228207,0.241832,0.259824,0.278135,0.299055,0.319265,0.34061,0.368656,0.393337,0.423584,0.457152,0.499518,0.539596,0.604113,0.666625,0.744558,0.893362,1.05759,3.26123e+07,1.37023e+06,57571.6,23.8152,23.7555,23.7808,23.7797,23.7807,23.771,23.741,23.7728,23.7688,23.8757,23.8106,23.874,23.85,23.7928,23.8193,23.8737,23.7989,23.7428,23.8159,23.8137,23.7973,23.8027,23.7922,23.7916,23.7606,23.7927,23.8292,23.8017,23.7967,23.8086,23.7991,23.8205,23.7954,23.8224,23.7825,23.7784,23.8236,23.8302,23.8038,23.7193
-48.9779,0.990101,1.02705,2,3,0,49.1036,0.347093,0.381496,1,0,0.390853,1,1.00555,1.00774,1.0106,1.0133,1.01612,1.01949,1.02318,1.02671,1.03033,1.03443,1.03803,1.0433,1.04665,1.05268,1.0568,1.06275,1.06909,1.07518,1.08287,1.08989,1.09894,1.10752,1.11869,1.12797,1.14065,1.1541,1.17014,1.18635,1.20427,1.22909,1.25219,1.28219,1.31776,1.36629,1.41617,1.5053,1.60305,1.7426,2.07427,2.56966,0.0139615,0.0193258,0.0262623,0.0326855,0.0392884,0.0470502,0.0553727,0.063178,0.0710535,0.0797712,0.0872986,0.098061,0.10476,0.116573,0.124443,0.135577,0.147117,0.157936,0.171189,0.182972,0.197683,0.211189,0.228169,0.24179,0.259775,0.278078,0.298989,0.31919,0.340524,0.368554,0.393221,0.423449,0.456994,0.499329,0.539375,0.603836,0.666289,0.744142,0.89278,1.05681,3.26134e+07,1.37026e+06,57571.6,23.8152,23.7555,23.7809,23.7797,23.7808,23.7711,23.741,23.7729,23.7689,23.8758,23.8107,23.8742,23.8501,23.793,23.8195,23.8739,23.7991,23.743,23.8162,23.814,23.7976,23.803,23.7926,23.792,23.761,23.7931,23.8297,23.8022,23.7973,23.8092,23.7997,23.8212,23.7961,23.8232,23.7834,23.7793,23.8247,23.8315,23.8052,23.7209
