# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-21 15:11:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprjh8q11q/s816ob2p.json
# random
#   seed = 50981
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/snia/snia-20230721161155.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.33.1,S.34.1,S.35.1,S.36.1,S.37.1,S.38.1,S.39.1,S.40.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,S.33.2,S.34.2,S.35.2,S.36.2,S.37.2,S.38.2,S.39.2,S.40.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-49.0768,0.980795,0.881971,1,1,0,49.209,0.347753,0.38124,1,0,0.391755,1,1.00556,1.00775,1.01063,1.01333,1.01616,1.01954,1.02323,1.02677,1.0304,1.03451,1.03812,1.0434,1.04675,1.0528,1.05692,1.06289,1.06924,1.07535,1.08305,1.0901,1.09916,1.10776,1.11895,1.12825,1.14096,1.15443,1.17051,1.18675,1.2047,1.22957,1.25272,1.28277,1.3184,1.36701,1.41698,1.50624,1.60413,1.74386,2.07594,2.57188,0.0139614,0.0193257,0.0262619,0.032685,0.0392877,0.0470492,0.0553712,0.0631762,0.0710511,0.0797683,0.087295,0.0980565,0.104755,0.116567,0.124435,0.135568,0.147106,0.157924,0.171175,0.182955,0.197664,0.211167,0.228143,0.24176,0.259741,0.278039,0.298944,0.319138,0.340465,0.368485,0.393141,0.423356,0.456885,0.499199,0.539223,0.603646,0.666057,0.743856,0.89238,1.05627,3.26142e+07,1.37027e+06,57571.6,23.8152,23.7556,23.7809,23.7797,23.7808,23.7711,23.7411,23.773,23.769,23.8759,23.8108,23.8743,23.8502,23.7931,23.8196,23.874,23.7993,23.7432,23.8163,23.8142,23.7978,23.8033,23.7928,23.7923,23.7613,23.7934,23.83,23.8026,23.7977,23.8096,23.8002,23.8217,23.7966,23.8238,23.784,23.78,23.8254,23.8323,23.8062,23.722
-49.012,1,0.881971,2,7,0,49.0902,0.323663,0.390484,1,0,0.359277,1,1.0051,1.00711,1.00975,1.01223,1.01482,1.01793,1.02132,1.02456,1.0279,1.03167,1.03499,1.03984,1.04292,1.04848,1.05227,1.05776,1.06361,1.06923,1.07632,1.08281,1.09118,1.09911,1.10944,1.11803,1.12978,1.14225,1.15714,1.17221,1.18888,1.21201,1.23357,1.26162,1.29494,1.34052,1.38749,1.47167,1.56434,1.6971,2.01412,2.48968,0.0139646,0.0193318,0.0262733,0.0327027,0.0393133,0.047086,0.0554225,0.0632431,0.0711361,0.0798759,0.0874243,0.0982205,0.104942,0.116801,0.124703,0.135887,0.147484,0.158361,0.171691,0.183548,0.19836,0.211966,0.229082,0.24282,0.260971,0.279458,0.300595,0.321031,0.342632,0.371041,0.396068,0.42677,0.460884,0.503999,0.544845,0.61071,0.674649,0.754512,0.907375,1.0765,3.25867e+07,1.36969e+06,57571.6,23.8147,23.7549,23.7799,23.7786,23.7794,23.7694,23.7391,23.7707,23.7664,23.873,23.8076,23.8707,23.8463,23.7888,23.815,23.8689,23.7937,23.7372,23.8098,23.8072,23.7901,23.7951,23.7839,23.7828,23.7511,23.7824,23.818,23.7897,23.7839,23.7946,23.7841,23.8042,23.7777,23.803,23.7615,23.7548,23.7976,23.8014,23.77,23.6808
-48.7561,1,0.881971,1,1,0,49.0148,0.325485,0.389791,1,0,0.361704,1,1.00514,1.00716,1.00981,1.01231,1.01492,1.01805,1.02146,1.02473,1.02809,1.03188,1.03522,1.0401,1.04321,1.04881,1.05262,1.05815,1.06403,1.06969,1.07683,1.08336,1.09178,1.09976,1.11015,1.11879,1.13062,1.14317,1.15815,1.17331,1.19007,1.21333,1.23502,1.26322,1.29672,1.34253,1.38973,1.4743,1.56737,1.70068,2.01886,2.49599,0.0139643,0.0193313,0.0262724,0.0327013,0.0393113,0.0470833,0.0554186,0.0632381,0.0711297,0.0798678,0.0874146,0.0982082,0.104928,0.116783,0.124682,0.135863,0.147455,0.158329,0.171653,0.183504,0.198308,0.211906,0.229011,0.24274,0.260878,0.27935,0.30047,0.320887,0.342468,0.370847,0.395845,0.426511,0.460579,0.503633,0.544415,0.610168,0.673988,0.753689,0.906212,1.07492,3.25888e+07,1.36974e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7709,23.7666,23.8732,23.8078,23.8709,23.8466,23.7891,23.8153,23.8693,23.7941,23.7376,23.8103,23.8077,23.7907,23.7957,23.7846,23.7835,23.7518,23.7832,23.8189,23.7907,23.7849,23.7957,23.7853,23.8055,23.7791,23.8046,23.7632,23.7567,23.7997,23.8038,23.7728,23.684
-48.3835,0.857989,0.881971,2,7,0,50.1404,0.341856,0.38352,1,0,0.383725,1,1.00545,1.0076,1.01041,1.01306,1.01583,1.01914,1.02276,1.02622,1.02978,1.03381,1.03735,1.04252,1.04581,1.05174,1.05578,1.06163,1.06785,1.07384,1.08139,1.0883,1.0972,1.10563,1.11661,1.12573,1.13821,1.15144,1.16723,1.18318,1.20082,1.22526,1.24802,1.27759,1.31266,1.36054,1.40979,1.49782,1.59445,1.73251,2.06096,2.55199,0.0139622,0.0193272,0.0262647,0.0326894,0.039294,0.0470583,0.0553839,0.0631927,0.0710721,0.0797948,0.0873269,0.0980969,0.104801,0.116624,0.124501,0.135647,0.147199,0.158032,0.171302,0.183101,0.197835,0.211363,0.228374,0.24202,0.260043,0.278387,0.299348,0.319601,0.340995,0.369109,0.393855,0.424188,0.457858,0.500365,0.540587,0.605355,0.668132,0.746422,0.895976,1.0611,3.26074e+07,1.37013e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7724,23.7683,23.8752,23.81,23.8734,23.8493,23.7921,23.8185,23.8728,23.7979,23.7417,23.8147,23.8125,23.7959,23.8012,23.7906,23.7899,23.7588,23.7907,23.8271,23.7994,23.7943,23.8059,23.7962,23.8174,23.792,23.8187,23.7785,23.7739,23.8187,23.8248,23.7975,23.7121
-48.1283,0.979253,0.881971,1,3,0,48.564,0.334399,0.386387,1,0,0.373645,1,1.00531,1.0074,1.01014,1.01272,1.01541,1.01864,1.02217,1.02554,1.02901,1.03292,1.03637,1.04142,1.04462,1.0504,1.05433,1.06004,1.0661,1.07195,1.07931,1.08604,1.09472,1.10295,1.11366,1.12256,1.13475,1.14766,1.16308,1.17868,1.19592,1.21982,1.2421,1.27104,1.3054,1.35234,1.40066,1.48714,1.58216,1.71807,2.04188,2.52663,0.0139632,0.0193291,0.0262683,0.0326948,0.0393019,0.0470697,0.0553998,0.0632135,0.0710984,0.0798282,0.087367,0.0981478,0.104859,0.116697,0.124584,0.135746,0.147316,0.158167,0.171462,0.183285,0.198051,0.211611,0.228664,0.242348,0.260424,0.278826,0.299859,0.320187,0.341665,0.3699,0.39476,0.425244,0.459094,0.501848,0.542323,0.607535,0.670781,0.749706,0.900591,1.06732,3.25989e+07,1.36995e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7702,23.74,23.7717,23.7675,23.8743,23.809,23.8723,23.8481,23.7907,23.817,23.8712,23.7962,23.7398,23.8127,23.8103,23.7935,23.7987,23.7879,23.787,23.7556,23.7873,23.8234,23.7955,23.79,23.8013,23.7912,23.812,23.7861,23.8123,23.7715,23.7661,23.8101,23.8153,23.7863,23.6994
-48.241,0.964325,0.881971,2,3,0,48.432,0.339759,0.384328,1,0,0.380882,1,1.00541,1.00754,1.01033,1.01296,1.01571,1.019,1.02259,1.02603,1.02957,1.03356,1.03707,1.04221,1.04547,1.05136,1.05537,1.06118,1.06736,1.07331,1.0808,1.08767,1.0965,1.10488,1.11578,1.12484,1.13724,1.15038,1.16606,1.18191,1.19944,1.22373,1.24636,1.27575,1.31062,1.35824,1.40722,1.49482,1.591,1.72846,2.05562,2.54489,0.0139624,0.0193277,0.0262657,0.0326909,0.0392962,0.0470615,0.0553884,0.0631985,0.0710795,0.0798042,0.0873382,0.0981113,0.104817,0.116645,0.124524,0.135675,0.147232,0.15807,0.171347,0.183153,0.197896,0.211433,0.228455,0.242113,0.26015,0.27851,0.299492,0.319766,0.341183,0.369331,0.39411,0.424485,0.458205,0.500781,0.541073,0.605966,0.668874,0.747341,0.897266,1.06284,3.26051e+07,1.37008e+06,57571.6,23.815,23.7553,23.7806,23.7794,23.7803,23.7705,23.7404,23.7722,23.7681,23.8749,23.8097,23.8731,23.8489,23.7917,23.8181,23.8723,23.7974,23.7412,23.8142,23.8118,23.7952,23.8005,23.7899,23.7891,23.7579,23.7898,23.826,23.7983,23.7931,23.8046,23.7948,23.8159,23.7904,23.8169,23.7765,23.7717,23.8163,23.8221,23.7944,23.7085
-48.4879,0.971916,0.881971,2,7,0,48.5367,0.327861,0.388886,1,0,0.364875,1,1.00518,1.00722,1.0099,1.01242,1.01505,1.0182,1.02165,1.02494,1.02833,1.03216,1.03553,1.04045,1.04358,1.04923,1.05308,1.05865,1.06458,1.07029,1.07749,1.08407,1.09256,1.10061,1.11109,1.1198,1.13172,1.14436,1.15946,1.17474,1.19163,1.21506,1.2369,1.2653,1.29903,1.34515,1.39265,1.47773,1.57132,1.70533,2.02502,2.5042,0.013964,0.0193307,0.0262713,0.0326996,0.0393088,0.0470797,0.0554136,0.0632315,0.0711214,0.0798573,0.087402,0.0981922,0.10491,0.11676,0.124656,0.135832,0.147418,0.158286,0.171602,0.183445,0.198239,0.211827,0.228919,0.242635,0.260757,0.279211,0.300307,0.320701,0.342254,0.370594,0.395556,0.426173,0.460183,0.503156,0.543855,0.609463,0.673129,0.752621,0.904702,1.07288,3.25915e+07,1.3698e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.7711,23.7668,23.8735,23.8081,23.8713,23.847,23.7895,23.8158,23.8698,23.7947,23.7382,23.8109,23.8084,23.7915,23.7965,23.7855,23.7844,23.7528,23.7843,23.8201,23.792,23.7863,23.7972,23.7869,23.8073,23.781,23.8066,23.7654,23.7592,23.8025,23.8069,23.7764,23.6881
-48.796,0.982843,0.881971,2,3,0,48.8029,0.32518,0.389907,1,0,0.361296,1,1.00513,1.00715,1.0098,1.0123,1.01491,1.01803,1.02144,1.0247,1.02806,1.03185,1.03518,1.04006,1.04316,1.04875,1.05256,1.05808,1.06396,1.06961,1.07674,1.08327,1.09167,1.09965,1.11003,1.11866,1.13048,1.14301,1.15798,1.17312,1.18987,1.21311,1.23477,1.26295,1.29642,1.34219,1.38935,1.47386,1.56686,1.70008,2.01806,2.49493,0.0139644,0.0193314,0.0262726,0.0327016,0.0393117,0.0470837,0.0554193,0.0632389,0.0711308,0.0798692,0.0874163,0.0982103,0.104931,0.116786,0.124686,0.135867,0.14746,0.158334,0.171659,0.183511,0.198316,0.211916,0.229023,0.242753,0.260894,0.279368,0.300491,0.320911,0.342495,0.37088,0.395883,0.426554,0.46063,0.503694,0.544487,0.610259,0.674099,0.753827,0.906407,1.07519,3.25884e+07,1.36973e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7795,23.7695,23.7392,23.7708,23.7665,23.8732,23.8078,23.8709,23.8466,23.7891,23.8153,23.8693,23.7941,23.7376,23.8102,23.8076,23.7906,23.7956,23.7845,23.7834,23.7517,23.7831,23.8188,23.7906,23.7848,23.7955,23.7851,23.8053,23.7789,23.8043,23.7629,23.7564,23.7994,23.8034,23.7724,23.6834
-48.2303,0.904433,0.881971,2,7,0,49.7229,0.33956,0.384404,1,0,0.380612,1,1.00541,1.00753,1.01033,1.01296,1.0157,1.01899,1.02258,1.02601,1.02954,1.03353,1.03705,1.04218,1.04544,1.05132,1.05533,1.06114,1.06731,1.07326,1.08075,1.08761,1.09643,1.1048,1.1157,1.12475,1.13714,1.15027,1.16595,1.18179,1.19931,1.22359,1.2462,1.27557,1.31043,1.35802,1.40698,1.49454,1.59067,1.72807,2.05511,2.54421,0.0139625,0.0193278,0.0262658,0.0326911,0.0392964,0.0470618,0.0553888,0.0631991,0.0710802,0.0798051,0.0873393,0.0981126,0.104819,0.116647,0.124527,0.135677,0.147235,0.158074,0.171351,0.183158,0.197901,0.21144,0.228463,0.242121,0.26016,0.278522,0.299506,0.319781,0.341201,0.369352,0.394134,0.424513,0.458238,0.500821,0.54112,0.606024,0.668944,0.747429,0.897389,1.06301,3.26048e+07,1.37008e+06,57571.6,23.815,23.7553,23.7806,23.7793,23.7803,23.7705,23.7404,23.7722,23.7681,23.8749,23.8097,23.873,23.8489,23.7916,23.818,23.8723,23.7974,23.7411,23.8141,23.8118,23.7952,23.8005,23.7898,23.789,23.7578,23.7897,23.8259,23.7982,23.793,23.8045,23.7947,23.8157,23.7902,23.8167,23.7764,23.7715,23.8161,23.8219,23.7941,23.7082
-48.5938,0.86196,0.881971,1,3,0,49.4311,0.326843,0.389274,1,0,0.363516,1,1.00516,1.0072,1.00986,1.01238,1.015,1.01814,1.02157,1.02485,1.02823,1.03204,1.0354,1.0403,1.04342,1.04905,1.05288,1.05843,1.06434,1.07003,1.0772,1.08377,1.09222,1.10024,1.11069,1.11937,1.13125,1.14385,1.1589,1.17412,1.19096,1.21432,1.23609,1.26441,1.29804,1.34402,1.3914,1.47626,1.56963,1.70333,2.02238,2.50068,0.0139641,0.019331,0.0262718,0.0327004,0.0393099,0.0470812,0.0554158,0.0632344,0.071125,0.0798618,0.0874074,0.098199,0.104918,0.11677,0.124668,0.135846,0.147434,0.158304,0.171624,0.18347,0.198269,0.211861,0.228958,0.24268,0.260809,0.279271,0.300377,0.320781,0.342345,0.370703,0.39568,0.426317,0.460353,0.50336,0.544095,0.609765,0.673497,0.753078,0.905348,1.07375,3.25903e+07,1.36977e+06,57571.6,23.8148,23.755,23.7801,23.7787,23.7796,23.7696,23.7394,23.771,23.7667,23.8734,23.808,23.8711,23.8468,23.7894,23.8156,23.8696,23.7944,23.738,23.8107,23.8081,23.7911,23.7961,23.7851,23.784,23.7524,23.7838,23.8196,23.7914,23.7857,23.7966,23.7862,23.8065,23.7802,23.8057,23.7645,23.7581,23.8013,23.8055,23.7749,23.6863
